0,1,2,3,4,5,6,7
Mongolia *,Asia,"12,431",2021,"12,101",2020,"12,317",2019
Indonesia *,Asia,"12,882",2021,"12,074",2020,"11,812",2019
Anguilla *,Americas,N/A,N/A,N/A,N/A,"12,200",2008
Nauru *,Oceania,"9,995",2021,"14,100",2019,"11,583",2019
Bhutan *,Asia,"11,928",2021,"11,508",2020,"11,832",2019
Kosovo *,Europe,"11,949",2021,"11,368",2020,"11,368",2019
Vietnam *,Asia,"11,677",2021,"8,651",2020,"8,041",2019
Algeria *,Africa,"11,433",2021,"11,268",2020,"11,511",2019
Ecuador *,Americas,"11,331",2021,"10,896",2020,"11,375",2019
American Samoa *,Oceania,N/A,N/A,N/A,N/A,"11,200",2016
Dominica *,Americas,"11,231",2021,"10,435",2020,"11,917",2019
Tunisia *,Africa,"10,594",2021,"10,262",2020,"10,756",2019
Jordan *,Asia,"10,590",2021,"10,356",2020,"10,071",2019
Iraq *,Asia,"10,038",2021,"9,764",2020,"10,881",2019
Jamaica *,Americas,"10,294",2021,"9,222",2020,"9,762",2019
Namibia *,Africa,"9,542",2021,"9,382",2020,"9,637",2019
Eswatini *,Africa,"9,152",2021,"8,854",2020,"8,622",2019
Philippines *,Asia,"9,061",2021,"8,390",2020,"8,908",2019
El Salvador *,Americas,"8,891",2021,"8,499",2020,"8,776",2019
Bolivia *,Americas,"8,832",2021,"8,367",2020,"8,724",2019
Guatemala *,Americas,"8,648",2021,"8,854",2020,"8,637",2019
Laos *,Asia,"8,519",2021,"8,235",2020,"7,826",2019
Morocco *,Africa,"8,027",2021,"7,296",2020,"7,515",2019
Uzbekistan *,Asia,"7,830",2021,"7,378",2020,"6,999",2019
India *,Asia,"7,333",2021,"6,454",2020,"6,700",2019
Cape Verde *,Africa,"6,837",2021,"6,377",2020,"7,172",2019
Angola *,Africa,"6,878",2021,"6,539",2020,"6,670",2019
Belize *,Americas,"6,133",2021,"6,456",2020,"7,005",2019
Venezuela *,Americas,"5,178",2021,"17,528",2011,"7,704",2018
Tonga *,Oceania,"6,156",2021,"6,648",2019,"6,383",2019
Samoa *,Oceania,"5,260",2021,"6,778",2019,"6,521",2019
Tokelau *,Oceania,N/A,N/A,N/A,N/A,"6,004",2017
Niue *,Oceania,N/A,N/A,N/A,N/A,"5,800",2003
Palestine *,Asia,"5,664",2021,"5,690",2020,"6,220",2019
Ghana *,Africa,"5,968",2021,"5,596",2020,"5,413",2019
Honduras *,Americas,"5,698",2021,"5,421",2020,"5,728",2019
Nicaragua *,Americas,"5,648",2021,"5,570",2020,"5,407",2019
Djibouti *,Africa,"5,300",2021,"5,782",2020,"5,535",2019
Mauritania *,Africa,"5,993",2021,"5,257",2020,"5,197",2019
Ivory Coast *,Africa,"5,642",2021,"5,458",2020,"5,213",2019
Bangladesh *,Asia,"5,733",2021,"5,083",2020,"4,754",2019
Nigeria *,Africa,"5,280",2021,"5,187",2020,"5,136",2019
Kyrgyzstan *,Asia,"5,323",2021,"4,965",2020,"5,253",2019
Pakistan *,Asia,"5,973",2021,"4,877",2020,"4,690",2019
Myanmar *,Asia,"4,831",2021,"4,794",2020,"5,142",2019
Kenya *,Africa,"5,274",2021,"4,452",2020,"4,330",2019
Syria *,Asia,"6,373",2021,N/A,N/A,"2,900",2015
Cambodia *,Asia,"4,930",2021,"4,422",2020,"4,389",2019
Tuvalu *,Oceania,"4,674",2021,"4,653",2020,"4,281",2019
Papua New Guinea *,Oceania,"3,956",2021,"4,326",2020,"4,355",2019
Sudan *,Africa,"4,082",2021,"4,244",2020,"3,958",2019
São Tomé and Príncipe *,Africa,"3,926",2021,"4,274",2020,"3,970",2019
Marshall Islands *,Oceania,"3,767",2021,"4,200",2019,"3,889",2018
Nepal *,Asia,"4,199",2021,"4,009",2020,"3,417",2019
Congo *,Africa,"4,169",2021,"3,639",2020,"3,673",2019
Wallis and Futuna *,Oceania,N/A,N/A,N/A,N/A,"3,800",2004
Cameroon *,Africa,"3,745",2021,"3,773",2020,"3,642",2019
Tajikistan *,Asia,"3,856",2021,"3,858",2020,"3,380",2019
Senegal *,Africa,"3,625",2021,"3,481",2020,"3,395",2019
Micronesia *,Oceania,"3,372",2021,"3,613",2019,"3,464",2018
Benin *,Africa,"3,573",2021,"3,506",2020,"3,287",2019
Zambia *,Africa,"3,322",2021,"3,450",2020,"3,470",2019
East Timor *,Asia,"3,119",2021,"3,356",2020,"3,553",2019
Comoros *,Africa,"3,022",2021,"3,313",2020,"3,060",2019
Haiti *,Americas,"2,962",2021,"2,925",2020,"2,905",2019
Vanuatu *,Oceania,"2,646",2021,"2,915",2020,"3,153",2019
Zimbabwe *,Africa,"2,698",2021,"2,895",2020,"2,836",2019
Tanzania *,Africa,"2,863",2021,"2,780",2020,"2,660",2019
Guinea *,Africa,"2,731",2021,"2,818",2020,"2,562",2019
Lesotho *,Africa,"2,829",2021,"2,405",2020,"2,704",2019
Ethiopia *,Africa,"2,973",2021,"2,423",2020,"2,221",2019
Solomon Islands *,Oceania,"2,483",2021,"2,619",2020,"2,663",2019
Uganda *,Africa,"2,706",2021,"2,297",2020,"2,187",2019
Mali *,Africa,"2,469",2021,"2,339",2020,"2,322",2019
Kiribati *,Oceania,"2,242",2021,"2,418",2020,"2,272",2019
Rwanda *,Africa,"2,458",2021,"2,214",2020,"2,227",2019
Gambia *,Africa,"2,384",2021,"2,278",2020,"2,223",2019
Burkina Faso *,Africa,"2,334",2021,"2,279",2020,"2,178",2019
Yemen *,Asia,"1,924",2021,"3,689",2013,"2,500",2017
Afghanistan *,Asia,"2,474",2021,"2,088",2020,"2,065",2019
Guinea-Bissau *,Africa,"2,409",2021,"1,949",2020,"1,989",2019
Togo *,Africa,"2,261",2021,"2,224",2020,"1,597",2019
Sierra Leone *,Africa,"1,771",2021,"1,739",2020,"1,718",2019
North Korea *,Asia,N/A,N/A,N/A,N/A,"1,700",2015
Eritrea *,Africa,"1,862",2021,"1,626",2011,"1,600",2019
Madagascar *,Africa,"1,639",2021,"1,593",2020,"1,647",2019
Chad *,Africa,"1,621",2021,"1,603",2020,"1,580",2019
Liberia *,Africa,"1,602",2021,"1,428",2020,"1,428",2019
Mozambique *,Africa,"1,293",2021,"1,297",2020,"1,281",2019
Niger *,Africa,"1,320",2021,"1,263",2020,"1,225",2019
South Sudan *,Africa,825,2021,"1,235",2015,"1,600",2017
Malawi *,Africa,"1,005",2021,"1,568",2020,"1,060",2019
DR Congo *,Africa,"1,132",2021,"1,131",2020,"1,098",2019
Central African Republic *,Africa,"1,013",2021,979.6,2020,945,2019
Somalia *,Africa,941,2021,875.2,2020,N/A,N/A
Burundi *,Africa,772,2021,771.2,2020,752,2019
