0,1,2
Macao,33.0,Legislative Council of Macau
Marshall Islands,33.0,Legislature of the Marshall Islands
Dominica,32.0,House of Assembly of Dominica
Greenland,31.0,Inatsisartut
Northern Mariana Islands,20.0,Northern Mariana Islands Commonwealth Legislature
Andorra,28.0,General Council
Grenada,15.0,Parliament of Grenada
Tonga,26.0,Legislative Assembly of Tonga
Liechtenstein,25.0,Landtag of Liechtenstein
Palau,16.0,Palau National Congress
Cook Islands,24.0,Parliament of the Cook Islands
Monaco,24.0,National Council
Aruba,21.0,Parliament of Aruba
Cayman Islands,21.0,Parliament of the Cayman Islands
Curaçao,21.0,Parliament of Curaçao
Niue,20.0,Niue Assembly
Tokelau,20.0,General Fono
Nauru,19.0,Parliament of Nauru
Gibraltar,18.0,Gibraltar Parliament
British Virgin Islands,15.0,House of Assembly of the British Virgin Islands
Guam,15.0,Legislature of Guam
Sint Maarten,15.0,Parliament of Sint Maarten
Tuvalu,15.0,Parliament of Tuvalu
Micronesia,14.0,Congress of the Federated States of Micronesia
Anguilla,11.0,House of Assembly
Montserrat,11.0,Legislative Assembly of Montserrat
Falkland Islands,10.0,Legislative Assembly of the Falkland Islands
Pitcairn Islands,10.0,Island Council
Christmas Island,9.0,Shire of Christmas Island
Norfolk Island,9.0,Norfolk Island Legislative Assembly
Cocos (Keeling) Islands,7.0,Shire of Cocos
Vatican City,7.0,Pontifical Commission for Vatican City State
