0,1,2
Samoa,12.0,2007 Pacific Games
San Marino,31.0,2006 San Marino Grand Prix
São Tomé & Príncipe,9.0,2016 São Toméan presidential election
Saudi Arabia,70.0,Battle of Badr
Senegal,24.0,Battle of Dakar
Serbia,64.0,Eurovision Song Contest 2008
Seychelles,73.0,2004 Indian Ocean earthquake
Sierra Leone,17.0,2021 Sierra Leone oil tanker collision
Singapore,43.0,2018 North Korea�E��EUnited States Singapore Summit
Slovakia,42.0,Peace of Pressburg
Slovenia,32.0,Battle of Lissa
Solomon Islands,27.0,Naval Battle of Guadalcanal
Somalia,73.0,2004 Indian Ocean earthquake
South Africa,73.0,2004 Indian Ocean earthquake
South Korea,50.0,Battle of Tsushima
South Sudan,39.0,South Sudanese independence referendum
Spain,73.0,Battle of Trafalgar
Sri Lanka,73.0,2004 Indian Ocean earthquake
Palestinian Territories,64.0,Israeli�E��EPalestinian conflict
Sudan,55.0,Darfur conflict
Suriname,35.0,2019 Amazon rainforest wildfires
Sweden,69.0,Eurovision Song Contest 2016
Switzerland,64.0,Treaty of Lausanne
Syria,51.0,Battle of Kadesh
Taiwan,72.0,Malaysia Airlines Flight 370
Tajikistan,16.0,1990 Dushanbe riots
Tanzania,73.0,2004 Indian Ocean earthquake
Thailand,73.0,2004 Indian Ocean earthquake
Bahamas,23.0,Miss Universe 2009
Gambia,13.0,ECOWAS military intervention in the Gambia
Togo,11.0,2020 Togolese presidential election
Tonga,12.0,Cyclone Harold
Trinidad & Tobago,14.0,Miss Universe 1999
Tunisia,30.0,2015 Sousse attack
Turkey,76.0,2016 Turkish coup d'état attempt
Turkmenistan,24.0,1948 Ashgabat earthquake
Tuvalu,8.0,Tuvalu at the 2010 Summer Youth Olympics
Uganda,52.0,Operation Entebbe
Ukraine,115.0,Chernobyl disaster
United Arab Emirates,32.0,2009 Abu Dhabi Grand Prix
United Kingdom,120.0,Brexit
United States,150.0,September 11 attacks
Uruguay,37.0,Battle of the River Plate
Uzbekistan,24.0,Andijan massacre
Vanuatu,12.0,Cyclone Harold
Vatican City,66.0,Treaty on the Non-Proliferation of Nuclear Weapons
Venezuela,35.0,2019 Amazon rainforest wildfires
Vietnam,72.0,Malaysia Airlines Flight 370
Yemen,73.0,2004 Indian Ocean earthquake
Zambia,13.0,1961 Ndola United Nations DC-6 crash
Zimbabwe,34.0,2017 Zimbabwean coup d'état attempt
