0,1,2,3,4,5,6,7,8
Dominican Republic,13,Alexander Ogando,http://www.wikidata.org/entity/Q106686902,wd:Q106686902,68371826.0,Dominican athletics competitor,"Alexander Ogando Bautista (born 3 May 2000) is a sprinter from the Dominican Republic. He won the silver medal for the mixed 4 x 400 metres relay at the 2020 Tokyo Olympics, and a gold at the 2022 World Athletics Championships.He won the 200 m gold medal in the 2021 NACAC U23 Championships. Ogando placed fifth in the event at the 2022 World Championships in Eugene, Oregon.",https://en.wikipedia.org/wiki/Alexander_Ogando
East Timor,7,Paulo Gali,http://www.wikidata.org/entity/Q100742045,wd:Q100742045,65873267.0,Timor Leste footballer,Paulo Domingos Gali da Costa Freitas is a Timorese football player who comes from Timor Leste and plays for Assalam.,https://en.wikipedia.org/wiki/Paulo_Gali
Ecuador,30,Moisés Caicedo,http://www.wikidata.org/entity/Q87715532,wd:Q87715532,65162701.0,Ecuadorian professional footballer (born 2001),Moisés Isaac Caicedo Corozo (born 2 November 2001) is an Ecuadorian professional footballer who plays as a midfielder for Premier League club Brighton & Hove Albion  and the Ecuador national team.,https://en.wikipedia.org/wiki/Mois%C3%A9s_Caicedo
Egypt,16,Garang Kuol,http://www.wikidata.org/entity/Q110615336,wd:Q110615336,69814949.0,Australian association football player,"Garang Mawien Kuol (born 15 September 2004) is a professional footballer who plays as a forward for Scottish Premiership club Heart of Midlothian, on loan from Premier League club Newcastle United. Born in Egypt and raised in Australia to South Sudanese parents, he represents the Australia national team.

",https://en.wikipedia.org/wiki/Garang_Kuol
El Salvador,11,Diego Velázquez,http://www.wikidata.org/entity/Q17417521,wd:Q17417521,43114413.0,American-Salvadoran actor and film actor,--,--
Equatorial Guinea,13,Jesús Owono,http://www.wikidata.org/entity/Q58821194,wd:Q58821194,60329084.0,Equatorial Guinean association football player,"Jesús Lázaro Owono Ngua Akeng (born 1 March 2001) is an Equatoguinean professional footballer who plays as a goalkeeper for Segunda División club Deportivo Alavés and the Equatorial Guinea national team.

",https://en.wikipedia.org/wiki/Jes%C3%BAs_Owono
Eritrea,20,Biniam Girmay,http://www.wikidata.org/entity/Q60807605,wd:Q60807605,60125847.0,bicycle racer,"Biniam Girmay Hailu (born 2 April 2000) is a professional Eritrean  road cyclist who currently rides for UCI WorldTeam Intermarché–Circus–Wanty.At the 2022 Giro d'Italia, he became the first Black African cyclist to win a Grand Tour stage after winning stage 10 in a reduced bunch sprint.",https://en.wikipedia.org/wiki/Biniam_Girmay
Estonia,25,Kelly Sildaru,http://www.wikidata.org/entity/Q20921043,wd:Q20921043,49263355.0,Estonian freestyle skier,Kelly Sildaru (Estonian pronunciation: [ˈkelʲˑi ˈsilˑdɑ.ru]; born 17 February 2002) is an Estonian Olympic freestyle skier.,https://en.wikipedia.org/wiki/Kelly_Sildaru
Eswatini,8,Andreas Fakudze,http://www.wikidata.org/entity/Q337955,wd:Q337955,4328782.0,Prime Minister of Swaziland,Andreas Fakudze (died 2001) served as acting Prime Minister of Swaziland (now Eswatini) from 25 October 1993 to 4 November 1993.,https://en.wikipedia.org/wiki/Andreas_Fakudze
Ethiopia,29,Selemon Barega,http://www.wikidata.org/entity/Q32760246,wd:Q32760246,54898868.0,Ethiopian athlete,"Selemon Barega Shirtaga (born 20 January 2000) is an Ethiopian long-distance runner. He won the gold medal in the 10,000 metres at the 2020 Tokyo Olympics and a silver for the 5000 metres at the 2019 World Championships in Doha. Barega is a two-time 3000 metres World Indoor Championship medallist, taking silver in 2018, and a gold in 2022.He won gold medals at the 2016 World Under-20 Championships (5000m), and 2017 World U18 Championships (3000m). Barega represented Ethiopia in the 5000m at the 2017 World Championships in London, finishing fifth in the final.",https://en.wikipedia.org/wiki/Selemon_Barega
Federated States of Micronesia,3,Taeyanna Adams,http://www.wikidata.org/entity/Q107583216,wd:Q107583216,68273368.0,Micronesian swimmer,"Taeyanna Adams (born March 14, 2002) is a Micronesian swimmer, who is the national record holder in multiple events. She competed in the 100 metre breaststroke event at the delayed 2020 Summer Olympics.

",https://en.wikipedia.org/wiki/Taeyanna_Adams
Fiji,11,Noelene Nabulivou,http://www.wikidata.org/entity/Q55760109,wd:Q55760109,57964131.0,Fijian feminist and environmentalist,"Noelene Nabulivou (b.1967 or 1968 (age 54–55)) is a Fijian activist and spokesperson on climate change, sustainable development, and gender equality. She is the co-founder and political advisor for Diverse Voices and Action for Equality (DIVA), an organisation that promotes climate justice, reducing violence against women, human rights, and LGBTQ rights.",https://en.wikipedia.org/wiki/Noelene_Nabulivou
Finland,24,Malick Thiaw,http://www.wikidata.org/entity/Q87268125,wd:Q87268125,63312565.0,German-Finnish footballer,"Malick Laye Thiaw (born 8 August 2001) is a German-Finnish professional footballer who plays as a centre-back for Serie A club AC Milan.

",https://en.wikipedia.org/wiki/Malick_Thiaw
France,54,Eduardo Camavinga,http://www.wikidata.org/entity/Q62960177,wd:Q62960177,60433163.0,French association football player,"Eduardo Celmi Camavinga (born 10 November 2002) is a French professional footballer who plays as a midfielder for La Liga club Real Madrid and the France national team.

",https://en.wikipedia.org/wiki/Eduardo_Camavinga
Gabon,9,Anthony Oyono,http://www.wikidata.org/entity/Q106266670,wd:Q106266670,67256441.0,Gabonese association football player,"Anthony Henri Zué Oyono Omva Torque (born 12 April 2001) is a professional footballer who plays as a defender for Serie B club Frosinone. Born in France, he represents Gabon at international level.",https://en.wikipedia.org/wiki/Anthony_Oyono
Georgia,37,Khvicha Kvaratskhelia,http://www.wikidata.org/entity/Q61780902,wd:Q61780902,60029724.0,Georgian football player (b. 2001),"Khvicha Kvaratskhelia (Georgian: ხვიჩა კვარაცხელია, romanized: khvicha k'varatskhelia; born 12 February 2001), also known as Kvara, is a Georgian professional footballer who plays as a winger for Serie A club Napoli and the Georgia national team.

",https://en.wikipedia.org/wiki/Khvicha_Kvaratskhelia
Germany,44,Knut,http://www.wikidata.org/entity/Q159697,wd:Q159697,19541336.0,polar bear who was born in captivity at the Berlin Zoological Garden,"Knut (German pronunciation: [ˈknuːt] (listen); 5 December 2006 – 19 March 2011) was an orphaned polar bear born in captivity at the Berlin Zoological Garden.  Rejected by his mother at birth, he was raised by zookeepers.  He was the first polar bear cub to survive past infancy at the Berlin Zoo in more than 30 years.  At one time the subject of international controversy, he became a tourist attraction and commercial success. After the German tabloid newspaper Bild ran a quote from an animal rights activist that decried keeping the cub in captivity, fans worldwide rallied in support of his being hand-raised by humans. Children protested outside the zoo, and e-mails and letters expressing sympathy for the cub's life were sent from around the world.
Knut became the center of a mass media phenomenon dubbed ""Knutmania"" that spanned the globe and spawned toys, media specials, DVDs, and books.  Because of this, the cub was largely responsible for a significant increase in revenue, estimated at €5 million, at the Berlin Zoo in 2007.  Attendance figures for the year increased by an estimated 30 percent, making it the most profitable year in its 163-year history.On 19 March 2011, Knut unexpectedly died at the age of four.  His death was caused by drowning after he collapsed into his enclosure's pool while suffering from anti-NMDA receptor encephalitis.

",https://en.wikipedia.org/wiki/Knut_(polar_bear)
Ghana,50,Alphonso Davies,http://www.wikidata.org/entity/Q23540953,wd:Q23540953,49538223.0,Canadian association football player,"Alphonso Boyle Davies (born November 2, 2000) is a Canadian professional soccer player who plays as a left-back or winger for Bundesliga club Bayern Munich and the Canada national team. He is regarded as one of the best full-backs in the world due to his pace, dribbling and creativity.Davies was the first player born in the 2000s to play in a Major League Soccer match. He joined Bayern in January 2019 from MLS side Vancouver Whitecaps FC on a contract lasting until 2023 for a then-record MLS transfer fee. Davies was named the Bundesliga Rookie of the Season for 2019–20. In that season he also was part of the team winning the continental treble after Bayern won the Bundesliga, the UEFA Champions League and the DFB-Pokal.
In June 2017, Davies became the youngest player to appear for the Canadian men's national team. By scoring two goals in a 2017 CONCACAF Gold Cup match against French Guiana, he became the youngest player to score for the Canadian men's national team, the youngest to score at the CONCACAF Gold Cup, and first player born in the 2000s to score at a top level international tournament. He would go on to be named the 2021 CONCACAF Men's Player of the Year. He was called up to play in the 2022 FIFA World Cup, where he scored Canada's first ever World Cup goal. He is widely considered both the best player on and the face of the Canadian men's national team.Davies is the first soccer player, and first Canadian, to become an ambassador for the United Nations refugee agency, UNHCR.

",https://en.wikipedia.org/wiki/Alphonso_Davies
Greece,36,Stefania Liberakakis,http://www.wikidata.org/entity/Q61696740,wd:Q61696740,62861324.0,Greek–Dutch singer,"Stefania Liberakakis (Greek: Στεφανία Λυμπερακάκη, romanized: Stefanía Lymperakáki; born 17 December 2002), known simply as Stefania, is a Greek-Dutch singer, voice actress and YouTuber. She is a former member of the girl group Kisses, which represented the Netherlands in the Junior Eurovision Song Contest 2016. In 2020, she was internally selected to represent Greece in the Eurovision Song Contest 2020 with the song ""Supergirl"", but this edition of the contest was later cancelled due to the COVID-19 pandemic. The Greek broadcaster ERT decided that Liberakakis would represent Greece in the 2021 contest, this time with the song ""Last Dance"", with which she finished in tenth place.",https://en.wikipedia.org/wiki/Stefania_(singer)
Grenada,5,Delron Felix,http://www.wikidata.org/entity/Q99640595,wd:Q99640595,68336534.0,Grenadian swimmer,Delron Felix (born 20 October 2000) is a Grenadian swimmer. He competed in the men's 100 metre freestyle at the 2020 Summer Olympics.,https://en.wikipedia.org/wiki/Delron_Felix
Guatemala,8,Ivana Batchelor,http://www.wikidata.org/entity/Q112228622,wd:Q112228622,71522046.0,"Guatemalan Model, Translator, Pianist, Dancer and beauty pageant titleholder","Elizabeth Ivana Batchelor Batchelor (born 28 October 2000) is a Guatemalan professional model and beauty pageant titleholder who has represented her country in Miss Grand International 2020 and placed 2nd Runner-Up. She was crowned as Miss Universe Guatemala 2022 and represented Guatemala at Miss Universe 2022 competition but was unplaced.

",https://en.wikipedia.org/wiki/Ivana_Batchelor
Guinea,26,Ilaix Moriba,http://www.wikidata.org/entity/Q65205090,wd:Q65205090,63808224.0,Guinean association football player,"Moriba Kourouma Kourouma (born 19 January 2003), known as Ilaix Moriba (Catalan: [iˈɫaʃ muˈɾiβə]), is a Guinean professional footballer who plays as a central midfielder for La Liga club Valencia, on loan from Bundesliga club RB Leipzig, and the Guinea national team.",https://en.wikipedia.org/wiki/Ilaix_Moriba
Guinea-Bissau,53,Ansu Fati,http://www.wikidata.org/entity/Q66743376,wd:Q66743376,61605140.0,Spanish association football player,"Anssumane ""Ansu"" Fati Vieira (born 31 October 2002) is a Spanish professional footballer who plays as a forward for La Liga club Barcelona and the Spain national team.
Fati was born in Guinea-Bissau but chose to represent the Spain national team after gaining citizenship. He was one of Spain's most exciting football talents, and one of the best young players in the world.

",https://en.wikipedia.org/wiki/Ansu_Fati
Guyana,6,Shabika Gajnabi,http://www.wikidata.org/entity/Q67153717,wd:Q67153717,61700980.0,West Indian cricketer,"Shabika Gajnabi (born 14 July 2000) is a Guyanese cricketer who plays for Guyana, Guyana Amazon Warriors and the West Indies. She plays as a right-arm medium bowler. In August 2019, she was named in the West Indies' squad for their series against Australia. She made her Women's One Day International (WODI) debut for the West Indies against Australia on 5 September 2019. She made her Women's Twenty20 International (WT20I) debut for the West Indies, also against Australia, on 14 September 2019.In June 2021, Gajnabi was named as the vice-captain of the West Indies A Team for their series against Pakistan. In October 2021, she was named as one of three reserve players in the West Indies team for the 2021 Women's Cricket World Cup Qualifier tournament in Zimbabwe.",https://en.wikipedia.org/wiki/Shabika_Gajnabi
Haiti,12,Bennedict Mathurin,http://www.wikidata.org/entity/Q105013647,wd:Q105013647,66466093.0,Canadian basketball player,"Bennedict Richard Felder Mathurin (born June 19, 2002) is a Canadian professional basketball player for the Indiana Pacers of the National Basketball Association (NBA). He played college basketball for the Arizona Wildcats. Mathurin was named a consensus second-team All-American and Pac-12 Player of the Year after his sophomore season. He was selected by the Pacers with the sixth overall pick in the 2022 NBA draft.",https://en.wikipedia.org/wiki/Bennedict_Mathurin
Honduras,11,Luis Palma,http://www.wikidata.org/entity/Q62268160,wd:Q62268160,60235912.0,Honduran association footballer,Luis Enrique Palma Oseguera (born 17 January 2000) is a Honduran professional footballer who plays as a winger or midfielder for Super League Greece club Aris and the Honduras national team.,https://en.wikipedia.org/wiki/Luis_Palma
Hungary,35,Dominik Szoboszlai,http://www.wikidata.org/entity/Q30134278,wd:Q30134278,54622721.0,Hungarian association football player,"Dominik Szoboszlai (Hungarian pronunciation: [ˈsoboslɒi]; born 25 October 2000) is a Hungarian professional footballer who plays as a midfielder for Bundesliga club RB Leipzig and the Hungary national team.
Coming through the youth system, Szoboszlai made his senior debut in 2017 with Austrian club FC Liefering, the reserve team of Red Bull Salzburg. In January 2018, Szoboszlai debuted with the parent club, becoming a starter from the 2018–19 season. Following three seasons, where he helped his club win three league titles and two domestic cups, in January 2021, Szoboszlai moved to Germany at RB Leipzig, a club associated with Red Bull Salzburg, for a reported of €20 million, making him the most expensive Hungarian footballer of all time.
Szoboszlai represented Hungary internationally, both at youth and senior levels. He made his senior debut at the Euro 2020 qualifiers, helping his country qualify to the finals by scoring in the last minute in the play-offs against Iceland.",https://en.wikipedia.org/wiki/Dominik_Szoboszlai
Iceland,15,Ísak Bergmann Jóhannesson,http://www.wikidata.org/entity/Q73404602,wd:Q73404602,62236118.0,Icelandic football player,Ísak Bergmann Jóhannesson (born 23 March 2003) is an Icelandic professional footballer who plays as a midfielder for F.C. Copenhagen and the Iceland national team.,https://en.wikipedia.org/wiki/%C3%8Dsak_Bergmann_J%C3%B3hannesson
India,48,Harnaaz Sandhu,http://www.wikidata.org/entity/Q108756568,wd:Q108756568,68854903.0,Indian model and Miss Universe 2021 (born 2000),"Harnaaz Kaur Sandhu (born 3 March 2000) is an Indian model, actress, and beauty pageant titleholder who was crowned Miss Universe 2021. Sandhu had been previously crowned Miss Diva Universe 2021, and is the third entrant from India to win Miss Universe. Sandhu was also crowned Femina Miss India Punjab in 2019, and placed as a semifinalist at Femina Miss India 2019.",https://en.wikipedia.org/wiki/Harnaaz_Sandhu
Indonesia,19,Defri Juliant,http://www.wikidata.org/entity/Q104560457,wd:Q104560457,68798797.0,Indonesian dangdut singer,"Arif Defri Arianto (born December 28, 2002), known professionally as Defri Juliant, is an Indonesian singer and actor. He rose to fame for being a finalist of the third season of Liga Dangdut Indonesia representing the province of Riau, broadcast by the Indonesian television channel Indosiar in 2020. After the competition, Juliant has released an album and five singles. He also participated in the D'Academy 5 competition representing Kampar Regency.",https://en.wikipedia.org/wiki/Defri_Juliant
Iran,36,Alireza Firouzja,http://www.wikidata.org/entity/Q22338182,wd:Q22338182,56916947.0,French-Iranian chess player,"Alireza Firouzja (Persian: علی‌رضا فیروزجا, Persian pronunciation: [æliːɾezɑː fiːɾuːzˈdʒɑː]; born 18 June 2003) is an Iranian and French chess grandmaster. Firouzja is the youngest-ever 2800-rated player, beating the previous record set by Magnus Carlsen by more than five months.
A chess prodigy, Firouzja won the Iranian Chess Championship at age 12 and earned the Grandmaster title at 14. At 16, Firouzja became the second-youngest 2700-rated player and won a silver medal at the 2019 World Rapid Chess Championship. In November 2021, at 18, he won the FIDE Grand Swiss tournament and an individual gold medal at the European Team Chess Championship. He won a bronze medal at the 2021 World Blitz Chess Championship. In 2022, Firouzja won the Grand Chess Tour.
Firouzja left the Iranian Chess Federation in 2019 because of the country's longstanding policy against competing with Israeli players. He played under the FIDE flag until mid-2021, when he became a French citizen and began representing France, where he had already been living.",https://en.wikipedia.org/wiki/Alireza_Firouzja
Iraq,22,Zidane Iqbal,http://www.wikidata.org/entity/Q107882685,wd:Q107882685,68401082.0,Iraqi association football player,"Zidane Aamar Iqbal (born 27 April 2003) is a professional footballer who plays as a midfielder for Premier League club Manchester United. Born in England, he represents the Iraq national team.
Born in Manchester, Iqbal joined the Manchester United youth system aged nine. He made his first-team debut in a UEFA Champions League match in December 2021. Iqbal represented Iraq at under-23 level before making his senior international debut in January 2022.",https://en.wikipedia.org/wiki/Zidane_Iqbal
Israel,34,Eden Alene,http://www.wikidata.org/entity/Q64775156,wd:Q64775156,63023981.0,Israeli female singer,"Eden Alene (Hebrew: עדן אלנה; Amharic: ኤደን አለነ; born 7 May 2000) is an Israeli singer. Having won the seventh season of the singing competition HaKokhav HaBa, she had been set to represent Israel in the Eurovision Song Contest 2020, with her song ""Feker Libi"", planned to be held in Rotterdam, Netherlands. After the cancellation of the 2020 contest due to the COVID-19 pandemic, she was internally chosen to represent Israel in the Eurovision Song Contest 2021, this time with ""Set Me Free"".",https://en.wikipedia.org/wiki/Eden_Alene
Italy,45,Moise Kean,http://www.wikidata.org/entity/Q27889974,wd:Q27889974,52326020.0,Italian association football player,"Bioty Moise Kean (, ; born 28 February 2000) is an Italian professional footballer who plays as a forward for Serie A club Juventus, on loan from Premier League club Everton, and the Italy national team.
Kean started his career with Juventus in 2016, winning a domestic double (league and cup) in his first season with the club. He spent the following season on loan with Hellas Verona before returning to Juventus the next season, winning another Serie A title in 2019. In the summer of that year, Kean joined English side Everton, who loaned him to French club Paris Saint-Germain in 2020, and to Juventus in 2021.
At the international level, Kean made his senior debut for Italy in 2018. He is the third-youngest goalscorer for Italy in a competitive match, behind Wilfried Gnonto and Bruno Nicolè.

",https://en.wikipedia.org/wiki/Moise_Kean
Ivory Coast,29,Amad Diallo,http://www.wikidata.org/entity/Q72603655,wd:Q72603655,62176258.0,Ivorian association football player,"Amad Diallo (born 11 July 2002) is an Ivorian professional footballer who plays as a winger for EFL Championship club Sunderland, on loan from Premier League club Manchester United, and the Ivory Coast national team.
Born in the Ivory Coast, Diallo moved to Italy as a child. He joined the Atalanta youth system in 2015, where he won two Campionato Primavera 1 titles. In 2019, he scored on his debut for the senior team, making him the first player born in 2002 to score in Serie A. In January 2021, Diallo joined English club Manchester United and was loaned out to Rangers and Sunderland in 2022.
Diallo made his senior international debut for the Ivory Coast at the 2021 Africa Cup of Nations qualifiers.

",https://en.wikipedia.org/wiki/Amad_Diallo
Jamaica,17,Briana Williams,http://www.wikidata.org/entity/Q55496617,wd:Q55496617,59381561.0,Jamaican female sprinter,"Briana Nichole Williams (born March 21, 2002) is an American-born sprinter competing for Jamaica in the 100 metres and 200 metres. She became the youngest athlete to win the women's 100 metres and 200 metres double at the 2018 World Under-20 Championships in Tampere at age 16.
She holds the girls' 100 metres age-15 world record with a time of 11.13 seconds, set in March 2018. She is  the Jamaican under-18 and under-20 record holder in the women's 200 metres, and was Jamaica""s under-18 and under-20 record holder in the women's 100 metres with personal bests of 22.50 seconds and 10.97 seconds respectively.

",https://en.wikipedia.org/wiki/Briana_Williams
Japan,60,Takuma Asano,http://www.wikidata.org/entity/Q11557367,wd:Q11557367,46636113.0,Japanese association football player,"Takuma Asano (浅野 拓磨, Asano Takuma, born 10 November 1994) is a Japanese professional footballer who plays as a winger or a forward for Bundesliga club VfL Bochum and the Japan national team.
His younger brother Yuya is also a professional footballer currently playing for J1 League side Sanfrecce Hiroshima.

",https://en.wikipedia.org/wiki/Takuma_Asano
Jordan,26,Rana Dajani,http://www.wikidata.org/entity/Q20415099,wd:Q20415099,54682902.0,"Jordanian biologist, and academic","Rana Dajani is a Palestinian-Jordanian molecular biologist and tenured professor of biology and biotechnology at Hashemite University. She earned her Ph.D. in molecular biology from the University of Iowa. Dajani is an expert on genetics of Circassian and Chechen populations in Jordan, also on conducting genome-wide association studies on diabetes and cancer on stem cells. Her work in stem cell research initiated the development of the Stem Cell Research Ethics Law and all regulations in Jordan. She is an advocate for the biological evolution theory in relation to the religion of Islam, and believes strongly in the education and empowerment of women, being a member of the United Nations Women Jordan Advisory Council. She is the recipient of the Jordan's Order of Al Hussein for Distinguished Contributions of the Second Class.
Dajani is currently the 2019-21 Zuzana Simoniova Cmelikova Visiting Scholar at the Jepson School of Leadership Studies at the University of Richmond, and the president of the Society for Advancement of Science and Technology in the Arab World [5](SASTA). Dr. Dajani is a Fulbright scholar alumna, having received two awards. She was a fellow at the Radcliffe Institute for Advanced Study at Harvard University, and possessed an Eisenhower Fellowship as well. She is also a former Yale University visiting professor at the Yale Stem Cell Center and a visiting scholar at both the University of Cambridge and the Stem Cell Therapy Center in Jordan.
Dr. Dajani is the founder and director of the non-governmental organization, ""We Love Reading,"" a program which strives to foster a love of reading in young children beyond academics in the Arab world. Through We Love Reading, she has trained over 7000 women to read aloud in Jordan, Lebanon and Syria and established multiple libraries across Jordan.
The UK-based Muslim Science Magazine[10] praised her as one of the most influential women scientists in the Islamic World; and Arabian Business lists Dajani as one of “The World’s 100 Most Powerful Arab Women,"" in which she ranked number thirteen.

",https://en.wikipedia.org/wiki/Rana_Dajani
Kazakhstan,21,Elizabet Tursynbayeva,http://www.wikidata.org/entity/Q15961850,wd:Q15961850,42225218.0,Kazakhstani figure skater,"Elizabet Tursynbaeva (Kazakh: Элизабет Тұрсынбаева, Elizabet Tūrsynbaeva; born 14 February 2000) is a Kazakh retired figure skater. She is the 2019 World silver medalist, the 2019 Four Continents silver medalist, the 2017 CS Ice Star champion, the 2018 CS Finlandia Trophy silver medalist, the 2015 CS Golden Spin of Zagreb silver medalist, the 2019 Winter Universiade silver medalist, and a three-time Kazakhstani national champion (2015-2017). She placed 12th at the 2018 Winter Olympics. Having successfully landed a quadruple Salchow at the 2019 World Figure Skating Championships, Tursynbaeva is the first female skater to land a quadruple jump in senior international competition.
Competing in the junior ranks, Tursynbaeva won bronze at the 2016 Winter Youth Olympics and silver at two ISU Junior Grand Prix events.
Tursynbaeva placed 12th at the 2018 Winter Olympics and was the 20th highest ranked ladies' singles skater in the world by the International Skating Union following the 2019–20 figure skating season.
In September 2021, she announced her retirement due to a chronic back injury.",https://en.wikipedia.org/wiki/Elizabet_Tursynbaeva
Kenya,25,Nyota Uhura,http://www.wikidata.org/entity/Q616755,wd:Q616755,145362.0,Star Trek character,"Nyota Uhura (), or simply Uhura, is a fictional character in the Star Trek franchise. In the original television series, the character was portrayed by Nichelle Nichols, who reprised the role for the first six Star Trek feature films. A younger Uhura is portrayed by Celia Rose Gooding in the 2022 prequel series Star Trek: Strange New Worlds, while an alternate timeline version of Uhura has been portrayed by actress Zoe Saldaña in the feature films Star Trek (2009), Star Trek Into Darkness (2013), and Star Trek Beyond (2016).
Uhura is a translator and communications officer who specializes in linguistics, cryptography, and philology. She was an important part of the original series' multicultural crew and one of the first Black characters to be portrayed in a non-menial role on an American television series.",https://en.wikipedia.org/wiki/Nyota_Uhura
Kiribati,10,Tion Otang,http://www.wikidata.org/entity/Q4250160,wd:Q4250160,23647518.0,President of Kiribati,"Tion Otang is an I-Kiribati bureaucrat. On March 28, 2003, Teburoro Tito, President of Kiribati was removed from power by a motion of no confidence in the House of Assembly of Kiribati. On such occasions, the Council of State (comprising the Chair of the Public Service Commission, the Speaker and the Chief Justice) assumes all executive functions until the next presidential election. As then-Chair of the Public Service Commission, Otang was also ex officio Chair of the Council of State. The Council of State remained in power until the election of Anote Tong on July 10, 2003.",https://en.wikipedia.org/wiki/Tion_Otang
Kosovo,20,Valdete Idrizi,http://www.wikidata.org/entity/Q17580614,wd:Q17580614,43612146.0,Activist from Kosovo,"Valdete Idrizi (born 1973) is the executive director of the CiviKos platform (in 2017). She was the executive director of the NGO Community-Building Mitrovica, which she founded, and which works for peace and builds community in the Mitrovica region in northern Kosovo. For six years prior to 2008, Community-Building Mitrovica was the only organization in Mitrovica which encouraged reconciliation and rebuilding of relationships between ethnic Albanians and Serbs. Idrizi herself is an ethnic Albanian from Kosovo in North Mitrovica who lost her home in 1999 when the Serbs invaded.   In 2008 her home was still occupied by Serbs. Community-Building Mitrovica has managed to arrange the return of some Serbs to their homes in Kosovo, for which  Idrizi received death threats from Kosovar Albanian militants.Idrizi received a 2008 International Women of Courage Award and the 2009 Soroptimist International Peace Award.   She was chosen as CiviKos Platform Executive Director in December 2011; CiviKos is an initiative of civil society organizations in Kosovo ""aimed at creating an enabling environment for [the] cooperation of [the] formal civil society sector and the Government.""",https://en.wikipedia.org/wiki/Valdete_Idrizi
Kuwait,13,Roony Bardghji,http://www.wikidata.org/entity/Q109659531,wd:Q109659531,69326593.0,Swedish association footballer,"Roony Bardghji (Arabic: روني بردغجي, romanized: Rūnī Bardaḡdjī; pronounced [ˈruːniː barˈdaˤdʒiː]; born 15 November 2005) is a Swedish professional footballer who plays as a midfielder for Copenhagen.

",https://en.wikipedia.org/wiki/Roony_Bardghji
Kyrgyzstan,11,Gulzhigit Alykulov,http://www.wikidata.org/entity/Q64929851,wd:Q64929851,61174896.0,Kyrgyzstani footballer,"Gulzhigit Zhanybekovich Alykulov (Kyrgyz: Гүлжигит Алыкулов; Russian: Гулжигит Жаныбекович Алыкулов; born 25 November 2000) is a Kyrgyzstani professional footballer who plays for Kairat.

",https://en.wikipedia.org/wiki/Gulzhigit_Alykulov
Laos,5,Payengxa Lor,http://www.wikidata.org/entity/Q114888220,wd:Q114888220,72761689.0,lao model who is Miss Universe Laos 2022,"Payengxa Lor (Lao: ນາງ ປ່າເຢັ້ງຊາ ລໍ່; born March 25, 2001) is a Hmong-Laotian model, self taught english teacher, and beauty pageant titleholder, who was crowned Miss Universe Laos 2022. She is the first Hmong to compete and place in the Top 16 from her country. As Miss Universe Laos, Lor represented Laos at the Miss Universe 2022 held in New Orleans, USA and placed Top 16, the first Hmong/Laotian intop at Miss Universe.",https://en.wikipedia.org/wiki/Payengxa_Lor
Latvia,14,Roberts Plūme,http://www.wikidata.org/entity/Q105602953,wd:Q105602953,69983516.0,Latvian luger,"Roberts Plūme (born 6 March 2000) is a Latvian luger. He competed in the Men's Doubles and Team relay events at the 2022 Winter Olympics and got the bronze medal in the latter competition alongside his teammates Elīza Tīruma, Kristers Aparjods, and Mārtiņš Bots.",https://en.wikipedia.org/wiki/Roberts_Pl%C5%ABme_(luger)
Lebanon,12,Sister Aïda Yazbeck,http://www.wikidata.org/entity/Q105761174,wd:Q105761174,67060475.0,Chadian nun,"Sister Aïda Yazbeck is a Catholic nun who is the Director of the Al-Mouna Cultural Center in N'Djaména, Chad. Her work focuses on educating international and domestic groups as well as NGOs about conflicts between different groups in Chad. By training people in conflict resolution, Sister Yazbeck's organization seeks to promote respect among culturally different groups and foster peace in all aspects of life.",https://en.wikipedia.org/wiki/A%C3%AFda_Yazbeck
Lesotho,19,Prince Lerotholi Seeiso,http://www.wikidata.org/entity/Q2915431,wd:Q2915431,12036242.0,Lesotho Prince,"Prince Lerotholi Seeiso (born 18 April 2007) is a member of the royal family of Lesotho and the current heir apparent to the throne.
Prince Lerotholi Mohato Bereng Seeiso was born at Maseru Private Hospital in the capital Maseru and is the third child and only son of King Letsie III of Lesotho and Queen 'Masenate Mohato Seeiso. He has two older sisters, the Princesses Senate and 'M'aSeeiso. Prince Lerotholi was named after Lerotholi, the Paramount Chief of Basuto from 1891 to 1905.Prince Lerotholi was christened as ""David"" in the Saint Louis Church in Matsieng on 2 June 2007 by Archbishop of Maseru Bernard Mohlalisi, the head of the Catholic Church in Lesotho. The Principal Chief of Likhoele, Lerotholi Seeiso, stood as the Prince's godfather.",https://en.wikipedia.org/wiki/Prince_Lerotholi_Seeiso
Liberia,7,Ophelia Hoff Saytumah,http://www.wikidata.org/entity/Q436646,wd:Q436646,6090132.0,Liberian politician,Ophelia Hoff Saytumah is a politician in Liberia. She was the mayor of Liberia's capital city of Monrovia. President Charles Taylor appointed her in 2001 to the position. She used to be the head of Ophelia Travel Agency and has served on the board of directors for Roberts International Airport. After she served as mayor she became a vice president of the Liberia Oil Company.,https://en.wikipedia.org/wiki/Ophelia_Hoff_Saytumah
Libya,18,Nuri Abu Sahmain,http://www.wikidata.org/entity/Q13550478,wd:Q13550478,39775920.0,Libyan politician,"Nouri Abusahmain (Arabic: نوري أبو سهمين; born October 25, 1956) is a Libyan politician. He is a major figure on the Islamist side of the 2014 Libyan Conflict and founder of the LROR group which is considered ""terrorist"" by the internationally recognized Libyan parliament. He is reported to have rigged proceedings of the General National Congress while serving as its president.

",https://en.wikipedia.org/wiki/Nouri_Abusahmain
