0,1,2,3,4,5,6,7,8
Azerbaijan,40,Vladimir Menshov,http://www.wikidata.org/entity/Q726105,wd:Q726105,17288036,Soviet film director,"Vladimir Valentinovich Menshov (Russian: Влади́мир Валенти́нович Меньшо́в; 17 September 1939 – 5 July 2021) was a Soviet and Russian actor and film director. He was noted for depicting the Russian everyman and working class life in his films. Although Menshov mostly worked as an actor, he is better known for the films he directed, especially for the 1979 melodrama Moscow Does Not Believe in Tears, which won the Academy Award for Best Foreign Language Film. Actress Vera Alentova, who starred in the film, is the mother of Vladimir Menshov's daughter Yuliya Menshova.

",https://en.wikipedia.org/wiki/Vladimir_Menshov
Bahrain,50,Jacqueline Fernandez,http://www.wikidata.org/entity/Q2312801,wd:Q2312801,10094963,Sri Lankan actress,"Jacqueline Fernandez (born 11 August 1985) is a Sri Lankan actress and model. She has worked in Indian films, predominantly in Hindi, besides appearing in reality shows and music videos. Debuting with Aladin in 2009 she has since then established a career in the Hindi film industry. Fernandez was born and raised in Bahrain to a multiracial Eurasian family of Sri Lankan, Canadian, and Malaysian descent. After graduating in mass communication from the University of Sydney and working as a television reporter in Sri Lanka, she joined the modeling industry. She was crowned Miss Universe Sri Lanka in 2006, and represented her country at Miss Universe 2006.
While on a modelling assignment in India in 2009, Fernandez successfully auditioned for Sujoy Ghosh's fantasy drama Aladin, which marked her acting debut. Fernandez had her breakthrough role with the psychological thriller Murder 2 (2011), her first commercial success. This was followed by glamorous roles in the commercially successful ensemble-comedy Housefull 2 (2012) and the action thriller Race 2 (2013), which garnered her an IIFA Award for Best Supporting Actress nomination. Fernandez went on to star in the top-grossing action films Kick (2014) and Vikrant Rona (2022), and the comedies Housefull 3 (2016) and Judwaa 2 (2017).
Alongside her screen acting career, Fernandez has worked as a judge in the ninth season of the dance reality show Jhalak Dikhhla Jaa (2016–2017), is a popular celebrity endorser for various brands and products, has participated in stage shows, and is active in humanitarian work.

",https://en.wikipedia.org/wiki/Jacqueline_Fernandez
Bangladesh,32,Roma Dasgupta,http://www.wikidata.org/entity/Q467343,wd:Q467343,1939453,Indian actress,"Suchitra Sen (Bengali pronunciation: [ʃuːtʃiːraː ʃeːn] listen ; born as Roma Dasgupta (listen ; 6 April 1931 – 17 January 2014) was an Indian actress who worked in Bengali and Hindi cinema. The movies in which she was paired opposite Uttam Kumar became classics in the history of Bengali cinema.Sen was the first Indian actress to receive an award at an international film festival when, at the 1963 Moscow International Film Festival, she won the Silver Prize for Best Actress for Saat Pake Bandha. In 1972, she was awarded the Padma Shri, the fourth highest civilian award in India. From 1979 on, she retreated from public life and shunned all forms of public contact; for this she is often compared to Greta Garbo. In 2005, she refused the Dadasaheb Phalke Award, the highest cinematic award in India, to stay out of the public eye. In 2012, she was conferred the West Bengal Government's highest honour: Banga Bibhushan. Her first official release was Sukumar Dasgupta's Saat Number Kayedi (1953). She was catapulted to stardom after she was cast as Vishnupriya by Devaki Kumar Bose in his Bhagaban Shree Krishna Chaitanya (1953).",https://en.wikipedia.org/wiki/Suchitra_Sen
Barbados,4,Alison Sealy-Smith,http://www.wikidata.org/entity/Q2837172,wd:Q2837172,2260307,Canadian actress,Alison Sealy-Smith (born 1959) is a Barbados-born Canadian actress who is best known for her role as Storm in various Marvel animated TV series.,https://en.wikipedia.org/wiki/Alison_Sealy-Smith
Belarus,47,Aleksandr Dedyushko,http://www.wikidata.org/entity/Q485529,wd:Q485529,14462907,Russian actor (1962-2007),"Aleksandr Viktorovich Dedyushko (May 20, 1962 – November 3, 2007) was a Russian television actor, best known for war dramas and the Russian version of Dancing with the Stars.

",https://en.wikipedia.org/wiki/Aleksandr_Dedyushko
Belgium,132,Audrey Hepburn,http://www.wikidata.org/entity/Q42786,wd:Q42786,52139,British actress and humanitarian (1929-1993),"Audrey Hepburn (born Audrey Kathleen Ruston; 4 May 1929 – 20 January 1993) was a British actress and humanitarian. Recognised as both a film and fashion icon, she was ranked by the American Film Institute as the third-greatest female screen legend from the Classical Hollywood cinema and was inducted into the International Best Dressed List Hall of Fame.
Born in Ixelles, Brussels, to an aristocratic family, Hepburn spent parts of her childhood in Belgium, England, and the Netherlands. She studied ballet with Sonia Gaskell in Amsterdam beginning in 1945, and with Marie Rambert in London from 1948. She began performing as a chorus girl in West End musical theatre productions and then had minor appearances in several films. She rose to stardom in the romantic comedy Roman Holiday (1953) alongside Gregory Peck, for which she was the first actress to win an Oscar, a Golden Globe Award, and a BAFTA Award for a single performance. That year, she also won a Tony Award for Best Lead Actress in a Play for her performance in Ondine.
She went on to star in a number of successful films such as Sabrina (1954), in which Humphrey Bogart and William Holden compete for her affection; Funny Face (1957), a musical where she sang her own parts; the drama The Nun's Story (1959); the romantic comedy Breakfast at Tiffany's (1961); the thriller-romance Charade (1963), opposite Cary Grant; and the musical My Fair Lady (1964). In 1967 she starred in the thriller Wait Until Dark, receiving Academy Award, Golden Globe, and BAFTA nominations. After that, she only occasionally appeared in films, one being Robin and Marian (1976) with Sean Connery. Her last recorded performances were in the 1990 documentary television series Gardens of the World with Audrey Hepburn for which she won a Primetime Emmy Award for Outstanding Individual Achievement – Informational Programming.
Hepburn won three BAFTA Awards for Best British Actress in a Leading Role. In recognition of her film career, she received BAFTA's Lifetime Achievement Award, the Golden Globe Cecil B. DeMille Award, the Screen Actors Guild Life Achievement Award, and the Special Tony Award. She remains one of only seventeen people who have won Academy, Emmy, Grammy, and Tony Awards. Later in life, Hepburn devoted much of her time to UNICEF, to which she had contributed since 1954. Between 1988 and 1992, she worked in some of the poorest communities of Africa, South America, and Asia. In December 1992, she received the US Presidential Medal of Freedom in recognition of her work as a UNICEF Goodwill Ambassador. A month later, she died of appendiceal cancer at her home in Tolochenaz, Vaud, Switzerland, at the age of 63.

",https://en.wikipedia.org/wiki/Audrey_Hepburn
Belize,14,Arlen Escarpeta,http://www.wikidata.org/entity/Q957454,wd:Q957454,21563235,Belizean actor,"Arlen Alexander Escarpeta is a Belizean-born American actor. He is best known for his roles in the films Friday the 13th, Brotherhood, Final Destination 5, Into the Storm (2014), and most notably, his portrayal of Bobby Brown in the 2015 film Whitney.",https://en.wikipedia.org/wiki/Arlen_Escarpeta
Benin,48,Djimon Hounsou,http://www.wikidata.org/entity/Q298682,wd:Q298682,468318,Beninese-American actor,"Djimon Gaston Hounsou (; French: [dʒimɔ̃ unsu]; born April 24, 1964) is a Beninese-American actor and model. He began his career appearing in music videos. He made his film debut in Without You I'm Nothing (1990) and earned widespread recognition for his role as Cinqué in the Steven Spielberg film Amistad (1997). He gained further recognition for his roles in Gladiator (2000), In America (2003), and Blood Diamond (2006), receiving Academy Award for Best Supporting Actor nominations for both the latter films. He also played an antagonist in Furious 7 (2015). He has been nominated for a Golden Globe Award and three Screen Actors Guild Awards. He plays an important role as well in the French film Forces spéciales (2011).
In the Marvel Cinematic Universe, he portrays Korath the Pursuer in Guardians of the Galaxy (2014), Captain Marvel (2019) and the second episode of What If...? (2021). In the DC Extended Universe, he appears as the Fisherman King in Aquaman (2018), and as the wizard Shazam in Shazam! (2019), Black Adam (2022) and in the upcoming Shazam! Fury of the Gods (2023). He plays Papa Midnite in another DC movie, Constantine (2005).",https://en.wikipedia.org/wiki/Djimon_Hounsou
Bhutan,8,Neten Chokling,http://www.wikidata.org/entity/Q2391584,wd:Q2391584,24479712,Bhutanese actor and film director,"Neten Chokling Rinpoche (Tibetan: གནས་བརྟན་མཆོག་གླིང་རིན་པོ་ཆེ, Wylie: gnas brtan mchog gling rin po che, THL: né-ten chok-ling rin-po-ché), also referred as to the Fourth Neten Chokling Rinpoche, is a Tibetan actor.",https://en.wikipedia.org/wiki/Neten_Chokling
Bolivia,13,Ximena Herrera,http://www.wikidata.org/entity/Q2881214,wd:Q2881214,31158441,Bolivian-Mexican actress,"Ximena Herrera (born Carla Ximena Herrera Bowles on October 5, 1979 in La Paz, Bolivia) is a Bolivian actress.
She has acted in telenovelas such as La madrastra and Corazones al límite. She was married to Alex Sirvent but they divorced in December 2013.

",https://en.wikipedia.org/wiki/Ximena_Herrera
Bosnia and Herzegovina,36,Ivana Miličević,http://www.wikidata.org/entity/Q257165,wd:Q257165,15765317,Bosnian-American actress,"Ivana Miličević (Croatian pronunciation: [ǐʋana milǐːt͡ʃevit͡ɕ]; born April 26, 1974) is a Bosnian Croat-American actress and model. She is best known for her starring roles in the Cinemax action drama series Banshee (2013–2016) and The CW science fiction drama series The 100 (2018–2020).
Miličević had roles in films such as Vanilla Sky (2001), Down with Love (2003), Love Actually (2003), Just like Heaven (2005), Casino Royale (2006), Running Scared (2006), What's Your Number? (2011), and Catfight (2016).
She guest starred in numerous television series, including Seinfeld (1997), Felicity (1998–1999), Buffy the Vampire Slayer (2002), Friends (2003), Charmed (2003),  One on One (2004), American Dad! (2006–2008), Ugly Betty (2007), Chuck (2008), Power, and Gotham (2016–2017).",https://en.wikipedia.org/wiki/Ivana_Mili%C4%8Devi%C4%87
Botswana,10,Connie Ferguson,http://www.wikidata.org/entity/Q18206959,wd:Q18206959,44020944,"South African actress, producer and business woman","Constance Ferguson (née Masilo; born 10 June 1970) is a South African based Botswana actress, filmmaker, producer and businesswoman. She is best known for her role as ""Karabo Moroka"" on South Africa's most popular soap opera, Generations. She starred on the show from its start in 1994 until she exited in 2010. In 2014, she reprised her role on the show after a 4-year absence for a short term. Ferguson was on the cover of Forbes Woman Africa magazine in 2018.

",https://en.wikipedia.org/wiki/Connie_Ferguson
Brazil,103,Marjorie Estiano,http://www.wikidata.org/entity/Q288933,wd:Q288933,3786159,Brazilian actress and singer,"Marjorie Dias de Oliveira (born 8 March 1982), known professionally as Marjorie Estiano, is a Brazilian actress and singer-songwriter. She became nationally known for her role in Rede Globo's teen soap opera Malhação.
In film, Estiano was the lead role in Time and the Wind, Good Manners, among others.In television, she was the lead role in three telenovelas, including Emmy award-winning Side by Side, and four series. In 2019, she was nominated for the International Emmy Award for Best Actress for her role in Sob Pressão.",https://en.wikipedia.org/wiki/Marjorie_Estiano
Brunei,23,Wu Chun,http://www.wikidata.org/entity/Q701041,wd:Q701041,9130264,Bruneian actor and singer,"Wu Chun (Chinese: 吳尊; born Goh Kiat Chun, Joseph Wu on 10 October 1979) is a Bruneian actor, singer, and model. He was a member of Fahrenheit, a Taiwanese Mandopop vocal quartet boy band, from its debut in 2005 to June 2011, singing bass. Wu has appeared in several Taiwanese television series, such as Tokyo Juliet (2006), Hanazakarino Kimitachihe (2006), Romantic Princess (2007), Hot Shot (2008), Sunshine Angel (2011), and Kindaichi Case Files (2012–2013). His film appearances include The Butterfly Lovers (2008), Lady of the Dynasty (2014). Wu Chun is one of the most followed celebrity on Sina Weibo and currently has more than 11 million followers. 
In 2014, he appeared in the reality television program, Dad is Back with his daughter, Nei Nei. In 2018, he was cast in the Chinese drama, Martial Universe. In 2018, Wu Chun appeared with his father, Wu Jingtian, in a reality tv show called Best Time. In early 2020, a reality TV show called Before Wedding with his wife in his home country Brunei and was a great success and well received all over China hitting 1.5 billion viewers. He was also honored in Madame Tussauds, a prestigious wax figure exhibit launch in Shanghai China after being on an almost year hiatus in showbiz. From 2019 to present, he is one the brand ambassadors of the luxury fashion house  Hugo Boss Asia that is headquartered in Metzingen, Baden-Württemberg, Germany. 
In 2020, he took part in a marine life protection campaign and was appointed as an ocean protection ambassador of Merlin Entertainments Group China, specifically advocating for the preservation of Beluga whales. He became the Pangolins Protection Ambassador for The World Wildlife Fund. In 2022, he did a commercial advertisement campaigns for multinational luxury fashion house Dior and cosmetics brand La Mer which is owned by american based The Estée Lauder Companies. In 2023, he became the representative of IQIYI, a china bases online video platform for the 2023 Australian Open.  
In Brunei, he was appointed as the Goodwill Ambassador and Messenger of Cancer Awareness; Wu's mother had died from cancer.",https://en.wikipedia.org/wiki/Wu_Chun
Bulgaria,74,Nina Dobrev,http://www.wikidata.org/entity/Q183439,wd:Q183439,8900348,Canadian actress,"Nikolina Kamenova Dobreva (Bulgarian: Николина Каменова Добрева, pronounced [ˈninɐ ˈdɔbrɛvɐ]; born January 9, 1989), credited professionally as Nina Dobrev ( DOH-brev), is a Canadian actress. She is best known for portraying Elena Gilbert and Katherine Pierce on The CW's supernatural drama series The Vampire Diaries (2009–2015).
Born in Sofia and raised in Toronto, Dobrev made her screen debut playing minor roles in various films, before landing her breakout role as Mia Jones in the drama series Degrassi: The Next Generation (2006–2009). She later rose to prominence with her role in The Vampire Diaries, and appeared in several feature films, including the 2012 coming-of-age drama The Perks of Being a Wallflower, the comedies Let's Be Cops and The Final Girls (2014), and the 2017 science-fiction drama Flatliners. Her biggest commercial success came with XXX: Return of Xander Cage (2017). She also starred in the romantic comedies Dog Days (2018), Then Came You (2018) and Love Hard (2021), and had a leading role in the sitcom Fam (2019).",https://en.wikipedia.org/wiki/Nina_Dobrev
Burkina Faso,20,Jacky Ido,http://www.wikidata.org/entity/Q731602,wd:Q731602,24085228,Burkinabe actor and musician,"Jacky Ido (born 14 May 1977) is a Burkinabé-born French actor. His first role was as Lemalian in the 2005 German film, The White Masai. He is best known to English-language audiences for his role as Marcel, the film projectionist in Quentin Tarantino's 2009 film, Inglourious Basterds. Ido's brother Cédric Ido, who is also an actor, has directed him in the short Hasaki Ya Suda. Ido works and resides in Paris, France and, as of 2010, is working on an album of slam poetry.In 2014, Ido starred as Leo Romba in the short lived French-American television series Taxi Brooklyn. In 2015, he was cast opposite Mireille Enos in the ABC legal thriller, The Catch produced by Shonda Rhimes.",https://en.wikipedia.org/wiki/Jacky_Ido
Burundi,4,Consolate Sipérius,http://www.wikidata.org/entity/Q29021598,wd:Q29021598,69160028,actor,"Consolate Sipérius (born 20 March 1989), is a Burundian-Belgian actress particularly active in French cinema and theatre.",https://en.wikipedia.org/wiki/Consolate_Sip%C3%A9rius
Cambodia,159,Angelina Jolie,http://www.wikidata.org/entity/Q13909,wd:Q13909,5792809,American actress (born 1975),"Angelina Jolie  (; born Angelina Jolie Voight; June 4, 1975) is an American actress, filmmaker, and humanitarian. The recipient of numerous accolades, including an Academy Award and three Golden Globe Awards, she has been named Hollywood's highest-paid actress multiple times.
Jolie made her screen debut as a child alongside her father, Jon Voight, in Lookin' to Get Out (1982), and her film career began in earnest a decade later with the low-budget production Cyborg 2 (1993), followed by her first leading role in a major film in Hackers (1995). She starred in the biographical television films George Wallace (1997) and Gia (1998) and won the Academy Award for Best Supporting Actress for her performance in the 1999 drama Girl, Interrupted. Her starring role as the titular video game heroine in Lara Croft: Tomb Raider (2001) established her as a leading Hollywood actress. She continued her action-star career with Mr. & Mrs. Smith (2005), Wanted (2008), Salt (2010), and The Tourist (2010), and received critical acclaim for her performances in the dramas A Mighty Heart (2007) and Changeling (2008); the latter earned her a nomination for the Academy Award for Best Actress. Her biggest commercial successes include the fantasy picture Maleficent (2014), its 2019 sequel, and the superhero film Eternals (2021). She has performed a voice role in the animation film series Kung Fu Panda since 2008. Jolie has also directed and written the war dramas In the Land of Blood and Honey (2011), Unbroken (2014), and First They Killed My Father (2017).
Jolie is known for her humanitarian efforts, for which she has received a Jean Hersholt Humanitarian Award and made an honorary Dame Commander of the Order of St Michael and St George, among other honors. She promotes various causes, including conservation, education, and women's rights, and is most noted for her advocacy on behalf of refugees as a Special Envoy for the United Nations High Commissioner for Refugees, a position she held until 2022. Jolie has undertaken over a dozen field missions globally to refugee camps and war zones; her visited countries include Cambodia, Sierra Leone, Tanzania, Pakistan, Afghanistan, Syria, Sudan, Yemen, and Ukraine.
As a public figure, Jolie has been cited as one of the most powerful and influential people in the American entertainment industry. She has been cited as the world's most beautiful woman by various media outlets. Her personal life, including her relationships, marriages, and health, has been the subject of wide publicity. She is divorced from actors Jonny Lee Miller, Billy Bob Thornton and Brad Pitt. She has six children with Pitt, three of whom were adopted internationally.

",https://en.wikipedia.org/wiki/Angelina_Jolie
Cameroon,17,Eriq Ebouaney,http://www.wikidata.org/entity/Q1340950,wd:Q1340950,20691360,French actor,"Eriq Ebouaney (born 3 October 1967) is a French actor. He is best known for his portrayal as the Congolese Prime Minister Patrice Lumumba in the 2000 film Lumumba, as ""Blacktie"" in Brian De Palma's Femme Fatale and as ""Ice"" in the 2008 action film Transporter 3 in which he starred opposite Jason Statham.",https://en.wikipedia.org/wiki/Eriq_Ebouaney
