0,1,2,3,4,5,6,7,8
Azerbaijan,43,Muslim Magomayev,http://www.wikidata.org/entity/Q558799,wd:Q558799,469640.0,soviet-azerbaijani singer,"Muslim Muhammad oghlu Magomayev (Azerbaijani: Müslüm Məhəmməd oğlu Maqomayev / Мүслүм Мәһәммәд оғлу Магомајев) or Muslim Magometovich Magomayev (Russian: Муслим Магометович Магомаев; 17 August 1942 – 25 October 2008), known simply as Muslim Magomayev and dubbed the ""Soviet Sinatra"", was a Soviet, Azerbaijani and Russian opera and pop singer. He achieved iconic status in Russia and the post-Soviet countries for his vocal talent and charisma. People's Artist of the USSR (1973).",https://en.wikipedia.org/wiki/Muslim_Magomayev_(musician)
Bahrain,20,Assala Nasri,http://www.wikidata.org/entity/Q2353139,wd:Q2353139,10521966.0,Syrian singer and actress,"Assala Mostafa Hatem Nasri (Arabic: أصالة مصطفى حاتم نصري; born 15 May 1969), commonly known as Assala (Arabic: أصالة), is a Syrian musical artist. She is one of the most popular and famous Arab singers.",https://en.wikipedia.org/wiki/Assala
Bangladesh,30,Ali Akbar Khan,http://www.wikidata.org/entity/Q468356,wd:Q468356,577451.0,Hindustani musician,"Ali Akbar Khan (14 April 1922 – 18 June 2009) was an Indian Hindustani classical musician of the Maihar gharana, known for his virtuosity in playing the sarod. Trained as a classical musician and instrumentalist by his father, Allauddin Khan, he also composed numerous classical ragas and film scores. He established a music school in Calcutta in 1956, and the Ali Akbar College of Music in 1967, which moved with him to the United States and is now based in San Rafael, California, with a branch in Basel, Switzerland.
Khan was instrumental in popularizing Indian classical music in the West, both as a performer and as a teacher. He first came to America in 1955 on the invitation of violinist Yehudi Menuhin and later settled in California. He was a Distinguished Adjunct Professor of Music at the University of California, Santa Cruz.Khan was accorded India's second highest civilian honour, the Padma Vibhushan, in 1989. Nominated five times for the Grammy Award, Khan was also a recipient of the MacArthur Fellowship and the National Endowment for the Arts' National Heritage Fellowship.",https://en.wikipedia.org/wiki/Ali_Akbar_Khan
Barbados,136,Rihanna,http://www.wikidata.org/entity/Q36844,wd:Q36844,2110323.0,Barbadian singer,"Robyn Rihanna Fenty  ( (listen) ree-AN-ə; born February 20, 1988) is a Barbadian singer, actress, and businesswoman. Born in Saint Michael and raised in Bridgetown, Barbados, Rihanna auditioned for American record producer Evan Rogers who invited her to the United States to record demo tapes. After signing with Def Jam in 2005, she soon gained recognition with the release of her first two studio albums, Music of the Sun (2005) and A Girl Like Me (2006), both of which were influenced by Caribbean music and peaked within the top ten of the US Billboard 200 chart.
Rihanna's third album, Good Girl Gone Bad (2007), incorporated elements of dance-pop and established her status as a sex symbol in the music industry. The chart-topping single ""Umbrella"" earned Rihanna her first Grammy Award and catapulted her to global stardom. She continued to mix pop, dance, and R&B genres on her next studio albums, Rated R (2009), Loud (2010), Talk That Talk (2011), and Unapologetic (2012), the latter of which became her first Billboard 200 number one. The albums spawned a string of chart-topping singles, including ""Rude Boy"", ""Only Girl (In the World)"", ""What's My Name?"", ""S&M"", ""We Found Love"", ""Where Have You Been"" and ""Diamonds"". Her eighth album, Anti (2016), showcased a new creative control following her departure from Def Jam. It became her second US number one album and featured the chart-topping single ""Work"". During her musical career, Rihanna has collaborated with many artists, such as Drake, Eminem, Jay-Z, Kanye West, Ne-Yo, and Shakira.
With sales of over 250 million records worldwide, Rihanna is the second-best-selling female music artist of all time. She has earned 14 number-ones and 31 top-ten singles in the US and 30 top-ten entries in the UK. Her accolades include nine Grammy Awards, 13 American Music Awards (including the Icon Award), 12 Billboard Music Awards, six Guinness World Records, the NAACP's President's Award, and an Academy Award nomination. Time named her one of the 100 most influential people in the world in 2012 and 2018. Forbes ranked her among the top ten highest-paid celebrities in 2012 and 2014. As of 2022, she is the wealthiest female musician, with an estimated net worth of $1.4 billion.Aside from music, Rihanna is known for her involvement in humanitarian causes, entrepreneurial ventures, and the fashion industry. She is the founder of the nonprofit organization Clara Lionel Foundation, cosmetics brand Fenty Beauty, and fashion house Fenty under LVMH; she is the first black woman to head a luxury brand for LVMH. Rihanna has also ventured into acting, appearing in major roles in Battleship (2012), Home (2015), Valerian and the City of a Thousand Planets (2017), and Ocean's 8 (2018). She was appointed as an ambassador of education, tourism, and investment by the Government of Barbados in 2018 and was declared a National Hero of Barbados on the first day of the country's parliamentary republic in 2021, entitling her to the style of ""The Right Excellent"" for life.",https://en.wikipedia.org/wiki/Rihanna
Belarus,70,Alexander Rybak,http://www.wikidata.org/entity/Q131259,wd:Q131259,8127963.0,"Norwegian singer, actor, violinist, composer, pianist","Alexander Igorevich Rybak  (Russian: Александр Игоревич Рыбак) or Alyaxandr Iharavich Rybak (Belarusian: Аляксандр Ігаравіч Рыбак; born 13 May 1986) is a Belarusian-Norwegian singer-composer, violinist, pianist and actor.Based in Oslo, Rybak extensively worked on television programs and on tours in Europe, particularly in Scandinavia and Eastern Europe throughout the early 2010s. Performing in English, Russian and Norwegian, Rybak held on to a teen idol status in Scandinavia, Eastern Europe, and to a certain extent in Western Asia in his early twenties. His debut 2009 album, Fairytales, charted in the top 20 in nine European countries, including a top position in Norway and Russia. After two pop albums in Fairytales and No Boundaries (2010), Rybak switched to become a family-oriented artist, focusing on children's and classical music and frequently performing with youth orchestras throughout the world.Rybak is known for his extensive involvement in the Eurovision Song Contest. Representing Norway in the 2009 contest in Moscow, Russia, he won the competition with 387 points—the highest tally any country has achieved in the history of Eurovision under the then-voting system—with ""Fairytale"", a song he wrote and composed. Winning at the age of 23, Rybak remains the youngest solo male winner of the contest and the only Belarusian-born winner to date. His win was celebrated throughout Europe for crushing stereotypes about the contest, such as needing an over-the-top performance or the influence of neighbour voting.Since then, Rybak has been involved several times in the contest. He represented Norway again in the Eurovision Song Contest 2018 in Lisbon, Portugal, with the song ""That's How You Write a Song"", winning the second semi-final and finishing in 15th place in the final. He performed as an opening act for the 2010 final and as an interval act in 2012 and 2016. Rybak has frequently provided commentary on the contest, and also worked as a journalist in 2011, and as a judge on the Belgian national finals in 2016 and 2023.

",https://en.wikipedia.org/wiki/Alexander_Rybak
Belgium,81,Jacques Brel,http://www.wikidata.org/entity/Q1666,wd:Q1666,91751.0,Belgian singer (1929–1978),"Jacques Romain Georges Brel (French: [ʒɑk ʁɔmɛ̃ ʒɔʁʒ bʁɛl], listen ; 8 April 1929 – 9 October 1978) was a Belgian singer and actor who composed and performed literate, thoughtful, and theatrical songs that generated a large, devoted following—initially in Belgium and France, later throughout the world. He is considered a master of the modern chanson.Although he recorded most of his songs in French and occasionally in Dutch, he became an influence on English-speaking songwriters and performers, such as Scott Walker, David Bowie, Alex Harvey, Marc Almond, Neil Hannon, and Rod McKuen. English translations of his songs were recorded by many performers, including Bowie, Walker, Ray Charles, Judy Collins, John Denver, The Kingston Trio, Nina Simone, Shirley Bassey, James Dean Bradfield, Frank Sinatra, and Andy Williams.Brel was a successful actor, appearing in 10 films. He directed two films, one of which, Le Far West, was nominated for the Palme d'Or at the Cannes Film Festival in 1973. Having sold over 25 million records worldwide, Brel is the third-best-selling Belgian recording artist of all time. Brel married Thérèse ""Miche"" Michielsen in 1950, and the couple had three children. He also had a romantic relationship with actress and dancer Maddly Bamy from 1972 until his death in 1978.",https://en.wikipedia.org/wiki/Jacques_Brel
Belize,13,Shyne,http://www.wikidata.org/entity/Q1346832,wd:Q1346832,1354189.0,Belizean rapper and politician,"Moses Michael Levi Barrow (born Jamal Michael Barrow, best known by his stage name Shyne; November 8, 1978) is a Belizean rapper and politician. He is the Leader of the Opposition in the Belize House of Representatives, and the leader of the Belize United Democratic Party. Barrow was born in Belize, but moved to Brooklyn in New York City as a child, and began to rap as a teenager. He is perhaps best known for his 2000 singles “Bad Boyz"" and ""Bonnie & Shyne"". He also wrote and performed on a number of multi-platinum albums, such as Usher's Confessions, Lil Wayne's Carter IV, Notorious B.I.G's Born Again, Mase's Double Up, and Puff Daddy's Forever among other top-selling albums during his tenures with his former labels, Bad Boy Records and Def Jam Recordings.
Shyne and his mother lived in the Brooklyn neighborhood of East Flatbush, where after he was  discovered as he was singing in a barbershop, he became a musician and rapper. On the verge of releasing his debut album, on the evening of December 27, 1999, he went to a nightclub with his mentor/label boss Sean Combs, and Combs' then-girlfriend singer/actress Jennifer Lopez. An argument broke out in the club between Combs and another man, guns were drawn, shots fired, and three bystanders were injured. In June 2001 he was convicted of assault, and sentenced to 10 years in prison. His 2000 debut album was nevertheless a success, and he continued to record music while incarcerated.
While serving his prison sentence, Shyne became interested in Judaism, became observant —  practicing Orthodox Judaism, and  officially changed his name to Moses Michael Levi Barrow in 2006. After he was released from prison in 2009, he was deported to Belize. In 2010 he moved to Jerusalem, Israel, where he spent his time studying the Torah up to 12 hours a day. He returned to Belize in 2013, and was appointed the Belize Music and Goodwill Ambassador, charged with the sustainable development of the music industry in Belize, and donated hundreds of thousands of dollars to develop it.
Shyne was elected to the Belizean House of Representatives in the 2020 general election, as a member of the center-right Belize United Democratic Party. He became the Belize Leader of the Opposition in the House of Representatives and the leader of the Belize United Democratic Party, in both June 2021 (until September 2021) and February 2022.

",https://en.wikipedia.org/wiki/Shyne
Benin,48,Angélique Kidjo,http://www.wikidata.org/entity/Q231276,wd:Q231276,736026.0,"is a Beninese singer-songwriter, actress, and activis","Angélique Kpasseloko Hinto Hounsinou Kandjo Manta Zogbin Kidjo (; born July 14, 1960), known as Angélique Kidjo, is a Beninese-American singer-songwriter, actress, and activist noted for her diverse musical influences and creative music videos. Kidjo was born into a family of performing artists. Her father was a musician, and her mother worked as a choreographer and theatre director. Kidjo has won five Grammy Awards.
In 2007, Time magazine called her ""Africa's premier diva."" She performed at the Tokyo 2020 Olympic Games Opening Ceremony on July 23, 2021. On September 15, 2021, Time included her in their list of the 100 most influential people in the world.Musical influences: 
Afropop, Caribbean zouk, Congolese rumba, jazz, gospel, and Latin styles; and her childhood idols Bella Bellow, James Brown, Nina Simone, Aretha Franklin, Celia Cruz, Jimi Hendrix, Miriam Makeba and Carlos Santana. 
Recordings:
George Gershwin's ""Summertime"", Ravel's Boléro, Jimi Hendrix's ""Voodoo Child"" and the Rolling Stones' ""Gimme Shelter"", 
Collaborations  
Dave Matthews and the Dave Matthews Band, Kelly Price, Alicia Keys, Branford Marsalis, Ziggy Marley, Philip Glass, Peter Gabriel, Bono, Yo-Yo Ma, Carlos Santana, John Legend, Herbie Hancock, Josh Groban, Dr John, the Kronos Quartet, Yemi Alade, Cassandra Wilson, Burna Boy, Sting, Mr Eazi and Indonesia's pop star Anggun. 
Hit Songs 
""Agolo"", ""We We"", ""Adouma"", ""Wombo Lombo"", ""Afirika"", ""Batonga"", and her version of ""Malaika"". 
Her album Logozo is ranked number 37 in the Greatest Dance Albums of All Time list compiled by Vice magazine's Thump website.Kidjo is fluent in five languages: Fon, French, Yorùbá, Gen (Mina), and English. She sings in all of them, and she also has her own personal language, which includes words that serve as song titles such as ""Batonga"". ""Malaika"" is a song sung in the Swahili language. Kidjo often uses Benin's traditional Zilin vocal technique and vocalese.

",https://en.wikipedia.org/wiki/Ang%C3%A9lique_Kidjo
Bhutan,4,Dechen Pem,http://www.wikidata.org/entity/Q5249116,wd:Q5249116,33841266.0,singer,"Dechen Pem is a Bhutanese singer. She started singing in 1994 and had an album produced through Norling Drayang.
She won numerous awards including the award for Best Playback Singer (Female) at the 8th National Film Awards as well as the award for Best Playback Singer (Female) at the 1st Viewers Choice Awards’ 
Dechen pem is cited as one of the veteran rigser singer in Bhutan. She is currently judging the National Singing Competition, Druk Super Star organized by actor Kencho Wangdi",https://en.wikipedia.org/wiki/Dechen_Pem
Bolivia,12,Luzmila Carpio,http://www.wikidata.org/entity/Q466102,wd:Q466102,909317.0,Bolivian musician,"Luzmila Carpio is a Bolivian singer, who has performed in Spanish and Quechua, and former Bolivian ambassador to France from 2006 to 2010.",https://en.wikipedia.org/wiki/Luzmila_Carpio
Bosnia and Herzegovina,41,Dino Merlin,http://www.wikidata.org/entity/Q310679,wd:Q310679,4185454.0,Bosnian singer,"Edin Dervišhalidović (Serbo-Croatian Cyrillic: Един Дервишхалидовић; born 12 September 1962), known professionally as Dino Merlin (Дино Мерлин), is a Bosnian singer-songwriter, musician, and record producer. Born in Sarajevo, he was the founder and leader of Merlin, which eventually became one of the best-selling rock-bands of Southeast Europe.Nicknamed ""The Wizard"", he is considered one of the most prominent and commercially successful artists ever to emerge from former Yugoslavia.Dino is recognized for his later solo work, which established him as one of the best-selling regional artists of all time. Over the course of his career, he has produced over a dozen chart-topping albums, held several record-breaking tours, won many awards including the Sixth April Award of Sarajevo, and has authored the first national anthem of Bosnia and Herzegovina. He is widely known for his distinctive voice, stage performances and poetic lyrics.",https://en.wikipedia.org/wiki/Dino_Merlin
Botswana,5,Ayesha Quraishi,http://www.wikidata.org/entity/Q4354041,wd:Q4354041,24158345.0,Swedish rapper,"Ayesha Quraishi (also known only as Ayesha, born 8 July 1981) is a Botswana-born Swedish performance artist. She also owns the recording company Aqueen Entertainment. She was born in Botswana to a non-resident Indian father and Motswana mother, and was raised in Hässelby, Stockholm.
Quraishi has released an album called Jade Fever and participated in Melodifestivalen 2005. In the summer of 2006 she hosted an installment of Sommar, one of Sweden's most popular radio shows, and in 2007 co-hosted the music program Sommartoppen with Mogge Sseruwagi.",https://en.wikipedia.org/wiki/Ayesha_Quraishi
Brazil,151,Hebe Camargo,http://www.wikidata.org/entity/Q6105,wd:Q6105,25807927.0,"Brazilian recording artist, television host, singer","Hebe Maria Monteiro de Camargo Ravagnani  (Portuguese pronunciation: [ˈɛbi mɐˈɾi.ɐ mõˈtejɾu dʒi kɐˈmaɾɡu ˌʁavɐˈɲɐ̃ni]; 8 March 1929 – 29 September 2012) was a Brazilian television host, singer and actress. She is considered the ""Queen of Brazilian Television"" (Portuguese: Rainha da Televisão Brasileira). She died at her home on 29 September 2012. Her net worth was over US$360 million.",https://en.wikipedia.org/wiki/Hebe_Camargo
Brunei,23,Wu Chun,http://www.wikidata.org/entity/Q701041,wd:Q701041,9130264.0,Bruneian actor and singer,"Wu Chun (Chinese: 吳尊; born Goh Kiat Chun, Joseph Wu on 10 October 1979) is a Bruneian actor, singer, and model. He was a member of Fahrenheit, a Taiwanese Mandopop vocal quartet boy band, from its debut in 2005 to June 2011, singing bass. Wu has appeared in several Taiwanese television series, such as Tokyo Juliet (2006), Hanazakarino Kimitachihe (2006), Romantic Princess (2007), Hot Shot (2008), Sunshine Angel (2011), and Kindaichi Case Files (2012–2013). His film appearances include The Butterfly Lovers (2008), Lady of the Dynasty (2014). Wu Chun is one of the most followed celebrity on Sina Weibo and currently has more than 11 million followers. 
In 2014, he appeared in the reality television program, Dad is Back with his daughter, Nei Nei. In 2018, he was cast in the Chinese drama, Martial Universe. In 2018, Wu Chun appeared with his father, Wu Jingtian, in a reality tv show called Best Time. In early 2020, a reality TV show called Before Wedding with his wife in his home country Brunei and was a great success and well received all over China hitting 1.5 billion viewers. He was also honored in Madame Tussauds, a prestigious wax figure exhibit launch in Shanghai China after being on an almost year hiatus in showbiz. From 2019 to present, he is one the brand ambassadors of the luxury fashion house  Hugo Boss Asia that is headquartered in Metzingen, Baden-Württemberg, Germany. 
In 2020, he took part in a marine life protection campaign and was appointed as an ocean protection ambassador of Merlin Entertainments Group China, specifically advocating for the preservation of Beluga whales. He became the Pangolins Protection Ambassador for The World Wildlife Fund. In 2022, he did a commercial advertisement campaigns for multinational luxury fashion house Dior and cosmetics brand La Mer which is owned by american based The Estée Lauder Companies. In 2023, he became the representative of IQIYI, a china bases online video platform for the 2023 Australian Open.  
In Brunei, he was appointed as the Goodwill Ambassador and Messenger of Cancer Awareness; Wu's mother had died from cancer.",https://en.wikipedia.org/wiki/Wu_Chun
Bulgaria,64,Philipp Kirkorov,http://www.wikidata.org/entity/Q494596,wd:Q494596,8127358.0,Russian-Bulgarian singer and music producer,"Philipp Bedrosovich Kirkorov PAR (Russian: Филипп Бедросович Киркоров; Bulgarian: Филип Бедросов Киркоров, romanized: Filip Bedrosov Kirkorov; born 30 April 1967) is a Bulgarian-born Russian pop singer. He is a five-time winner of the ""Best Selling Russian Artist"" title at the World Music Awards ceremonies. In January 2023, Ukraine imposed sanctions on Philipp for his support of 2022 Russian invasion of Ukraine.

",https://en.wikipedia.org/wiki/Philipp_Kirkorov
Burkina Faso,16,Cheikh Lô,http://www.wikidata.org/entity/Q575989,wd:Q575989,7270060.0,Senegalese musician,"Cheikh N'Digel Lô (born 12 September 1955) is a Senegalese musician.

",https://en.wikipedia.org/wiki/Cheikh_L%C3%B4
