0,1,2,3,4,5,6,7,8,
Azerbaijan,12,Azadliq,http://www.wikidata.org/entity/Q6425220,wd:Q6425220,38712437,newspaper in Azerbaijan,"Azadliq (Azerbaijani: Azadlıq) a daily political newspaper, is one of the most popular newspapers in Azerbaijan.",https://en.wikipedia.org/wiki/Azadliq_(newspaper)
Bahrain,4,Al-Wasat,http://www.wikidata.org/entity/Q310130,wd:Q310130,20466255,newspaper,"Al-Wasat (Arabic: الوسط), also Alwasat, was an Arabic-language daily newspaper in Manama, Bahrain. Al-Wasat was generally regarded as the only independent newspaper in Bahrain. The newspaper ran for 15 years, during which is provided reporting unique to Bahrain.
The government of Bahrain forcibly closed the newspaper on 4 June 2017, in a move which Amnesty International termed an ""all-out campaign to end independent reporting"".",https://en.wikipedia.org/wiki/Al-Wasat_(Bahraini_newspaper)
Bangladesh,9,The Daily Prothom Alo,http://www.wikidata.org/entity/Q2156338,wd:Q2156338,4130299,Bangladeshi daily newspaper owned by Transcom Group,"The Daily Prothom Alo (Bengali: প্রথম আলো) is a daily newspaper in Bangladesh, published from Dhaka in the Bengali language. It is the largest circulated newspaper in Bangladesh. According to National Media Survey 2018, conducted by Kantar MRB Bangladesh, Prothom Alo has more than 6.6 million daily readership online. According to Alexa Internet, an American web traffic analysis company, the online portal of Prothom Alo is the most visited Bengal website in the world.",https://en.wikipedia.org/wiki/Prothom_Alo
Belarus,12,Nasha Niva,http://www.wikidata.org/entity/Q1272304,wd:Q1272304,4285202,Belarusian newspaper created in 1991,"Nasha Niva (Belarusian: Наша Ніва, romanized: Naša Niva, lit. ""Our field"") is one of the oldest Belarusian weekly newspapers, founded in 1906 and re-established in 1991. Nasha Niva became a cultural symbol, due to the newspaper's importance as a publisher of Belarusian literature and as a pioneer of Belarusian language journalism, the years before the October Revolution are often referred to as the 'Nasha Niva Period'.In the period between 1906 and 1915 the newspaper was published on a weekly basis. From 1991 to 1995 it appeared once a month, reverting to weekly publication in 1996 and then fortnightly in 1997–1999. In 1999 the paper became a weekly again.Nasha Niva Online (nn.by) was set up in 1997. By 2017 it became the most frequently visited website in the Belarusian language.According to Media IQ estimation, Nasha Niva remains free of state propaganda and keeps one of the highest ratings in journalism ethics among Belarusian media. Being in open opposition to Alexander Lukashenko's regime, the newspaper was cracked down by the government numerous times, received huge fines and was excluded from state circulation. The editors and journalists were arrested, questioned and beaten by the police and KGB officers.As of 2020 the editor-in-chief is Jahor Marcinovič, who succeeded Andrej Dyńko.On July 8, 2021, the newspaper's website was blocked by the authorities. The editor-in-chief Yahor Martsinovich and editor Andrej Skurko were detained, their homes and the office being searched. On July 13 the publication announced its closure in Belarus due to growing pressure from the authorities. The employees were advised to move abroad. The editor's office claimed that they would try to re-launch the newspaper outside Belarus. The new website was launched on July 29, 2021; the content was uploaded from the publication's social networks and Telegram channel.On January 27, 2022, the Ministry of Internal Affairs of Belarus declared Nasha Niva ‘an extremist formation’. On March 15, 2022, Marcinovič and Skurko were sentenced to 2.5 years in prison for estimated material damage of 10,000 Belarusian rubles ($3000).

",https://en.wikipedia.org/wiki/Nasha_Niva
Belgium,22,Le Soir,http://www.wikidata.org/entity/Q690672,wd:Q690672,896217,Belgian newspaper,"Le Soir (French: [lə swaʁ], ""The Evening"") is a French-language Belgian daily newspaper. Founded in 1887 by Emile Rossel, it was intended as a politically independent source of news. It is one of the most popular Francophone newspapers in Belgium, competing with La Libre Belgique, and since 2005 has appeared in Berliner format. It is owned by Rossel & Cie, which also owns several Belgian news outlets and the French paper La Voix du Nord.",https://en.wikipedia.org/wiki/Le_Soir
Benin,3,La Nation,http://www.wikidata.org/entity/Q18344583,wd:Q18344583,43684857,newspaper in Benin,La Nation is the government-owned newspaper of Benin. It was renamed from Ehuzu during the transition to democracy in Benin.,https://en.wikipedia.org/wiki/La_Nation_(Benin)
Bhutan,13,Kuensel,http://www.wikidata.org/entity/Q2336154,wd:Q2336154,1458756,national newspaper of Bhutan,"Kuensel (Dzongkha: ཀུན་གསལ།, Clarity) is the national newspaper of the Kingdom of Bhutan. It was the only local newspaper available in Bhutan until 2006 when two more newspapers were launched. The government of Bhutan owns 51% of Kuensel while 49% is held by the public.
Kuensel is published in two language editions: Dzongkha (the national language) and English, everyday except Sunday with a total weekly circulation of more than 15,000 copies and an average weekly readership of 130,000.
The paper is distributed throughout the country by a string of sales agents appointed in all the dzongkhags, dungkhags and towns, while subscribers overseas are fed through mail service/e-mail. Subscribers also get a PDF version of the paper.",https://en.wikipedia.org/wiki/Kuensel
Bolivia,5,El Diario,http://www.wikidata.org/entity/Q1324064,wd:Q1324064,4977693,Bolivian daily newspaper,"El Diario is a newspaper of Bolivia, published in La Paz.  Founded in 1904, it is Bolivia's oldest newspaper and considered a newspaper of record for Bolivia. The newspaper traditionally followed a conservative position in line with its founders, the Carrasco family, one of La Paz's most influential families of the 20th century.",https://en.wikipedia.org/wiki/El_Diario_(La_Paz)
Bosnia and Herzegovina,21,Oslobođenje,http://www.wikidata.org/entity/Q1261176,wd:Q1261176,751324,Bosnian-Herzegovinian newspaper from Sarajevo,"Oslobođenje (Bosnian pronunciation: [oslobod͡ʑěːɲe]; 'Liberation') is a daily newspaper in Bosnia and Herzegovina based in the capital city Sarajevo. Founded on 30 August 1943, in the midst of World War II, on a patch of territory liberated by Partisans, in what was otherwise a German-occupied country, the paper gained recognition over the years for its high journalistic standards and is recipient of numerous domestic honors and international awards in a branch.",https://en.wikipedia.org/wiki/Oslobo%C4%91enje
Botswana,1,The Patriot on Sunday,http://www.wikidata.org/entity/Q30674769,wd:Q30674769,54198183,weekly newspaper in Botswana,The Patriot on Sunday is a newspaper published in Botswana on Sundays. The newspaper was founded in 2012 and is partly owned by parliamentarian Mpho Balopi. The newspaper is indexed in AllAfrica.com. The newspaper was involved in a Freedom of the Press dispute with the Printing & Publishing Company Botswana because of a negative perspective on the ruling party.,https://en.wikipedia.org/wiki/The_Patriot_on_Sunday
Brazil,17,O Globo,http://www.wikidata.org/entity/Q970729,wd:Q970729,2093729,Brazilian daily newspaper,"O Globo (Portuguese pronunciation: [uˈɡlobu], The Globe) is a Brazilian newspaper based in Rio de Janeiro. O Globo is the most prominent print publication in the Grupo Globo media conglomerate.Founded by journalist Irineu Marinho, owner of A Noite, it was originally intended as a morning daily to extend the newspaper interests of the company. In time, it became the flagship paper of the group. When Irineu died weeks after the founding of the newspaper in 1925, it was inherited by his son Roberto. At age 21, he started working as a trainee reporter for the paper and later became managing editor.
Roberto Marinho developed Grupo Globo (the conglomerate of media companies consisting of O Globo, TV Globo, Rádio Globo, Editora Globo and other subsidiaries) as Brazil's largest media group, entering radio in the 1940s and TV in the 1960s, and picking up other interests.
An active supporter of the military dictatorship that lasted from 1964 to 1985 in Brazil, O Globo is still considered a right-wing, conservative newspaper.",https://en.wikipedia.org/wiki/O_Globo
Brunei,5,Borneo Bulletin,http://www.wikidata.org/entity/Q4946070,wd:Q4946070,5575170,English-language daily newspaper in Brunei,"The Borneo Bulletin is a daily English-language newspaper in Brunei. It is published by Brunei Press, which also publishes a Malay-language daily, Media Permata. The Bulletin circulates around 20,000 copies on weekdays and 25,000 copies on Saturday and Sunday. The Borneo Bulletin is a main source of information on local, regional and foreign affairs, as well as business news. Detailed stock market reports of the Singapore, Kuala Lumpur and regional stock exchanges are carried for the benefit of Bruneian businessmen and investors. In addition to the more serious news, the newspaper carries sports, lifestyle and leisure pages.",https://en.wikipedia.org/wiki/Borneo_Bulletin
Bulgaria,9,Trud,http://www.wikidata.org/entity/Q1232958,wd:Q1232958,4093082,Bulgarian newspaper (est. 1936),"Trud (Bulgarian: Труд, English: Labor), is a Bulgarian tabloid daily newspaper. The newspaper's first issue came out on 1 March 1936, making it one of the oldest Bulgarian newspapers still in existence. From 3 January 1994 to 31 December 2008 it was known as Dneven Trud (Дневен Труд, Daily Labor).",https://en.wikipedia.org/wiki/Trud_(Bulgarian_newspaper)
Burkina Faso,4,Le Pays,http://www.wikidata.org/entity/Q1810032,wd:Q1810032,39424676,newspaper in Burkina Faso,"Le Pays is a newspaper in Burkina Faso. It was founded in 1991. As of 2013 it has a circulation of 10,000.",https://en.wikipedia.org/wiki/Le_Pays_(Burkina_Faso)
Canada,33,Toronto Star,http://www.wikidata.org/entity/Q1067299,wd:Q1067299,141010,"daily newspaper in Toronto, Ontario, Canada","The Toronto Star is a Canadian English-language broadsheet daily newspaper. The newspaper is the country's largest daily newspaper by circulation. It is owned by Toronto Star Newspapers Limited, a subsidiary of Torstar Corporation and part of Torstar's Daily News Brands division.The newspaper was established in 1892 as the Evening Star and was later renamed the Toronto Daily Star in 1900, under Joseph E. Atkinson. Atkinson was a major influence in shaping the editorial stance of the paper, with the paper reflecting his principles until his death in 1948. His son-in-law, Harry C. Hindmarsh, shared those principles as the paper's longtime managing editor while also helping to build circulation with sensational stories, bold headlines and dramatic photos. The paper was renamed the Toronto Star in 1971 and introduced a Sunday edition in 1977.",https://en.wikipedia.org/wiki/Toronto_Star
Cape Verde,5,Expresso das Ilhas,http://www.wikidata.org/entity/Q4038455,wd:Q4038455,7343990,Cape Verdean newspaper,"Expresso das Ilhas (Portuguese for ""The Islands' Express"") is a weekly Cape Verdean newspaper that covers its top stories in the archipelago and local stories from each island. The newspaper is located in the Cape Verdean capital city of Praia and has one of the largest circulations in Cape Verde. The newspaper is published in Portuguese, apart from some occasional articles in Cape Verdean Creole. Its current editor-in-chief is João Augusto do Rosário.'
Its daily circulation are around 10,000, it costs 100 per copy as of 2010.  The newspaper is also available on the Internet.",https://en.wikipedia.org/wiki/Expresso_das_Ilhas
Chile,10,El Mercurio de Valparaíso,http://www.wikidata.org/entity/Q3050097,wd:Q3050097,9181848,Chilean newspaper,"El Mercurio de Valparaíso (Spanish pronunciation: [el meɾˈkuɾjo ðe βalpaɾaˈiso]) The oldest continuously circulating periodical, published under the same name, in Spanish language. It was founded on September 12, 1827. It is based in Valparaíso, Chile.",https://en.wikipedia.org/wiki/El_Mercurio_de_Valpara%C3%ADso
Colombia,17,El Tiempo,http://www.wikidata.org/entity/Q1324658,wd:Q1324658,2877379,Colombian newspaper,"El Tiempo (English: ""Time"" or ""The Times"") is a nationally distributed broadsheet daily newspaper in Colombia launched on January 30, 1911. As of 2019, El Tiempo had the highest circulation in Colombia with an average daily weekday of 1,137,483 readers, rising to 1,921,571 readers for the Sunday edition.From 1913 to 2007, El Tiempo's main shareholders were members of the Santos Calderón family. Several also participated in Colombian politics: Eduardo Santos Montejo was President of Colombia from 1938 to 1942. Francisco Santos Calderón served as Vice-President (2002–2010). And Juan Manuel Santos as Defense Minister (2006–2009) during Álvaro Uribe's administration; Juan Manuel was elected president of Colombia in 2010 and served in that position until 2018.In 2007, Spanish Grupo Planeta acquired 55% of the Casa Editorial El Tiempo media group, including the newspaper and its associated TV channel Citytv Bogotá. In 2012, businessman Luis Carlos Sarmiento Angulo bought the shares of Planeta, the Santos family and other small shareholders, becoming the only owner of the newspaper. El Tiempo is considered a newspaper of record for Colombia.

",https://en.wikipedia.org/wiki/El_Tiempo_(Colombia)
Costa Rica,8,La Nación,http://www.wikidata.org/entity/Q1460840,wd:Q1460840,17015735,"daily newspaper published in San Jose, Costa Rica","La Nación is a Costa Rican newspaper. It is published in San José, Costa Rica. The newspaper is a general purpose newspaper, and circulates daily all year long, except on three Costa Rican holidays, Good Friday and the following Saturday, and the day after the New Year's Day.

",https://en.wikipedia.org/wiki/La_Naci%C3%B3n_(Costa_Rica)
Croatia,13,Večernji list,http://www.wikidata.org/entity/Q241622,wd:Q241622,2179966,Croatian daily newspaper,Večernji list (also known as Večernjak; lit. 'evening paper') is a Croatian daily newspaper published in Zagreb.,https://en.wikipedia.org/wiki/Ve%C4%8Dernji_list
Cuba,7,Juventud Rebelde,http://www.wikidata.org/entity/Q820908,wd:Q820908,6557013,daily newspaper,The Juventud Rebelde (English: Rebel Youth) is a Cuban newspaper of the Young Communist League.,https://en.wikipedia.org/wiki/Juventud_Rebelde
Cyprus,4,Politis,http://www.wikidata.org/entity/Q3395244,wd:Q3395244,8632783,newspaper in Cyprus,"Politis (Greek: Πολίτης, meaning ""Citizen"") is a daily Greek-language newspaper published in Cyprus. It is the second-largest (by circulation) Greek-language newspaper on the island, with about 7,000 copies sold daily, or about 8% of the market.",https://en.wikipedia.org/wiki/Politis_(Cyprus)
Czech Republic,14,Lidové noviny,http://www.wikidata.org/entity/Q1197747,wd:Q1197747,1363292,Czech daily newspaper published in Prague,"Lidové noviny (People's News, or The People's Newspaper, Czech pronunciation: [ˈlɪdovɛː ˈnovɪnɪ]) is a daily newspaper published in Prague, the Czech Republic. It is the oldest Czech daily still in print, and a newspaper of record. It is a national news daily covering political, economic, cultural and scientific affairs, mostly with a centre-right, conservative view. It often hosts commentaries and opinions of prominent personalities from the Czech Republic and from abroad.

",https://en.wikipedia.org/wiki/Lidov%C3%A9_noviny
Democratic Republic of the Congo,4,Le Potentiel,http://www.wikidata.org/entity/Q3225834,wd:Q3225834,31908720,Newspaper in the Democratic Republic of the Congo,"Le Potentiel is a Democratic Republic of the Congo daily newspaper published by award-winning journalist Modeste Mutinga. The Committee to Protect Journalists described it as ""the only independent daily newspaper in the war-torn Democratic Republic of Congo"". According to Mutinga, the paper has ""an agenda"" of promoting economic development and democracy.The paper criticized multiple DRC presidents, and Mutinga has been threatened, arrested, and jailed multiple times on charges related to his reporting. In 1992, during the Mobutu Sese Seko era, the offices of the newspaper were bombed. In 1998, Mutinga was arrested following an article covering the house arrest of opposition leader Etienne Tshisekedi.",https://en.wikipedia.org/wiki/Le_Potentiel
Denmark,29,Jyllands-Posten,http://www.wikidata.org/entity/Q815527,wd:Q815527,3020403,Danish newspaper,"Morgenavisen Jyllands-Posten (Danish pronunciation: [ˈmɒˀn̩æˌviˀsn̩ ˈjylænsˌpʰʌstn̩] (listen); English: The Morning Newspaper ""The Jutland Post""), commonly shortened to Jyllands-Posten or JP, is a Danish daily broadsheet newspaper. It is based in Aarhus C, Jutland, and with a weekday circulation of approximately 120,000 copies,The foundation behind the newspaper, Jyllands-Postens Fond, defines it as an independent  (centre-right) newspaper. The paper officially supported the Conservative People's Party until 1938.In 2005-2006 the newspaper published cartoons that depicted the Islamic prophet Muhammad which sparked violent protests around the world, and led to several attempted terrorist plots against the newspaper or its employees.",https://en.wikipedia.org/wiki/Jyllands-Posten
Dominican Republic,3,Listín Diario,http://www.wikidata.org/entity/Q3834936,wd:Q3834936,2939232,Dominican newspaper,"Listín Diario (Lit. Small Daily List) is one of the leading newspapers in the Dominican Republic, and the oldest still being published.",https://en.wikipedia.org/wiki/List%C3%ADn_Diario
Ecuador,7,El Universo,http://www.wikidata.org/entity/Q926303,wd:Q926303,6557646,Ecuadorian newspaper,"El Universo (Spanish for ""The Universe"") is one of the largest daily newspapers in Ecuador. It was founded in 1921 and the first edition was published September 16 of the same year. Its  headquarters are located in Guayaquil.
The newspaper has been published since its foundation with only small interruptions during the dictatorship. The founder was Ismael Pérez Pazmiño. El Universo is a member of Asociación Ecuatoriana de Editores de Periódicos (AEDEP), Sociedad Interamericana de Prensa (SIP) and the World Association of Newspapers (WAN).",https://en.wikipedia.org/wiki/El_Universo
Egypt,29,Al-Ahram,http://www.wikidata.org/entity/Q286468,wd:Q286468,718522,Egyptian newspaper,"Al-Ahram (Arabic: الأهرام; The Pyramids), founded on 5 August 1875, is the most widely circulating Egyptian daily newspaper, and the second oldest after al-Waqa'i`al-Masriya (The Egyptian Events, founded 1828). It is majority owned by the Egyptian government, and is considered a newspaper of record for Egypt.Given the many varieties of Arabic language, Al-Ahram is widely considered an influential source of writing style in Arabic. In 1950, the Middle East Institute described Al-Ahram as being to the Arabic-reading public within its area of distribution, ""What The Times is to Englishmen and The New York Times to Americans""; however, it has often been accused of heavy influence and censorship by the Egyptian government.
In addition to the main edition published in Egypt, the paper publishes two other Arabic-language editions, one geared to the Arab world and the other aimed at an international audience, as well as editions in English and French.

",https://en.wikipedia.org/wiki/Al-Ahram
El Salvador,3,El Mundo,http://www.wikidata.org/entity/Q16492368,wd:Q16492368,56940014,Salvadoran Daily Newspaper,"El Mundo is a daily morning newspaper in El Salvador.
It was first published on February 6, 1967, by Dr. Juan José Borga.  Several journalists who had worked at the Tribuna Libre joined the new paper, which was led by writer Waldo Chávez Velasco.Originally an evening paper (published Monday to Saturday), it switched to morning publication in 2004.A 1991 report described the paper as ""less conservative"" than the other leading daily papers in the country.

",https://en.wikipedia.org/wiki/El_Mundo_(El_Salvador)
Estonia,13,Eesti Ekspress,http://www.wikidata.org/entity/Q1295548,wd:Q1295548,12131003,Estonian newspaper,"Eesti Ekspress (Estonian Express) is an Estonian weekly newspaper.
Founded in 1989, Eesti Ekspress was the first politically independent newspaper in the Estonian Soviet Socialist Republic during the Soviet control of Estonia.The paper is published by AS Eesti Ajalehed, a part of the public media company Ekspress Grupp (EEG1T) that is listed on the Tallinn Stock Exchange.
In March 2010 the newspaper shifted to a magazine-like format (275×355mm) resembling Der Spiegel and Stern.",https://en.wikipedia.org/wiki/Eesti_Ekspress
Ethiopia,2,Addis Admass,http://www.wikidata.org/entity/Q48733716,wd:Q48733716,56333679,Ethiopian Amharic-language newspaper,Addis Admass is a  private  Amharic Language newspaper published in Ethiopia.,https://en.wikipedia.org/wiki/Addis_Admass
Fiji,9,Fiji Times,http://www.wikidata.org/entity/Q3071731,wd:Q3071731,1889869,Fijian daily English-language newspaper,"The Fiji Times is a daily English-language newspaper published in Suva, Fiji. Established in Levuka on 4 September 1869 by George Littleton Griffiths, it is Fiji's oldest newspaper still operating. 
The Fiji Times is owned by Motibhai Group of Companies, which purchased it from Rupert Murdoch's News Corp on 22 September 2010. The Fiji Times Limited board is chaired by Kirit Patel (as of 2010), and includes Rajesh Patel, a resident director appointed in 2010 and Jinesh Patel, the marketing manager for the Motibhai Group of Companies. 
The former publisher Evan Hannah was forcibly removed from Fiji in 2008 as he was accused by the interim government of meddling in Fijian politics. This was prior to the sale by News Corp to the Motibhai Group of Companies.
An online edition is published, featuring local news, sport and weather.",https://en.wikipedia.org/wiki/Fiji_Times
Finland,27,Helsingin Sanomat,http://www.wikidata.org/entity/Q366921,wd:Q366921,212884,"newspaper published in Helsinki, Finland since 1904","Helsingin Sanomat, abbreviated HS and colloquially known as Hesari, is the largest subscription newspaper in Finland and the Nordic countries, owned by Sanoma. Except after certain holidays, it is published daily. Its name derives from that of the Finnish capital, Helsinki, where it is published.  It is considered a newspaper of record for Finland.",https://en.wikipedia.org/wiki/Helsingin_Sanomat
France,93,Charlie Hebdo,http://www.wikidata.org/entity/Q1043104,wd:Q1043104,2251390,French satirical weekly newspaper,"Charlie Hebdo (French pronunciation: ​[ʃaʁli ɛbdo]; meaning Charlie Weekly) is a French satirical weekly magazine, featuring cartoons, reports, polemics, and jokes. Stridently non-conformist in tone, the publication has been described as anti-racist, sceptical, secular, and within the tradition of left-wing radicalism, publishing articles about the far-right (especially the French nationalist National Front party), religion (Catholicism, Islam and Judaism), politics and culture.
The magazine has been the target of three terrorist attacks: in 2011, 2015, and 2020. All of them were presumed to be in response to a number of cartoons that it published controversially depicting Muhammad. In the second of these attacks, 12 people were killed, including publishing director Charb and several other prominent cartoonists.
Charlie Hebdo first appeared in 1970 after the monthly Hara-Kiri magazine was banned for mocking the death of former French president Charles de Gaulle. In 1981, publication ceased, but the magazine was resurrected in 1992. The magazine is published every Wednesday, with special editions issued on an unscheduled basis.
Gérard Biard is the current editor-in-chief of Charlie Hebdo. The previous editors were François Cavanna (1970–1981) and Philippe Val (1992–2009).

",https://en.wikipedia.org/wiki/Charlie_Hebdo
Georgia,2,Georgia Today,http://www.wikidata.org/entity/Q16839896,wd:Q16839896,40758199,an English language newspaper published in Georgia,Georgia Today is an English language newspaper published in Georgia. The paper is published twice a week in two different versions - Georgia Today and Georgia Today Business.,https://en.wikipedia.org/wiki/Georgia_Today
Germany,51,Süddeutsche Zeitung,http://www.wikidata.org/entity/Q158870,wd:Q158870,30873120,German newspaper published in Munich,"The Süddeutsche Zeitung (pronounced [ˈzyːtˌdɔʏtʃə ˈtsaɪtʊŋ]; lit. 'South German Newspaper'), published in Munich, Bavaria, is one of the largest daily newspapers in Germany. The tone of SZ is mainly described as centre-left, liberal,   social-liberal, progressive-liberal, and social-democrat.",https://en.wikipedia.org/wiki/S%C3%BCddeutsche_Zeitung
Ghana,3,The Ghanaian Chronicle,http://www.wikidata.org/entity/Q7736248,wd:Q7736248,20825394,newspaper in Ghana,"The Ghanaian Chronicle is an English-language daily newspaper published from Accra, Ghana. It has a circulation of 45,000 copies, making it the biggest private newspaper in Ghana.",https://en.wikipedia.org/wiki/The_Ghanaian_Chronicle
Greece,16,Kathimerini,http://www.wikidata.org/entity/Q144999,wd:Q144999,2679213,Greek newspaper,"Kathimerini (Greek: Η Καθημερινή, pronounced [i kaθimeriˈni], meaning The Daily) is a daily, political and financial morning newspaper published in Athens. Its first edition was printed on September 15, 1919. and it is considered the leading newspaper in Greece, with both the highest circulation and a strong digital presence. 
It is published in Greek and there is also an English edition, both print and digital. Kathimerini English Edition is published in Greece and Cyprus along with the New York Times International. Kathimerini also produces a wide range of leading magazines, including Vogue Greece with Conde Nast International, as well as publications for The Walt Disney Company Greece.
Considered Greece's paper of record, Kathimerini traditionally identifies with a broad range of the political spectrum, from the liberal center to the moderate right, while covering the positions and hosting analyses from all the main political parties and opinions from columnists with different points of view.",https://en.wikipedia.org/wiki/Kathimerini
