0,1,2,3,4
Bahrain,37.0,Gulf Air,"Gulf Air (Arabic: طيران الخليج Ṭayarān al-Khalīj) is the state-owned airline and the flag carrier of Bahrain was made in 1950 by British Pilot Freddie Bosworth as Gulf Aviation. Headquartered in Muharraq, the airline operates scheduled flights to 52 destinations in 28 countries across Africa, Asia, Europe, Indian sub-continent and the Far East. Its main hub is Bahrain International Airport. In which London Heathrow is the most traveled place for Gulf Air. Gulf Air currently serves all its destinations with a combination of wide and narrow body jets of Airbus A320, Airbus A321, Airbus A320neo, Airbus A321neo and the Boeing 787-9 also known as the ""dreamliner"". Gulf Air is the sponsor of the Bahrain Grand Prix and Bahrain International Airshow, where some of its fleet of aircraft sport liveries of the event. Gulf Air has been certified with the highest 5-Star COVID-19 Airline Safety Rating, becoming one of just sixteen airlines in the world to currently achieve this top recognition and the third airline in the Middle East to gain the 5-Star COVID-19 Safety Rating. It was formerly a multinational airline owned by Bahrain, Abu Dhabi, Oman, and Qatar. In 2002, Qatar became the first nation to leave the Gulf Air consortium, followed by Abu Dhabi in 2006 and finally Oman in 2007, leaving the airline completely Bahrain-based, so they can make their own airlines: Qatar Airways, Etihad Airways and Oman Air respectively.

",https://en.wikipedia.org/wiki/Gulf_Air
Bangladesh,35.0,Biman Bangladesh Airlines,"Biman Bangladesh Airlines (Bengali: বিমান বাংলাদেশ এয়ারলাইন্স) commonly known as Biman (Bengali: বিমান), pronounced  (bee-mah-n), is the national flag carrier of Bangladesh. With its main hub at Hazrat Shahjalal International Airport in Dhaka, the airline also operates flights from its secondary hubs at Shah Amanat International Airport in Chittagong and as well as Osmani International Airport in Sylhet. The airline provides international passenger and cargo services to multiple destinations and has air service agreements in 42 countries. The headquarters of the airline, Balaka Bhaban, is located in Kurmitola, in the northern part of Dhaka. Annual Hajj flights; transporting tourists, migrants and non-resident Bangladeshi workers; and the activities of its subsidiaries form an integral part of the corporate business of the airline. Bangladesh's air transport sector, which is experiencing an 8% annual growth rate thanks to a large number of outbound tourists, domestic tourists and non-resident Bangladeshi travellers, is very competitive with stiff competition among a number of private Bangladeshi airlines as well as Biman.: 11 Created in February 1972, Biman enjoyed an internal monopoly in the aviation industry of Bangladesh for 24 years, until 1996. In the decades following its founding, the airline expanded its fleet and destinations but it was adversely affected by corruption and mismanagement. At its peak, Biman operated flights to 29 international destinations, extending from New York City in the west to Tokyo in the east. The airline was wholly owned and managed by the government of Bangladesh until 23 July 2007, when it was transformed into the country's largest public limited company by the Caretaker Government of Bangladesh. Since becoming a public limited company in 2007, the airline has reduced staff and begun to modernise its fleet. The airline had signed a deal with Boeing for ten new aircraft along with options for ten more in 2008. After getting delivery of the new planes, Biman expanded its destinations and increased in-flight amenities, especially onboard Internet and WiFi; mobile telephone; and live TV streams. Biman Bangladesh Airlines is certified as safe to fly in Europe by the European Union Aviation Safety Agency. In addition, Biman has also successfully passed the IATA Operational Safety Audit and since then, the airline has resumed flights to some of its previous destinations in Asia and Europe. In recent times, Biman Bangladesh Airlines has seen a marked improvement in punctuality, as well as in on-time flight performance, under its new management team.",https://en.wikipedia.org/wiki/Biman_Bangladesh_Airlines
Barbados,3.0,REDjet,"REDjet Caribbean Ltd., operating as REDjet (Airone Caribbean/Airone Ventures Limited), was a startup low-cost carrier (LCC) based at the Grantley Adams International Airport in Christ Church, Barbados, near Bridgetown. The privately owned airline, incorporated in Barbados featured a fleet of McDonnell Douglas MD-82 and MD-83 aircraft.
Initially the airline sought to startup operations from Kingston's Norman Manley International Airport, however, the airline shifted its hub to Barbados after being denied permission to set up in Jamaica by the Jamaican Government. Since that time, REDjet's CEO has announced that he would again be seeking to have a larger airline company based-in Jamaica.Operations commenced on May 10, 2011. The airline began marketing tickets on April 13, 2011.On the night of March 16, 2012, the airline suspended all its services because of financial trouble. It hoped to receive government subsidies to restart the service.On June 8, 2012, Redjet announced its closure.",https://en.wikipedia.org/wiki/REDjet
Belarus,45.0,Belavia,"Belavia (formally Belavia Belarusian Airlines, Belarusian: ААТ «Авіякампанія «Белавія»; Russian: ОАО «Авиакомпания «Белавиа»), is the flag carrier and national airline of Belarus, headquartered in Minsk. The state-owned company had, as of 2007, 1,017 employees. Belavia serves a network of routes between Commonwealth of Independent States, as well as some Middle East destinations from its base at Minsk National Airport.Following the Ryanair Flight 4978 incident on 23 May 2021, the airline has been banned from the European Union, the United Kingdom, Switzerland, Ukraine and Serbia.",https://en.wikipedia.org/wiki/Belavia
Belgium,50.0,Brussels Airlines,"Brussels Airlines is the flag carrier and largest airline of Belgium, based and headquartered at Brussels Airport. It operates to over 100 destinations in Europe, North America, Africa and also offers charter services, maintenance and crew training. It is a member of the Star Alliance as well as the International Air Transport Association. The airline's IATA code SN is inherited from its predecessors, Sabena and SN Brussels Airlines. Brussels Airlines is part of the Lufthansa Group.  The company slogan is ′You’re in good company′.",https://en.wikipedia.org/wiki/Brussels_Airlines
Belize,17.0,Maya Island Air,"Maya Island Air (also known as Maya Airways) is an airline with its head office on the second floor of Building #1 of Belize City Municipal Airport in Belize City, Belize. It operates regular scheduled flights to 11 destinations within Belize and chartered flights to Mexico, Guatemala, and Honduras. Its main base is the Philip S. W. Goldson International Airport.",https://en.wikipedia.org/wiki/Maya_Island_Air
Benin,9.0,Benin Golf Air,"Benin Golf Air was an airline based in Cotonou, Benin. It was established and started operations in 2002 and operated regional flights in West Africa. Its main base was Cadjehoun Airport. Benin Golf Air is on the list of air carriers banned from operating within the European Union. As of July, 2012, it is inactive.

",https://en.wikipedia.org/wiki/Benin_Golf_Air
Bhutan,32.0,Druk Air,"Drukair Corporation Limited (Dzongkha: འབྲུག་མཁའ་འགྲུལ་ལས་འཛིན།), operating as Drukair — Royal Bhutan Airlines, is the flag carrier of the Kingdom of Bhutan, headquartered in the western dzongkhag of Paro.Founded in 1981, ten years after Druk Gyalpo Jigme Dorji Wangchuck gradually began to open up the kingdom from self-imposed isolation, and seven years after welcoming its first foreign visitors, the airline commenced operations in 1983 with flights from Kolkata to Paro utilising Dornier 228 aircraft. A switch to BAe 146-100 equipment occurred in November 1988, and in order to meet increased demand, those aircraft were replaced in 2004 with five Airbus A319s.
Drukair operates a modest scheduled flight network within the South Asian and Southeast Asian region from its base at Paro Airport and currently serves thirteen destinations in six countries.
 The airline also owns a small fleet of nine Airbus A320 family jets - five A319 and two A320neo - and one ATR 42 turboprop regional aircraft. It also operates one Boeing 737-800.

",https://en.wikipedia.org/wiki/Druk_Air
Bolivia,18.0,Boliviana de Aviación,"Empresa Pública Nacional Estratégica Boliviana de Aviación, operating as Boliviana de Aviación or BoA, is the flag carrier airline of Bolivia and is wholly owned by the country's government. It was established in October 2007 and began operations in March 2009. The airline is headquartered in Cochabamba with its main hub at Jorge Wilstermann International Airport and focus cities at El Alto International Airport and Viru Viru International Airport. Most international flights, however, including long-haul services to Madrid and Miami, operate out of Viru Viru in Santa Cruz de la Sierra. Boliviana de Aviación currently flies to 13 destinations in 5 countries and is the largest airline in Bolivia in terms of fleet size and passengers carried.
The airline was established as a state-owned enterprise in 2007 under the government of president Evo Morales as the successor airline of former flag carrier Lloyd Aéreo Boliviano, which ceased operations after 87 years of continuous operation and in 2011, following the demise of the country's second largest airline, AeroSur, Boliviana de Aviación expanded its network to international destinations and became the only major airline in Bolivia.
Boliviana de Aviación previously operated an all-Boeing fleet, which consisted of Boeing 737s and Boeing 767s and it recently ordered two Bombardier CRJ200 regional aircraft to begin regional services under the airline's new regional branch BoA Regional. The airline is undergoing a major expansion, it is currently updating its Boeing 737 Classic fleet to newer Boeing 737 Next Generation aircraft and is planning to add new destinations in Latin America and the Caribbean.In November 2014, the Boliviana de Aviación became a  full member of the International Air Transport Association.",https://en.wikipedia.org/wiki/Boliviana_de_Aviaci%C3%B3n
Bosnia and Herzegovina,29.0,B&H Airlines,B&H Airlines d.o.o. was the flag carrier of Bosnia and Herzegovina with its head office in Sarajevo. It operated scheduled and charter passenger services as well as small cargo services from its home base at Sarajevo International Airport. It ceased operating in June 2015,https://en.wikipedia.org/wiki/B%26H_Airlines
Botswana,23.0,Air Botswana,"Air Botswana Corporation is Botswana's state-owned national flag carrier, with its headquarters located in Gaborone. It operates scheduled domestic and regional flights from its main base at Sir Seretse Khama International Airport. Air Botswana has been loss-making for several years, and there have been various attempts to privatise the company, and frequent changes to the corporation's management and board, so far without reducing the losses.

",https://en.wikipedia.org/wiki/Air_Botswana
Brazil,34.0,LATAM Brasil,"LATAM Airlines Brasil, formerly TAM Linhas Aéreas, is the Brazilian brand of LATAM Airlines Group and the flag carrier of Brazil. The merger of TAM with LAN Airlines was completed on June 22, 2012. According to the National Civil Aviation Agency of Brazil (ANAC), between January and December 2019, LATAM had 34.7% of the domestic, and 20.9% of the international market share in terms of passenger-kilometers flown, making it the second largest domestic and largest international airline in Brazil.
Before the takeover, TAM was Brazil's and Latin America's largest airline. Its headquarters are in São Paulo, operating scheduled services to destinations within Brazil, as well as international flights to Europe and other parts of North and South America. Shares in the company were traded on the São Paulo Exchange (BM&F Bovespa) and New York Stock Exchange as ""TAM"". Prior to the merger with LAN, the company closed its capital, transferring its shares to LATAM Airlines Group. However, in August 2015, it was announced that the two airlines would fully rebrand as LATAM, with one livery to be applied on all aircraft by 2018. The airline withdrew from the Star Alliance, and joined Oneworld, effective 31 March 2014. The carrier left Oneworld on May 1, 2020.",https://en.wikipedia.org/wiki/LATAM_Brasil
Brunei,34.0,Royal Brunei Airlines,"Royal Brunei Airlines Sdn Bhd (RB) (Malay: Penerbangan DiRaja Brunei, Jawi: ڤنربڠن دراج بروني‎) is the national flag carrier airline of Brunei Darussalam, headquartered in the RB Campus in Bandar Seri Begawan.  It is wholly owned by the Government of Brunei Darussalam.  Its hub is Brunei International Airport in Berakas, just to the north of Bandar Seri Begawan, the capital of Brunei Darussalam.
Formed in 1974, with an initial fleet of two Boeing 737-200 aircraft, serving Singapore, Hong Kong, Kota Kinabalu, and Kuching, Royal Brunei Airlines now operates to 32 destinations in south-east Asia, the Middle East, Europe, and Oceania.  Its fleet and type numbers increased progressively in the 1990s.",https://en.wikipedia.org/wiki/Royal_Brunei_Airlines
Bulgaria,44.0,Bulgaria Air,"Bulgaria Air (Bulgarian: България Ер) is the flag carrier airline of Bulgaria, with its headquarters at Sofia Airport in Sofia. The company is owned by Chimimport AD and is a leader in terms of local market share. The airline operates short and medium haul aircraft to destinations in Europe, the Middle East, and Russia. Focus cities in Bulgaria are Burgas and Varna. In 2018 the company carried a total of 1.267 million passengers on 5,995 flights.

",https://en.wikipedia.org/wiki/Bulgaria_Air
Burkina Faso,24.0,Air Burkina,"Air Burkina SA is the national airline of Burkina Faso, operating scheduled services from its main base at Ouagadougou Airport. to one domestic destination, Bobo-Dioulasso, as well as regional services to Togo, Benin, Mali, Niger, Côte d'Ivoire, Senegal and Ghana. From 2001 to 2017, the airline was majority owned by an AKFED/IPS consortium, but is now back in government ownership, with reports that a new investor is being sought.",https://en.wikipedia.org/wiki/Air_Burkina
Cambodia,26.0,Cambodia Angkor Air,"Cambodia Angkor Air (Khmer: កម្ពុជា អង្គរ អ៊ែរ) is the national flag carrier airline of Cambodia, with its corporate headquarters and main hub in Phnom Penh. The company slogan is ""Proudly Serve the Kingdom"".",https://en.wikipedia.org/wiki/Cambodia_Angkor_Air
Cameroon,15.0,Camair-Co,"The Cameroon Airlines Corporation, trading as Camair-Co, is an airline from Cameroon, serving as flag carrier of the country, a role which was previously filled by the now-defunct Cameroon Airlines. Camair-Co has its headquarters in the Immeuble La Rotonde in Douala, and operates out of Douala International Airport. The airline has never made a profit, and is struggling under the weight of its debts; most of its aircraft are currently grounded.  The company slogan is French: L’étoile du Cameroun, The Star of Cameroon.

",https://en.wikipedia.org/wiki/Camair-Co
Canada,63.0,Air Canada,"Air Canada is the flag carrier and the largest airline of Canada by fleet size and passengers carried. Air Canada maintains its headquarters in the borough of Saint-Laurent, Montreal, Quebec. The airline, founded in 1937, provides scheduled and charter air transport for passengers and cargo to 222 destinations worldwide. It is a founding member of the Star Alliance. Air Canada's major hubs are at Montréal–Trudeau International Airport (YUL), Toronto Pearson International Airport (YYZ), Calgary International Airport (YYC), and Vancouver International Airport (YVR). The airline's regional service is Air Canada Express.
Canada's national airline originated from the Canadian federal government's 1936 creation of Trans-Canada Air Lines (TCA), which began operating its first transcontinental flight routes in 1938. In 1965, TCA was renamed Air Canada following government approval. After the deregulation of the Canadian airline market in the 1980s, the airline was privatized in 1988. On 4 January 2000, Air Canada acquired its largest rival, Canadian Airlines. In 2003, the airline filed for bankruptcy protection and in the following year emerged and reorganized under the holding company ACE Aviation Holdings Inc. In 2017, Air Canada flew 48 million passengers, as the airline celebrated its 80th anniversary. In October 2021, the Government of Canada acquired 6.4% of Air Canada, and has not ruled out further investment.Air Canada has a fleet of Airbus A330, Boeing 777, and Boeing 787 Dreamliner wide-body aircraft on long-haul routes and uses the Airbus A320 family aircraft (including the A320 and A321 variants), Boeing 737 MAX 8, and Airbus A220-300 aircraft on short-haul routes. The carrier's operating divisions include Air Canada Cargo, Air Canada Express, Air Canada Jetz (private jet charters), and Air Canada Rouge (leisure airline). Its subsidiary, Air Canada Vacations, provides vacation packages to over 90 destinations. Together with its regional partners, the airline operates on average more than 1,613 scheduled flights daily.",https://en.wikipedia.org/wiki/Air_Canada
Cape Verde,19.0,TACV,Cabo Verde Airlines is an international airline based in Cape Verde. It connects  three continents with non-stop flights from their hub at Amílcar Cabral International Airport on Sal Island.,https://en.wikipedia.org/wiki/Cabo_Verde_Airlines
Central African Republic,6.0,Karinou Airlines,"Karinou Airlines is an airline based in Bangui, Central African Republic. It operates scheduled passenger services to a range of destinations across Africa.",https://en.wikipedia.org/wiki/Karinou_Airlines
Chad,15.0,Tchadia Airlines,"Toumaï Air Chad (Arabic: الخطوط الجوية التشادية توماي) is the national flag carrier airline of Chad. It operated domestic services within Chad as well as scheduled international services to other African nations from its main base at N'Djamena International Airport. International flights appeared to have been operated by primarily South African crews, but there is no recent confirmation of this, and flights were grounded in July 2012 because of safety concerns. Scheduled flights appear to be suspended, but recent reports (September 2013) indicate that Toumaï Air Tchad had resumed limited operations on Hajj charter flights.

",https://en.wikipedia.org/wiki/Touma%C3%AF_Air_Tchad
Chile,37.0,LATAM,"LATAM Airlines Chile (formerly LAN Airlines / LAN-Chile) is an airline based in Santiago, Chile, and is one of the founders of LATAM Airlines Group, Latin America's largest airline holding company. The main hub is Comodoro Arturo Merino Benítez International Airport (Santiago), with secondary hubs in El Dorado (Bogotá), Jorge Chávez (Lima), Mariscal Sucre (Quito), and José Joaquín de Olmedo (Guayaquil) airports.LAN was the flag carrier of Chile until its privatization in the 1990s, is the predominant airline in Chile, Ecuador and Peru, and the second-largest carrier in Colombia, through its local subsidiaries. LAN is the largest airline in Latin America, serving Latin America, Northern America, the Caribbean, Oceania, Asia, and Europe. The carrier was a member of the Oneworld airline alliance from 2000 to 2020.LATAM Airlines Group was formed after the takeover by LAN of Brazilian TAM Linhas Aéreas, which was completed on June 22, 2012. In August 2015, it was announced that the two airlines would fully rebrand as LATAM, with one livery to be applied on all aircraft by 2018. Currently, LATAM Chile and LATAM Brazil continue to work as separate companies, under LATAM Airlines Group acting as the executive management. LATAM Airlines Group is currently the largest airline corporation in Latin America.",https://en.wikipedia.org/wiki/LATAM_Chile
Colombia,47.0,Avianca,"Avianca S.A. (acronym in Spanish for Aerovias del Continente Americano S.A., ""Airways of the American Continent"") is a Colombian airline. It has been the flag carrier of Colombia since December 5, 1919, when it was initially registered under the name SCADTA. It is headquartered in Colombia, with its registered office in Barranquilla and its global headquarters in Bogotá and main hub at El Dorado International Airport. Avianca is the flagship of a group of ten Latin American airlines, whose operations are combined to function as one airline using a codesharing system. Avianca is the largest airline in Colombia and second largest in Latin America, after LATAM of Chile. Avianca and its subsidiaries have the most extensive network of destinations in Latin America. Prior to the merger with TACA in 2010, it was wholly owned by Synergy Group, a South American holding company established by Germán Efromovich and specialising in air transport. It is listed on the Colombia Stock Exchange.Through SCADTA, Avianca is the world's second oldest extant airline after KLM, and celebrated its 100th anniversary in December 2019. It is the oldest airline in the Western Hemisphere. It became an official member of Star Alliance on June 21, 2012, after a process that lasted approximately 18 months from the initial announcement of its invitation to join the alliance. On May 10, 2020, Avianca filed for Chapter 11 bankruptcy in a court in New York City, and liquidated its subsidiary Avianca Perú, becoming one of the major airlines to have filed for bankruptcy due to the COVID-19 pandemic crisis.

",https://en.wikipedia.org/wiki/Avianca
Croatia,45.0,Croatia Airlines,"Croatia Airlines Ltd. is the state-owned flag carrier airline of Croatia.  Its headquarters are in Buzin near Zagreb and operates domestic and international services mainly to European destinations. Its main hub is Zagreb International Airport with focus cities being Dubrovnik, Split, and Zadar. Since November 2004, the airline has been a member of Star Alliance.",https://en.wikipedia.org/wiki/Croatia_Airlines
Cuba,28.0,Cubana de Aviación,"Cubana de Aviación S.A., commonly known as Cubana, is Cuba's flag carrier, as well as the country's largest airline. It was founded in October 1929 (1929-10), becoming one of the earliest airlines to emerge in Latin America.: 887  It has its corporate headquarters in Havana, and its main base is located at José Martí International Airport. Originally a subsidiary of Pan American World Airways and later a private company owned by Cuban investors, Cubana has been wholly owned by the Cuban government since May 1959.
Cubana was a founder and is a current member of the International Air Transport Association (IATA), the International Association of Aeronautical Telecommunications (SITA) and the International Association of Latin American Air Transportation (AITAL).",https://en.wikipedia.org/wiki/Cubana_de_Aviaci%C3%B3n
Cyprus,30.0,Cyprus Airways,"Cyprus Airways (Public) Ltd. (Greek: Κυπριακές Αερογραμμές Kypriakes Aerogrammes) was the flag carrier airline of Cyprus. It was established in September 1947 and ceased operations on 9 January 2015. Cyprus Airways had its operating base at Larnaca International Airport.In July 2016, Charlie Airlines acquired the rights to use the Cyprus Airways trademarks and brand.",https://en.wikipedia.org/wiki/Cyprus_Airways_(1947%E2%80%932015)
Czech Republic,55.0,Czech Airlines,"Czech Airlines j.s.c. (abbreviation: ČSA, Czech: České Aerolinie, a.s.) is the flag carrier of the Czech Republic. Its head office is located in the Vokovice area of Prague's 6th district and its hub is Václav Havel Airport Prague. The company mainly operates scheduled flights, serving 22 destinations as of 2021. Czech Airlines carried 2.26 million passengers in 2016, a 13% increase compared to 2015. Czech Airlines Technics is responsible for aircraft maintenance.
When, in 2018, 97.74% of Czech Airlines was bought by the privately owned Smartwings, ČSA became a part of the Smartwings Group. The airline runs a frequent flyer programme called ""OK Plus"" in reference to the airline's International Air Transport Association designation, as well as the term of approval; OK also featured prominently in its previous livery, and is the prefix of Czech Republic aircraft registrations. It is a member of the SkyTeam alliance. The remaining 2.26% of ČSA is owned by insurance company Česká Pojišťovna.ČSA is the fifth oldest airline in the world, after Dutch KLM (1919), Colombian Avianca (1919), Australian Qantas (1920), and Soviet/Russian Aeroflot (1923). It was the first airline in the world to fly regular jet-only routes (between Prague and Moscow).ČSA filed for bankruptcy in March 2021, but restructuring negotiations with creditors continue and the airline still operates flights to a limited number of destinations.",https://en.wikipedia.org/wiki/Czech_Airlines
Democratic Republic of the Congo,13.0,Compagnie Africaine d'Aviation,"Compagnie Africaine d'Aviation (CAA; African Aviation Company), renamed to FlyCAA in 2013, is a regional airline from the Democratic Republic of the Congo, based at N'djili Airport in Kinshasa. It offers an extensive network of domestic scheduled passenger flights, as well as cargo flights.
Due to safety and security concerns, CAA has been included in the list of air carriers banned in the European Union, along with many other airlines from the Congo.",https://en.wikipedia.org/wiki/Compagnie_Africaine_d%27Aviation
Denmark,22.0,Primera Air,"Primera Air Scandinavia A/S, trading as Primera Air, was a Danish airline owned by Primera Travel Group. It provided scheduled and charter passenger services from Northern Europe to more than 40 destinations in the Mediterranean, Middle East and North America. It ceased operations on 1 October 2018.The airline was originally founded in Iceland as JetX, before it was acquired by Primera Travel Group and renamed to Primera Air. In 2009/2010, operations were transferred to a newly-founded Danish unit and the Icelandic air operator's certificate was subsequently cancelled. The airline also owned Primera Air Nordic, a Latvian subsidiary airline established in 2014.",https://en.wikipedia.org/wiki/Primera_Air
