0,1,2,3,4,5,6,7,8
Bhutan,2,Pema Dorji,http://www.wikidata.org/entity/Q4166591,wd:Q4166591,21433532.0,Bhutanese doctor,"Pema Dorji (Dzongkha: དྲུང་འཚོ་པདྨ་རྡོ་རྗེ; 1936-2009) was a Bhutanese doctor (drungtsho) of traditional Bhutanese and Tibetan medicine, was the first person to institutionalize traditional medicine in Bhutan. He was the founding director of the National Indigenous Medicine Hospital and of the Institute of Indigenous Medicine in the capital Thimphu, and the key person behind the establishment of the Health Department's indigenous clinics and dispensaries in all 20 districts of Bhutan which make available free treatment and medicine to all the citizens of Bhutan.
Pema Dorji was born in Tashi Dingkha in the Trongsa district of Bhutan in a family of traditional physicians. He began his medical studies in Kurtoe, Lhuntsi District, east Bhutan under
Drungtsho Chimi Gyeltshen, his grandmother's brother who was the personal physician of  Ashi Om, the Queen of His Majesty Jigme Wangchuk.
In 1946, Pema Dorji left Bhutan to train as a Drungtsho (physician-pharmacist) at the renowned Chagpori traditional medical college in Lhasa, Tibet. There he spent seven years studying with some of the greatest masters of the Sowa Rigpa (gso ba rig pa) medical tradition. Qualifying in 1953 he returned to Bhutan where he worked for nine years under his uncle, Neten Tsewang Gyeltshen in Trongsa Dzong.  
In 1968, Drungtsho Sherab Jorden and Drungtsho Pema Dorji established the first traditional clinic and dispensary to be set up under the government at Dechencholing, near Thimphu. In 1971 training of Menpas was started there in 1974 and in 1978 training of Drungtshos.  In 1979, he established the new National Indigenous Medicine Hospital in Kawangjangsa, Thimphu which now forms part of the Institute of Traditional Medicine Services. 
On June 2, 1999, Drungtsho Pema Dorji  was decorated with the Druk Thugsey Award by HM Jigme Singye Wangchuck the Fourth King of Bhutan for his service and bringing remarkable changes to the development of traditional medicine in Bhutan.",https://en.wikipedia.org/wiki/Pema_Dorji_(doctor)
Bolivia,10,Amelia Villa,http://www.wikidata.org/entity/Q4742315,wd:Q4742315,35375380.0,female physician from Bolivia,María Amelia Chopitea Villa (20 March 1900 – 1942) was Bolivia's first female physician and writer.  She was born in a time when the Bolivian society was very patriarchal.,https://en.wikipedia.org/wiki/Amelia_Chopitea_Villa
Bosnia and Herzegovina,16,Vasa Pelagić,http://www.wikidata.org/entity/Q1262144,wd:Q1262144,31593135.0,"Bosnian Serb writer, physician, educator, clergyman, nationalist","Vasilije ""Vasa"" Pelagić (Serbian Cyrillic: Василије ""Васа"" Пелагић; 1833 – 25 January 1899) was a Bosnian Serb writer, physician, educator, clergyman, nationalist and a proponent of utopian socialism among the Serbs in the second half of the nineteenth century. Today he is considered one of the first theoreticians of physical education in the Balkans. He is also remembered as a revolutionary democrat and one of the leaders of the national liberation and socialist movement in Serbia and Bosnia-Herzegovina.",https://en.wikipedia.org/wiki/Vasa_Pelagi%C4%87
Botswana,9,Sheila Tlou,http://www.wikidata.org/entity/Q859625,wd:Q859625,6338908.0,"Motswana politician, health specialist and nurse","Professor Sheila Dinotshe Tlou is a Botswana nurse, specialist in HIV/AIDS and women's health, and a nursing educator. She was Minister of Health from 2004 to 2008. Professor Tlou is a distinguished advocate for human resources for health issues. She is a  recognized visionary leader and champion.

",https://en.wikipedia.org/wiki/Sheila_Tlou
Brazil,56,Peter Medawar,http://www.wikidata.org/entity/Q214209,wd:Q214209,172002.0,"UK biologist, 1915–1987","Sir Peter Brian Medawar  (; 28 February 1915 – 2 October 1987) was a Brazilian-British biologist and writer, whose works on graft rejection and the discovery of acquired immune tolerance have been fundamental to the medical practice of tissue and organ transplants. For his scientific works, he is regarded as the ""father of transplantation"". He is remembered for his wit both in person and in popular writings. Famous zoologists such as Richard Dawkins referred to him as ""the wittiest of all scientific writers"", and Stephen Jay Gould as ""the cleverest man I have ever known"".Medawar was the youngest child of a Lebanese father and a British mother, and was both a Brazilian and British citizen by birth. He studied at Marlborough College and Magdalen College, Oxford, and was professor of zoology at the University of Birmingham and University College London. Until he was partially disabled by a cerebral infarction, he was Director of the National Institute for Medical Research at Mill Hill. With his doctoral student Leslie Brent and postdoctoral fellow Rupert E. Billingham, he demonstrated the principle of acquired immunological tolerance (the phenomenon of unresponsiveness of the immune system to certain molecules), which was theoretically predicted by Sir Frank Macfarlane Burnet. This became the foundation of tissue and organ transplantation. He and Burnet shared the 1960 Nobel Prize in Physiology or Medicine ""for discovery of acquired immunological tolerance"".

",https://en.wikipedia.org/wiki/Peter_Medawar
Bulgaria,23,Stamen Grigorov,http://www.wikidata.org/entity/Q382140,wd:Q382140,3025715.0,Bulgarian physician and microbiologist (1878-1945),"Stamen Gigov Grigorov (Bulgarian: Стамен Гигов Григоров; 27 October 1878 – 27 October 1945) was a prominent Bulgarian physician and microbiologist. He discovered the Lactobacillus bulgaricus bacillus, used in the making of yogurt.",https://en.wikipedia.org/wiki/Stamen_Grigorov
Burkina Faso,3,Florentine Van Espen,http://www.wikidata.org/entity/Q91465763,wd:Q91465763,,,--,--
Burundi,6,Augusta Chiwy,http://www.wikidata.org/entity/Q4820899,wd:Q4820899,28434483.0,Belgian nurse,"Augusta Marie Chiwy (6 June 1921 – 23 August 2015) was a Belgian nurse who served as a volunteer during the Siege of Bastogne in 1944. She worked with U.S. Army physician John Prior and with fellow Belgian nurse Renée Lemaire, treating injured soldiers during the Battle of the Bulge.",https://en.wikipedia.org/wiki/Augusta_Chiwy
Cambodia,3,Yajnavaraha,http://www.wikidata.org/entity/Q4536315,wd:Q4536315,17577941.0,Cambodian royal physician,"Yajnavaraha (10th century) was priest-doctor and a royal physician at the court of king Rajendravarman in Angkor, Cambodia, practising traditional Cambodian medicine and Ayurveda. He was of royal descent and was the grandson of King Harshavarman I.: 117 : 79  Most of his learning was from his father Damodara, who was a vedic scholar. He was known for his religious contributions and helping the poor. He was rewarded for this with a parasol of peacock feathers. He was also a musician and an astronomer at the royal court. Along with his younger brother, Vishnukumara, he commissioned the erection of a Shaivite temple called Isvarapura or Banteay Srei, 15 miles north of Angkor Wat.: 367  
He went on to become the guru of King Jayavarman V and practised ayurvedic medicine at the royal court.",https://en.wikipedia.org/wiki/Yajnavaraha
Cameroon,12,Ingeborg Rapoport,http://www.wikidata.org/entity/Q887122,wd:Q887122,46712232.0,German physician and East German communist functionary (1912-2017),"Ingeborg Rapoport (2 September 1912 – 23 March 2017) was a German pediatrician who was a prominent figure in East German medicine and, at age 102, the oldest person to receive a Doctorate degree.
Rapoport studied medicine in Hamburg in Nazi Germany, but was denied a medical degree because her mother was of Jewish ancestry. She fled Nazi persecution and emigrated to the United States in 1938, where she completed her education in medicine. In the early 1950s, as a result of an investigation of her and her husband for un-American activities, she left the United States and eventually, after staying in Vienna for a year, moved to the German Democratic Republic (East Germany). She became the first chair of neonatology in the whole of Germany and retired in 1973. She was a member of the Socialist Unity Party of Germany.
In East Germany, Rapoport received Habilitation in 1959. She was awarded the National Prize of East Germany and Honoured Doctor of the People as well as other awards and honorary titles. As a pediatrician, she helped to considerably reduce infant mortality in East Germany, which, during her active years was even lower than in West Germany.In 2015, the Faculty of Medicine of Hamburg University corrected the injustice of the Nazi regime and awarded her a medical degree after an oral examination. She became the oldest person to receive a Doctorate degree at the age of 102.",https://en.wikipedia.org/wiki/Ingeborg_Rapoport
Canada,76,Jordan Peterson,http://www.wikidata.org/entity/Q6276882,wd:Q6276882,30483032.0,Canadian clinical psychologist (born 1962),"Jordan Bernt Peterson (born 12 June 1962) is a Canadian psychologist, author, and media commentator. He began to receive widespread attention in the late 2010s for his views on cultural and political issues, often described as conservative. Peterson has described himself as a classic British liberal and a traditionalist.Born and raised in Alberta, Peterson obtained bachelor's degrees in political science and psychology from the University of Alberta and a PhD in clinical psychology from McGill University. After researching and teaching at Harvard University, he returned to Canada in 1998 and became a professor of psychology at the University of Toronto. In 1999, he published his first book, Maps of Meaning: The Architecture of Belief, which became the basis for many of his subsequent lectures. The book combines psychology, mythology, religion, literature, philosophy and neuroscience to analyze systems of belief and meaning.
In 2016, Peterson released a series of YouTube videos criticizing the Act to amend the Canadian Human Rights Act and the Criminal Code (Bill C-16), passed by the Parliament of Canada to introduce ""gender identity and expression"" as prohibited grounds for discrimination. Peterson claimed that the bill would make the use of certain gender pronouns, ""compelled speech"", and related this argument to a general critique of political correctness and identity politics. He received significant media coverage, attracting both support and criticism. 
In 2018, he paused both his clinical practice and teaching duties and published his second book: 12 Rules for Life: An Antidote to Chaos. Promoted with a world tour, it became a bestseller in several countries. Throughout 2019 and 2020, Peterson suffered health problems in the aftermath of severe benzodiazepine withdrawal syndrome. In 2021, he published his third book, Beyond Order: 12 More Rules for Life, resigned from the University of Toronto, and returned to podcasting. In 2022, Peterson signed a content distribution deal with conservative media company The Daily Wire and became Chancellor of Ralston College. His various lectures and conversations, propagated mainly through YouTube and podcasts, have gathered millions of views.

",https://en.wikipedia.org/wiki/Jordan_Peterson
Cape Verde,6,Roberto Duarte Silva,http://www.wikidata.org/entity/Q904665,wd:Q904665,38404282.0,Portuguese chemist,"Roberto Duarte da Silva (25 February 1837, Ribeira Grande, Cape Verde - 8 February 1889, Paris) was a Cape Verdean chemist.",https://en.wikipedia.org/wiki/Roberto_Duarte_Silva
Central African Republic,2,Jean Blancou,http://www.wikidata.org/entity/Q3170796,wd:Q3170796,34287282.0,French veterinarian,"Jean Blancou (August 28, 1936 (Bangui, Central African Republic - November 10, 2010) was a French veterinarian, microbiologist and author of several well known book chapters on the subject of rabies and vaccinations.",https://en.wikipedia.org/wiki/Jean_Blancou
Chad,7,Grace Kodindo,http://www.wikidata.org/entity/Q24565239,wd:Q24565239,63216658.0,Chadian obstetrician-gynecologist,"Grace Kodindo (born 1960) is a Chadian obstetrician who has championed improvements to reproductive healthcare, not only in Chad but in poor countries throughout the world. She has been profiled in two BBC documentaries: Dead Mums Don't Cry (2005), charting her efforts to reduce the mortality rate of pregnant and childbearing women, and Grace Under Fire (2009), reporting on her involvement in a reproductive healthcare programme in the Democratic Republic of Congo.

",https://en.wikipedia.org/wiki/Grace_Kodindo
Chile,55,Theodor Schwann,http://www.wikidata.org/entity/Q76745,wd:Q76745,1032619.0,German physiologist,"Theodor Schwann (German pronunciation: [ˈteːodoːɐ̯ ˈʃvan]; 7 December 1810 – 11 January 1882) was a German physician and physiologist. His most significant contribution to biology is considered to be the extension of cell theory to animals. Other contributions include the discovery of Schwann cells in the peripheral nervous system, the discovery and study of pepsin, the discovery of the organic nature of yeast, and the invention of the term ""metabolism"".

",https://en.wikipedia.org/wiki/Theodor_Schwann
Colombia,14,Manuel Elkin Patarroyo Murillo,http://www.wikidata.org/entity/Q977933,wd:Q977933,294294.0,Colombian scientist,"Manuel Elkin Patarroyo Murillo (born November 3, 1946) is a Colombian Professor of Pathology and Immunology who made the world's first attempt to create a synthetic vaccine against the protozoal parasite Plasmodium falciparum, the cause of severe malaria, and responsible for the death of ~1.5 million people per year in tropical and subtropical regions, including parts of the Americas, Asia, and Africa.
The vaccine candidate, first developed in 1987 in Colombia, was evaluated in clinical trials carried out by the WHO in Gambia, Tanzania and Thailand, and had mixed results. In 2009, a comprehensive Cochrane review assessed the SPf66 as being not efficacious in Africa and Asia, and as having a low but statistically significant efficacy of 28% in South America. Researchers and vaccine developers have been working on many approaches to bring forward the availability of a malaria vaccine."" More research and clinical trials are required for a universal vaccine to be implemented.
Patarroyo is a recipient of the TWAS Prize (1998).",https://en.wikipedia.org/wiki/Manuel_Elkin_Patarroyo
Comoros,1,Rashid Mohamed Mbaraka Fatma,http://www.wikidata.org/entity/Q106092242,wd:Q106092242,,,--,--
Costa Rica,4,Mercedes Chacón Porras,http://www.wikidata.org/entity/Q26838561,wd:Q26838561,,,--,--
Croatia,37,Mihaly Csikszentmihalyi,http://www.wikidata.org/entity/Q316147,wd:Q316147,1556580.0,Hungarian-American psychologist (1934–2021),"Mihaly Robert Csikszentmihalyi (, Hungarian: Csíkszentmihályi Mihály Róbert, pronounced [ˈt͡ʃiːksɛntmihaːji ˈmihaːj] (listen); 29 September 1934 – 20 October 2021) was a Hungarian-American psychologist. He recognized and named the psychological concept of ""flow"", a highly focused mental state conducive to productivity. He was the Distinguished Professor of Psychology and Management at Claremont Graduate University. He was also the former head of the department of psychology at the University of Chicago and of the department of sociology and anthropology at Lake Forest College.",https://en.wikipedia.org/wiki/Mihaly_Csikszentmihalyi
Cuba,34,Carlos Finlay,http://www.wikidata.org/entity/Q742233,wd:Q742233,898745.0,Cuban physician discoverer of means of transmission of yellow fever through biological vector,"Carlos Juan Finlay (December 3, 1833 – August 20, 1915) was a Cuban epidemiologist recognized as a pioneer in the research of yellow fever, determining that it was transmitted through mosquitoes Aedes aegypti.",https://en.wikipedia.org/wiki/Carlos_Finlay
Cyprus,9,Kypros Nicolaides,http://www.wikidata.org/entity/Q1795145,wd:Q1795145,8090074.0,Greek-Cypriot fetal medicine specialist,"Kyprianos ""Kypros"" Nicolaides  (born 9 April 1953) is a Greek Cypriot-born British Professor in Fetal Medicine at King's College Hospital, London. He is one of the pioneers of fetal medicine and his discoveries have revolutionised the field. He was elected to the US National Academy of Medicine in 2020 for 'improving the care of pregnant women worldwide with pioneering rigorous and creative approaches, and making seminal contributions to prenatal diagnosis and every major obstetrical disorder'. This is considered to be one of the highest honours in the fields of health and medicine and recognises individuals who have demonstrated outstanding professional achievement and commitment to service.",https://en.wikipedia.org/wiki/Kypros_Nicolaides
Czech Republic,228,Sigmund Freud,http://www.wikidata.org/entity/Q9215,wd:Q9215,26743.0,Austrian neurologist known as the founding father of psychoanalysis,"Sigmund Freud ( FROYD, German: [ˈziːkmʊnt ˈfʁɔʏ̯t]; born Sigismund Schlomo Freud; 6 May 1856 – 23 September 1939) was an Austrian neurologist and the founder of psychoanalysis, a clinical method for evaluating and treating pathologies explained as originating in conflicts in the psyche, through dialogue between a patient and a psychoanalyst.Freud was born to Galician Jewish parents in the Moravian town of Freiberg, in the Austrian Empire. He qualified as a doctor of medicine in 1881 at the University of Vienna. Upon completing his habilitation in 1885, he was appointed a docent in neuropathology and became an affiliated professor in 1902. Freud lived and worked in Vienna, having set up his clinical practice there in 1886. Following the German annexation of Austria in 1938, Freud left Austria to escape Nazi persecution. He died in exile in the United Kingdom in 1939.
In founding psychoanalysis, Freud developed therapeutic techniques such as the use of free association and discovered transference, establishing its central role in the analytic process. Freud's redefinition of sexuality to include its infantile forms led him to formulate the Oedipus complex as the central tenet of psychoanalytical theory. His analysis of dreams as wish-fulfillments provided him with models for the clinical analysis of symptom formation and the underlying mechanisms of repression. On this basis, Freud elaborated his theory of the unconscious and went on to develop a model of psychic structure comprising id, ego and super-ego. Freud postulated the existence of libido, sexualised energy with which mental processes and structures are invested and which generates erotic attachments, and a death drive, the source of compulsive repetition, hate, aggression, and neurotic guilt. In his later works, Freud developed a wide-ranging interpretation and critique of religion and culture.
Though in overall decline as a diagnostic and clinical practice, psychoanalysis remains influential within psychology, psychiatry, and psychotherapy, and across the humanities. It thus continues to generate extensive and highly contested debate concerning its therapeutic efficacy, its scientific status, and whether it advances or hinders the feminist cause. Nonetheless, Freud's work has suffused contemporary Western thought and popular culture. W. H. Auden's 1940 poetic tribute to Freud describes him as having created ""a whole climate of opinion / under whom we conduct our different lives"".

",https://en.wikipedia.org/wiki/Sigmund_Freud
Democratic Republic of the Congo,73,Denis Mukwege,http://www.wikidata.org/entity/Q1187542,wd:Q1187542,19914976.0,Congolese gynecologist and Nobel Peace Prize laureate,"Denis Mukwege (; born 1 March 1955) is a Congolese gynecologist and Pentecostal pastor. He founded and works in Panzi Hospital in Bukavu, where he specializes in the treatment of women who have been raped by armed rebels. In 2018, Mukwege and Iraqi Yazidi human rights activist Nadia Murad were jointly awarded the Nobel Peace Prize for ""their efforts to end the use of sexual violence as a weapon of war and armed conflict"".Mukwege's continued demand for justice for the victims of the Congo conflicts has resulted in him receiving threats against his life and the Panzi hospital. He has received these death threats on social media platforms, which emerged from various sources including Mukwege's country of origin, the DRC, and adjoining countries, namely Rwanda and Uganda. Reportedly, the threats have emerged following Denis' increasing calls for perpetrators who were named in a decade-old UN report, to be brought before an international tribunal. A previous assassination attempt was made on Mukwege's life in 2012, which resulted in him and his family leaving the country over concerns for their safety.Mukwege has treated thousands of women who were victims of rape as a weapon of war since the Second Congo War, some of them more than once, performing up to ten operations a day during his 17-hour working days. According to The Globe and Mail, Mukwege is ""likely the world's leading expert on repairing injuries of rape"". In 2013, he was awarded the Right Livelihood Award for ""his courageous work healing women survivors of war-time sexual violence and speaking up about its root causes."" Dr. Mukwege's efforts to bring international attention to the prevalent use of sexual violence as a weapon of war in the Democratic Republic of Congo and his demands for the perpetrators to be brought to justice has resulted in him becoming a renowned activist for human rights and gender equality both within the DRC and internationally.",https://en.wikipedia.org/wiki/Denis_Mukwege
Denmark,66,Niels Ryberg Finsen,http://www.wikidata.org/entity/Q182964,wd:Q182964,233350.0,Faroese physician and scientist of Icelandic descent,"Niels Ryberg Finsen (15 December 1860 – 24 September 1904) was a Faroese-Icelandic physician and scientist. In 1903, he was awarded the Nobel Prize in Medicine and Physiology ""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science.""",https://en.wikipedia.org/wiki/Niels_Ryberg_Finsen
Dominica,9,Carissa Etienne,http://www.wikidata.org/entity/Q15138398,wd:Q15138398,41000025.0,Caribbean physician,Carissa Faustina Etienne is a public health expert from Dominica. She serves as the Director of the Pan American Health Organization (PAHO) and Regional Director for the Americas of the World Health Organization (WHO) (2018-2023). She is currently in her second fiver-year term as PAHO director having been re-elected by the Pan American Health Organization member states during the Pan American Sanitary Conference in September 2017. In January 2018 she was named Regional Director for the Americas for the World Health Organization by its Executive Board based in Geneva. She is an advocate for universal health coverage.,https://en.wikipedia.org/wiki/Carissa_Etienne
