0,1,2,3,4
Azerbaijan,11.0,Battle of Shamkor,"Battle of Shamkor was fought on June 1, 1195 near the city of Shamkor, Arran. The battle was a major victory won by the Georgian army, commanded by David Soslan, over the army of the Eldiguzid ruler of Nusrat al-Din Abu Bakr.
The battle was fought as part of several conflicts between the ""Atabeg States of Azerbaijan"", also known as the Eldiguzids after its ruling dynasty, and Kingdom of Georgia. The consolidation of Eldiguzid power, in the 1130s, coincided with a resurgence of military expansionism by the Georgian kings, whose territories intersected with Muslim Shirvan and Arran.",https://en.wikipedia.org/wiki/Battle_of_Shamkor
Bahrain,4.0,Afsharid Conquests in the Persian Gulf & Oman,"The Afsharid Conquest of the Persian Gulf was an imperial venture by the Persian Empire, ruled by Nader Shah, to establish Iran as the hegemon of the Persian Gulf and its surroundings. The numerous campaigns Nader Shah undertook were initially very successful and achieved many objectives. The rebellion of Nader's appointed Darya Salar (Admiral), Mohammad Taqi Khan, wreaked havoc amongst many of the Persian-controlled polities across the Persian Gulf. After the defeat and capture of Mohammad Taqi Khan, the Persian empire went through a tumultuous period of unrelenting civil strife and internal war, due to Nader's increasingly brutal rule. The empire collapsed in the immediate aftermath of his assassination, leading to many of these conquests to be lost.",https://en.wikipedia.org/wiki/Afsharid_conquests_in_the_Persian_Gulf_and_Oman
Bangladesh,8.0,Battle of Negapatam,error,error
Barbados,3.0,Bussa's rebellion,"Bussa's rebellion (14–16 April 1816) was the largest slave revolt in Barbadian history. The rebellion takes its name from the African-born slave, Bussa, who led the rebellion. The rebellion, which was eventually defeated by the colonial militia, was the first of three mass slave rebellions in the British West Indies that shook public faith in slavery in the years leading up to the abolition of slavery in the British Empire and emancipation of former slaves. It was followed by the Demerara rebellion of 1823 and by the Baptist War in Jamaica in 1831–1832; these are often referred to as the ""late slave rebellions"".",https://en.wikipedia.org/wiki/Bussa%27s_rebellion
Belarus,30.0,Union of Krewo,"In a strict sense, the Union of Krewo or Act of Krėva (also spelled Union of Krevo, Act of Kreva; Polish: unia w Krewie; Lithuanian: Krėvos sutartis) comprised a set of prenuptial promises made at Kreva Castle on 14 August 1385 by Jogaila, Grand Duke of Lithuania, in regard to  his prospective marriage to the underage reigning Queen Jadwiga of Poland. 
Though very limited in scope, the ""Union of Krewo"", in historiography, often refers not only to the particular document but to  events of 1385–1386 as a whole. After the 1385 negotiations, Jogaila converted to Christianity, married Jadwiga, and was crowned King of Poland in 1386. 
The union proved a decisive moment in the  histories of Poland and Lithuania; it marked the beginning of four centuries of shared history of the two polities. By 1569 the Polish–Lithuanian union had developed into a new state, the Polish–Lithuanian Commonwealth, which lasted until the Third Partition of Poland in 1795.",https://en.wikipedia.org/wiki/Union_of_Krewo
Belgium,88.0,Battle of Waterloo,"The Battle of Waterloo (Dutch pronunciation: [ˈʋaːtərloː] (listen)) was fought on Sunday 18 June 1815, near Waterloo (at that time in the United Kingdom of the Netherlands, now in Belgium). A French army under the command of Napoleon was defeated by two of the armies of the Seventh Coalition. One of these was a British-led coalition consisting of units from the United Kingdom, the Netherlands, Hanover, Brunswick, and Nassau, under the command of the Duke of Wellington (referred to by many authors as the Anglo-allied army or Wellington's army). The other was composed of three corps of the Prussian army under the command of Field Marshal von Blücher (the fourth corps of this army fought at the Battle of Wavre on the same day). The battle marked the end of the Napoleonic Wars. The battle was contemporaneously known as the Battle of Mont Saint-Jean (France) or La Belle Alliance (""the Beautiful Alliance"" – Prussia).Upon Napoleon's return to power in March 1815, many states that had previously opposed him formed the Seventh Coalition, while hurriedly mobilising their armies. Wellington's and Blücher's armies were cantoned close to the northeastern border of France. Napoleon planned to attack them separately in the hope of destroying them before they could join in a coordinated invasion of France with other members of the coalition. On 16 June, Napoleon successfully attacked the bulk of the Prussian army at the Battle of Ligny with his main force, causing the Prussians to withdraw northwards on 17 June, but parallel to Wellington and in good order.
Napoleon sent a third of his forces to pursue the Prussians, which resulted in the separate Battle of Wavre with the Prussian rear-guard on 18–19 June, and prevented that French force from participating at Waterloo. Also on 16 June, a small portion of the French army contested the Battle of Quatre Bras with the Anglo-allied army. The Anglo-allied army held their ground on 16 June, but the withdrawal of the Prussians caused Wellington to withdraw north to Waterloo on 17 June.
Upon learning that the Prussian army was able to support him, Wellington decided to offer battle on the Mont-Saint-Jean escarpment across the Brussels road, near the village of Waterloo. Here he withstood repeated attacks by the French throughout the afternoon of 18 June, aided by the progressively arriving Prussians who attacked the French flank and inflicted heavy casualties. In the evening, Napoleon assaulted the Anglo-allied line with his last reserves, the senior infantry battalions of the Imperial Guard. With the Prussians breaking through on the French right flank, the Anglo-allied army repulsed the Imperial Guard, and the French army was routed.
Waterloo was the decisive engagement of the Waterloo campaign and Napoleon's last. According to Wellington, the battle was ""the nearest-run thing you ever saw in your life"". Napoleon abdicated four days later, and coalition forces entered Paris on 7 July. The defeat at Waterloo ended Napoleon's rule as Emperor of the French and marked the end of his Hundred Days return from exile. This ended the First French Empire and set a chronological milestone between serial European wars and decades of relative peace, often referred to as the Pax Britannica.
The battlefield is located in the Belgian municipalities of Braine-l'Alleud and Lasne, about 15 kilometres (9.3 mi) south of Brussels, and about 2 kilometres (1.2 mi) from the town of Waterloo. The site of the battlefield today is dominated by the monument of the Lion's Mound, a large artificial hill constructed from earth taken from the battlefield itself; the topography of the battlefield near the mound has not been preserved.

",https://en.wikipedia.org/wiki/Battle_of_Waterloo
Belize,5.0,Battle of St. George's Caye,"The Battle of St. George's Caye was a military engagement that lasted from 3 to 10 September 1798, off the coast of British Honduras (present-day Belize). However, the name is typically reserved for the final battle that occurred on 10 September.
The Spaniards had previously attempted to expel the colonists on six occasions, most recently in 1779. 10 September 1798 marked the final Spanish attempt to take over the area. In Belize, the Battle of St. George's Caye is a national public and bank holiday.",https://en.wikipedia.org/wiki/Battle_of_St._George%27s_Caye
Benin,8.0,Battle of Guinea,"The Battle of Guinea took place on the Gulf of Guinea, in western Africa, 1478, between a Portuguese fleet and a Castilian fleet in the context of the War of the Castilian Succession.
The outcome of the battle of Guinea was decisive for Portugal, continuing its dominance of the Atlantic Ocean, and reaching a very favourable sharing of the Atlantic and territories disputed with Castile in the Peace of Alcáçovas (1479). All with the exception of the Canary Islands stayed under Portuguese control: Guinea, Cape Verde, Madeira, Azores and the exclusive right of conquering the Kingdom of Fez. Portugal also won exclusive rights over the lands discovered or that were to be discovered south of the Canary Islands.",https://en.wikipedia.org/wiki/Battle_of_Guinea
Bhutan,7.0,Battle of Five Lamas,"The Second Tibetan Invasion of Bhutan or the Second Battle of Simtokha Dzong was a military confrontation in 1634 between the supporters of Zhabdrung Ngawang Namgyal and the forces of the Tibetan Tsangpa dynasty and several Bhutanese lamas allied against him. The latter initially conquered Zhabdrung's seat, Simtokha Dzong, threatening to eliminate his young dominion. The castle's ammunition stores were accidentally ignited during the battle, however, resulting in an explosion that destroyed Simtokha Dzong and much of the Tibetan army. Seizing this chance, Zhabdrung's followers rallied and ousted the Tibetans from their territory, turning the battle into a decisive strategic victory of Ngawang Namgyal, paving the way for the Unification of Bhutan under his rule.",https://en.wikipedia.org/wiki/Second_Battle_of_Simtokha_Dzong
Bolivia,7.0,Battle of Huaqui,"The Battle of Huaqui (in some sources also called Guaqui, Yuraicoragua or Battle of Desaguadero), was a battle between the Primera Junta's (Buenos Aires) revolutionary troops and the royalist troops of the Viceroyalty of Peru on the border between Upper Peru, (present-day Bolivia), and the Viceroyalty of Peru on June 20, 1811.",https://en.wikipedia.org/wiki/Battle_of_Huaqui
Bosnia and Herzegovina,27.0,Serbian Revolution,"The Serbian Revolution (Serbian: Српска револуција / Srpska revolucija) was a national uprising and constitutional change in Serbia that took place between 1804 and 1835, during which this territory evolved from an Ottoman province into a rebel territory, a constitutional monarchy, and modern Serbia. The first part of the period, from 1804 to 1817, was marked by a violent struggle for independence from the Ottoman Empire with two armed uprisings taking place, ending with a ceasefire. The later period (1817–1835) witnessed a peaceful consolidation of political power of the increasingly autonomous Serbia, culminating in the recognition of the right to hereditary rule by Serbian princes in 1830 and 1833 and the territorial expansion of the young monarchy. The adoption of the first written Constitution in 1835 abolished feudalism and serfdom, and made the country suzerain. The term Serbian Revolution was coined by a German academic historiographer, Leopold von Ranke, in his book Die Serbische Revolution, published in 1829. These events marked the foundation of modern Serbia.The period is further divided as follows:

First Serbian Uprising (1804–13), led by Karađorđe Petrović
Hadži-Prodan's rebellion (1814)
Second Serbian Uprising (1815–17), led by Miloš Obrenović
Official recognition of the Serbian state (1815–1833)The Proclamation (1809) by Karađorđe in the capital Belgrade probably represented the apex of the first phase. It called for national unity, drawing on Serbian history to demand the freedom of religion and formal, written rule of law, both of which the Ottoman Empire had failed to provide. It also called on Serbs to stop paying taxes to the Porte, deemed unfair as based on religious affiliation. Apart from dispensing with poll tax on non-Muslims (jizya), the revolutionaries also abolished all feudal obligations in 1806, only 15 years after the French revolution, peasant and serf emancipation thus representing a major social break with the past. The rule of Miloš Obrenović consolidated the achievements of the Uprisings, leading to the proclamation of the first constitution in the Balkans and the establishment of the first Serbian institution of higher learning still in existence, the Great Academy of Belgrade (1808). In 1830 and again in 1833, Serbia was recognized as an autonomous principality, with hereditary princes paying annual tribute to the Porte. Finally, de facto independence came in 1867, with the withdrawal of Ottoman garrisons from the principality; de jure independence was formally recognized at the Congress of Berlin in 1878.",https://en.wikipedia.org/wiki/Serbian_Revolution
Brazil,26.0,Dutch Brazil,"Dutch Brazil (Dutch: Nederlands-Brazilië), also known as New Holland (Dutch: Nieuw-Holland), was a colony of the Dutch Republic in the northeastern portion of modern-day Brazil, controlled from 1630 to 1654 during Dutch colonization of the Americas. The main cities of the colony were the capital Mauritsstad (today part of Recife), Frederikstadt (João Pessoa), Nieuw Amsterdam (Natal), Saint Louis (São Luís), São Cristóvão, Fort Schoonenborch (Fortaleza), Sirinhaém, and Olinda.
From 1630 onward, the Dutch Republic conquered almost half of Brazil's settled European area at the time, with its capital in Recife. The Dutch West India Company (GWC) set up its headquarters in Recife. The governor, John Maurice of Nassau, invited artists and scientists to the colony to help promote Brazil and increase immigration. However, the tide turned against the Dutch when the Portuguese won a significant victory at the Second Battle of Guararapes in 1649. On 26 January 1654, the Dutch surrendered and signed the capitulation, but only as a provisional pact. By May 1654, the Dutch Republic demanded that New Holland was to be given back. On 6 August 1661, New Holland was formally ceded to Portugal through the Treaty of The Hague.
While of only transitional importance for the Dutch, this period was of considerable importance in the history of Brazil. This period also precipitated a decline in Brazil's sugar industry, since conflict between the Dutch and Portuguese disrupted Brazilian sugar production, amidst rising competition from British, French, and Dutch planters in the Caribbean.",https://en.wikipedia.org/wiki/Dutch_Brazil
Bulgaria,43.0,Treaty of Küçük Kaynarca,"The Treaty of Küçük Kaynarca (Turkish: Küçük Kaynarca Antlaşması; Russian: Кючук-Кайнарджийский мир), formerly often written Kuchuk-Kainarji, was a peace treaty signed on 21 July 1774, in Küçük Kaynarca (today Kaynardzha, Bulgaria) between the Russian Empire and the Ottoman Empire, ending the Russo-Turkish War of 1768–74 with many concessions to Russia. The treaty was a milestone in the history of the decline of the Ottoman Empire, as for the first time a foreign power had a say in the governance of the Porte in assuming direct responsibility for the fate of the Empire's Orthodox Christian subjects.",https://en.wikipedia.org/wiki/Treaty_of_K%C3%BC%C3%A7%C3%BCk_Kaynarca
Cambodia,4.0,Cambodian Rebellion,"The Cambodian rebellion of 1840 was a Cambodian short-lived anti-Vietnamese insurrection fought particularly heavily around Prey Veng and Ba Phnom.In 1840, the Cambodian queen Ang Mey was deposed by Vietnamese; she was arrested and deported to Vietnam along with her relatives and the royal regalia. Spurred by the incident, many Cambodian courtiers and their followers revolted against the Vietnamese rule. The rebels appealed to Siam who supported another claimant to the Cambodian throne, Prince Ang Duong. Rama III responded and sent Ang Duong back from exile in Bangkok with Siamese troops to install him on the throne.The Vietnamese suffered attack from both Siamese troops and Cambodian rebels. What was worse, in Cochinchina, there were several rebellion broke out. The main strength of Vietnamese marched to Cochinchina to put down those rebellions. Thiệu Trị, the new crowned Vietnamese emperor, decided to seek a peaceful resolution. Trương Minh Giảng, the Governor-General of Trấn Tây (Cambodia), was called back. Giảng was arrested and later committed suicide in prison.Ang Duong agreed to place Cambodia under joint Siamese-Vietnamese protection in 1846. The Vietnamese released Cambodian royalties and returned the royal regalia. In the same time, Vietnamese troops pulled out of Cambodia. Finally, Vietnamese lost control of this country, Cambodia won independence from Vietnam. Though there were still a few Siamese troops stayed in Cambodia, the Cambodian king had greater autonomy than before.",https://en.wikipedia.org/wiki/Cambodian_rebellion_(1840)
Cameroon,8.0,Battle of Guinea,"The Battle of Guinea took place on the Gulf of Guinea, in western Africa, 1478, between a Portuguese fleet and a Castilian fleet in the context of the War of the Castilian Succession.
The outcome of the battle of Guinea was decisive for Portugal, continuing its dominance of the Atlantic Ocean, and reaching a very favourable sharing of the Atlantic and territories disputed with Castile in the Peace of Alcáçovas (1479). All with the exception of the Canary Islands stayed under Portuguese control: Guinea, Cape Verde, Madeira, Azores and the exclusive right of conquering the Kingdom of Fez. Portugal also won exclusive rights over the lands discovered or that were to be discovered south of the Canary Islands.",https://en.wikipedia.org/wiki/Battle_of_Guinea
Canada,30.0,Battle of the Plains of Abraham,"The Battle of the Plains of Abraham, also known as the Battle of Quebec (French: Bataille des Plaines d'Abraham, Première bataille de Québec), was a pivotal battle in the Seven Years' War (referred to as the French and Indian War to describe the North American theatre). The battle, which began on 13 September 1759, was fought on a plateau by the British Army and Royal Navy against the French Army, just outside the walls of Quebec City on land that was originally owned by a farmer named Abraham Martin, hence the name of the battle. The battle involved fewer than 10,000 troops in total, but proved to be a deciding moment in the conflict between France and Britain over the fate of New France, influencing the later creation of Canada.The culmination of a three-month siege by the British, the battle lasted about an hour. British troops commanded by General James Wolfe successfully resisted the column advance of French troops and Canadian militia under General Louis-Joseph, Marquis de Montcalm, employing new tactics that proved extremely effective against standard military formations used in most large European conflicts. Both generals were mortally wounded during the battle; Wolfe received three gunshot wounds but refused to die until he'd heard the French had surrendered and Montcalm died the next morning after receiving a musket ball wound just below his ribs. In the wake of the battle, the French evacuated the city.
The French forces would attempt to recapture Quebec the following spring, and in the Battle of Sainte-Foy, they forced the British to retreat within the walls. However, the French would never retake the city and, in 1763, France ceded most of its possessions in eastern North America to Great Britain in the Treaty of Paris.
The decisive success of the British forces on the Plains of Abraham and the subsequent capture of Quebec became part of what was known in Great Britain as the ""Annus Mirabilis"" of 1759.

",https://en.wikipedia.org/wiki/Battle_of_the_Plains_of_Abraham
Cape Verde,8.0,Battle of Porto Praya,"The Battle of Porto Praya was a naval battle that took place during the American Revolutionary War on 16 April 1781 between a British squadron under Commodore George Johnstone and a French squadron under the Bailli de Suffren.
Both squadrons were en route to the Cape of Good Hope, the British to take it from the Dutch, the French aiming to help defend it and French possessions in the Indian Ocean. The British convoy and its escorting squadron had anchored at Porto Praya (now Praia) in the Portuguese Cape Verde Islands to take on water, when the French squadron arrived and attacked them at anchor.
Due to the unexpected nature of the encounter, neither fleet was prepared to do battle, and in the inconclusive battle the French fleet sustained more damage than the British, though no ships were lost. Johnstone tried to pursue the French, but was forced to call it off in order to repair the damage his ships had taken.
The French gained a strategic victory, because Suffren beat Johnstone to the Cape and reinforced the Dutch garrison before continuing on his journey to the Île de France (now Mauritius).",https://en.wikipedia.org/wiki/Battle_of_Porto_Praya
Chile,24.0,Arauco War,"The Arauco War was a long-running conflict between colonial Spaniards and the Mapuche people, mostly fought in the Araucanía. The conflict began at first as a reaction to the Spanish conquerors attempting to establish cities and force Mapuches into servitude. It subsequently evolved over time into phases comprising drawn-out sieges, slave-hunting expeditions, pillaging raids, punitive expeditions, and renewed Spanish attempts to secure lost territories. Abduction of women and war rape was common on both sides.After many initial Spanish successes in penetrating Mapuche territory, the Battle of Curalaba in 1598 and the following destruction of the Seven Cities marked a turning point in the war leading to the establishment of a clear frontier between the Spanish domains and the land of the independent Mapuche. From the 17th to the late 18th century a series of parliaments were held between royal governors and Mapuche lonkos and the war devolved to sporadic pillaging carried out by both sides.
In the words of Philip II, this conflict cost the largest number of Spanish lives in the New World, which is why it became known as the Flandes indiano (""Indian Flanders""), in reference to the Eighty Years' War.",https://en.wikipedia.org/wiki/Arauco_War
Colombia,23.0,Battle of Boyacá,"The Battle of Boyacá (1819), was the decisive battle that ensured the success of Bolívar's campaign to liberate New Granada. The battle of Boyaca is considered the beginning of the independence of the north of South America, and is considered important because it led to the victories of the battle of Carabobo in Venezuela, Pichincha in Ecuador, and Junín and Ayacucho in Peru.New Granada acquired its definitive independence from the Spanish Monarchy, although fighting with royalist forces would continue for years.: 232–235 Brigadier Generals Francisco de Paula Santander and José Antonio Anzoátegui led a combined republican army of Newgranadians to defeat in two hours a Royalist  Newgranadian forces led by Spanish Colonels José María Barreiro and Francisco Jiménez.
The battle occurred 150 km from Bogotá in the Andes Mountains, in a place known as Casa de Teja, close to a bridge over the Teatinos River and 3 roads heading to Samaca, Motavita and Tunja, an area which is now part of the Boyacá Department.",https://en.wikipedia.org/wiki/Battle_of_Boyac%C3%A1
