0,1,2,3,4
Bahrain,15559091.0,Jacqueline Fernandez,"Jacqueline Fernandez (born 11 August 1985) is a Sri Lankan actress and model. She has worked in Indian films, predominantly in Hindi, besides appearing in reality shows and music videos. Debuting with Aladin in 2009 she has since then established a career in the Hindi film industry. Fernandez was born and raised in Bahrain to a multiracial Eurasian family of Sri Lankan, Canadian, and Malaysian descent. After graduating in mass communication from the University of Sydney and working as a television reporter in Sri Lanka, she joined the modeling industry. She was crowned Miss Universe Sri Lanka in 2006, and represented her country at Miss Universe 2006.
While on a modelling assignment in India in 2009, Fernandez successfully auditioned for Sujoy Ghosh's fantasy drama Aladin, which marked her acting debut. Fernandez had her breakthrough role with the psychological thriller Murder 2 (2011), her first commercial success. This was followed by glamorous roles in the commercially successful ensemble-comedy Housefull 2 (2012) and the action thriller Race 2 (2013), which garnered her an IIFA Award for Best Supporting Actress nomination. Fernandez went on to star in the top-grossing action films Kick (2014) and Vikrant Rona (2022), and the comedies Housefull 3 (2016) and Judwaa 2 (2017).
Alongside her screen acting career, Fernandez has worked as a judge in the ninth season of the dance reality show Jhalak Dikhhla Jaa (2016–2017), is a popular celebrity endorser for various brands and products, has participated in stage shows, and is active in humanitarian work.",https://en.wikipedia.org/wiki/Jacqueline_Fernandez
Sri Lanka,15559091.0,Jacqueline Fernandez,"Jacqueline Fernandez (born 11 August 1985) is a Sri Lankan actress and model. She has worked in Indian films, predominantly in Hindi, besides appearing in reality shows and music videos. Debuting with Aladin in 2009 she has since then established a career in the Hindi film industry. Fernandez was born and raised in Bahrain to a multiracial Eurasian family of Sri Lankan, Canadian, and Malaysian descent. After graduating in mass communication from the University of Sydney and working as a television reporter in Sri Lanka, she joined the modeling industry. She was crowned Miss Universe Sri Lanka in 2006, and represented her country at Miss Universe 2006.
While on a modelling assignment in India in 2009, Fernandez successfully auditioned for Sujoy Ghosh's fantasy drama Aladin, which marked her acting debut. Fernandez had her breakthrough role with the psychological thriller Murder 2 (2011), her first commercial success. This was followed by glamorous roles in the commercially successful ensemble-comedy Housefull 2 (2012) and the action thriller Race 2 (2013), which garnered her an IIFA Award for Best Supporting Actress nomination. Fernandez went on to star in the top-grossing action films Kick (2014) and Vikrant Rona (2022), and the comedies Housefull 3 (2016) and Judwaa 2 (2017).
Alongside her screen acting career, Fernandez has worked as a judge in the ninth season of the dance reality show Jhalak Dikhhla Jaa (2016–2017), is a popular celebrity endorser for various brands and products, has participated in stage shows, and is active in humanitarian work.",https://en.wikipedia.org/wiki/Jacqueline_Fernandez
Lebanon,15260472.0,Elissa,error,error
Argentina,14698124.0,Sergio Agüero,"Sergio Leonel Agüero del Castillo (born 2 June 1988), also known as Kun Agüero, is an Argentine former professional footballer who played as a striker. He is considered one of the best strikers of his generation and one of the greatest players in the history of the Premier League, during his decade-long association with Manchester City. He is the club's all-time top goalscorer and holds the record for most Premier League hat-tricks, with 12. In 2022, he won the 2022 FIFA World Cup as a member of the Argentinian national team's coaching staff. 
Agüero began his career at the Argentine club Independiente where, on 5 July 2003, he became the youngest player to play in the Argentine Primera División at 15 years and 35 days, breaking the 27 year record previously set by Diego Maradona. In 2006, Agüero moved to La Liga club Atlético Madrid in a transfer worth €23 million, establishing himself as one of the world's best young players and one of the most prolific players in La Liga, winning the Don Balón, the Golden Boy, and the World Soccer Young Player of the Year. Agüero also won the UEFA Europa League and the UEFA Super Cup while in Madrid.
Agüero signed for Premier League club Manchester City in 2011 in a transfer for a reported fee of £35 million. During his 10 years at the club, he won five league titles, notably scoring a last minute winner in the final league game of his debut season to win the club its first league title in 44 years. Further honours with the club include a record six EFL Cups and an FA Cup; he was also part of the club's first UEFA Champions League final. Agüero won a Premier League Golden Boot and was twice included in the PFA Team of the Year. He is the fifth all-time Premier League goalscorer and the highest non-English scorer in the competition, with 184 goals. He held the record for the most Premier League goals scored by a player for any single club until it was overtaken by Harry Kane in 2022. In 2021, he joined Barcelona on a free transfer, before retiring from football aged 33 due to ill-health in the same year. He played just five matches for the club, with his only goal coming in the first El Clásico of the 2021–22 season.
At international level, Agüero represented the Argentina under-20 team as they won the 2005 and 2007 FIFA U-20 World Cups. He played at the 2008 Olympics, scoring two goals in the semi-final against Brazil as Argentina won gold. Agüero is Argentina's third-highest all-time top goalscorer and has earned over 100 caps, representing the senior team at three FIFA World Cups (in 2010, 2014 and 2018) and five Copas América (in 2011, 2015, 2016, 2019 and 2021), winning the Copa América in 2021.

",https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero
Kuwait,14615539.0,Mishary Rashid Al-Afasy,"Mishari bin Rashed Alafasy (Arabic: مشاري بن راشد العفاسي) is a Kuwaiti qāriʾ (reciter of the Quran), imam, preacher, and nasheed artist. He studied in the Islamic University of Madinah's College of Qur'an, specializing in the ten qira'at and tafsir. Alafasy has released nasheed albums. He usually sings in Arabic but he has also sung nasheeds in English, French and Japanese.",https://en.wikipedia.org/wiki/Mishari_bin_Rashid_Alafasy
Venezuela,14400000.0,Marialejandra Marrero,"María Alejandra Marrero (born March 21, 1991), better known as Mariale, is a Venezuelan internet personality residing in Los Angeles, California. She is better known for hosting and producing the YouTube channels Mariale, SinPatuque and Mar ♥. She has a combined following of more than 18 million people just on YouTube.In 2016 she received the Venezuelan Cacique de Oro award for best Venezuelan Influencer.",https://en.wikipedia.org/wiki/Mariale
Egypt,13747728.0,Mohamed Salah,"Mohamed Salah Hamed Mahrous Ghaly (Arabic: محمد صلاح حامد محروس غالي, Egyptian Arabic pronunciation: [mæˈħam.mæd sˤɑˈlɑːħ ˈɣæːli]; born 15 June 1992), also known as Mo Salah, is an Egyptian professional footballer who plays as a forward for Premier League club Liverpool and captains the Egypt national team. Considered one of the best players in the world and amongst the greatest African players of all time, he is known for his finishing, dribbling, and speed.Salah started his senior career in 2010 playing for Al Mokawloon, departing in 2012 to join Basel, where he won two Swiss Super League titles. In 2014, Salah joined Chelsea for a reported fee of £11 million, but limited gametime led to successive loans to Fiorentina and Roma, who later signed him permanently for €15 million. In the 2016–17 season, Salah was a key figure in Roma's title race against ultimate league winners Juventus, reaching double figures in both goals and assists.In 2017, Salah signed for Liverpool for a then-club record transfer of £36.9 million. In his first season, he set the record for most Premier League goals scored (32) in a 38-game season and helped Liverpool to the 2018 UEFA Champions League Final. Salah went on to be an integral player in the club's Champions League and Premier League title successes the following two seasons, and has since also won the FA Cup and the League Cup. Salah has achieved numerous individual accolades, including two PFA Players' Player of the Year awards, three Premier League Golden Boots, the Premier League Player of the Season, the Premier League Playmaker of the Season, and finished third for the Best FIFA Men's Player in 2018 and 2021. He received the 2018 FIFA Puskás Award for his winning strike in the first Merseyside derby of the 2017–18 season.
At international level, Salah represented Egypt at youth level before making his senior debut in 2011. Following his performances at the 2012 Summer Olympics, he was named CAF Most Promising African Talent of the Year. Since then, he finished as runner-up in the 2017 and 2021 Africa Cup of Nations and was top scorer during CAF qualification as Egypt qualified for the 2018 FIFA World Cup. Salah was named CAF African Footballer of the Year (2017 and 2018), BBC African Footballer of the Year (2017 and 2018), and was selected in the 2017 Africa Cup of Nations Team of the Tournament, 2021 Africa Cup of Nations Team of the Tournament and the CAF Team of the Year on several occasions.

",https://en.wikipedia.org/wiki/Mohamed_Salah
Pakistan,13117509.0,Imran Khan,"Imran Ahmed Khan Niazi  (Urdu: عمران احمد خان نیازی; born 5 October 1952) is a Pakistani politician and former cricket captain who served as the 22nd Prime Minister of Pakistan from August 2018 until April 2022, when he was ousted through a no-confidence motion in the National Assembly. He is the founder and chairman of Pakistan Tehreek-e-Insaf (PTI).
Born to a Niazi Pashtun family in Lahore, Khan graduated from Keble College, University of Oxford, England, in 1975. He began his international cricket career at age 18, in a 1971 Test series against England. Khan played until 1992, served as the team's captain intermittently between 1982 and 1992, and won the 1992 Cricket World Cup, in what is Pakistan's first and only victory in the competition. Considered one of cricket's greatest all-rounders, Khan scored 3,807 runs and took 362 wickets in Test cricket and was inducted into the ICC Cricket Hall of Fame. Khan founded cancer hospitals in Lahore and Peshawar, and Namal College in Mianwali, prior to entering politics. Founding the PTI in 1996, Khan won a seat in the National Assembly in the 2002 general election, serving as an opposition member from Mianwali until 2007. PTI boycotted the 2008 general election and became the second-largest party by popular vote in the 2013 general election. In the 2018 general election, running on a populist platform, PTI became the largest party in the National Assembly, and formed a coalition government with independents with Khan as Prime Minister.
As Prime Minister, Khan addressed a balance of payments crisis with bailouts from the International Monetary Fund. He presided over a shrinking current account deficit, and limited defence spending to curtail the fiscal deficit, leading to some general economic growth. He enacted policies that increased tax collection, and investment. His government committed to a renewable energy transition, launched the Ehsaas Programme and the Plant for Pakistan initiative, and expanded the protected areas of Pakistan. He presided over the COVID-19 pandemic, which caused economic turmoil and rising inflation in the country, and threatened his political position. Despite a promised anti-corruption campaign, the perception of corruption in Pakistan worsened during Khan's time in office. He was accused of political victimisation of opponents and clamping down on freedom of expression and dissent.Amid a constitutional crisis, Khan became the first Prime Minister to be removed from office through a no-confidence motion in April 2022. In August, he was charged under anti-terror laws after accusing the police and judiciary of detaining and torturing an aide. In November, he survived an assassination attempt during a political rally in Wazirabad, Punjab.

",https://en.wikipedia.org/wiki/Imran_Khan
Switzerland,12724141.0,Roger Federer,"Roger Federer (German: [ˈrɔdʒər ˈfeːdərər]; born 8 August 1981) is a Swiss former professional tennis player. He was ranked world No. 1 by the Association of Tennis Professionals (ATP) for 310 weeks, including a record 237 consecutive weeks, and finished as the year-end No. 1 five times. He won 103 ATP singles titles, the second most of all time, including 20 major men's singles titles, a record eight men's singles Wimbledon titles, an Open Era joint-record five men's singles US Open titles, and a joint-record six year-end championships.
A Wimbledon junior champion in 1998 and former ball boy, Federer won his first major singles title at Wimbledon in 2003 at age 21. Between 2003 and 2009, Federer played in 21 out of 28 major singles finals. He won three of the four majors and the ATP Finals in 2004, 2006, and 2007 as well as five consecutive titles at both Wimbledon and the US Open. He completed the career Grand Slam at the 2009 French Open after three consecutive runner-up finishes to Nadal, his main rival until 2010. At age 27, he surpassed Pete Sampras' record of 14 major men's singles titles at Wimbledon in 2009.
Federer and Stan Wawrinka led the Switzerland Davis Cup team to their first title in 2014, following their Olympic doubles gold victory at the 2008 Beijing Olympics. Federer also won a silver medal in singles at the 2012 London Olympics, finishing runner-up to Andy Murray. After a half-year hiatus in late 2016 to recover from knee surgery, Federer returned to tennis, winning three more majors over the next two years, including the 2017 Australian Open over Rafael Nadal and an eighth singles title at the 2017 Wimbledon Championships. At the 2018 Australian Open, Federer became the first man to win 20 major singles titles and shortly the oldest ATP world No. 1 at age 36. In September 2022, he retired from professional tennis following the Laver Cup.
A versatile all-court player, Federer's perceived effortlessness has made him highly popular among tennis fans. Originally lacking self-control as a junior, he transformed his on-court demeanor to become well-liked for his graciousness, winning the Stefan Edberg Sportsmanship Award 13 times. He has won the Laureus World Sportsman of the Year award a record five times. Outside of competing, he played an instrumental role in the creation of the Laver Cup team competition. He is also an active philanthropist. He established the Roger Federer Foundation, which targets impoverished children in southern Africa, and has raised funds in part through the Match for Africa exhibition series. He is routinely one of the top ten highest-paid athletes in any sport and ranked first among all athletes with $100 million in endorsement income in 2020.",https://en.wikipedia.org/wiki/Roger_Federer
Cuba,12189731.0,Camila Cabello,"Karla Camila Cabello Estrabao (; American Spanish: [kaˈmila kaˈβeʝo]; born March 3, 1997) is a Cuban-born American singer and songwriter. She rose to prominence as a member of the girl group Fifth Harmony, which became one of the best-selling girl groups of all time. While in Fifth Harmony, Cabello began to establish herself as a solo artist with the release of the collaborations ""I Know What You Did Last Summer"" with Shawn Mendes and ""Bad Things"" with Machine Gun Kelly, the latter reaching number four on the US Billboard Hot 100. She left the group in late 2016.
Her debut studio album, Camila (2018), reached number one on the US Billboard 200. The Latin music–influenced pop album was critically well-received and earned a Platinum certification from the RIAA. Its lead single ""Havana"" topped charts in several countries, including the US and UK, and the follow-up single ""Never Be the Same"" reached the top ten in multiple countries. Cabello's 2019 duet with Mendes, ""Señorita"", became her second single to top the Billboard Hot 100. Her second studio album, Romance (2019), peaked at number 3 on the Billboard 200 chart, with the single ""My Oh My"" peaking at number 12 on the Hot 100, and inside the top ten in multiple countries.
In 2021, Cabello made her acting debut, starring as the title character from the film Cinderella. Cabello released her third studio album Familia in April 2022, with the lead single ""Don't Go Yet"" released in July 2021. The second single from Familia, ""Bam Bam"", reached the top five of the Billboard Global 200 Chart, Cabello's highest entry and peaked inside the top ten in several countries, it also peaked at 21 on the Billboard Hot 100. Familia peaked at number 10 on the Billboard 200, number 9 in the UK and number 6 in Canada.
Cabello has amassed billions of streams on music platforms, and ""Havana"" became the best-selling digital single of 2018, according to the International Federation of the Phonographic Industry (IFPI). Cabello's many awards include two Latin Grammy Awards, five American Music Awards, and one Billboard Music Award. In 2021, ""Havana"" was certified Diamond by the RIAA, making Cabello the first Hispanic woman to receive this certification.",https://en.wikipedia.org/wiki/Camila_Cabello
Chile,11723484.0,Germán Garmendia,"Germán Alejandro Garmendia Aranis (Spanish pronunciation: [xeɾˈman aleˈxandɾo ɣaɾˈmendja aˈɾanis]; born April 25, 1990) is a Chilean YouTuber, singer-songwriter, comedian and writer. He became famous for his YouTube channel HolaSoyGerman, in which he uploaded humorous videos about everyday situations. He was once the second-most subscribed Youtube channel only behind PewDiePie from 2015 to 2017. His other YouTube channel with the most subscribers is his gameplay channel, JuegaGerman. It is the second-most subscribed channel in the Spanish language, behind Argentine channel El Reino Infantil. He is the most-subscribed YouTuber in Chile.In 2016 he became the first YouTuber to receive two Diamond Plaques and outside his YouTube career, he formed a musical career with bands like Zudex, Feeling Every Sunset and Ancud, he also released several songs in his solo career. In April 2016, he released his first book, #ChupaElPerro. Another book, Di Hola, was released in 2018. German has received praise for his YouTube channels. In the MTV Millennial Awards, he won the Digital Icon and Master Gamer categories in 2014 and 2016, respectively. German was listed as one of the biggest YouTube stars by The Washington Post, one of the most popular by BBC, and one of the most influential in Time magazine.",https://en.wikipedia.org/wiki/Germ%C3%A1n_Garmendia
Gabon,11381218.0,Ludacris,"Christopher Brian Bridges (born September 11, 1977), known professionally as Ludacris (, homophonous with 'ludicrous' in American English), is an American rapper, actor, record producer and record executive.
Born in Champaign, Illinois, Ludacris moved to Atlanta, Georgia, at age nine where he first began rapping. He formed his own record label, Disturbing tha Peace in the late 1990s, then signed with Def Jam South, after he went on to become one of the first Dirty South rappers to achieve mainstream success with countless album releases. For his music, Ludacris has won three Grammy Awards and an MTV Video Music Award. Starting out with a brief stint as a DJ, he independently released his first album Incognegro in 1999 to local success, but achieved national attention the following year when the album was repackaged and re-released as his major label debut, Back for the First Time. It contained the hit singles ""Southern Hospitality"" (featuring Pharrell), which wasn’t on Incognegro, and ""What's Your Fantasy"" (featuring Shawnna). In 2001, he released Word of Mouf, followed by Chicken-n-Beer in 2003 and The Red Light District in 2004, all of which were certified multi-platinum by the Recording Industry Association of America (RIAA). He took a more serious approach with his next two albums, Release Therapy (2006), and Theater of the Mind (2008). He was featured on Justin Bieber's hit single ""Baby"", which became one of the highest-certified singles of all time in the US and a defining song in modern-day popular music. His next album, Battle of the Sexes, was released in 2010 and featured a return to the more lighthearted tone of his previous albums. His most recent album, Ludaversal, was released on March 31, 2015.
As an actor, Ludacris is best known for his role as Tej Parker in the Fast and Furious film series, with his first appearance in the franchise coming in 2003. His other notable roles include Crash (2004), Gamer (2009), and New Year's Eve (2011). For his performance in the ensemble of Crash, Ludacris was co-awarded a Screen Actors Guild Award and a Critic's Choice Award for Best Cast. In 2021, Bridges created his own children's musical television series for Netflix known as Karma's World, in which he also served as a voice actor. Ludacris is also a private pilot.

",https://en.wikipedia.org/wiki/Ludacris
United Arab Emirates,10800000.0,Mohamed Beiraghdary,error,error
Guatemala,10505440.0,Ricardo Arjona,"Edgar Ricardo Arjona Morales (born 19 January 1964), known as Ricardo Arjona (Spanish pronunciation: [riˈkaɾðo aɾˈxona]), is a Guatemalan singer-songwriter. Arjona is one of the most successful and best-selling Latin American artists of all time, with more than 80 million records sold. He is often called El Animal Nocturno (The Nocturnal Animal), thanks to his breakthrough success with his fourth studio album, which bears the same name. His music ranges from ballads to Latin pop, rock, pop rock, Cuban music, and more recently a cappella performances and a mixture of Tejano music and Norteño music, and other Afro-American and Latin sounds. Arjona is noted for his lyrical style, and often addresses topics such as love, sexuality, violence, racism and immigration.
As of 2016, Arjona had released sixteen studio albums, one live album, nine compilation albums and forty-three singles. Four Arjona albums reached number one on the Billboard Top Latin Albums, and ten reached number one in Argentina. Four albums had charted on the Billboard 200. Four singles had reached number one on the Billboard Latin Songs chart and seven had done the same on Latin Pop Songs. His work earned him numerous awards and accolades, including one Grammy Award, one Latin Grammy Award, the Latin Heritage Award as well as awards from the American Society of Composers, Authors and Publishers; a silver and golden torch and two silver seagulls from the 2010 Viña del Mar International Song Festival, two Billboard Latin Music Awards, and a ""Latin Trajectory of the Year"" Award at the Orgullosamente Latino Awards of 2010.",https://en.wikipedia.org/wiki/Ricardo_Arjona
Jordan,10447906.0,Queen Rania of Jordan,"Rania Al-Abdullah (Arabic: رانيا العبد الله, Rāniyā al-ʻAbd Allāh; born Rania Al-Yassin, 31 August 1970) is Queen of Jordan as the wife of King Abdullah II.
Rania was born in Kuwait to Palestinian parents. She received her bachelor's degree in business at The American University in Cairo. In 1991, following the Gulf War, she and her family fled to Amman, Jordan, where she met Prince Abdullah of Jordan. Before meeting him, she worked at Citibank and then took a job in the marketing department at Apple Inc. Since marrying Abdullah in 1993, she has become known for her advocacy work related to education, health, community empowerment, youth, cross-cultural dialogue and micro-finance. 
Forbes magazine has ranked Rania as one of the world's 100 most powerful women. The 2022 Credit Suisse leaks claimed that the Queen had an account in a Swiss bank. A statement by the Royal Hashemite Court said the account balance stated in the leak was incorrect and that the account was for the royal couple's children.",https://en.wikipedia.org/wiki/Queen_Rania_of_Jordan
Vietnam,9430000.0,Sơn Tùng M-TP,"Nguyễn Thanh Tùng (born 5 July 1994), known professionally as Sơn Tùng M-TP ([s̪əːn˧ tuŋ˨˩ ɛm˧ ti:˧ pi:˧]), is a Vietnamese singer-songwriter and actor. Born and raised in Thái Bình, Thái Bình province, his family discovered his singing ability when he was two years old. His self-written 2012 and 2013 singles, ""Cơn mưa ngang qua"" and ""Em của ngày hôm qua"" launched his career. These were followed by successful singles ""Chắc ai đó sẽ về"", ""Lạc trôi"" and ""Nơi này có anh"". In 2017, Tùng released the compilation album M-tp M-TP and published his autobiography, Chạm tới giấc mơ.
Tùng spent four years as part of Văn Production and WePro Entertainment before founding his own record label, M-TP Entertainment, in 2016. His other ventures include the M-TP Ambition Tour (2015–2016), the Sky Tour (2019), a starring role in the 2014 film Dandelion (which earned him a Golden Kite Prize for Young Prominent Actor) and an appearance as a contestant on the television series The Remix. Called a ""King of V-pop"" for his popularity, Tùng has received many accolades which include a MTV Europe Music Award, a Dedication Music Award, a Mnet Asian Music Award, seven Green Wave Awards and an inclusion on Forbes Vietnam's 2018 30 Under 30 list.",https://en.wikipedia.org/wiki/S%C6%A1n_T%C3%B9ng_M-TP
Serbia,8786350.0,Novak Djokovic,"Novak Djokovic (Serbian Cyrillic: Новак Ђоковић, romanized: Novak Đoković, pronounced [nôʋaːk dʑôːkoʋitɕ] (listen); born 22 May 1987) is a Serbian professional tennis player. He is currently ranked world No. 1 in singles by the Association of Tennis Professionals (ATP), and has held the top position for a record total 375 weeks, finishing as the year-end No. 1 an Open Era record seven times. He has won a total of 93 singles titles on the ATP Tour, comprising a joint-record 22 major men's singles titles, a record 10 Australian Open titles, a record 38 Masters titles, a joint-record 6 Tour Finals titles, and a record 66 Big Titles. Djokovic has completed a non-calendar year Grand Slam in singles, becoming the only man in tennis history to be the reigning champion of the four majors at once across three different surfaces. He is also the first man in the Open Era to achieve a double Career Grand Slam in singles and the only player to complete the career Golden Masters in singles by winning all of the nine Masters tournaments, which he has done twice.Djokovic began his professional career in 2003. At age 20, he disrupted Roger Federer's and Rafael Nadal's streak of 11 consecutive Grand Slam tournament victories by winning the 2008 Australian Open. At age 24, Djokovic ascended to No. 1 for the first time, winning three majors and five Masters titles in 2011. In 2015, Djokovic reached 15 consecutive finals and won a season-record 10 Big Titles. His dominant run extended through to the 2016 French Open, where he completed a non-calendar year Grand Slam and his first career Grand Slam, becoming the first man since Rod Laver in 1969 to hold all four major titles simultaneously and setting a ranking points record (16,950). Following an injury-caused decline in form in 2017, Djokovic returned to dominance at the 2018 Wimbledon Championships, sweeping three straight majors and returning to world No. 1. In 2021, Djokovic won the first three majors of the year and attempted to complete a Grand Slam at the US Open, but lost in the final to Daniil Medvedev. As of the 2023 Australian Open, Djokovic has won 10 of the last 18 majors.
Representing Serbia, Djokovic led the Serbian national team to their first Davis Cup title in 2010 and to the inaugural ATP Cup title in 2020. Moreover, he won the bronze medal for Serbia at the 2008 Beijing Olympics. Djokovic has won the Laureus World Sportsman of the Year award four times (2012, 2015, 2016, 2019), the BBC Sports Personality World Sport Star of the Year award in 2011 and the L'Équipe Champion of Champions award in 2021. He is also a recipient of the Order of St. Sava, the Order of Karađorđe's Star, and the Order of the Republika Srpska.
Beyond competition, Djokovic is an active philanthropist and a former ATP player council president. In August 2020, Djokovic and Vasek Pospisil announced the formation of the Professional Tennis Players Association as the first player-only association in tennis, citing the need for players to have more influence on the tour and advocating better prize money structure for lower-ranked players.

",https://en.wikipedia.org/wiki/Novak_Djokovic
Nigeria,8674748.0,Davido,"David Adedeji Adeleke (born November 21, 1992), popularly known by his stage name Davido, is an American-born Nigerian singer, songwriter and record producer. Davido was born in Atlanta, US, and raised in Lagos; he made his music debut as a member of the music group KB International. He studied business administration at Oakwood University before dropping out to make beats and record vocal references. Davido rose to fame after releasing ""Dami Duro"", the second single from his debut studio album Omo Baba Olowo (2012), from which six additional singles—""Back When"", ""Ekuro"", ""Overseas"", ""All of You"", ""Gbon Gbon"", and ""Feel Alright""—were taken. In 2012, Davido won the Next Rated award at The Headies. Between 2013 and 2015, he released the hit singles ""Gobe"", ""One of a Kind"", ""Skelewu"", ""Aye"", ""Tchelete (Goodlife)"", ""Naughty"", ""Owo Ni Koko"", ""The Sound"" and ""The Money"". 
In January 2016, Davido announced on Twitter he had signed a record deal with Sony Music and a few months later founded the record label Davido Music Worldwide, to which acts Dremo, Mayorkun, Yonda and Peruzzi are currently signed. In July 2016, Davido signed a record deal with Sony's RCA Records. In October 2016, he released the 5-track EP Son of Mercy, which was supported by the singles ""Gbagbe Oshi"", ""How Long"" and ""Coolest Kid in Africa"". In April 2017, Davido re-negotiated his contract with Sony due to creative control issues, and later that year he released five singles including ""If"" and ""Fall"". ""If"" generated worldwide social media activity while ""Fall"" became the longest-charting Nigerian pop song in Billboard history. Davido released his second studio album A Good Time in November 2019. It was supported by the previously released singles ""If"", ""Fall"", ""Assurance"", ""Blow My Mind"" and ""Risky"".
Davido was cited as one of the Top 100 most influential Africans by New African magazine in 2019. His third studio album A Better Time was released on November 13, 2020. In February 2021, he appeared on Time magazine's Time 100 Next List.Davido is a cultural ambassador for Nigeria and a prominent voice of human rights on the African continent. He is one of the most followed African artists on both Instagram and Twitter.",https://en.wikipedia.org/wiki/Davido
Algeria,8050000.0,Soolking,"Abderraouf Derradji (Arabic: عبد الرؤوف درّاجي; born 10 December 1989), known professionally as Soolking, is an Algerian singer and rapper. He started his career under the pseudonym MC Sool until 2013 before adopting his new stage name. He incorporates reggae, soul, hip hop and Algerian raï in his music.",https://en.wikipedia.org/wiki/Soolking
Morocco,7775170.0,Gad Elmaleh,"Gad Elmaleh (Arabic: جاد المالح, Gād el-Māleḥ; born 19 April 1971) is a Moroccan-Canadian stand-up comedian and actor who achieved fame in France, Morocco and the United States. He is best known in the French-speaking world and more recently in the United States.He has starred in several feature films, including Coco, Priceless, La Doublure and Midnight in Paris. Voted the funniest person in France, he was named knight of the Order of Arts and Letters by the Minister of Culture; he was also named knight of the National Order of Quebec. In 2015 and 2018, Elmaleh did national comedy tours across the United States. In 2019, he starred in the Netflix series Huge in France.

",https://en.wikipedia.org/wiki/Gad_Elmaleh
Dominican Republic,7680446.0,Juan Luis Guerra,"Juan Luis Guerra Seijas (born 7 June 1957) is a Dominican musician, singer, composer, and record producer. He has sold 30 million records worldwide, making him one of the best-selling Latin music artists. Throughout his career, he has won numerous awards including 23 Latin Grammy Awards, three
Grammy Awards, and one Latin Billboard Music Award. Guerra won 3 Latin Grammy Awards in 2010, including Album of the Year. In 2012, he won the Latin Grammy Award for Producer of the Year.Guerra is one of the most internationally recognized Latin artists of recent decades. His popular style of merengue and Latin fusion has garnered him considerable success throughout Latin America. He is also credited for popularizing bachata music on a global level and is often associated with the genre, although his distinct style of bachata features a more traditional bolero rhythm and aesthetic mixed with bossa-nova influenced melodies and harmony in some of his songs. He does not limit himself to one style of music; instead, he incorporates diverse rhythms like merengue, bachata-fusion, balada, salsa, rock and roll, and even gospel. ""Ojalá Que Llueva Café"" (""Let's hope it will rain coffee"") is one of his most critically acclaimed pieces.

",https://en.wikipedia.org/wiki/Juan_Luis_Guerra
Iraq,7453395.0,Kadim Al Sahir,"Kadim Jabbar Al Samarai (born September 12, 1957), better known by his stage name Kadim Al Sahir (Arabic: كاظم الساهر), is an Iraqi singer and composer.
He typically performs with an orchestra of twenty to thirty musicians on Arabic percussion, oud, qanun, nay, and a full complement of strings (violin, cello, and bass). While some of his work makes use of electronic musical sounds, he avoids the use of synthesizers to imitate acoustic instruments. His work frequently features Iraqi folk instruments, rhythms and melodies.",https://en.wikipedia.org/wiki/Kadim_Al_Sahir
Qatar,7453395.0,Kadim Al Sahir,"Kadim Jabbar Al Samarai (born September 12, 1957), better known by his stage name Kadim Al Sahir (Arabic: كاظم الساهر), is an Iraqi singer and composer.
He typically performs with an orchestra of twenty to thirty musicians on Arabic percussion, oud, qanun, nay, and a full complement of strings (violin, cello, and bass). While some of his work makes use of electronic musical sounds, he avoids the use of synthesizers to imitate acoustic instruments. His work frequently features Iraqi folk instruments, rhythms and melodies.",https://en.wikipedia.org/wiki/Kadim_Al_Sahir
Croatia,7225581.0,Lorde,"Ella Marija Lani Yelich-O'Connor (born 7 November 1996), known professionally as Lorde ( LORD), is a New Zealand singer-songwriter. Taking inspiration from aristocracy for her stage name, she is known for her unconventional musical styles and introspective songwriting.
Lorde expressed interest in performing at local venues in her early teens. She signed with Universal Music Group (UMG) in 2009 and collaborated with producer Joel Little in 2011 to start recording music. Their first effort, an extended play (EP) titled The Love Club, was self-released in 2012 for free download on SoundCloud before UMG's commercial release in 2013. The EP's international chart-topping single ""Royals"" helped raise Lorde to prominence. Her debut studio album Pure Heroine was released that same year to critical and commercial success. The following year, Lorde curated the soundtrack for the 2014 film The Hunger Games: Mockingjay – Part 1 and recorded several tracks, including the single ""Yellow Flicker Beat"".
Lorde's second studio album Melodrama (2017) received widespread critical acclaim and debuted atop the US Billboard 200. For her third studio album, Solar Power (2021), she ventured into indie folk and psychedelic styles. The album reached number one in Australia and New Zealand and charted inside the top-10 in numerous countries, although it polarised music critics and fans alike.
Lorde's accolades include two Grammy Awards, two Brit Awards, and a Golden Globe nomination. She appeared in Time's list of the most influential teenagers in 2013 and 2014, and the 2014 edition of Forbes 30 Under 30. In addition to her solo work, she has co-written songs for other artists, including Broods and Bleachers. As of June 2017, Lorde has sold over five million albums worldwide.",https://en.wikipedia.org/wiki/Lorde
