country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Austria,116,Franz Liszt,http://www.wikidata.org/entity/Q41309,wd:Q41309,67379,Hungarian romantic composer and virtuoso pianist,"Franz Liszt (German: [ˈlɪst]; Hungarian: Liszt Ferencz, in modern usage Liszt Ferenc [ˈlist ˈfɛrɛnt͡s]; 22 October 1811 – 31 July 1886) was a Hungarian composer, pianist and teacher of the Romantic era. 
Liszt gained renown in Europe during the early nineteenth century for his virtuoso skill as a pianist. He was a friend, musical promoter and benefactor to many composers of his time, including Frédéric Chopin, Charles-Valentin Alkan, Richard Wagner, Hector Berlioz, Robert Schumann, Clara Schumann, Camille Saint-Saëns, Edvard Grieg, Ole Bull, Joachim Raff, Mikhail Glinka, and Alexander Borodin.A prolific composer, Liszt was one of the most prominent representatives of the New German School (German: Neudeutsche Schule). He left behind an extensive and diverse body of work that influenced his forward-looking contemporaries and anticipated 20th-century ideas and trends. Among Liszt's musical contributions were the symphonic poem, developing thematic transformation as part of his experiments in musical form, and radical innovations in harmony.",https://en.wikipedia.org/wiki/Franz_Liszt
Azerbaijan,40,Pavel Florensky,http://www.wikidata.org/entity/Q336769,wd:Q336769,2848919,"Russian Orthodox theologian, priest, philosopher, mathematician, physicist, electrical engineer, inventor and Neomartyr","Pavel Alexandrovich Florensky (also P. A. Florenskiĭ, Florenskii, Florenskij; Russian: Па́вел Алекса́ндрович Флоре́нский; Armenian: Պավել Ֆլորենսկի, romanized: Pavel Florenski; 21 January [O.S. 9 January] 1882 – December 8, 1937) was a Russian Orthodox theologian, priest, philosopher, mathematician, physicist, electrical engineer, inventor, polymath and neomartyr.",https://en.wikipedia.org/wiki/Pavel_Florensky
Bahrain,4,Abdul Amir al-Jamri,http://www.wikidata.org/entity/Q3249363,wd:Q3249363,10410698,Bahraini opposition and religious leader,"Sheikh Abdul Amir al-Jamri ( (listen) AHB-dəl ə-MEER al JAHM-ree; Arabic: شيخ عبدالأمير الجمري; 1 March 1938 – 18 December 2006) was one of the most prominent Shia clerics and opposition leaders in Bahrain. He was also a writer and a poet.
Born in the village of Bani Jamra, al-Jamri became a Hussaini khatib (Shia preacher) after finishing primary school. At the age of 21, he began his Islamic studies, first in Bahrain and later in the religious institute of Al Najaf, Iraq, where he remained for 11 years. He returned to Bahrain in 1973 and was elected to the newly formed parliament. The parliament was dissolved two years later by the Emir, Isa bin Salman al-Khalifa, after it had rejected the State Security Law. In 1977, al-Jamri was appointed as a judge at the High Religious Court of Bahrain. He held the position until 1988, when he was briefly arrested due to his criticism of the government.
Al-Jamri is most notable for his role during the 1990s uprising in Bahrain. As the lead figure of the opposition, he succeeded in bringing Islamists, liberals and leftists together against the monarchy. The events began in the form of petitions in 1992 and 1994 calling for restoration of the parliament and reinstatement of the suspended constitution, but led to widespread violence and the death of 40 individuals. Due to his civil rights activity, al-Jamri was imprisoned between April and September 1995, before being arrested again in January 1996 and imprisoned until July 1999, which was followed by a year and a half of house arrest.
In January 2001, al-Jamri was released along with other opposition activists. The new emir, Hamad bin Isa Al Khalifa, proposed a reform plan, the National Action Charter of Bahrain, which was accepted by the opposition and later gained widespread popular support. A year later, Hamad issued a new constitution which al-Jamri said fell short of the opposition's demands. Disappointed, al-Jamri soon fell ill, suffering from a series of strokes and eventually dying of multiple organ failure.",https://en.wikipedia.org/wiki/Abdul_Amir_al-Jamri
Bangladesh,50,Sri Chinmoy,http://www.wikidata.org/entity/Q319578,wd:Q319578,225620,Indian writer and spiritual teacher (1931-2007),"Chinmoy Kumar Ghose, better known as Sri Chinmoy 	
(27 August 1931 – 11 October 2007), was an Indian spiritual leader who taught meditation in the West after moving to New York City in 1964. Chinmoy established his first meditation center in Queens, New York, and eventually had 7,000 students in 60 countries. A prolific author, artist, poet, and musician, he also held public events such as concerts and meditations on the theme of inner peace. Chinmoy advocated a spiritual path to God through prayer and meditation. He advocated athleticism  including distance running, swimming, and weightlifting. He organized marathons and other races, and was an active runner and, following a knee injury, weightlifter.",https://en.wikipedia.org/wiki/Sri_Chinmoy
Barbados,7,Charles Jason Gordon,http://www.wikidata.org/entity/Q5079475,wd:Q5079475,33232086,Barbadian archbishop,Charles Jason Gordon (born 17 March 1959) is a Trinidadian Roman Catholic prelate and the current Archbishop of Port of Spain since his appointment in 2017. He had served prior to this as a parish priest for Gonzales before serving as the bishop for both Bridgetown and Kingston. Gordon is known for his opposition to death sentences and favours peacemaking and bridge building in local disputes and gang violence.,https://en.wikipedia.org/wiki/Charles_Jason_Gordon
Belarus,36,Vilna Gaon,http://www.wikidata.org/entity/Q279359,wd:Q279359,413448,Polish-Lithuanian rabbi; Mitnagdim leader in opposition to Hasidism,"Elijah ben Solomon Zalman, (Hebrew: ר' אליהו בן שלמה זלמן Rabbi Eliyahu ben Shlomo Zalman) known as the Vilna Gaon (Yiddish: דער װילנער גאון, Polish: Gaon z Wilna, Lithuanian: Vilniaus Gaonas) or Elijah of Vilna, or by his Hebrew acronym HaGra (""HaGaon Rabbenu Eliyahu"": ""The sage, our teacher, Elijah"") or Elijah Ben Solomon Zalman (Sialiec, April 23, 1720 – Vilnius October 9, 1797), was a Talmudist, halakhist, kabbalist, and the foremost leader of misnagdic (non-hasidic) Jewry of the past few centuries. He is commonly referred to in Hebrew as ha-Gaon he-Chasid mi-Vilna, ""the pious genius from Vilnius"".Through his annotations and emendations of Talmudic and other texts, he became one of the most familiar and influential figures in the rabbinic study since the Middle Ages, counted by many among the sages known as the Acharonim, and ranked by some with the even more revered Rishonim of the Middle Ages. Large groups of people, including many yeshivas, uphold the set of Jewish customs and rites (minhag), the ""minhag ha-Gra"", which is named for him, and which is also considered by many to be the prevailing Ashkenazi minhag in Jerusalem.
Born in Sielec in the Brest Litovsk Voivodeship (today Sialiec, Belarus), the Gaon displayed extraordinary talent while still a child. By the time he was twenty years old, rabbis were submitting their most difficult halakhic problems to him for legal rulings. He was a prolific author, writing such works as glosses on the Babylonian Talmud and Shulchan Aruch known as Bi'urei ha-Gra (""Elaborations by the Gra""), a running commentary on the Mishnah, Shenoth Eliyahu (""The Years of Elijah""), and insights on the Pentateuch entitled Adereth Eliyahu (""The Cloak of Elijah""), published by his son.  Various Kabbalistic works have commentaries in his name, and he wrote commentaries on the Proverbs and other books of the Tanakh later on in his life.  None of his manuscripts were published in his lifetime.
When Hasidic Judaism became influential in his native town, the Vilna Gaon joined the ""opposers"" or Misnagdim, rabbis and heads of the Polish communities, to curb Hasidic influence. In 1777, one of the first excommunications against the nascent Hasidic movement was launched in Vilna.
He encouraged his students to study natural sciences, and even translated geometry books to Yiddish and Hebrew.",https://en.wikipedia.org/wiki/Vilna_Gaon
Belarus,17,Mikhaʾel Laiṭman,http://www.wikidata.org/entity/Q1350290,wd:Q1350290,59383428,Kabbalist,error,error
Belgium,75,Georges Llhbb,http://www.wikidata.org/entity/Q12998,wd:Q12998,224698,Belgian scientist and priest (1894-1966),"Georges Henri Joseph Édouard Lemaître ( lə-MET-rə; French: [ʒɔʁʒ ləmɛːtʁ] (listen); 17 July 1894 – 20 June 1966) was a Belgian Catholic priest, theoretical physicist, mathematician, astronomer, and professor of physics at the Catholic University of Louvain. He was the first to theorize that the recession of nearby galaxies can be explained by an expanding universe, which was observationally confirmed soon afterwards by Edwin Hubble. He first derived ""Hubble's law"", now called the Hubble–Lemaître law by the IAU, and published the first estimation of the Hubble constant in 1927, two years before Hubble's article. Lemaître also proposed a version of the ""Big Bang theory"" of the origin of the universe, calling it the ""hypothesis of the primeval atom"", and later calling it ""the beginning of the world"".",https://en.wikipedia.org/wiki/Georges_Lema%C3%AEtre
Belize,7,Dorick M. Wright,http://www.wikidata.org/entity/Q1245014,wd:Q1245014,46445464,Belizean Roman Catholic priest,"Dorick McGowan Wright (November 15, 1945 – April 15, 2020) was a Belizean prelate. From 2006-2017, he has served as the fourth bishop of the Catholic Church for the Roman Catholic Diocese of Belize City-Belmopan. Pope Francis accepted his resignation on 26 January 2017 and appointed Fr. Lawrence Sydney Nicasio as the new bishop.",https://en.wikipedia.org/wiki/Dorick_M._Wright
Benin,22,Bernardin Gantin,http://www.wikidata.org/entity/Q378614,wd:Q378614,469939,cardinal of the Catholic Church,"Bernardin Gantin (8 May 1922 – 13 May 2008) was a Beninese prelate of the Catholic Church who held senior positions in the Roman Curia for twenty years and the highest position in the College of Cardinals for nine years. His prominence in the hierarchy of the Church was unprecedented for an African and has been equaled by few non-Italians. He began his career in his native country first as an auxiliary bishop and then as archbishop of Cotonou. In 1971 he began his thirty-year career in the Curia. After he had spent several years in the role of senior assistant, he held a series of senior positions as president of the Pontifical Council for Justice and Peace, president of the Pontifical Council Cor Unum, and prefect of the Sacred Congregation for Bishops 
Pope Paul VI made him a cardinal in 1977, Pope John Paul II promoted him to the rank of cardinal bishop in 1986, and his peers elected him dean, the highest office in the College of Cardinals, in 1993. He retired to Benin when he turned 80.

",https://en.wikipedia.org/wiki/Bernardin_Gantin
Bhutan,18,Dzongsar Jamyang Khyentse Rinpoche,http://www.wikidata.org/entity/Q730984,wd:Q730984,2575856,Tibetan writer and filmmaker,"Dzongsar Jamyang Khyentse Rinpoche (Tibetan: རྫོང་གསར་འཇམ་དབྱངས་མཁྱེན་བརྩེ་རིན་པོ་ཆེ།, born June 18, 1961), also known as Khyentse Norbu, is a Tibetan/Bhutanese lama, filmmaker, and writer. His four major films are The Cup (1999), Travellers and Magicians (2003), Vara: A Blessing (2013), and Hema Hema: Sing Me a Song While I Wait (2017). He is the author of  What Makes You Not a Buddhist  (2007) and many other non-fiction works about Tibetan Buddhism. 
He is the eldest son of Thinley Norbu, and therefore the grandson of Dudjom Jigdral Yeshe Dorje. Rinpoche has teachers from all four major schools of Tibetan Buddhism and is a follower and champion of the Rimé (non-sectarian) movement. He considers Dilgo Khyentse as his main guru. He is also the primary custodian of the teachings of Jamyang Khyentse Wangpo.",https://en.wikipedia.org/wiki/Khyentse_Norbu
Bolivia,21,Julio Terrazas Sandoval,http://www.wikidata.org/entity/Q541218,wd:Q541218,1770729,Catholic cardinal,"Julio Terrazas Sandoval (March 7, 1936 – December 9, 2015) was a Cardinal Priest and Archbishop Emeritus of the Roman Catholic Archdiocese of Santa Cruz de la Sierra in the Roman Catholic Church.",https://en.wikipedia.org/wiki/Julio_Terrazas_Sandoval
Bosnia and Herzegovina,29,Vinko Puljić,http://www.wikidata.org/entity/Q506570,wd:Q506570,1756528,Catholic cardinal,"Vinko Puljić (pronounced [ʋîːŋko pǔːʎit͜ɕ]; born September 8, 1945) is a Bosnian prelate of the Catholic Church who has been a cardinal since 1994. He was the archbishop of Vrhbosna from 1991 to 2022.",https://en.wikipedia.org/wiki/Vinko_Pulji%C4%87
Botswana,7,Valentine Tsamma Seane,http://www.wikidata.org/entity/Q2508702,wd:Q2508702,36536046,Roman Catholic Bishop,"Valentine Tsamma Seane  (born 2 November 1966) is the former bishop of the Roman Catholic Diocese of Gaborone at the Christ the King Cathedral in Gaborone, Botswana. He is the second Motswana to be a bishop in Botswana.",https://en.wikipedia.org/wiki/Valentine_Tsamma_Seane
Brazil,44,Hélder Câmara,http://www.wikidata.org/entity/Q378326,wd:Q378326,1791905,"Brazilian Catholic priest, archbishop of Olinda and Recife","Hélder Pessoa Câmara  (1909–1999) was a Brazilian Catholic archbishop. A self-identified socialist, he was the Archbishop of Olinda and Recife, serving from 1964 to 1985, during the military dictatorship in Brazil. He was declared a Servant of God in 2015.
Câmara was an advocate of liberation theology.  He did social and political work for the poor and for human rights and democracy during the military regime. Câmara preached for a church closer to the disfavoured people. He is quoted as having said, ""When I give food to the poor, they call me a saint. When I ask why they are poor, they call me a communist.""",https://en.wikipedia.org/wiki/H%C3%A9lder_C%C3%A2mara
Brunei,24,Cornelius Sim,http://www.wikidata.org/entity/Q1133956,wd:Q1133956,16305807,Catholic bishop,"Cornelius Sim  DD (16 September 1951 – 29 May 2021) was a prelate of the Catholic Church who served as Vicar Apostolic of Brunei from 2004 until his death. He had previously served as the apostolic prefect of Brunei from 1997 to 2004.
Sim was the first graduate of Franciscan University of Steubenville priestly discernment program to be ordained to the priesthood. Pope Francis raised him to the rank of a cardinal on 28 November 2020, making him the first cardinal from the country, and from the island of Borneo.",https://en.wikipedia.org/wiki/Cornelius_Sim
Bulgaria,50,Vasil Levski,http://www.wikidata.org/entity/Q318461,wd:Q318461,826325,Bulgarian revolutionary (1837–1873),"Vasil Levski (Bulgarian: Васил Левски, spelled in old Bulgarian orthography as Василъ Лѣвскій, pronounced [vɐˈsiɫ ˈlɛfski]), born Vasil Ivanov Kunchev (Васил Иванов Кунчев; 18 July 1837 – 18 February 1873), was a Bulgarian revolutionary who is, today, a national hero of Bulgaria. Dubbed the Apostle of Freedom, Levski ideologised and strategised a revolutionary movement to liberate Bulgaria from Ottoman rule. Levski founded the Internal Revolutionary Organisation, and sought to foment a nationwide uprising through a network of secret regional committees.
Born in the Sub-Balkan town of Karlovo to middle-class parents, Levski became an Orthodox monk before emigrating to join the two Bulgarian Legions in Serbia and other Bulgarian revolutionary groups. Abroad, he acquired the nickname Levski (""Lionlike""). After working as a teacher in Bulgarian lands, he propagated his views and developed the concept of his Bulgaria-based revolutionary organisation, an innovative idea that superseded the foreign-based detachment strategy of the past. In Romania, Levski helped institute the Bulgarian Revolutionary Central Committee, composed of Bulgarian expatriates. During his tours of Bulgaria, Levski established a wide network of insurrectionary committees. Ottoman authorities, however, captured him at an inn near Lovech and executed him by hanging in Sofia.
Levski looked beyond the act of liberation and envisioned a Bulgarian republic of ethnic and religious equality, largely reflecting the liberal ideas of the French Revolution and contemporary Western society. He said, ""We will be free in complete liberty where the Bulgarian lives: in Bulgaria, Thrace, Macedonia; people of whatever ethnicity live in this heaven of ours, they will be equal in rights to the Bulgarian in everything."" Levski held that all religious and ethnic groups live in a free Bulgaria enjoy equal rights. He is commemorated with monuments in Bulgaria and Serbia, and numerous national institutions bear his name. In 2007, he topped a nationwide television poll as the all-time greatest Bulgarian.",https://en.wikipedia.org/wiki/Vasil_Levski
Burkina Faso,18,Philippe Nakellentuba Ouédraogo,http://www.wikidata.org/entity/Q556314,wd:Q556314,41623862,cardinal from Burkina Faso,Philippe Nakellentuba Ouédraogo (born 25 January 1945) is a cardinal of the Catholic Church from Burkina Faso. He is the archbishop of Ouagadougou.,https://en.wikipedia.org/wiki/Philippe_Ou%C3%A9draogo_(cardinal)
Burundi,11,Simon Ntamwana,http://www.wikidata.org/entity/Q556345,wd:Q556345,16360669,Catholic archbishop,"Simon Ntamwana (born 3 June 1946) has been the Roman Catholic archbishop of the Archdiocese of Gitega in Burundi since 1997. Ntamwana was ordained as a priest on 24 March 1974 and from 1988 to 1997 he was the bishop of the diocese in Bujumbura. In 1997 he succeeded Joachim Ruhuna as the archbishop of Gitega.
In 2009, he defended Pope Benedict XVI over a controversy on the refusal to give any kind of approval to condoms in the fight against AIDS.",https://en.wikipedia.org/wiki/Simon_Ntamwana
Cambodia,12,Joseph Chhmar Salas,http://www.wikidata.org/entity/Q3452757,wd:Q3452757,17401630,Catholic bishop,"Joseph Chhmar Salas (Khmer: យ៉ូសែប ធ្មារ សាឡាស់) 21 October 1937 – September 1977) was a prelate of the Catholic Church who served as bishop Apostolic Vicariate of Phnom Penh in Cambodia from 1975 to 1977, when he died of exhaustion in a forced work camp of the Khmer Rouge. He was the first Cambodian native bishop.",https://en.wikipedia.org/wiki/Joseph_Chhmar_Salas
Cameroon,22,Christian Wiyghan Tumi,http://www.wikidata.org/entity/Q712058,wd:Q712058,1747021,Catholic cardinal,"Christian Wiyghan Tumi (15 October 1930 – 2 April 2021) was a Cameroonian prelate of the Catholic Church who was archbishop of Douala from 1991 to 2009. He was bishop of Yagoua from 1980 to 1982. After serving as coadjutor bishop of Garoua beginning in 1982, he was bishop there from 1984 to 1991. He was made a cardinal 1988. Tumi was the first and so far the only cardinal from Cameroon.",https://en.wikipedia.org/wiki/Christian_Tumi
