,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
88,Azerbaijan,100,Stepanakert,http://www.wikidata.org/entity/Q129352,wd:Q129352,914180,city in Nagorno-Karabakh,"Stepanakert (Armenian: Ստեփանակերտ, romanized: Step'anakert, Eastern Armenian pronunciation: [əstɛpʰanaˈkɛɾt]), or Khankendi (Azerbaijani: Xankəndi, Azerbaijani: [xɑncænˈdi] (listen)), is the de facto capital and the largest city of the self-proclaimed Republic of Artsakh, though internationally recognized as part of Azerbaijan. The city is located in a valley on the eastern slopes of the Karabakh mountain range, on the left bank of the Qarqarchay river.The area that would become Stepanakert was originally an Armenian settlement named Vararakn. During the Soviet period, the city was made the capital of the Nagorno-Karabakh Autonomous Oblast, becoming a hub for economic and industrial activity. In addition, the city became a hotbed for political activity, serving as the center for Armenian demonstrations calling for the unification of Nagorno-Karabakh with Armenia. Stepanakert suffered extensive damage following the dissolution of the Soviet Union and the outbreak of the First Nagorno-Karabakh War and passed into the hands of local Armenians with the establishment of the Republic of Artsakh.
The city is a regional center of education and culture, being home to Artsakh University, musical schools, and a palace of culture. The economy is based on the service industry and has varied enterprises, food processing, wine making, and silk weaving being the most important. As of 2021, the population of Stepanakert is 75,000.",https://en.wikipedia.org/wiki/Stepanakert
108,Bahrain,43,Muharraq,http://www.wikidata.org/entity/Q270500,wd:Q270500,1293335,city; former capital of Bahrain,"Muharraq (Arabic: المحرق, romanized: al-Muḥarraq) is Bahrain's third largest city and served as its capital until 1932 when it was replaced by Manama. The population of Muharraq in 2012 was 176,583.
The city is located on Muharraq Island and has long been a centre of religiosity. Bahrain International Airport is also located on the island. Adjacent to Muharraq are the man-made Amwaj Islands, known for their large buildings, hotels and beaches. Muharraq is home to Muharraq Club, which is Bahrain's most successful football club. It is home to the famous Siyadi House. The city is also known for its souq (traditional market) and as a home of traditional arts and music; Ali Bahar, a popular and successful Bahraini singer is from Muharraq.",https://en.wikipedia.org/wiki/Muharraq
109,Bangladesh,5,Daulatpur,http://www.wikidata.org/entity/Q5228008,wd:Q5228008,21097400,"town in Daulatpur Upazila, Manikganj District, Bangladesh","Daulatpur is a town in Daulatpur Upazila of Manikganj District in the Dhaka Division of central Bangladesh. The town is best known for being hit by the deadliest tornado in world history, the Daulatpur–Saturia tornado, which killed hundreds of people.","https://en.wikipedia.org/wiki/Daulatpur,_Manikganj"
110,Barbados,22,Speightstown,http://www.wikidata.org/entity/Q2544610,wd:Q2544610,1177141,"town in Saint Peter, Barbados","Speightstown (), also known as Little Bristol, is the second largest City centre of Barbados. It is situated 12 miles (19 km) north of the capital city of Bridgetown, in the northern parish of Saint Peter.
The City is named after William Speight, a member of Barbados' first Assembly during the Settlement years, and the former owner of the land where the City is located.",https://en.wikipedia.org/wiki/Speightstown
114,Belarus,34,Mir,http://www.wikidata.org/entity/Q922668,wd:Q922668,1379502,urban-type settlement in Belarus,"Mir (Belarusian: Мір; Russian: Мир; Yiddish: מיר) is a town in the Karelichy District (Карэліцкі раён) of Grodno Region, Belarus on the banks of Miranka River, about 85 kilometers southwest of the national capital, Minsk.","https://en.wikipedia.org/wiki/Mir,_Belarus"
115,Belgium,100,Sint-Truiden,http://www.wikidata.org/entity/Q37792,wd:Q37792,175135,municipality in Belgium,"Sint-Truiden (Dutch pronunciation: [sɪnˈtrœydə(n)] (listen); French: Saint-Trond [sɛ̃ tʁɔ̃]; Limburgish: Sintruin [sɪnˈtʁœyn]) is a city and municipality located in the province of Limburg, Flemish Region, Belgium, near the towns of Hasselt and Tongeren. The municipality includes the former communes (now deelgemeenten) of Aalst, Brustem, Duras, Engelmanshoven, Gelinden, Gorsem, Groot-Gelmen, Halmaal, Kerkom-bij-Sint-Truiden, Melveren, Metsteren, Ordingen, Runkelen, Velm, Wilderen, and Zepperen.
The city is in the centre of Belgium's fruit-producing region, Haspengouw (Hesbaye), and is renowned for its pears, apples (Jonagold), and sweet cherries.",https://en.wikipedia.org/wiki/Sint-Truiden
135,Belize,131,Belmopan,http://www.wikidata.org/entity/Q3043,wd:Q3043,56626,capital of Belize,"Belmopan () is the capital city of Belize. Its population in 2010 was 16,451. In addition to being the smallest capital city in the continental Americas by population, Belmopan is the third-largest settlement in Belize, behind Belize City and San Ignacio. Founded as a planned community in 1970, Belmopan is one of the newest national capital cities in the world. Since 2000, Belmopan has been one of two settlements in Belize to hold official city status, along with Belize City.
Belmopan is located in Cayo District at an altitude of 76 metres (249 feet) above sea level. Belmopan was constructed just to the east of the Belize River, 80 km (50 mi) inland from the former capital, the port of Belize City, after that city's near destruction by Hurricane Hattie in 1961. The government was moved to Belmopan in 1970. Its National Assembly Building is designed to resemble a Pre-Columbian Maya temple.",https://en.wikipedia.org/wiki/Belmopan
139,Bolivia,40,La Higuera,http://www.wikidata.org/entity/Q257326,wd:Q257326,576410,village in Bolivia,"La Higuera (pronounced [la iˈɣeɾa]; Spanish for 'The Fig Tree') is a small village in Bolivia located in the Province of Vallegrande, in the Department of Santa Cruz. It is situated in the La Higuera Canton (civil parish) belonging to the Pucará Municipality.",https://en.wikipedia.org/wiki/La_Higuera
142,Bosnia and Herzegovina,75,Zenica,http://www.wikidata.org/entity/Q184046,wd:Q184046,548717,city in Bosnia and Herzegovina,"Zenica ( ZEN-it-sə; Serbo-Croatian Cyrillic: Зеница; Serbo-Croatian pronunciation: [zěnitsa] (listen)) is a city in Bosnia and Herzegovina and an administrative and economic center of the Federation of Bosnia and Herzegovina's Zenica-Doboj Canton. It is located in the Bosna river valley, about 70 km (43 mi) north of Sarajevo. The city is known for its Ironworks Zenica heavy industry plant but also as a significant university center. According to the 2013 census, the settlement of Zenica itself counts 70,553 citizens and the administrative area 110,663.The urban part of today's city was formed in several phases, including Neolithic, Illyrian, the Roman Municipium of Bistua Nuova (2nd–4th century; old name of the city), with an early Christian dual basilica. Traces of an ancient settlement have been found here as well; villa rustica, thermae, a temple, and other buildings were also present. Earliest findings in the place date from the period 3,000–2,000 B.C.; they were found in the localities of Drivuša and Gradišće. Zenica's current name was first mentioned in 1415. A medieval church has been unearthed in Zenica, as well as the Franciscan Monastery of St. Mary. The independence of Medieval Bosnia is directly connected to Zenica (Gradješa's plate and abdication act; Kulin ban's time; Vranduk, a castle of the Bosnian kings; Janjići and 'hižas' [homes] of Bosnian Church members; stećci, stone tombstone monuments, etc.) During Ottoman rule (1463–1878), Zenica became a Muslim town; at the end of the 17th century, Zenica had 2,000 citizens, mostly Muslims; Orthodox and Catholic Christians are mentioned again from the end of the 18th century, and Jews in the 19th century. Modern Zenica was mostly built in the Austro-Hungarian and Yugoslavian periods. The population rose rapidly during the 20th century, and from the Bosnian War until 2013, the city lost a quarter of its population. The municipality of Zenica became the City of Zenica in 2014.
The city is geographically located in the heart of Bosnia. The settled area is 43.01 km2 (16.61 sq mi) and of the city proper covers 558.5 km2 (215.6 sq mi). Elevation is 310–350 m (1,017–1,148 ft). The rivers Bosna, Lašva, Babina, and Kočeva flow through the settlement. A moderate continental climate prevails. The city has thirteen urban local settlements and it consists of a total of 81 rural settlements.
Zenica has nine national monuments. The football club Čelik is a landmark of the city, and it also has one of the tallest buildings in Bosnia and Herzegovina—Lamela. Famous Zenicans include Semir Osmanagić, Anabela Basalo, Danis Tanović, Amar Jašarspahić Gile, Mladen Krstajić, Dejan Lovren, Mervana Jugić-Salkić, and Amel Tuka.",https://en.wikipedia.org/wiki/Zenica
154,Botswana,45,Maun,http://www.wikidata.org/entity/Q170732,wd:Q170732,963369,town in Botswana,"Maun is the fifth-largest town in Botswana. As of 2011, it had a population of 55,784. Maun is the ""tourism capital"" of Botswana and the administrative centre of Ngamiland district. Francistown and Maun are linked by the A3 highway. It is also the headquarters of numerous safari and air-charter operations who run trips into the Okavango Delta.
Although officially still a village, Maun has developed rapidly from a rural frontier town and has spread along the Thamalakane River. It now has shopping centres, hotels and lodges as well as car hire, although it retains a rural atmosphere and local tribesmen continue to bring their cattle to Maun to sell. The community is distributed along the wide banks of the Thamalakane River where red lechwe can still be seen grazing next to local donkeys, goats and cattle.

","https://en.wikipedia.org/wiki/Maun,_Botswana"
158,Brazil,45,Itumbiara,http://www.wikidata.org/entity/Q193350,wd:Q193350,3728304,"municipality in Goiás, Brazil","Itumbiara is  a municipality in the extreme south of the state of Goiás, Brazil.  Its population in 2020 was of 105,809 in a total area of 2,461,3 km2 (2020). Itumbiara is one of the most prosperous cities in Goiás and is a major producer of soybeans, corn, cattle, and milk.",https://en.wikipedia.org/wiki/Itumbiara
165,Brunei,144,Bandar Seri Begawan,http://www.wikidata.org/entity/Q9279,wd:Q9279,56611,capital of Brunei,"Bandar Seri Begawan (Jawi: بندر سري بڬاوان ; Malay: [ˌbandar səˌri bəˈɡawan] (listen)) (formerly known as Brunei Town; Malay: بندر بروني) is the capital and largest city of Brunei. It is officially governed as a municipality (Malay: bandaran). Bandar Seri Begawan has an estimated population of 100,700, and including the whole Brunei-Muara District, the metro area has an estimated population of 279,924, over half the population of the country.",https://en.wikipedia.org/wiki/Bandar_Seri_Begawan
166,Burkina Faso,35,Dédougou,http://www.wikidata.org/entity/Q934436,wd:Q934436,3760542,city,"Dédougou is a city located in western Burkina Faso. It is the capital city of Mouhoun Province and Boucle du Mouhoun Region. The main ethnic groups are the Marka and the Bwa. The population of Dédougou was 37,793 in 2006; 18,778 were male and 19,015 were female. It is the 10th largest city in Burkina Faso.Dédougou is also the location of the Festival International des Masques et des Arts (FESTIMA), a biennial international festival celebrating traditional cultural masks.",https://en.wikipedia.org/wiki/D%C3%A9dougou
168,Burundi,82,Gitega,http://www.wikidata.org/entity/Q167551,wd:Q167551,766812,capital of Burundi,"Gitega (French pronunciation: ​[ɡiteɡa]), formerly Kitega, is the capital of Burundi. Located in the centre of the country, in the Burundian central plateau roughly 62 kilometres (39 mi) east of Bujumbura (the largest city and former capital), Gitega (the second largest city) was the seat of the Kingdom of Burundi until its abolition in 1966. In late December 2018, Burundian president Pierre Nkurunziza announced that he would follow on a 2007 promise to return Gitega its former political capital status, with Bujumbura remaining as economic capital and centre of commerce. A vote in the Parliament of Burundi made the change official on 16 January 2019, with all branches of government expected to move in over three years.",https://en.wikipedia.org/wiki/Gitega
172,Cambodia,38,Kampot,http://www.wikidata.org/entity/Q876549,wd:Q876549,4460072,town in Cambodia,"Kampot (Khmer: ក្រុងកំពត) is a city in southern Cambodia and the capital of Kampot Province. It is on the Praek Tuek Chhu River southeast of the Elephant Mountains and around 5 km (3 mi) from the Gulf of Thailand. Kampot was the capital of the Circonscription Résidentielle de Kampot under French rule and Cambodia's most important seaport after the loss of the Mekong Delta and before the establishment of Sihanoukville. Its center is, unlike most Cambodian provincial capitals, composed of 19th century French colonial architecture. The region and town are known for high quality pepper, which is exported worldwide. It is also known for its Kampot fish sauce, and durian. The government and the Ministry of Culture and Fine Art have been preparing documents to nominate The Old Town of Kampot for admission to the UNESCO World Heritage Site list (along with The Old Town of Battambang and The Old Town of Kratie) since 2017.",https://en.wikipedia.org/wiki/Kampot_(city)
174,Cameroon,35,Kribi,http://www.wikidata.org/entity/Q997121,wd:Q997121,1734307,Cameroonian town,"Kribi is a beach resort and sea port in Cameroon.

",https://en.wikipedia.org/wiki/Kribi
176,Canada,108,Victoria,http://www.wikidata.org/entity/Q2132,wd:Q2132,32388,"capital city of the province of British Columbia, Canada","Victoria is the capital city of the Canadian province of British Columbia, on the southern tip of Vancouver Island off Canada's Pacific coast. The city has a population of 91,867, and the Greater Victoria area has a population of 397,237. Victoria is the 7th most densely populated city in Canada with 4,405.8 inhabitants per square kilometre (11,411/sq mi).Victoria is the southernmost major city in Western Canada and is about 100 km (62 mi) southwest from British Columbia's largest city of Vancouver on the mainland. The city is about 100 km (62 mi) from Seattle by airplane, seaplane, ferry, or the Victoria Clipper passenger-only ferry, and 40 km (25 mi) from Port Angeles, Washington, by ferry Coho across the Strait of Juan de Fuca.
Named for Queen Victoria, the city is one of the oldest in the Pacific Northwest, with British settlement beginning in 1843. The city has retained a large number of its historic buildings, in particular its two most famous landmarks, the Parliament Buildings (finished in 1897 and home of the Legislative Assembly of British Columbia) and the Empress hotel (opened in 1908). The city's Chinatown is the second oldest in North America after San Francisco's. The region's Coast Salish First Nations peoples established communities in the area long before European settlement, which had large populations at the time of European exploration.
Known as ""the Garden City"", Victoria is an attractive city and a popular tourism destination with a regional technology sector that has risen to be its largest revenue-generating private industry. Victoria is in the top twenty of world cities for quality-of-life, according to Numbeo. The city has several schools including Victoria College of Art, the Canadian College of Performing Arts, and high school programs run by the Greater Victoria School District#61. Victoria has rugged shorelines and several beaches. Victoria is popular with retirees, who come to enjoy the temperate and usually snow-free climate of the area as well as the usually relaxed pace of the city.","https://en.wikipedia.org/wiki/Victoria,_British_Columbia"
196,Cape Verde,46,Cidade Velha,http://www.wikidata.org/entity/Q464913,wd:Q464913,1534217,"oldest settlement in Cape Verde, and former capital of the territory","Cidade Velha (Portuguese for ""old city"", also: Santiago de Cabo Verde) is a city in the southern part of the island of Santiago, Cape Verde. Founded in 1462,: 77  it is the oldest settlement in Cape Verde and its former capital. Once called Ribeira Grande, its name was changed to Cidade Velha in the late 18th century. It is the seat of the Ribeira Grande de Santiago municipality.
Located off Africa's northwest coast, this town was the first European colonial settlement in the tropics. Some of the meticulously planned original design of the site is still intact, including a royal fortress, two churches and a 16th-century town square. Today, Cidade Velha is an Atlantic shipping stop and center for Creole culture. The city became a UNESCO World Heritage Site and one of the Seven Wonders of Portuguese Origin in the World in 2009.",https://en.wikipedia.org/wiki/Cidade_Velha
198,Central African Republic,36,Bambari,http://www.wikidata.org/entity/Q805946,wd:Q805946,1805697,city,"Bambari is a town in the Central African Republic, lying on the Ouaka River.  It has a population of 41,356 (2003 census) and is the capital of Ouaka prefecture. Bambari is an important market town and is home to Bambari Airport, and the Roman Catholic Diocese of Bambari.",https://en.wikipedia.org/wiki/Bambari
202,Chad,56,Abéché,http://www.wikidata.org/entity/Q242587,wd:Q242587,791632,fourth largest city in Chad,"Abéché (Arabic: أبشي, ʾAbishī) is the fourth largest city in Chad and is the capital of Ouaddaï Region. It has within it the remnants of the ancient capital, including palaces, mosques, and the tombs of former sultans.

",https://en.wikipedia.org/wiki/Ab%C3%A9ch%C3%A9
207,Chile,216,Monte Águila,http://www.wikidata.org/entity/Q6022566,wd:Q6022566,46857693,city in Chile,"Monte Águila (Literally in english: ""Mount Eagle"") is a Chilean city in the Bio Bio Region. Its population is 6,574.",https://en.wikipedia.org/wiki/Monte_%C3%81guila
227,Colombia,55,Leticia,http://www.wikidata.org/entity/Q214913,wd:Q214913,113231,capital of the Colombian department of Amazonas,"Leticia (Spanish pronunciation: [leˈtisja]) is the southernmost city in the Republic of Colombia, capital of the department of Amazonas, Colombia's southernmost town (4.09° south 69.57° west) and one of the major ports on the Amazon river. It has an elevation of 96 meters (315') above sea level and an average temperature of 27 °C (80.6 °F). Leticia has long been Colombia's shipping point for tropical fish for the aquarium trade. Leticia has approximately 48,144 inhabitants on the left bank of the Amazon river, and is located at the point where Colombia, Brazil and Peru come together in an area called Tres Fronteras.

A long-standing border dispute involving Leticia, between Colombia and Peru, was decided in 1934 by the League of Nations after these two nations were engulfed in an armed conflict known as the Colombia-Peru War.","https://en.wikipedia.org/wiki/Leticia,_Amazonas"
234,Comoros,38,Mutsamudu,http://www.wikidata.org/entity/Q691016,wd:Q691016,3405331,"city in Anjouan, Comoros","Mutsamudu is the second largest city in the Comoros. It is also the capital and largest city on the island of Anjouan as well the former home of former Comorian president Ahmed Abdallah Mohamed Sambi. It now houses a deep water port,  an ancient citadel, and narrow streets with many shops and small crafts. The population in 2010 stood at 25,471.",https://en.wikipedia.org/wiki/Mutsamudu
235,Costa Rica,50,Alajuela,http://www.wikidata.org/entity/Q37104,wd:Q37104,1620389,"district in Alajuela canton, Alajuela province, Costa Rica","Alajuela (Spanish pronunciation: [alaˈxwela]) is a district in the Alajuela canton of the Alajuela Province of Costa Rica. As the seat of the Municipality of Alajuela canton, it is awarded the status of city. By virtue of being the city of the first canton of the province, it is also the capital of the Province of Alajuela.Because of its location in the Costa Rican Central Valley, Alajuela is nowadays part of the conurbation of the Greater Metropolitan Area. The city is the birthplace of Juan Santamaría, the national hero of Costa Rica and the figure who gives the name to the country's main international airport, which is south of Alajuela downtown.

",https://en.wikipedia.org/wiki/Alajuela
240,Croatia,113,Dubrovnik,http://www.wikidata.org/entity/Q1722,wd:Q1722,55116,"city in Dubrovnik-Neretva County, Croatia","Dubrovnik (Croatian pronunciation: [dǔbroːʋniːk] (listen)), historically known as Ragusa (see notes on naming), is a city on the Adriatic Sea in the region of Dalmatia, in southern Croatia. It is one of the most prominent tourist destinations in the Mediterranean Sea, a seaport and the centre of Dubrovnik-Neretva County. Situated in an exclave, it is connected to the rest of the country by the Pelješac Bridge. Its total population is 42,615 (2011 census). In 1979, the city of Dubrovnik was added to the UNESCO list of World Heritage Sites in recognition of its outstanding medieval architecture and fortified old town.The history of the city probably dates back to the 7th century, when the town known as Ragusa was founded by refugees from Epidaurum (Ragusa Vecchia). It was under the protection of the Byzantine Empire and later under the sovereignty of the Republic of Venice. Between the 14th and 19th centuries, Dubrovnik ruled itself as a free state. The prosperity of the city was historically based on maritime trade; as the capital of the maritime Republic of Ragusa, it achieved a high level of development, particularly during the 15th and 16th centuries, as it became notable for its wealth and skilled diplomacy. At the same time, Dubrovnik became a cradle of Croatian literature.
The entire city was almost destroyed when a devastating earthquake hit in 1667. During the Napoleonic Wars, Dubrovnik was occupied by the French Empire forces, and then the Republic of Ragusa was abolished and incorporated into the Napoleonic Kingdom of Italy and later into the Illyrian Provinces. Later on, in the early 19th to early 20th century, Dubrovnik was part of the Kingdom of Dalmatia within the Austrian Empire. Dubrovnik became part of the Kingdom of Yugoslavia immediately upon its creation, and it was incorporated into its Zeta Banovina in 1929, before becoming part of the Banovina of Croatia upon its creation in 1939. During World War II, it was part of the Axis puppet state Independent State of Croatia, before being reincorporated into SR Croatia in SFR Yugoslavia.
In 1991, during the Croatian War of Independence, Dubrovnik was besieged by the Yugoslav People's Army for seven months and suffered significant damage from shelling. After undergoing repair and restoration works in the 1990s and early 2000s, it re-emerged as one of the Mediterranean's top tourist destinations, as well as a popular filming location.",https://en.wikipedia.org/wiki/Dubrovnik
260,Cuba,56,Trinidad,http://www.wikidata.org/entity/Q319272,wd:Q319272,569476,"town in the province of Sancti Spíritus, central Cuba","Trinidad (Spanish pronunciation: [tɾiniˈðað]) is a town in the province of Sancti Spíritus, central Cuba. Together with the nearby Valle de los Ingenios, it has been a UNESCO World Heritage site since 1988, because of its historical importance as a center of the sugar trade in the 18th and 19th centuries. Trinidad is one of the best-preserved cities in the Caribbean from the time when the sugar trade was the main industry in the region.","https://en.wikipedia.org/wiki/Trinidad,_Cuba"
266,Cyprus,84,Paphos,http://www.wikidata.org/entity/Q180918,wd:Q180918,597877,town in Cyprus,"Paphos  (Greek: Πάφος [ˈpafos] , Cypriot Turkish: Baf) is a coastal city in southwest Cyprus and the capital of Paphos District. In classical antiquity, two locations were called Paphos: Old Paphos, today known as Kouklia, and New Paphos.The current city of Paphos lies on the Mediterranean coast, about 50 km (30 mi) west of Limassol (the biggest port on the island), both of which are connected by the A6 highway. Paphos International Airport is the country's second-largest airport. The city has a subtropical-Mediterranean climate, with the mildest temperatures on the island.
In 1980, Paphos was included on the UNESCO World Heritage List for its ancient architecture, mosaics, and ancient religious importance. It was selected as a European Capital of Culture for 2017 along with Aarhus.",https://en.wikipedia.org/wiki/Paphos
270,Czech Republic,87,České Budějovice,http://www.wikidata.org/entity/Q16506,wd:Q16506,149384,city in the Czech Republic,"České Budějovice (Czech: [ˈtʃɛskɛː ˈbuɟɛjovɪtsɛ] (listen); German: Budweis [ˈbʊtvaɪs] (listen)) is a city in the South Bohemian Region of the Czech Republic. It has about 94,000 inhabitants. It is located in the valley of the Vltava River, at its confluence with the Malše.
České Budějovice is the largest city in the region and its political and commercial capital, the seat of the Roman Catholic Diocese of České Budějovice, of the University of South Bohemia, and of the Academy of Sciences. It is famous for the Budweiser Budvar Brewery. The historic city centre is well preserved and is protected by law as an urban monument reservation.",https://en.wikipedia.org/wiki/%C4%8Cesk%C3%A9_Bud%C4%9Bjovice
290,Côte d'Ivoire,21,Bouaflé,http://www.wikidata.org/entity/Q1588797,wd:Q1588797,9735516,"place in Sassandra-Marahoué, Ivory Coast","Bouaflé is a city in central Ivory Coast. It is a sub-prefecture of and the seat of Bouaflé Department. It is also the seat of Marahoué Region in Sassandra-Marahoué District and a commune.

In 2014, the population of the sub-prefecture of Bouaflé was 167,263.

",https://en.wikipedia.org/wiki/Bouafl%C3%A9
