,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
41,Belarus,34,Mir,http://www.wikidata.org/entity/Q922668,wd:Q922668,1379502,urban-type settlement in Belarus,"Mir (Belarusian: Мір; Russian: Мир; Yiddish: מיר) is a town in the Karelichy District (Карэліцкі раён) of Grodno Region, Belarus on the banks of Miranka River, about 85 kilometers southwest of the national capital, Minsk.","https://en.wikipedia.org/wiki/Mir,_Belarus"
42,Belgium,35,La Roche-en-Ardenne,http://www.wikidata.org/entity/Q159974,wd:Q159974,176199,"city in Wallonie, Belgium","La Roche-en-Ardenne (Walloon: Li Rotche) is a city and municipality of Wallonia located in the province of Luxembourg and the arrondissement of Marche-en-Famenne, Belgium. Lying beside a bend in the River Ourthe, the small town of La Roche-en-Ardenne is one of the most popular tourist destinations in the Ardennes.
On 1 January 2007 the municipality, which covers 147.52 km2, had 4,348 inhabitants, giving a population density of 29.5 inhabitants per km2.
The municipality consists of the following districts: Beausaint, Halleux, Hives, La Roche-en-Ardenne, Ortho, and Samrée. Other population centres include Bérismenil, Buisson, Cielle, Floumont, Herlinval, Hubermont, Lavaux, Maboge, Mierchamps, Mousny, Nisramont, Ronchampays, Ronchamps, Roupage, Thimont, Vecmont, and Warempage.",https://en.wikipedia.org/wiki/La_Roche-en-Ardenne
45,Bolivia,40,La Higuera,http://www.wikidata.org/entity/Q257326,wd:Q257326,576410,village in Bolivia,"La Higuera (pronounced [la iˈɣeɾa]; Spanish for 'The Fig Tree') is a small village in Bolivia located in the Province of Vallegrande, in the Department of Santa Cruz. It is situated in the La Higuera Canton (civil parish) belonging to the Pucará Municipality.",https://en.wikipedia.org/wiki/La_Higuera
46,Bosnia and Herzegovina,28,Grude,http://www.wikidata.org/entity/Q1017931,wd:Q1017931,2602442,town in Bosnia and Herzegovina,"Grude (Cyrillic: Груде, pronunciation ) is a town and a municipality located in West Herzegovina Canton of the Federation of Bosnia and Herzegovina, an entity of Bosnia and Herzegovina.",https://en.wikipedia.org/wiki/Grude
47,Bosnia and Herzegovina,6,Prozor,http://www.wikidata.org/entity/Q19904667,wd:Q19904667,34154928,town in Herzegovina-Neretva Canton of the Federation of Bosnia and Herzegovina,error,error
48,Brazil,6,Historic Centre of Salvador de Bahia,http://www.wikidata.org/entity/Q5572706,wd:Q5572706,17481624,"World Heritage Site in Salvador, Bahia, Brazil","The Historic Center (US) or Centre (UK; Portuguese: Centro Histórico) of Salvador de Bahia in Brazil, also known as the Pelourinho (Portuguese for ""Pillory"") or Pelo, is a historic neighborhood in western Salvador, Bahia. It was the city's center during the Portuguese colonial period and was named for the whipping post in its central plaza where enslaved people from Africa were publicly beaten as punishment for alleged infractions. The Historic Center is extremely rich in historical monuments dating from the 17th through the 19th centuries.
Designated a UNESCO World Heritage Site, the Pelourinho retains a vibrant repertoire of colonial Portuguese architecture, exemplified by the Mannerist decoration of the Cathedral of Salvador, the Baroque intricacy of the Church and Convent of São Francisco and the Church of the Third Order of Our Lady of the Rosary of the Black People, as well as the Rococo exuberance of the Church of Nosso Senhor do Bonfim. In addition, the Pelourinho remains a cultural hub for the Afro-Brazilian community, whose cuisine, architecture, religion and music exert a salient influence on the neighborhood and testify to the ""empowerment and influence of Afro cultures"" in the New World. Although historical preservation efforts initiated in the 1990s enhanced safety, promoted tourism and facilitated greater economic development, they also resulted in the dislocation of Afro-Brazilian residents in the enclave and contributed to gentrification. As such, the development of the Pelourinho continues to attract attention in the gubernatorial politics of Bahia.
Salvador was the first colonial capital of Brazil and the city is one of the oldest in the New World (founded in 1549 by Portuguese settlers). It was also one of the first slave markets on the continent, with slaves arriving to work on the sugar plantations. The area is in the older part of the upper city (Cidade Alta) of Salvador. It encompasses several blocks around the triangular Largo, and it is the location for music, dining and nightlife. It has a place on the national historic register and was named a world cultural center by UNESCO in 1985.",https://en.wikipedia.org/wiki/Historic_Center_of_Salvador
49,Brunei,29,Kuala Belait,http://www.wikidata.org/entity/Q588045,wd:Q588045,2533570,town in Brunei,"Kuala Belait (Jawi: کوالا بلايت‎), officially known in Malay as Pekan Kuala Belait (literally 'Kuala Belait Town'), is the administrative town of Belait District, Brunei. It is located in the westernmost part of country, near the mouth of the Belait River. The population of the town proper was 4,259 in 2016. Kuala Belait is officially a municipality (bandaran), as well as a village under the mukim of the same name.",https://en.wikipedia.org/wiki/Kuala_Belait
51,Burkina Faso,3,Babri,http://www.wikidata.org/entity/Q4838013,wd:Q4838013,18809726,town in Burkina Faso,"Babri is a town in the Bogandé Department of Gnagna Province in eastern Burkina Faso. The town has a population of 3,991.","https://en.wikipedia.org/wiki/Babri,_Burkina_Faso"
52,Burundi,32,Bururi,http://www.wikidata.org/entity/Q992247,wd:Q992247,2480707,city of Burundi,Bururi is a city located in southern Burundi. It is the capital city of Bururi Province and has around 20.000 inhabitants in 2007.,https://en.wikipedia.org/wiki/Bururi
53,Cambodia,12,Bokor Hill Station,http://www.wikidata.org/entity/Q559155,wd:Q559155,3570305,former french hill station in Cambodia,"Bokor Hill Station (Khmer: ស្ថានីយភ្នំបូកគោ, Sthani Phnum-bokko, French: Station d'altitude de Bokor) refers to a collection of French colonial buildings constructed as a temperate mountain luxury resort and retreat for colonial residents in the early 1920s atop Bokor Mountain in Preah Monivong National Park, about 37 km (23 mi) west of Kampot in southern Cambodia. Abandoned for long periods of time, modern infrastructure has made the location easily accessible as re-development is taking place. It was used as the location for the final showdown of the movie City of Ghosts (2002) and the 2004 film R-Point. To the north-east are the Povokvil Waterfalls.",https://en.wikipedia.org/wiki/Bokor_Hill_Station
54,Canada,48,Dawson City,http://www.wikidata.org/entity/Q372324,wd:Q372324,634070,"town in Yukon territory, Canada","Dawson City, officially the City of Dawson, is a town in the Canadian territory of Yukon. It is inseparably linked to the Klondike Gold Rush (1896–99). Its population was 1,375 as of the 2016 census, making it the second-largest town in Yukon.",https://en.wikipedia.org/wiki/Dawson_City
56,Cape Verde,46,Cidade Velha,http://www.wikidata.org/entity/Q464913,wd:Q464913,1534217,"oldest settlement in Cape Verde, and former capital of the territory","Cidade Velha (Portuguese for ""old city"", also: Santiago de Cabo Verde) is a city in the southern part of the island of Santiago, Cape Verde. Founded in 1462,: 77  it is the oldest settlement in Cape Verde and its former capital. Once called Ribeira Grande, its name was changed to Cidade Velha in the late 18th century. It is the seat of the Ribeira Grande de Santiago municipality.
Located off Africa's northwest coast, this town was the first European colonial settlement in the tropics. Some of the meticulously planned original design of the site is still intact, including a royal fortress, two churches and a 16th-century town square. Today, Cidade Velha is an Atlantic shipping stop and center for Creole culture. The city became a UNESCO World Heritage Site and one of the Seven Wonders of Portuguese Origin in the World in 2009.",https://en.wikipedia.org/wiki/Cidade_Velha
57,Chad,26,Massenya,http://www.wikidata.org/entity/Q764968,wd:Q764968,2677713,city and sub-prefecture in Chad,"Massenya (Arabic: ماسينيا) is a small town in Chad. It is the capital of the region of Chari-Baguirmi and of the department of Baguirmi.
Massenya was also the historical capital of the Kingdom of Baguirmi and the seat of the Mbang, or Sultan.
The town is served by Massenya Airport.
Latitude : 11.400°N - Longitude : 16.170°E",https://en.wikipedia.org/wiki/Massenya
58,Chile,39,Puerto Williams,http://www.wikidata.org/entity/Q1251087,wd:Q1251087,956329,city in Chile,"Puerto Williams (Spanish: [ˈpweɾto ˈwiljams]; Spanish for ""Port Williams"") is the city, port and naval base on Navarino Island in Chile. It faces the Beagle Channel. It is the capital of the Chilean Antarctic Province, one of four provinces in the Magellan and Chilean Antarctica Region, and administers the communes of Chilean Antarctic Territory and Cabo de Hornos. It has a population of 2,874, including both naval personnel and civilians. Puerto Williams claims the title of world's southernmost city.
The settlement was founded in 1953, and was first named Puerto Luisa. The town was later named after John Williams Wilson, a British man who founded Fuerte Bulnes, the first settlement in the Strait of Magellan. It has served primarily as a naval base for Chile. The Chilean Navy runs the Guardiamarina Zañartu Airport and hospital, as well as nearby meteorological stations. Since the late 20th century, the number of navy personnel has decreased in Puerto Williams and the civilian population has increased. In that period, tourism and support of scientific research have contributed to an increase in economic activity.
The port attracts tourists going to Cape Horn or Antarctica; its tourism industry developed around the concept of ""the world's southernmost city"". Based on some definitions of what a city is, Puerto Williams could in fact be the southernmost city in the world. However, others dispute this because of the town's small size and population in favour of Ushuaia or Punta Arenas. Chilean and Argentinian media, a bilateral agreement between Chile and Argentina, and the Puerto Williams administration identify it as the southernmost city in the world.Puerto Williams is the port of entry and major hub for scientific activity linked to Antarctica and the islands south of Isla Grande de Tierra del Fuego. The University of Magallanes has a university centre in Puerto Williams. Weather stations and lighthouses at Cape Horn and Diego Ramírez Islands are supplied from Puerto Williams. The town has been a base for Chile to assert sovereignty around Cape Horn and support its Antarctic bases.
Puerto Williams also serves as a provision and service centre for fishermen. The Navy is based here in part to enforce national fishing rights in the exclusive economic zone around the southern part of Tierra del Fuego, where lucrative lithodes santolla fishing is an important industry.",https://en.wikipedia.org/wiki/Puerto_Williams
59,Comoros,9,Dembéni,http://www.wikidata.org/entity/Q3022078,wd:Q3022078,3781447,city in the Comoro Islands,Dembéni is a town located on the island of Grande Comore in the Comoros.,https://en.wikipedia.org/wiki/Demb%C3%A9ni
60,Costa Rica,13,Zarcero,http://www.wikidata.org/entity/Q975960,wd:Q975960,2873358,"district in Zarcero canton, Alajuela province, Costa Rica","Zarcero is a district of the Zarcero canton, in the Alajuela province of Costa Rica.",https://en.wikipedia.org/wiki/Zarcero
63,Croatia,42,"Banovci, Nijemci",http://www.wikidata.org/entity/Q193763,wd:Q193763,28460654,city,"Banovci (German: Schider Banovci, Serbian Cyrillic: Бановци or Шидски Бановци, Hungarian: Forró / Újbánóc) is a village in eastern Croatia, 7 kilometers away from the Serbian border.
The village is connected with the rest of the country by the D46 state road connecting it with the town of Vinkovci and continuing into Serbia as the State Road 120 to the nearest town of Šid and by the Zagreb–Belgrade railway.","https://en.wikipedia.org/wiki/Banovci,_Vukovar-Syrmia_County"
70,Cuba,15,Yateras,http://www.wikidata.org/entity/Q1026971,wd:Q1026971,13588796,municipality in Cuba,"Yateras is a municipality in the Guantánamo Province of Cuba. The municipal seat is located in the town of Palenque, in the northern part of the province. Alejandro de Humboldt National Park, a UNESCO World Heritage Site is partly located in this municipality.",https://en.wikipedia.org/wiki/Yateras
73,Czech Republic,30,Nepomuk,http://www.wikidata.org/entity/Q842929,wd:Q842929,958118,town in the Pilsen Region of the Czech Republic,"Nepomuk (Czech pronunciation: [ˈnɛpomuk]; German: Pomuk) is a town in Plzeň-South District in the Plzeň Region of the Czech Republic. It has about 3,700 inhabitants. It is known as the birthplace of Saint John of Nepomuk (also called St. John Nepomucene), who was born here in around 1340 and whose statue can be seen on the town square.",https://en.wikipedia.org/wiki/Nepomuk
92,Denmark,29,Christiansfeld,http://www.wikidata.org/entity/Q3197288,wd:Q3197288,146817,town in Denmark,"Christiansfeld, with a population of 3,008 (1 January 2021), is a town in Kolding Municipality in Southern Jutland in Region of Southern Denmark. The town was founded in 1773 by the Moravian Church and named after the Danish king Christian VII. Since July 2015 it has been a UNESCO World Heritage Site, highlighting its status as the best-preserved example of the town-planning and architecture of the Moravian Church.",https://en.wikipedia.org/wiki/Christiansfeld
112,Dominica,25,Portsmouth,http://www.wikidata.org/entity/Q1014235,wd:Q1014235,5692911,town in Dominica,"Portsmouth is the second largest town in Dominica, with 2,977 inhabitants.  It lies on the Indian River on Dominica's northwest coast, in Saint John Parish. Cabrits National Park is located on a peninsula to the north of town.  Portsmouth has its own sea port in Prince Rupert Bay.
Portsmouth was initially chosen as the capital of Dominica, but only served in that capacity in 1760.  After malaria broke out there the same year, the capital was moved to Roseau, where it remains.
The Ross University School of Medicine, was located near Portsmouth, in Picard, but was relocated to Barbados, after Hurricane Maria caused extensive damages in 2017. 
A farmer's market runs Tuesdays, Fridays, and Saturdays in the city.
The area is the birthplace of Exile One's Gordon Henderson, and local politician Roosevelt Douglas
Benjamin's Park is the primary sporting venue and has hosted first-class cricket.
The area has many plans for tourism and employment in general. The Japanese Government is currently funding and constructing a fish processing plant in Portsmouth.","https://en.wikipedia.org/wiki/Portsmouth,_Dominica"
113,East Timor,22,Same,http://www.wikidata.org/entity/Q932640,wd:Q932640,4207210,city in East Timor,"Same (pronounced Sah-may) is a city in the Same Subdistrict in the interior of East Timor, 81 kilometres (50 mi) south of Dili, the national capital. Same has a population of 7,413 and is the capital of Manufahi District, which was known as Same District in Portuguese Timor.
During the Portuguese colonial period the district was named after Same, its capital. In the time of the Estado Novo, the place in Vila Filomeno da Câmara was renamed after the former governor of Portuguese Timor Filomeno da Câmara de Melo Cabral.
After East Timor's independence from Indonesia, the town was almost completely destroyed by Indonesian militias A rebuilding project called Friends of Same is currently helping rebuild the city, along with UN envoys. During the 2006 East Timorese crisis, the Battle of Same took place in the area.","https://en.wikipedia.org/wiki/Same,_East_Timor"
115,Ecuador,8,Baeza,http://www.wikidata.org/entity/Q4841319,wd:Q4841319,24386139,"place in Napo Province, Ecuador","Baeza is a small town in — and canton seat of — Quijos Canton in Napo Province, Ecuador. It is the home of the Quijos-Quichua indigenous people. It is located near the Quijos river on South America.","https://en.wikipedia.org/wiki/Baeza,_Ecuador"
118,Egypt,59,El Alamein,http://www.wikidata.org/entity/Q204439,wd:Q204439,57602,"town in the northern Matrouh Governorate of Egypt, and also known for two battles of the WWII","El Alamein (Arabic: العلمين, romanized: al-ʿAlamayn, lit. 'the two flags', IPA: [elʕælæˈmeːn] (listen)) is a town in the northern Matrouh Governorate of Egypt. Located on the Arab's Gulf, Mediterranean Sea, it lies 106 kilometres (66 mi) west of Alexandria and 240 kilometres (149 mi) northwest of Cairo. As of 2007, it had a population of 7,397 inhabitants.",https://en.wikipedia.org/wiki/El_Alamein
122,Equatorial Guinea,15,Cogo,http://www.wikidata.org/entity/Q2549060,wd:Q2549060,1692389,"place in Litoral, Equatorial Guinea","Cogo (also known as Kogo or Koszho, formerly Puerto Iradier) is a remote town on the Muni estuary in Río Muni, Equatorial Guinea, lying east of Acalayong.  It is known for its partly ruined Spanish Colonial architecture. It is the southernmost city of the Littoral province of Equatorial Guinea. It is located 121 km from Bata by road or 117 km when traveling through Acalayong. It is surrounded to the east and southeast by the Congüe River and to the west and southwest by the Mitemele River. Both the Congüe and the Mitemele Rivers drain the Muni Estuary, sometimes giving the city of Cogo the shape and appearance of an island when in fact it is a peninsula.
A few meters from the port that is currently being renovated is the uninhabitable Island of Evele. Most of the population, especially the coastal population heavily rely on subsistence fishing and the Muni estuary was a major source of income as it was the gateway for passengers traveling to neighboring Gabon.
There is a large monument to Manuel Iradier who was the first European settler in 1874.
Cogo is the home town of internationally recognized doctor and political activist, Wenceslao Mansogo. 
Chromosome 6, a 1997 novel by writer Robin Cook, takes place in Cogo.

","https://en.wikipedia.org/wiki/Cogo,_Equatorial_Guinea"
125,Eritrea,25,Teseney,http://www.wikidata.org/entity/Q1797764,wd:Q1797764,2056520,"city in Gash-Barka, Eritrea","Teseney (Arabic: تسني, Tigrinya: ተሰነይ), also spelled Tessenei or Tesseney, is a market town in western Eritrea. It lies south-east of Kassala in Sudan, on the Gash River. The city was much fought over in the Eritrean War of Independence during which much of it was destroyed. After the war, Tessenei has become a governmental administrative center with customs and agricultural offices and a military base.",https://en.wikipedia.org/wiki/Teseney
127,Ethiopia,14,Ankober,http://www.wikidata.org/entity/Q557397,wd:Q557397,1317336,former capital of Shewa; a town in Ethiopia,"Ankober (Amharic: አንኮበር), formerly known as Ankobar, is a town in central Ethiopia. Located in the Semien Shewa Zone of the Amhara Region Ankober Woreda, Ankober is perched on the eastern escarpment of the Ethiopian Highlands at an elevation of about 2,465 meters (8,100 ft). It is 40 kilometers (25 mi) to the east of Debre Birhan and about 90 miles (140 km) northeast of Addis Ababa.
Ankober was formerly the capital of the Ethiopian kingdom of Shewa. Buildings that survive from the Shewa period include the Kidus Mikael church, built by Sahle Selassie. According to Philip Briggs, all that survives of Menelik's palace, which he had built on the site of his father's palace, is ""one long stone-and-mortar wall measuring some 1.5m high."" Briggs comments that it is ""difficult to say why this one wall should have survived virtually intact when the rest of the palace crumbled into virtual oblivion."" Ankober is also known as where the endemic Ankober serin was first observed by ornithologists in 1979.

",https://en.wikipedia.org/wiki/Ankober
133,Fiji,12,Tavua,http://www.wikidata.org/entity/Q26690,wd:Q26690,3341984,town in Fiji,"Tavua is a town in Fiji, 91 kilometres from Nadi and 9 kilometres from the gold mining settlement of Vatukoula. It was formally incorporated as a Town in 1992 with the appointment of its first Mayor, Iliesa Vula from Tavualevu. The town covers a land area of 100 square kilometres, and had a population of 2,418 at the 1996 census.
Tavua is supposed to be governed by a 9-member Town Council, elected for a three-year term, who elect a Mayor from among themselves for a one-year term, renewable indefinitely. At the most recent municipal election, held on 22 October 2005, all 9 seats were won by the Tavua Ratepayers, Landowners, and Tenants Association. The new council reelected Chandra Singh, Mayor since 2001, for another term.
In 2009, the Military-backed interim government dismissed all municipal governments throughout Fiji and appointed special administrators to run the urban areas. As of 2015, elected municipal government has not been restored. The special administrator of Tavua is Tulsi Ram. He took office in January 2015, replacing Jay Whyte.","https://en.wikipedia.org/wiki/Tavua,_Fiji"
134,Finland,33,Kaskinen,http://www.wikidata.org/entity/Q1735037,wd:Q1735037,779575,city in the region of Ostrobothnia in Finland,"Kaskinen (Finnish: [ˈkɑskinen]; Swedish: Kaskö) is a town, municipality and island of Finland. It is located in the province of Western Finland and is part of the Ostrobothnia region. The population of Kaskinen is 1,288 (31 December 2021)  and the municipality covers an area of 10.49 km2 (4.05 sq mi) (excluding sea areas) of which 0.16 km2 (0.062 sq mi) is inland water (1 January 2018). The population density is 122.78/km2 (318.0/sq mi). Kaskinen is the smallest municipality in Finland with a town status and its only border neighbor is the town of Närpes. The population is bilingual with a majority speaking Finnish (68%) and the minority Swedish (28%).Town was founded in 1785 on an island by King Gustav III of Sweden and since then it has been one of the most important harbours of Finland. In the 18th century, a town plan with long, straight and wide streets was drawn up for the town, and the plan prepared for a clearly larger population; however, even today, there are still many undeveloped estates in the town, and the urban settlement hardly extends beyond the original zoned area. The townscape of Kaskinen consists of uniform wooden construction.",https://en.wikipedia.org/wiki/Kaskinen
135,France,66,Mata-Utu,http://www.wikidata.org/entity/Q31002,wd:Q31002,2418361,capital of Wallis and Futuna,"Mata Utu (French pronunciation: ​[mata.utu]; ʻUvean: Matāʻutu, [mataːʔutu]) is the capital city of Wallis and Futuna, an overseas collectivity of France. It is located on the island of Uvéa (ʻUvea), in the district of Hahake, of which it is also the capital. It is one of two ports in Wallis and Futuna, the other being at Leava on Futuna. Hihifo Airport, the main airport accessing the island and city, is 5.6 kilometres (3.5 mi) to the northwest. Its population was 1,029 in 2018, up from 815 in 1998.The most prominent landmarks in the town are the Matâ'Utu Cathedral, the palace next to it and backdrop of the Mt. Lulu Fakahega where there is an old chapel.",https://en.wikipedia.org/wiki/Mata_Utu
136,Georgia,51,Pitsunda,http://www.wikidata.org/entity/Q211318,wd:Q211318,2294180,town in Abkhazia,"Pitsunda (Abkhazian: Пиҵунда, Russian: Пицунда) or Bichvinta (Georgian: ბიჭვინთა [bitʃʼvintʰɑ] (listen)) is a resort town in the Gagra district of Abkhazia/Georgia. Founded by Greek colonists in the 5th century BC, Pitsunda became an important political and religious centre of the region in the antiquity and the Middle Ages. Since Soviet times it has been one of the main resorts of Abkhazia.",https://en.wikipedia.org/wiki/Pitsunda
