country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Azerbaijan,30,David Gareja monastery complex,http://www.wikidata.org/entity/Q1178627,wd:Q1178627,590397,Monastery in Georgia,"David Gareja (Georgian: დავითგარეჯის სამონასტრო კომპლექსი) is a rock-hewn Georgian Orthodox  monastery complex located in the Kakheti region of Eastern Georgia, on the half-desert slopes of Mount Gareja on the edge of Iori Plateau, some 60–70 km southeast of Georgia's capital Tbilisi. The complex includes hundreds of cells, churches, chapels, refectories and living quarters hollowed out of the rock face.
Part of the complex of David Gareja (Bertubani Monastery) is located on the Azerbaijan–Georgia border and has become subject to a border dispute between the two countries. The area is also home to protected animal species and evidence of some of the oldest human habitations in the region.",https://en.wikipedia.org/wiki/David_Gareja_monastery_complex
Bahrain,22,Al Fateh Grand Mosque,http://www.wikidata.org/entity/Q2086076,wd:Q2086076,4724317,mosque in Bahrain (Juffair),"The Al-Fateh Mosque (also known as Al-Fateh Islamic Center & Al Fateh Grand Mosque) (Arabic: مسجد الفاتح; transliterated: Masjid al-Fatih) is one of the largest mosques in the world, encompassing 6,500 square meters and having the capacity to accommodate over 7,000 worshippers at a time.  The mosque was built by the late Sheikh Isa bin Salman Al Khalifa in 1987 and was named after Ahmed Al Fateh. In 2006, Al-Fateh became the site of the National Library of Bahrain.",https://en.wikipedia.org/wiki/Al_Fateh_Grand_Mosque
Bangladesh,50,Somapura Mahavihara,http://www.wikidata.org/entity/Q305044,wd:Q305044,12694418,Buddhist Monastery,"Somapura Mahavihara (Bengali: সোমপুর মহাবিহার, romanized: Shompur Môhabihar) in Paharpur, Badalgachhi, Naogaon, Bangladesh is among the best known Buddhist viharas, monasteries, in the Indian Subcontinent and is one of the most important archaeological sites in the country. It is also one of the earliest sites of Bengal, where significant numbers of Hindu statues were found. It was designated as a UNESCO World Heritage Site in 1985. It is one of the most famous examples of architecture in pre-Islamic Bangladesh. It dates from a period to the nearby Halud Vihara and to the Sitakot Vihara in Nawabganj Upazila of Dinajpur District.",https://en.wikipedia.org/wiki/Somapura_Mahavihara
Barbados,9,Nidhe Israel Synagogue,http://www.wikidata.org/entity/Q2975704,wd:Q2975704,7815318,"establishment in Bridgetown, Barbados","The Nidḥe Israel Synagogue (Hebrew: בית הכנסת נדחי ישראל Bet Knesset Nide Yisrael, lit. Synagogue of the Scattered of Israel) is the only synagogue in Bridgetown, Barbados. Located along Synagogue Lane; and bordered by the wider Magazine Lane; James, Coleridge and Pinfold streets; it is a part of the Synagogue Historic District.[1]  In 2011 the synagogue and excavated mikveh were designated as UNESCO protected properties within the World Heritage Site of Historic Bridgetown and its Garrison area.  It is one of the oldest synagogues in the Western hemisphere and a Barbados National Trust property.",https://en.wikipedia.org/wiki/Nidhe_Israel_Synagogue
Belarus,24,Church of Saints Simon and Helena,http://www.wikidata.org/entity/Q1742825,wd:Q1742825,14448343,"church building in Minsk, Belarus","The Church of Saints Simon and Helena (Belarusian: Касьцёл сьвятых Сымона і Алены) (Polish: Kościół św. Szymona i św. Heleny w Mińsku), also known as the Red Church (Belarusian: Чырвоны касьцёл) (Polish: Czerwony Kościół), is a Roman Catholic church on Independence Square in Minsk, Belarus.
This neo-Romanesque church was designed by Polish architects Tomasz Pajzderski and Władysław Marconi. The cornerstone was laid in 1905 and the church was completed in 1910. The bricks for its walls were sourced from Częstochowa, whilst the roof tiles came from Włocławek. Its construction was financed by Edward Woyniłłowicz (1847-1928), a prominent Belarusian-Polish landowner, businessman and civic activist. The church was named and consecrated in memory of Woyniłłowicz's two deceased children, Szymon and Helena.",https://en.wikipedia.org/wiki/Church_of_Saints_Simon_and_Helena
Belgium,45,Tournai Cathedral,http://www.wikidata.org/entity/Q391229,wd:Q391229,5196041,cathedral,"The Tournai Cathedral, or Cathedral of Our Lady  (French: Notre-Dame de Tournai, Dutch: Onze-Lieve-Vrouw van Doornik), is a Roman Catholic church, see of the Diocese of Tournai  in Tournai, Belgium. It has been classified both as a Wallonia's major heritage since 1936 and as a World Heritage Site since 2000.",https://en.wikipedia.org/wiki/Tournai_Cathedral
Belize,7,St. John's Cathedral,http://www.wikidata.org/entity/Q4163413,wd:Q4163413,23286355,"19th century Anglican cathedral in Belize City, Belize","The Cathedral Church of St. John the Baptist is the primary cathedral of the Anglican Diocese of Belize.
Based in Belize City, Belize, and built from 1812 to 1820 with bricks that had been used as ballast aboard ships, it was the first church to be built in the colony of British Honduras.
Initially a parish church, St. John's Church became St. John's Cathedral in 1891, a few years after the Diocese of Belize had been erected. It has numerous alterations dating to more recent renovations.  The exterior of the church is of brick; the interior is fitted out in mahogany and sapodilla.
It is a historical landmark of Belize from the colonial influence of the country's past. Attached to the church is the oldest cemetery in the country, Yarborough Cemetery.
It was built by the British using slave labour.",https://en.wikipedia.org/wiki/St._John%27s_Cathedral_(Belize_City)
Benin,7,Basilique de l'Immaculée Conception,http://www.wikidata.org/entity/Q2091236,wd:Q2091236,24435436,building in Benin,"The Basilique de l'Immaculée Conception (Basilica of the Immaculate Conception) is a Roman Catholic minor basilica dedicated to the Immaculate Conception located in Ouidah, Benin.  The basilica is under the circumscription of the Archdiocese of Cotonou.  The basilica was dedicated on November 9, 1989.",https://en.wikipedia.org/wiki/Basilique_de_l%27Immacul%C3%A9e_Conception
Bhutan,37,Paro Taktsang,http://www.wikidata.org/entity/Q2209873,wd:Q2209873,19958573,temple complex in Bhutan,"Paro Taktsang (Dzongkha: སྤ་གྲོ་སྟག་ཚང་, also known as the Taktsang Palphug Monastery and the Tiger's Nest), is a sacred Vajrayana Himalayan Buddhist site located in the cliffside of the upper Paro valley in Bhutan. It is one of thirteen Tiger's Nest caves in historical Tibet in which Padmasambhava practiced and taught Vajrayana.A later monastery complex was built in 1692, around the Taktsang Senge Samdup cave, where Guru Padmasambhava meditated and practiced with students including Yeshe Tsogyal before departing the kingdom of Tibet in the early 9th century. Padmasambhava is credited with introducing Vajrayana Buddhism to Bhutan, which was then part of Tibet, and is the tutelary deity of the country. Today, Paro Taktsang is the best known of the thirteen taktsang or ""tiger lair"" caves in which he and his students meditated.
The shrine dedicated to Padmasambhava, also known as Gu-ru mTshan-brgyad Lhakhang or ""the Shrine of the Guru with Eight Names"", refers to Padmasambhava's Eight Manifestations and is an elegant structure built around the cave in 1692 by Gyalse Tenzin Rabgye. It has become the cultural icon of Bhutan. A popular festival, known as the Tsechu, held in honor of Padmasambhava, is celebrated in the Paro valley sometime during March or April.",https://en.wikipedia.org/wiki/Paro_Taktsang
Bolivia,30,Jesuit Missions of Chiquitos,http://www.wikidata.org/entity/Q33934,wd:Q33934,19727558,Catholic missions in Bolivia,"The Jesuit Missions of Chiquitos are located in Santa Cruz department in eastern Bolivia. Six of these former missions (all now secular municipalities) collectively were designated as a UNESCO World Heritage Site in 1990. Distinguished by a unique fusion of European and Amerindian cultural influences, the missions were founded as reductions or reducciones de indios by Jesuits in the 17th and 18th centuries to convert local tribes to Christianity.
The interior region bordering Spanish and Portuguese territories in South America was largely unexplored at the end of the 17th century. Dispatched by the Spanish Crown, Jesuits explored and founded eleven settlements in 76 years in the remote Chiquitania – then known as Chiquitos – on the frontier of Spanish America. They built churches (templos) in a unique and distinct style that combined elements of native and European architecture. The indigenous inhabitants of the missions were taught European music as a means of conversion. The missions were self-sufficient, with thriving economies, and virtually autonomous from the Spanish crown.
After the expulsion of the Jesuit order from Spanish territories in 1767, most Jesuit reductions in South America were abandoned and fell into ruins. The former Jesuit missions of Chiquitos are unique because these settlements and their associated culture have survived largely intact.
A large restoration project of the missionary churches began with the arrival of the former Swiss Jesuit and architect Hans Roth in 1972. Since 1990, these former Jesuit missions have experienced some measure of popularity, and have become a tourist destination. A popular biennial international musical festival put on by the nonprofit organization Asociación Pro Arte y Cultura along with other cultural activities within the mission towns, contribute to the popularity of these settlements.",https://en.wikipedia.org/wiki/Jesuit_Missions_of_Chiquitos
Bosnia and Herzegovina,27,Gazi Husrev-beg Mosque,http://www.wikidata.org/entity/Q1255835,wd:Q1255835,834440,mosque,"Gazi Husrev-beg Mosque (Bosnian: Gazi Husrev-begova džamija, Turkish: Gazi Hüsrev Bey Camii) is a mosque in the city of Sarajevo, Bosnia and Herzegovina. Built in the 16th century, it is the largest historical mosque in Bosnia and Herzegovina and one of the most representative Ottoman structures in the Balkans. Being the central Sarajevo's mosque since the days of its construction, today it also serves as the main congregational mosque of the Muslims in Bosnia and Herzegovina. It is located in the Baščaršija neighborhood in the Stari Grad municipality and, being one of the main architectural monuments in the town, is regularly visited by tourists.",https://en.wikipedia.org/wiki/Gazi_Husrev-beg_Mosque
Brazil,87,Christ the Redeemer,http://www.wikidata.org/entity/Q79961,wd:Q79961,849683,"statue of Jesus in Río de Janeiro, Brasill","Christ the Redeemer (Portuguese: Cristo Redentor, standard Brazilian Portuguese: [ˈkɾistu ʁedẽˈtoʁ], local pronunciation: [ˈkɾiɕtŭ̥ xe̞dẽˈtoɦ]) is an Art Deco statue of Jesus Christ in Rio de Janeiro, Brazil, created by French sculptor Paul Landowski and built by Brazilian engineer Heitor da Silva Costa, in collaboration with French engineer Albert Caquot. Romanian sculptor Gheorghe Leonida fashioned the face. Constructed between 1922 and 1931, the statue is 30 metres (98 ft) high, excluding its 8-metre (26 ft) pedestal. The arms stretch 28 metres (92 ft) wide. It is made of reinforced concrete and soapstone.The statue weighs 635 metric tons (625 long, 700 short tons), and is located at the peak of the 700-metre (2,300 ft) Corcovado mountain in the Tijuca National Park overlooking the city of Rio de Janeiro. A symbol of Christianity around the world, the statue has also become a cultural icon of both Rio de Janeiro and Brazil and was voted one of the New Seven Wonders of the World.

",https://en.wikipedia.org/wiki/Christ_the_Redeemer_(statue)
Brazil,26,Jesuit missions among the Guaraní,http://www.wikidata.org/entity/Q465960,wd:Q465960,24071776,World Heritage Site; Catholic missionary initiative and set of missions in Argentina and Brazil,error,error
Brunei,33,Omar Ali Saifuddien Mosque,http://www.wikidata.org/entity/Q842921,wd:Q842921,8153216,architectural structure,"Omar Ali Saifuddien Mosque (Malay: Masjid Omar Ali Saifuddien, Jawi: مسجد عمر علي سيف الدين) is a mosque in Bandar Seri Begawan, the capital of Brunei. It is one of the country's two masjid negara or national mosques (the other Jame' Asr Hassanil Bolkiah Mosque), as well as a national landmark. It is one of the largest and oldest mosques in the country and is named after Omar Ali Saifuddien III, the 28th Sultan of Brunei and the father of the current monarch Sultan Hassanal Bolkiah. The mosque serves as a symbol of the Islamic faith in Brunei.",https://en.wikipedia.org/wiki/Omar_Ali_Saifuddien_Mosque
Bulgaria,50,Alexander Nevsky Cathedral,http://www.wikidata.org/entity/Q43282,wd:Q43282,3878247,cathedral in Bulgaria,"St. Alexander Nevsky Cathedral (Bulgarian: Храм-паметник ""Свети Александър Невски"", Hram-pametnik ""Sveti Aleksandar Nevski"") is a Bulgarian Orthodox cathedral in Sofia, the capital of Bulgaria. Built in Neo-Byzantine style, it serves as the cathedral church of the Patriarch of Bulgaria and it is believed to be one of the 50 largest Christian church buildings by volume in the world. It is one of Sofia's symbols and primary tourist attractions. St. Alexander Nevsky Cathedral in Sofia occupies an area of 3,170 square metres (34,100 sq ft) and can hold 5,000 people inside. It is believed to be among the 10 largest Eastern Orthodox church buildings. It is the largest cathedral in the Balkans. It is believed that until year 2000 it was the largest finished Orthodox cathedral.","https://en.wikipedia.org/wiki/Alexander_Nevsky_Cathedral,_Sofia"
Burkina Faso,13,Ouagadougou Cathedral,http://www.wikidata.org/entity/Q1736205,wd:Q1736205,15381636,Catholic cathedral in Burkina Faso,"Ouagadougou Cathedral, or the Cathedral of the Immaculate Conception of Ouagadougou (French: Cathédrale de l'Immaculée-Conception de Ouagadougou) is the cathedral of the Roman Catholic Archdiocese of Ouagadougou in Ouagadougou, the capital of Burkina Faso. It was built in the 1930s, by apostolic vicar Joanny Thévenoud from the White Fathers, at the time of French North Africa, and was dedicated on 19 January 1936, after a two-year construction. Behind the cathedral, near the carpark is an altar dedicated to Mary, Ave Maria, with a statue of the Virgin in a carved stone arch.",https://en.wikipedia.org/wiki/Ouagadougou_Cathedral
Burundi,6,"Regina Mundi Cathedral, Bujumbura",http://www.wikidata.org/entity/Q16964613,wd:Q16964613,50512980,building in Burundi,"The Regina Mundi Cathedral (French: Cathédrale Regina Mundi de Bujumbura, literally the ""Cathedral of the Queen of the World in Bujumbura"") is Catholic church in the city of Bujumbura, the former capital of the African country of Burundi.It functions as the headquarters of the Metropolitan Archdiocese of Bujumbura (Latin: Archidioecesis Buiumburaensis) that was created on November 25, 2006 by Pope Benedict XVI through the bull Cum ad aptius.
Follow the Roman or Latin rite and is included in the ecclesiastical province of Bujumbura. It is under the pastoral responsibility of Archbishop Evariste Ngoyagoye.","https://en.wikipedia.org/wiki/Regina_Mundi_Cathedral,_Bujumbura"
Cambodia,118,Angkor Wat,http://www.wikidata.org/entity/Q43473,wd:Q43473,189351,Hindu/Buddhist temple complex in Cambodia,"Angkor Wat (Khmer: អង្គរវត្ត, Ângkôr Vôtt  [ʔɑŋkɔː ʋŏət]; lit. 'Temple City' or 'City of Temples') is a Hindu Temple and A Buddhist Temple complex in northwest Cambodia. A national symbol and sacred site of Cambodian Buddhism and ancient Hinduism, the complex is a UNESCO World Heritage Site and a significant tourist destination.
Angkor Wat is the largest religious complex in the world by land area, measuring 162.6 hectares (401+3⁄4 acres) or more than three times the area of the Vatican City. It is also the largest Hindu Temple in the world. At the centre of the temple stands a quincunx of four towers surrounding a central spire that rises to a height of 65 m (213 ft). The temple has three rectangular galleries, each raised above the next. It lies within an outer wall 3.6 kilometres (2+1⁄4 miles) long and a moat more than five kilometres (three miles) long.The temple was built in the early 12th century at the behest of Suryavarman II of the Khmer Empire, within the imperial capital Yaśodharapura (យសោធរបុរៈ, present-day Angkor). It served as the state temple for the empire. Originally dedicated to the Hindu god Vishnu, it was converted to a Buddhist temple towards the end of the 12th century.Angkor Wat combines two basic plans of Khmer temple architecture: the temple-mountain and the later galleried temple. It is designed to represent Mount Meru, home of the devas in Hindu and Buddhist cosmology. Unlike most Angkorian temples, Angkor Wat is oriented to the west. Scholars are divided as to the significance of this. The temple is admired for the grandeur and harmony of its architecture, extensive bas-reliefs, and the statues of Buddhas and Devas that adorn its walls.
As the best-preserved temple at the site, Angkor Wat is the only one to have remained a significant religious centre since its foundation. The temple is at the top of the high classical style of Khmer architecture. It is one of the most important pilgrimage sites for Buddhists in Cambodia and around the world, having played a major role in converting Cambodia into a Buddhist nation. It has become a symbol of Cambodia, appearing on its national flag, and is the country's main tourist attraction.",https://en.wikipedia.org/wiki/Angkor_Wat
Cameroon,7,"Cathedral of Saints Peter and Paul, Douala",http://www.wikidata.org/entity/Q2942426,wd:Q2942426,39455904,monument of Cameroon,"The Cathedral of Saints Peter and Paul - situated in Douala, Cameroon - is the cathedral of the Roman Catholic Archdiocese of Douala and dedicated to St Peter and St Paul.","https://en.wikipedia.org/wiki/Cathedral_of_Saints_Peter_and_Paul,_Douala"
Canada,34,Tin Can Cathedral,http://www.wikidata.org/entity/Q40133,wd:Q40133,35788446,first independent Ukrainian church in North America,"The Tin Can Cathedral (Ukrainian: Бляшана Катедра, romanized: Blyashana Katedra) was the first independent Ukrainian church in North America.  It was the heart of the Seraphimite Church.  Founded in Winnipeg, it had no affiliation with any church in Europe.
Ukrainian immigrants began arriving in Canada in 1891 mainly from the Austro-Hungarian provinces, the regions of Bukovyna and Galicia.  The new arrivals from Bukovyna were Eastern Orthodox, those from Galicia Eastern Catholic.  In either case it was the Byzantine Rite with which they were familiar.  By 1903 the Ukrainian immigrant population in Western Canada had become large enough to attract the attention of religious leaders, politicians, and educationalists.",https://en.wikipedia.org/wiki/Tin_Can_Cathedral
Cape Verde,6,"Pro-Cathedral of Our Lady of Grace, Praia",http://www.wikidata.org/entity/Q3580187,wd:Q3580187,50512007,building in Cape Verde,"The Pro-Cathedral of Our Lady of Grace (Portuguese: Pró-catedral Nossa Senhora da Graça) is a catholic church on the east side of Praça Alexandre Albuquerque, in the city centre of Praia, on the island of Santiago, Cape Verde. The church was built between 1894 and 1902. It is the seat of the Roman Catholic Diocese of Santiago de Cabo Verde, which was created in 1533. It is under the pastoral responsibility of Arlindo Gomes Furtado Cardinal.
The church was built in neoclassical style. Its main façade and entrance are at the Praça Alexandre Albuquerque; the bell tower is at the rear of the church, on Avenida Andrade Corvo.","https://en.wikipedia.org/wiki/Pro-Cathedral_of_Our_Lady_of_Grace,_Praia"
Central African Republic,2,"St. Peter Claver Cathedral, Bangassou",http://www.wikidata.org/entity/Q24008277,wd:Q24008277,50426257,building in Central African Republic,"The St. Peter Claver Cathedral (French: Cathédrale Saint Pierre Claver de Bangassou) or just Bangassou Cathedral, is a religious building belonging to the Catholic Church and is located in the town of Bangassou part of Mbomou prefecture, south of the Central African Republic.","https://en.wikipedia.org/wiki/St._Peter_Claver_Cathedral,_Bangassou"
Chad,6,"Cathedral of Our Lady, N'Djamena",http://www.wikidata.org/entity/Q15689003,wd:Q15689003,50278377,"cathedral in N'Djamena, Chad","The Our Lady of Peace Cathedral (French: Cathédrale Notre-Dame de la Paix) (Also simply called Cathedral of Our Lady) is the catholic cathedral of N'Djamena, capital of Chad and seat of the Archdiocese of N'Djamena (Archidioecesis Ndiamenana or L'archidiocèse de N'Djaména). It is located near the Charles de Gaulle Avenue and Avenue Félix Éboué. It was built and inaugurated in 1965 and destroyed on April 21, 1980, during the Civil War. In fact, the city suffered great destruction in 1979 and especially in 1980, when the conflict developed commonly called the war ""Tizah chuhur"". The current building, which occupies most of the old structures, was rebuilt between 1983 and 1986. In 2013 it was restored again.","https://en.wikipedia.org/wiki/Our_Lady_of_Peace_Cathedral,_N%27Djamena"
Chile,36,Cathedral of the Most Holy Conception,http://www.wikidata.org/entity/Q210869,wd:Q210869,35417886,cathedral,"The Cathedral of the Most Holy Conception (in Spanish: Catedral de la Santísima Concepción) is a Roman Catholic cathedral located in Concepción, Chile.","https://en.wikipedia.org/wiki/Cathedral_of_the_Most_Holy_Conception,_Chile"
Colombia,30,Las Lajas Sanctuary,http://www.wikidata.org/entity/Q2227269,wd:Q2227269,9401381,national monument of Colombia,"The National Shrine Basilica of Our Lady of Las Lajas (Spanish: Basílica Santuario Nacional de Nuestra Señora de las Lajas), commonly called Las Lajas Shrine (Santuario de Las Lajas), is a basilica church located in southern Colombia. The basilica is situated within the municipality of Ipiales, in the Nariño Department, and is built inside the canyon of the Guáitara River.
The present church was built in a Gothic style between 1916 and 1949, taking up a total time frame of 33 years to build. The name Laja (slab) comes from the name of a type of flat sedimentary rock similar to shale and slate.
It is a popular pilgrimage site for Christians from both Colombia and neighboring Ecuador, due to the legend of a Marian apparition that is purported to have taken place here in the 18th century.",https://en.wikipedia.org/wiki/Las_Lajas_Shrine
