country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Belize,5,Operation Neuland,http://www.wikidata.org/entity/Q7097319,wd:Q7097319,36582553,submarine warfare of the German Kriegsmarine in the Caribbean Sea,"Operation Neuland (New Land) was the German Navy's code name for the extension of unrestricted submarine warfare into the Caribbean Sea during World War II. U-boats demonstrated range to disrupt United Kingdom petroleum supplies and United States aluminum supplies which had not been anticipated by Allied pre-war planning. Although the area remained vulnerable to submarines for several months, U-boats never again enjoyed the opportunities for success resulting from the surprise achieved by the submarines participating in this operation.",https://en.wikipedia.org/wiki/Operation_Neuland
Bolivia,1,1940 in Bolivia,http://www.wikidata.org/entity/Q19870007,wd:Q19870007,45714595,Bolivia-related events during the year of 1940,Events in the year 1940 in Bolivia.,https://en.wikipedia.org/wiki/1940_in_Bolivia
Brazil,5,1942 in Brazil,http://www.wikidata.org/entity/Q500841,wd:Q500841,42854082,Brazil-related events during the year of 1942,Events in the year 1942 in Brazil.,https://en.wikipedia.org/wiki/1942_in_Brazil
Brunei,22,Sinking of Prince of Wales and Repulse,http://www.wikidata.org/entity/Q700569,wd:Q700569,851091,"naval engagement in World War II, part of the war in the Pacific","The sinking of Prince of Wales and Repulse was a naval engagement in World War II, as part of the war in the Pacific, that took place on 10 December 1941 in the South China Sea off the east coast of the British colonies of Malaya (present-day Malaysia) and the Straits Settlements (present-day Singapore and its coastal towns), 70 miles (61 nautical miles; 110 kilometres) east of Kuantan, Pahang.  The Royal Navy battleship HMS Prince of Wales and battlecruiser HMS Repulse were sunk by land-based bombers and torpedo bombers of the Imperial Japanese Navy. In Japanese, the engagement was referred to as the Naval Battle of Malaya (マレー沖海戦, Marē-oki kaisen).
The objective of Force Z, which consisted of one battleship, one battlecruiser and four destroyers, was to intercept the Japanese invasion fleet in the South China Sea north of Malaya. The task force sailed without air support. Although the British had a close encounter with Japanese heavy surface units, the force failed to find and destroy the main convoy. On their return to Singapore they were attacked in open waters and sunk by long-range torpedo bombers. The commander of Force Z, Admiral Sir Tom Phillips, elected to maintain radio silence and an alert was only sent (by the Repulse) one hour after the first Japanese attack.
With the attack on Pearl Harbor only three days earlier, the Malayan engagement illustrated the effectiveness of aerial attacks against even the heaviest of naval assets if they were without air cover. This added to the importance for the Allies of the three USN aircraft carriers in the Pacific: USS Enterprise, Lexington, and Saratoga. The sinking of the two ships severely weakened the British Eastern Fleet in Singapore, and the Japanese fleet was only engaged by submarines until the Battle off Endau on 27 January 1942. Singapore itself would fall to the Japanese just a month later on 15 February, leading to the largest surrender in British history.",https://en.wikipedia.org/wiki/Sinking_of_Prince_of_Wales_and_Repulse
Bulgaria,18,Bulgarian Navy,http://www.wikidata.org/entity/Q1188381,wd:Q1188381,3972882,maritime warfare branch of Bulgaria's military,"The Bulgarian Navy (Bulgarian: Военноморски сили на Република България, romanized: Voennomorski sili na Republika Balgariya, lit. 'Naval Forces of the Republic of Bulgaria') is the navy of the Republic of Bulgaria and forms part of the Bulgarian Armed Forces. It has been largely overlooked in the reforms that Bulgaria had to go through in order to comply with NATO standards, mostly because of the great expense involved and the fact that naval assaults are not considered to be a great concern for the country's security. That is why three of the four Romeo-class submarines (excluding Slava) are now docked and have been out of operation for some time. The last one was decommissioned in November 2011. Only the more modern frigates, corvettes and missile crafts are on active duty.
In order to meet some of the NATO requirements, the Bulgarian government purchased a  Wielingen-class frigate from Belgium in 2005. BNS Wandelaar (F-912), built in 1977, was renamed BG Drazki. That same year the Bulgarian ship Smeli took part as a full NATO member for the first time in NATO OAE (Operation Active Endeavour). In 2006, following a decision of the Bulgarian National Assembly, Drazki deployed as part of the United Nations Interim Forces in Lebanon (UNIFIL), patrolling the territorial waters of Lebanon under German command. This was the first time the Bulgarian Navy took part in an international peacekeeping operation. The Bulgarian government purchased two more Wielingen-class frigates and one Tripartite-class minehunter in 2007.
The Bulgarian Navy is centred in two main bases. One is near the city of Varna. The other is Atiya Naval Base, near the city of Burgas.",https://en.wikipedia.org/wiki/Bulgarian_Navy
Cambodia,22,Sinking of Prince of Wales and Repulse,http://www.wikidata.org/entity/Q700569,wd:Q700569,851091,"naval engagement in World War II, part of the war in the Pacific","The sinking of Prince of Wales and Repulse was a naval engagement in World War II, as part of the war in the Pacific, that took place on 10 December 1941 in the South China Sea off the east coast of the British colonies of Malaya (present-day Malaysia) and the Straits Settlements (present-day Singapore and its coastal towns), 70 miles (61 nautical miles; 110 kilometres) east of Kuantan, Pahang.  The Royal Navy battleship HMS Prince of Wales and battlecruiser HMS Repulse were sunk by land-based bombers and torpedo bombers of the Imperial Japanese Navy. In Japanese, the engagement was referred to as the Naval Battle of Malaya (マレー沖海戦, Marē-oki kaisen).
The objective of Force Z, which consisted of one battleship, one battlecruiser and four destroyers, was to intercept the Japanese invasion fleet in the South China Sea north of Malaya. The task force sailed without air support. Although the British had a close encounter with Japanese heavy surface units, the force failed to find and destroy the main convoy. On their return to Singapore they were attacked in open waters and sunk by long-range torpedo bombers. The commander of Force Z, Admiral Sir Tom Phillips, elected to maintain radio silence and an alert was only sent (by the Repulse) one hour after the first Japanese attack.
With the attack on Pearl Harbor only three days earlier, the Malayan engagement illustrated the effectiveness of aerial attacks against even the heaviest of naval assets if they were without air cover. This added to the importance for the Allies of the three USN aircraft carriers in the Pacific: USS Enterprise, Lexington, and Saratoga. The sinking of the two ships severely weakened the British Eastern Fleet in Singapore, and the Japanese fleet was only engaged by submarines until the Battle off Endau on 27 January 1942. Singapore itself would fall to the Japanese just a month later on 15 February, leading to the largest surrender in British history.",https://en.wikipedia.org/wiki/Sinking_of_Prince_of_Wales_and_Repulse
Canada,4,1940 Canadian federal election,http://www.wikidata.org/entity/Q1448629,wd:Q1448629,804516,legislative election in Canada,"The 1940 Canadian federal election was held March 26, 1940, to elect members  of the House of Commons of Canada of the 19th Parliament of Canada.  Prime Minister William Lyon Mackenzie King's Liberal Party was re-elected to their second consecutive majority government.
The election was overshadowed by the Second World War, which caused many Canadians to rally around the government. In response to this, the Conservative Party of Robert Manion ran on a platform advocating the creation of an all-party national unity government and ran under the name ""National Government"" in this election. Though Manion was personally opposed to conscription, the Liberals faced intense pressure in Quebec on the question and promised not to institute the measure. This promise was to haunt the Liberals as they faced increasing pressure from the military and especially from English Canada to bring in the measure. To release him from his September 1939 promise, King called a plebiscite in 1942 on the question. See also Conscription Crisis of 1944. It was the most successful election for the Liberal Party in its history, in which it captured 73% of the seats in the House of Commons.
Social Credit ran jointly with the New Democracy movement of William Duncan Herridge.
Some candidates of the Conservative and Social Credit parties insisted on running under the traditional names, however.
The Co-operative Commonwealth Federation (CCF) gained its first seat east of Manitoba, with the election of Clarence Gillis from Cape Breton Island. This election was the last one for its ailing leader, J. S. Woodsworth.",https://en.wikipedia.org/wiki/1940_Canadian_federal_election
Cape Verde,2,1940 in Cape Verde,http://www.wikidata.org/entity/Q39054764,wd:Q39054764,54518545,list of events,The following lists events that happened during 1940 in Cape Verde.,https://en.wikipedia.org/wiki/1940_in_Cape_Verde
Chad,4,Sonderkommando Blaich,http://www.wikidata.org/entity/Q7242534,wd:Q7242534,32113218,German air raid against  Fort Lamy in the Chad in 1942,"Sonderkommando Blaich (Special Command Blaich) was a German unit consisting of s Heinkel He 111H medium bomber supported by an Italian Savoia-Marchetti SM.82 (Marsupiale) transport aircraft and a Messerschmitt Bf 108 (Taifun). In January 1942 the Heinkel raided the Free French–controlled Fort Lamy in the Chad region of French Equatorial Africa. The raid against a target 1,250 mi (2,010 km) from Axis bases in North Africa was a success but on its return flight the Heinkel ran out of fuel and had to make an emergency landing; the crew and aircraft were rescued a week later.",https://en.wikipedia.org/wiki/Sonderkommando_Blaich
Chile,7,1938 Chilean presidential election,http://www.wikidata.org/entity/Q641559,wd:Q641559,2005043,election,"Presidential elections were held in Chile on 25 October 1938. The result was a narrow victory for Pedro Aguirre Cerda of the Radical Party, who received 50.5% of the vote.",https://en.wikipedia.org/wiki/1938_Chilean_presidential_election
Colombia,5,Operation Neuland,http://www.wikidata.org/entity/Q7097319,wd:Q7097319,36582553,submarine warfare of the German Kriegsmarine in the Caribbean Sea,"Operation Neuland (New Land) was the German Navy's code name for the extension of unrestricted submarine warfare into the Caribbean Sea during World War II. U-boats demonstrated range to disrupt United Kingdom petroleum supplies and United States aluminum supplies which had not been anticipated by Allied pre-war planning. Although the area remained vulnerable to submarines for several months, U-boats never again enjoyed the opportunities for success resulting from the surprise achieved by the submarines participating in this operation.",https://en.wikipedia.org/wiki/Operation_Neuland
Costa Rica,5,Operation Neuland,http://www.wikidata.org/entity/Q7097319,wd:Q7097319,36582553,submarine warfare of the German Kriegsmarine in the Caribbean Sea,"Operation Neuland (New Land) was the German Navy's code name for the extension of unrestricted submarine warfare into the Caribbean Sea during World War II. U-boats demonstrated range to disrupt United Kingdom petroleum supplies and United States aluminum supplies which had not been anticipated by Allied pre-war planning. Although the area remained vulnerable to submarines for several months, U-boats never again enjoyed the opportunities for success resulting from the surprise achieved by the submarines participating in this operation.",https://en.wikipedia.org/wiki/Operation_Neuland
Croatia,10,Glina massacres,http://www.wikidata.org/entity/Q1290410,wd:Q1290410,15733304,Croatian war crime during World War II,"The Glina massacres were killings of Serb peasants in the town of Glina in the Independent State of Croatia (NDH) that occurred between May and August 1941, during World War II. The first wave of massacres in the town began on 11 or 12 May 1941, when a band of Ustaše led by Mirko Puk murdered a group of Serb men and boys in a Serbian Orthodox church before setting it on fire. The following day, approximately 100 Serb males were murdered by the Ustaše in the nearby village of Prekopi. Estimates of the overall number of Serbs killed from 11–13 May range from 260 to 417. Further killings in Glina occurred between 30 July and 3 August of that same year, when 700–2,000 Serbs were massacred by a group of Ustaše led by Vjekoslav Luburić. 
In many of these massacres, the prospect of conversion was used as a means to gather Serbs together so that they could be killed. Ljubo Jednak, the only survivor of these killings, went on to testify at the trials of the several prominent figures in the NDH after the war. Puk was captured by British forces in 1945 while attempting to flee to Austria and was extradited to Yugoslavia the following year, where he committed suicide. Luburić escaped Yugoslavia after the war and moved to Francoist Spain, where he was killed by a person generally assumed to be an agent of the Yugoslav State Security Service.
An estimated 2,000–2,400 people were killed in the Glina massacres. In 1969, a monument was erected and a memorial museum was built to commemorate the victims of the killings. Following the independence of Croatia from Yugoslavia, the monument was removed by Croatian authorities in the town. After the Croatian War of Independence, the local authorities failed to restore it and dismantled it instead.

",https://en.wikipedia.org/wiki/Glina_massacres
Cuba,5,Operation Neuland,http://www.wikidata.org/entity/Q7097319,wd:Q7097319,36582553,submarine warfare of the German Kriegsmarine in the Caribbean Sea,"Operation Neuland (New Land) was the German Navy's code name for the extension of unrestricted submarine warfare into the Caribbean Sea during World War II. U-boats demonstrated range to disrupt United Kingdom petroleum supplies and United States aluminum supplies which had not been anticipated by Allied pre-war planning. Although the area remained vulnerable to submarines for several months, U-boats never again enjoyed the opportunities for success resulting from the surprise achieved by the submarines participating in this operation.",https://en.wikipedia.org/wiki/Operation_Neuland
Czech Republic,29,Prague uprising,http://www.wikidata.org/entity/Q666778,wd:Q666778,1845955,uprising attempting to liberate the city of Prague from German occupation during World War II,"The Prague uprising (Czech: Pražské povstání) was a partially successful attempt by the Czech resistance to liberate the city of Prague from German occupation in May 1945, at the end of World War II. The preceding six years of occupation had fuelled anti-German sentiment and the approach of the Soviet Red Army and the US Third Army offered a chance of success.
On 5 May 1945, in the last moments of the war in Europe, Czech citizens spontaneously attacked the German occupiers and Czech resistance leaders emerged from hiding to join the uprising. The Russian Liberation Army, which had been fighting for the Germans, defected and supported the Czechs. German troops counter-attacked, but their progress was slowed by barricades constructed by the Czech citizenry. On 8 May, the Czech and German leaders signed a ceasefire allowing the German forces to withdraw from the city, but not all Waffen-SS units obeyed. Fighting continued until 9 May, when the Red Army entered the nearly liberated city.
The uprising was brutal, with both sides committing war crimes. The German side used Czech civilians as human shields and committed massacres. Violence against German civilians, sanctioned by the Czechoslovak government, continued after the liberation, and was justified as revenge for the occupation or as a means to encourage Germans to flee.  George Patton’s US Third Army was ordered by General Dwight Eisenhower not to come to the aid of the Czech insurgents, which undermined the credibility of the Western powers in postwar Czechoslovakia. Instead, the uprising was presented as a symbol of Czech resistance to Nazi rule, and the liberation by the Red Army was used by the Czechoslovak Communist Party to increase popular support for the party.",https://en.wikipedia.org/wiki/Prague_uprising
Denmark,25,German invasion of Denmark,http://www.wikidata.org/entity/Q2308186,wd:Q2308186,17067946,fighting that followed the German army crossing the Danish border on 111 April 1940,"The German invasion of Denmark (German: Operation Weserübung – Süd), sometimes known as the Six Hour War due to the short length, was the German attack on Denmark on 9 April 1940, during the Second World War. The attack was a prelude to the invasion of Norway (German: Weserübung Nord, 9 April – 10 June 1940).
Denmark's strategic importance for Germany was limited. The invasion's primary purpose was to use Denmark as a staging ground for operations against Norway, and to secure supply lines to the forces about to be deployed there. An extensive network of radar systems was built in Denmark to detect British bombers bound for Germany.
The attack on Denmark was a breach of the non-aggression pact Denmark had signed with Germany less than a year earlier. The initial plan was to push Denmark to accept that German land, naval and air forces could use Danish bases, but Adolf Hitler subsequently demanded that both Norway and Denmark be invaded.
Denmark's military forces were inferior in numbers and equipment, and after a short battle were forced to surrender. After fewer than two hours of struggle, the Danish Prime Minister Thorvald Stauning stopped the opposition to the German attack, for fear that the Germans would bomb Copenhagen, as they had done with Warsaw during the invasion of Poland in September 1939. Due to communication difficulties, some Danish forces continued to fight, but after a further two hours, all opposition had stopped.
Lasting approximately 6 hours, the German ground campaign against Denmark was one of the shortest military operations of the Second World War.",https://en.wikipedia.org/wiki/German_invasion_of_Denmark_(1940)
Dominica,5,Operation Neuland,http://www.wikidata.org/entity/Q7097319,wd:Q7097319,36582553,submarine warfare of the German Kriegsmarine in the Caribbean Sea,"Operation Neuland (New Land) was the German Navy's code name for the extension of unrestricted submarine warfare into the Caribbean Sea during World War II. U-boats demonstrated range to disrupt United Kingdom petroleum supplies and United States aluminum supplies which had not been anticipated by Allied pre-war planning. Although the area remained vulnerable to submarines for several months, U-boats never again enjoyed the opportunities for success resulting from the surprise achieved by the submarines participating in this operation.",https://en.wikipedia.org/wiki/Operation_Neuland
Dominican Republic,5,Operation Neuland,http://www.wikidata.org/entity/Q7097319,wd:Q7097319,36582553,submarine warfare of the German Kriegsmarine in the Caribbean Sea,"Operation Neuland (New Land) was the German Navy's code name for the extension of unrestricted submarine warfare into the Caribbean Sea during World War II. U-boats demonstrated range to disrupt United Kingdom petroleum supplies and United States aluminum supplies which had not been anticipated by Allied pre-war planning. Although the area remained vulnerable to submarines for several months, U-boats never again enjoyed the opportunities for success resulting from the surprise achieved by the submarines participating in this operation.",https://en.wikipedia.org/wiki/Operation_Neuland
Ecuador,12,Rio Protocol,http://www.wikidata.org/entity/Q1801868,wd:Q1801868,298401,1942 international agreement between Ecuador and Peru,"The Protocol of Peace, Friendship, and Boundaries between Peru and Ecuador, or Rio Protocol for short, was an international agreement signed in Rio de Janeiro, Brazil, on January 29, 1942, by the foreign ministers of Peru and Ecuador, with the participation of the United States, Brazil, Chile, and Argentina as guarantors. The Protocol was intended to finally resolve the long-running territorial dispute between the two countries, and brought about the official end of the Ecuadorian–Peruvian War of 1941–1942. Nevertheless, the Protocol was incomplete, and war broke out between Peru and Ecuador twice more, in 1981 and in 1995, before the signing of the Itamaraty Peace Declaration which brought final resolution to the dispute.

",https://en.wikipedia.org/wiki/Rio_Protocol
Ecuador,4,Battle of Jambelí,http://www.wikidata.org/entity/Q2984787,wd:Q2984787,70191789,battle in the 1941 Ecuadorian–Peruvian war,error,error
Egypt,25,Operation Battleaxe,http://www.wikidata.org/entity/Q682399,wd:Q682399,519546,British Army operation during the Second World War in June 1941,"Operation Battleaxe (15–17 June 1941) was a British Army offensive during the Second World War to raise the Siege of Tobruk and re-capture eastern Cyrenaica from German and Italian forces. It was the first time during the war that a significant German force fought on the defensive. The British lost over half of their tanks on the first day and only one of three attacks succeeded.
The British achieved mixed results on the second day, being pushed back on their western flank and repulsing a big German counter-attack in the centre. On the third day, the British narrowly avoided disaster by withdrawing just ahead of a German encircling movement. The failure of Battleaxe led to the replacement of British General Sir Archibald Wavell, Commander-in-Chief Middle East, by Claude Auchinleck; Wavell took Auchinleck's position as Commander-in-Chief, India.",https://en.wikipedia.org/wiki/Operation_Battleaxe
El Salvador,3,1944 Salvadoran presidential election,http://www.wikidata.org/entity/Q7406534,wd:Q7406534,24785127,1944 elections in El Salvador,"Presidential elections were held in El Salvador in January 1944. Maximiliano Hernández Martínez was the only candidate and won the election, but no results were posted.",https://en.wikipedia.org/wiki/1944_Salvadoran_presidential_election
Equatorial Guinea,7,Operation Postmaster,http://www.wikidata.org/entity/Q1775224,wd:Q1775224,27374342,1942 British SOE mission in West Africa,"Operation Postmaster was a British special operation conducted on the Spanish island of Fernando Po, now known as Bioko, off West Africa in the Gulf of Guinea, during the Second World War. The mission was carried out by the Small Scale Raiding Force (SSRF) and the Special Operations Executive (SOE) in January 1942. Their objective was to board the Italian and German ships in the harbour and sail them to Lagos. The SSRF under the command of Major Gus March-Phillipps left Britain in August 1941 and sailed the Brixham trawler, Maid Honour, to the Spanish colony.
The British authorities in the area refused to support the raid, which they considered a breach of Spanish neutrality. Permission for the operation to go ahead eventually came from the Foreign Office in London. On 14 January 1942, while the ships' officers were attending a party arranged by an SOE agent, the commandos entered the port aboard two tugs, overpowered the ships' crews and sailed off with the ships, including the Italian merchant vessel Duchessa d'Aosta. The raid boosted SOE's reputation at a critical time and demonstrated its ability to plan and conduct secret operations no matter the political consequences.

",https://en.wikipedia.org/wiki/Operation_Postmaster
Estonia,21,Soviet evacuation of Tallinn,http://www.wikidata.org/entity/Q836124,wd:Q836124,15406461,evacuation of the Baltic Fleet and pro-Soviet citizens from Tallinn,"The Soviet evacuation of Tallinn, also called Juminda mine battle, Tallinn disaster or Russian Dunkirk, was a Soviet operation to evacuate the 190 ships of the Baltic Fleet, units of the Red Army, and pro-Soviet civilians from the fleet's encircled main base of Tallinn in Soviet-occupied Estonia during August 1941. Near Juminda peninsula Soviet fleet ran into minefield that had been laid by Finnish and German navies, and were repeatedly attacked by aircraft and torpedo boats, suffering massive losses.",https://en.wikipedia.org/wiki/Soviet_evacuation_of_Tallinn
Estonia,4,Summer War,http://www.wikidata.org/entity/Q12375607,wd:Q12375607,64538695,the 1941 battle of World War II during the Operation Barbarossa,error,error
Ethiopia,4,Anglo-Ethiopian Agreement,http://www.wikidata.org/entity/Q4763617,wd:Q4763617,6924472,1942 agreement between the United Kingdom and Ethiopia,"The Anglo-Ethiopian Agreement was a joint effort between Ethiopia and the United Kingdom at reestablishing Ethiopian independent statehood following the ousting of Italian troops by combined British and Ethiopian forces in 1941 during the Second World War.
There was a prior Anglo-Ethiopian Agreement signed in 1897. This convention  involved Menelik II and it largely dealt with the boundary  between Hararghe (Ethiopia),  and British Somaliland",https://en.wikipedia.org/wiki/Anglo-Ethiopian_Agreement
