0,1,2,3,4,5
Georgia,"1,461",908,6,4,Armenia: 164 km (102 mi) Azerbaijan: 322 km (200 mi) Russia: 723 km (449 mi) Turkey: 252 km (157 mi) Abkhazia: 141 km (88 mi) South Ossetia: 334 km (208 mi)
Germany,"3,621","2,250",15,9,Austria: 784 km (487 mi) Belgium (6):[12] 167 km (104 mi) Czech Republic: 815 km (506 mi)[23] Denmark: 68 km (42 mi) France: 451 km (280 mi) Luxembourg: 138 km (86 mi) Netherlands: 577 km (359 mi) Poland: 456 km (283 mi)  Switzerland (2):[30] 334 km (208 mi)
Ghana,"2,094","1,301",3,3,Burkina Faso: 549 km (341 mi) Côte d'Ivoire: 668 km (415 mi) Togo: 877 km (545 mi)
Greece,"1,228",763,4,4,Albania: 282 km (175 mi) Bulgaria: 494 km (307 mi) Turkey: 206 km (128 mi) North Macedonia: 246 km (153 mi)
Grenada,0,0,0,0,
Guatemala,"1,687","1,048",4,4,Belize: 266 km (165 mi) El Salvador: 203 km (126 mi) Honduras: 256 km (159 mi) Mexico: 962 km (598 mi)
Guinea,"3,399","2,112",6,6,Côte d'Ivoire: 610 km (380 mi) Guinea-Bissau: 386 km (240 mi) Liberia: 563 km (350 mi) Mali: 858 km (533 mi) Senegal: 330 km (210 mi) Sierra Leone: 652 km (405 mi)
Guinea-Bissau,724,450,2,2,Guinea: 386 km (240 mi) Senegal: 338 km (210 mi)
Guyana,"2,462","1,530",3,3,"Brazil: 1,119 km (695 mi) Suriname: 600 km (370 mi) Venezuela: 743 km (462 mi)"
Haiti,360,220,1,1,Dominican Republic: 360 km (220 mi)
Honduras,"1,520",940,3,3,Guatemala: 256 km (159 mi) El Salvador: 342 km (213 mi) Nicaragua: 922 km (573 mi)
Hong Kong[18],30,19,1,1,People's Republic of China: 30 km (19 mi)
Hungary,"2,171","1,349",7,7,Austria: 366 km (227 mi) Croatia: 329 km (204 mi) Romania: 443 km (275 mi) Serbia: 151 km (94 mi) Slovakia: 677 km (421 mi) Slovenia: 102 km (63 mi) Ukraine: 103 km (64 mi)
Iceland,0,0,0,0,
India,"14,209","8,829",10,7,"Bangladesh: 4,053 km (2,518 mi) Bhutan: 605 km (376 mi) People's Republic of China: 3,380 km (2,100 mi) Myanmar: 1,463 km (909 mi)   Nepal: 1,690 km (1,050 mi) Pakistan: 2,912 km (1,809 mi) Sri Lanka: 0.045 km (0.028 mi) on a land shoal on  Ram Setu,[31] see also Borders of India."
Indonesia,"2,830","1,760",4,3,"East Timor (2): 228 km (142 mi) Malaysia: 1,782 km (1,107 mi) Papua New Guinea: 820 km (510 mi)"
Iran,"5,440","3,380",8,7,"Afghanistan: 936 km (582 mi) Armenia: 35 km (22 mi) Azerbaijan (2):[9] 432 km (268 mi) Iraq: 1,458 km (906 mi) Pakistan: 909 km (565 mi) Turkey: 499 km (310 mi) Turkmenistan: 992 km (616 mi)"
Iraq,"3,650","2,270",6,6,"Iran: 1,458 km (906 mi) Jordan: 181 km (112 mi) Kuwait: 240 km (150 mi) Saudi Arabia: 814 km (506 mi) Syria: 605 km (376 mi) Turkey: 352 km (219 mi)"
Ireland,499,310,1,1,United Kingdom: 499 km (310 mi)
Israel,"1,017",632,4,5,Egypt: 266 km (165 mi) Gaza Strip (state of palestine):[24] 51 km (32 mi) Jordan: 238 km (148 mi) Lebanon: 79 km (49 mi) Syria: 76 km (47 mi) West Bank ( state of Palestine):[24] 307 km (191 mi)
Italy,"1,932","1,200",7,6,Austria: 430 km (270 mi) France: 488 km (303 mi) San Marino: 39 km (24 mi) Slovenia: 232 km (144 mi)  Switzerland (2):[32] 740 km (460 mi)  Vatican City: 3.2 km (2.0 mi)
Jamaica,0,0,0,0,
Japan,0,0,0,0,
Jordan,"1,635","1,016",5,5,Iraq: 181 km (112 mi) Israel: 238 km (148 mi) Saudi Arabia: 744 km (462 mi) Syria: 375 km (233 mi) West Bank (State of Palestine):[24] 97 km (60 mi)
Kazakhstan,"12,012","7,464",5,5,"People's Republic of China: 1,533 km (953 mi) Kyrgyzstan: 1,051 km (653 mi) Russia: 6,846 km (4,254 mi) Turkmenistan: 379 km (235 mi) Uzbekistan: 2,203 km (1,369 mi)"
Kenya,"3,477","2,161",5,5,Ethiopia: 861 km (535 mi) Somalia: 682 km (424 mi) South Sudan: 232 km (144 mi) Tanzania: 769 km (478 mi) Uganda: 933 km (580 mi)
Kiribati,0,0,0,0,
North Korea,"1,673","1,040",3,3,"People's Republic of China: 1,416 km (880 mi) South Korea: 238 km (148 mi) Russia: 19 km (12 mi)"
South Korea,238,148,1,1,North Korea: 238 km (148 mi)
Kosovo[4],701,436,4,4,Albania: 112 km (70 mi) Montenegro: 79 km (49 mi) North Macedonia: 159 km (99 mi) Serbia: 352 km (219 mi)
Kuwait,462,287,2,2,Iraq: 240 km (150 mi) Saudi Arabia: 222 km (138 mi)
Kyrgyzstan,"3,878","2,410",4,4,"People's Republic of China: 858 km (533 mi) Kazakhstan: 1,051 km (653 mi) Tajikistan (3):[33] 870 km (540 mi) Uzbekistan (6):[34] 1,099 km (683 mi)"
Laos,"5,083","3,158",5,5,"Cambodia: 541 km (336 mi) People's Republic of China: 423 km (263 mi) Myanmar: 235 km (146 mi) Thailand: 1,754 km (1,090 mi) Vietnam: 2,130 km (1,320 mi)"
Latvia,"1,150",710,4,4,Belarus: 141 km (88 mi) Estonia: 339 km (211 mi) Lithuania: 453 km (281 mi) Russia: 217 km (135 mi)
Lebanon,454,282,2,2,Israel: 79 km (49 mi) Syria: 375 km (233 mi)
Lesotho,909,565,1,1,South Africa: 909 km (565 mi)
Liberia,"1,585",985,3,3,Guinea: 563 km (350 mi) Côte d'Ivoire: 716 km (445 mi) Sierra Leone: 306 km (190 mi)
Libya,"4,348","2,702",6,6,"Algeria: 982 km (610 mi) Chad: 1,055 km (656 mi) Egypt: 1,115 km (693 mi) Niger: 354 km (220 mi) Sudan: 383 km (238 mi) Tunisia: 459 km (285 mi)"
Liechtenstein,76,47,2,2,Austria: 34 km (21 mi)  Switzerland: 41 km (25 mi)
Lithuania,"1,273",791,4,4,Belarus: 502 km (312 mi) Latvia: 453 km (281 mi) Poland: 91 km (57 mi) Russia:[35] 227 km (141 mi)
Luxembourg,359,223,3,3,Belgium: 148 km (92 mi) France: 73 km (45 mi) Germany: 138 km (86 mi)
Macau[19] (People's Republic of China),0.34,0.21,1,1,People's Republic of China: 0.34 km (0.21 mi)
Madagascar,0,0,0,0,
Madeira[36] (Portugal),0,0,0,0,
Malawi,"2,881","1,790",3,3,"Mozambique: 1,569 km (975 mi) Tanzania: 475 km (295 mi) Zambia: 837 km (520 mi)"
Malaysia,"3,147","1,955",4,3,"Brunei (2): 381 km (237 mi) Indonesia: 1,782 km (1,107 mi) Thailand: 506 km (314 mi)"
Maldives,0,0,0,0,
Mali,"7,243","4,501",7,7,"Algeria: 1,376 km (855 mi) Burkina Faso: 1,000 km (620 mi) Côte d'Ivoire: 532 km (331 mi) Guinea: 858 km (533 mi) Mauritania: 2,237 km (1,390 mi) Niger: 821 km (510 mi) Senegal: 419 km (260 mi)"
Malta,0,0,0,0,
Marshall Islands,0,0,0,0,
Mauritania,"5,074","3,153",4,4,"Algeria: 463 km (288 mi) Mali: 2,237 km (1,390 mi) Senegal: 813 km (505 mi) Western Sahara:[5] 1,561 km (970 mi)"
Mauritius,0,0,0,0,
Mexico,"4,353","2,705",3,3,"Belize: 250 km (160 mi) Guatemala: 962 km (598 mi) United States: 3,141 km (1,952 mi)"
Federated States of Micronesia,0,0,0,0,
Moldova,"1,389",863,2,2,Romania: 450 km (280 mi) Ukraine: 939 km (583 mi)
Monaco,4.4,2.7,1,1,France: 4.4 km (2.7 mi)
Mongolia,"8,220","5,110",2,2,"People's Republic of China: 4,677 km (2,906 mi) Russia: 3,485 km (2,165 mi)"
Montenegro,625,388,5,5,Albania: 172 km (107 mi)  Bosnia and Herzegovina: 225 km (140 mi)  Croatia: 25 km (16 mi)  Kosovo:[4] 79 km (49 mi)  Serbia: 124 km (77 mi)
Morocco,"2,018","1,254",5,3,"Algeria: 1,559 km (969 mi) Western Sahara:[5] 443 km (275 mi) Spain (3): 17 km (11 mi)[37]"
Mozambique,"4,571","2,840",6,6,"Eswatini: 105 km (65 mi) Malawi: 1,569 km (975 mi) South Africa (2): 491 km (305 mi) Tanzania: 756 km (470 mi) Zambia: 419 km (260 mi) Zimbabwe: 1,231 km (765 mi)"
Myanmar,"5,876","3,651",5,5,"Bangladesh: 193 km (120 mi) People's Republic of China: 2,185 km (1,358 mi) India: 1,463 km (909 mi) Laos: 235 km (146 mi) Thailand: 1,800 km (1,100 mi)"
Namibia,"3,936","2,446",4,4,"Angola: 1,376 km (855 mi) Botswana: 1,360 km (850 mi) South Africa: 967 km (601 mi) Zambia: 233 km (145 mi)"
Nauru,0,0,0,0,
Nepal,"2,926","1,818",2,2,"People's Republic of China: 1,236 km (768 mi) India: 1,690 km (1,050 mi)"
"Netherlands �E�E�Eincludes:
�E�E�E Aruba�E�E�E Curaçao�E�E�E Netherlands (constituent country) (including Caribbean Netherlands)�E�E�E Sint Maarten","1,037",644,33,3,Belgium (31): 450 km (280 mi) Germany: 577 km (359 mi) Saint Martin[38] (France): 10.2 km (6.3 mi)
New Zealand,0,0,0,0,
Nicaragua,"1,231",765,2,2,Costa Rica: 309 km (192 mi) Honduras: 922 km (573 mi)
Niger,"5,697","3,540",7,7,"Algeria: 956 km (594 mi) Benin: 266 km (165 mi) Burkina Faso: 628 km (390 mi) Chad: 1,175 km (730 mi) Libya: 354 km (220 mi) Mali: 821 km (510 mi) Nigeria: 1,497 km (930 mi)"
Nigeria,"4,047","2,515",4,4,"Benin: 773 km (480 mi) Cameroon: 1,690 km (1,050 mi) Chad: 87 km (54 mi) Niger: 1,497 km (930 mi)"
North Macedonia,766,476,5,5,Albania: 151 km (94 mi) Bulgaria: 148 km (92 mi) Greece: 246 km (153 mi) Kosovo:[4] 159 km (99 mi) Serbia: 62 km (39 mi)
Norway,"2,551","1,585",3,3,"Finland: 736 km (457 mi) Sweden: 1,619 km (1,006 mi) Russia: 196 km (122 mi)"
Oman,"1,374",854,6,3,Saudi Arabia: 676 km (420 mi) United Arab Emirates (4): 410 km (250 mi) Yemen: 288 km (179 mi)
Pakistan,"6,774","4,209",4,4,"Afghanistan: 2,430 km (1,510 mi) India: 2,912 km (1,809 mi) Iran: 909 km (565 mi) People's Republic of China: 523 km (325 mi)"
Palau,0,0,0,0,
Palestine[24],466,290,3,3,Egypt: 11 km (6.8 mi) Israel: 358 km (222 mi) Jordan: 97 km (60 mi)
Panama,555,345,2,2,Colombia: 225 km (140 mi) Costa Rica: 330 km (210 mi)
Papua New Guinea,820,510,1,1,Indonesia: 820 km (510 mi)
Paraguay,"3,920","2,440",3,3,"Argentina: 1,880 km (1,170 mi) Bolivia: 750 km (470 mi) Brazil: 1,290 km (800 mi)"
Peru,"5,536","3,440",5,5,"Bolivia: 900 km (560 mi) Brazil: 1,560 km (970 mi) Chile: 160 km (99 mi) Colombia: 1,496 km (930 mi) Ecuador: 1,420 km (880 mi)"
Philippines,0,0,0,0,
Poland,"2,788","1,732",7,7,Belarus: 407 km (253 mi) Czech Republic: 658 km (409 mi) Germany: 456 km (283 mi) Lithuania: 91 km (57 mi) Russia:[35] 206 km (128 mi) Slovakia: 444 km (276 mi) Ukraine: 526 km (327 mi)
Portugal,"1,214",754,1,1,"Spain: 1,214 km (754 mi)"
Qatar,60,37,1 (2),1 (2),Saudi Arabia: 60 km (37 mi)
Romania,"2,508","1,558",6,5,Bulgaria: 608 km (378 mi) Hungary: 443 km (275 mi) Moldova: 450 km (280 mi) Serbia: 476 km (296 mi) Ukraine (2): 531 km (330 mi)[39]
Russia,"20,017","12,438",17,16,"Azerbaijan: 284 km (176 mi) Belarus: 959 km (596 mi) People's Republic of China (2): 3,645 km (2,265 mi) Estonia: 294 km (183 mi) Finland: 1,340 km (830 mi) Georgia: 723 km (449 mi) Kazakhstan: 6,846 km (4,254 mi) North Korea: 19 km (12 mi) Latvia: 217 km (135 mi) Lithuania:[35] 227 km (141 mi) Mongolia: 3,485 km (2,165 mi) Norway: 196 km (122 mi) Poland:[35] 206 km (128 mi) Ukraine: 1,576 km (979 mi) South Ossetia: 74 km (46 mi) Abkhazia: 241 km (150 mi)"
Rwanda,893,555,4,4,Burundi: 290 km (180 mi) Democratic Republic of the Congo: 217 km (135 mi) Tanzania: 217 km (135 mi) Uganda: 169 km (105 mi)
Saint Kitts and Nevis,0,0,0,0,
Saint Lucia,0,0,0,0,
Saint Vincent and the Grenadines,0,0,0,0,
Samoa,0,0,0,0,
San Marino,39,24,1,1,Italy: 39 km (24 mi)
São Tomé and Príncipe,0,0,0,0,
Saudi Arabia,"4,431","2,753",7,7,"Iraq: 814 km (506 mi) Jordan: 744 km (462 mi) Kuwait: 222 km (138 mi) Oman: 676 km (420 mi) Qatar: 60 km (37 mi) United Arab Emirates: 457 km (284 mi) Yemen: 1,458 km (906 mi)"
Senegal,"2,640","1,640",5,5,The Gambia: 740 km (460 mi) Guinea: 330 km (210 mi) Guinea-Bissau: 338 km (210 mi) Mali: 419 km (260 mi) Mauritania: 813 km (505 mi)
Serbia,"2,027","1,260",8,8,Bosnia and Herzegovina (2):[14] 302 km (188 mi) Bulgaria: 318 km (198 mi) Croatia: 241 km (150 mi) Hungary: 151 km (94 mi) Kosovo:[4] 352 km (219 mi) Montenegro: 124 km (77 mi) North Macedonia: 62 km (39 mi) Romania: 476 km (296 mi)
Seychelles,0,0,0,0,
Sierra Leone,958,595,2,2,Guinea: 652 km (405 mi) Liberia: 306 km (190 mi)
Singapore,0,0[40],0[40],0[40],
Slovakia,"1,524",947,5,5,Austria: 91 km (57 mi) Czech Republic: 215 km (134 mi) Hungary: 677 km (421 mi) Poland: 444 km (276 mi) Ukraine: 97 km (60 mi)
Slovenia,"1,334",829,4,4,Austria: 330 km (210 mi) Croatia: 670 km (420 mi) Italy: 232 km (144 mi) Hungary: 102 km (63 mi)
Solomon Islands,0,0,0,0,
Somalia,"2,340","1,450",3,3,"Djibouti: 61 km (38 mi) Ethiopia: 1,600 km (990 mi) Kenya: 682 km (424 mi)"
South Africa,"4,862","3,021",6,6,"Botswana: 1,840 km (1,140 mi) Eswatini: 430 km (270 mi) Lesotho: 909 km (565 mi) Mozambique (2): 491 km (305 mi) Namibia: 967 km (601 mi) Zimbabwe: 225 km (140 mi)"
South Ossetia[41],466,290,2,2,Russia: 74 km (46 mi) Georgia: 334 km (208 mi)
South Sudan,"4,797","2,981",6,6,"Central African Republic: 682 km (424 mi) Democratic Republic of the Congo: 628 km (390 mi) Ethiopia: 883 km (549 mi) Kenya: 232 km (144 mi) Sudan: 1,937 km (1,204 mi) Uganda: 435 km (270 mi)"
Spain,"1,918","1,192",9,5,"Andorra: 63.7 km (39.6 mi) France (3):[25] 623 km (387 mi) Gibraltar: (United Kingdom) 1.2 km (0.75 mi) Portugal: 1,214 km (754 mi) Morocco (3): 17 km (11 mi)[37]"
Sri Lanka,0,0,0,0,
Sudan,"6,764","4,203",7,7,"Central African Republic: 483 km (300 mi) Chad: 1,360 km (850 mi) Egypt: 1,273 km (791 mi) Eritrea: 605 km (376 mi) Ethiopia: 723 km (449 mi) Libya: 383 km (238 mi) South Sudan: 1,937 km (1,204 mi)"
Suriname,"1,707","1,061",3,3,Brazil: 597 km (371 mi) French Guiana[15] (France): 510 km (320 mi) Guyana: 600 km (370 mi)
Sweden,"2,233","1,388",3,2,"Finland (2): 614 km (382 mi) (including 0.05 km segment with ÁEland Islands) Norway: 1,619 km (1,006 mi)"
Switzerland,"1,852","1,151",8,5,Austria (2): 164 km (102 mi) France: 573 km (356 mi) Italy (2):[32] 740 km (460 mi) Liechtenstein: 41 km (25 mi) Germany (2):[30] 334 km (208 mi)
Syria,"2,253","1,400",6,5,Iraq: 605 km (376 mi) Israel: 76 km (47 mi) Jordan: 375 km (233 mi) Lebanon: 375 km (233 mi) Turkey (2): 822 km (511 mi)
Taiwan[42],0,0,0,0,
Tajikistan,"3,651","2,269",4,4,"Afghanistan: 1,206 km (749 mi) People's Republic of China: 414 km (257 mi) Kyrgyzstan (3):[33] 870 km (540 mi) Uzbekistan (2):[43] 1,161 km (721 mi)"
