0,1,2
Mauritania,2560,Mohamed Ould
Montenegro,35900,Zdravko Krivokapiﾄ・
Morocco,5000,Mohammed VI
Mozambique,2000,Filipe Nyusi
Myanmar,32000,Aung San Suu Kyi
Namibia,263000,Hage Geingob
Netherlands,1200000,Mark Rutte
Nicaragua,2210,Josﾃｩ Daniel Ortega Saavedra
Norway,343000,Erna Solberg
Oman,1448,Sultan Haitham Tariq Bin Said
Qatar,646000,Mohammed bin Abdulrahman
Samoa,0,Sailele Tuilaﾊｻepa Malielegaoi
Seychelles,2240,Danny Faure
Sierra Leone,78000,Julius Maada Bio 
South Sudan,5609,Salva Kiir Mayardit
Sri Lanka,339000,Gotabaya Rajapaksa
Sudan,69000,A.fatah Alburhan
Suriname,1381,Chan Santokhi
Syria,0,al-Assad
Tajikistan,2113,Emomali Rahmon
Tanzania,906000,Samia Suluhu
Thailand,105000,Prayut Chan-o-cha
Timor-Leste,746,Francisco Guterres Lﾃｺ Olo
Trinidad & Tobago,0,Paula Mae Weekes
Tunisia,0,Kais Saied
Turkmenistan,0,Gurbanguly Berdimuhamedow
United Arab Emirates,4000000,Mohamed bin Zayed Al Nahyan
Vietnam,0,Nguy・ｻ・n Xuﾃ｢n Phﾃｺc
