country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Cambodia,4,ACLEDA Bank,http://www.wikidata.org/entity/Q2819053,wd:Q2819053,10046905,Cambodian bank,"ACLEDA Bank Plc. (; Khmer: ធនាគារ អេស៊ីលីដា ភីអិលស៊ី, Thônéakéar Ésilida Phi’ĕlsi) is a public limited company, formed under the Banking and Financial Institutions Law of the Kingdom of Cambodia. Based in Phnom Penh,  with 261 offices covering all provinces, as well as 42 in Laos, and seven in Myanmar. ACLEDA started out in 1993 when it began providing micro credits to war victims. By now it is Cambodia's major commercial bank. ACLEDA had more than $5,244 million in total assets as of December 31, 2017, and more than $3,117 million in deposits, with over $3,085 million in loans outstanding.
According to the National Bank of Cambodia, ACLEDA Bank is the largest domestic commercial bank in terms of total assets and number of clients, with more than 1.7 million depositors as of December 31, 2017.The bank is headed by president and GMD, In Channy, who is one of the original 28 members of the organization. Channy joined the company in 1992 as a loan officer while the bank was still a UN-funded microfinance project. He now serves as chief executive officer of the company, and also serves as vice-chairman of the International Business Chamber of Cambodia.ACLEDA is an acronym for the Association of Cambodian Local Economic Development Agencies (Khmer: សមាគមទីភ្នាក់ងារអភិវឌ្ឍន៍សេដ្ឋកិច្ចក្នុងស្រុកកម្ពុជា).

",https://en.wikipedia.org/wiki/ACLEDA_Bank
Cameroon,7,Camrail,http://www.wikidata.org/entity/Q1031741,wd:Q1031741,7447467,railway transport company in Cameroon,"Camrail is a company operating passenger and freight traffic between the two largest cities in Cameroon and several smaller cities. The company was formed in 1999 and granted a 20-year concession to operate the Cameroon National Railway. The company is a subsidiary of French investment group Bolloré and the railway has been operated by Comazar, a subsidiary of Bolloré, since 1999. According to the Comazar website, the government of Cameroon owns the track while the rolling stock is owned by Camrail.
According to a report by the World Bank in 2011, Camrail ranked relatively high amongst African countries for productivity indicators and was considered a regional leader in terms of implementing a concession to a non-state operator. The 2016 Eséka train derailment took place on Camrail tracks and the company was under investigation by the government and was sued by relatives of the 79 passengers who died in the crash.",https://en.wikipedia.org/wiki/Camrail
Canada,42,Hudson's Bay Company,http://www.wikidata.org/entity/Q76039,wd:Q76039,13297,"trading company in Canada, formerly the de-facto government of much of Canada","The Hudson's Bay Company (HBC; French: Compagnie de la Baie d'Hudson) is an American-owned retail business group. A fur trading business for much of its existence, HBC now owns and operates retail stores in Canada and the United States.In 2006, an American businessman, Jerry Zucker, bought HBC for US$1.1 billion. The company sold most of its European operations by August 2019 and its remaining stores, in the Netherlands, were closed by the end of 2019. HBC owns the Saks Fifth Avenue and Saks Off 5th stores in the United States; most other American operations were sold by mid-2019 and the last remaining stores (Lord & Taylor chain) were sold prior to the end of 2019.
The company's namesake business division is Hudson's Bay, commonly referred to as The Bay (La Baie in French).After incorporation by English royal charter in 1670, the company functioned as the de facto government in parts of North America for nearly 200 years until the HBC sold the land it owned (the entire Hudson Bay drainage basin, known as Rupert's Land) to Canada in 1869 as part of the Deed of Surrender, authorized by the Rupert's Land Act 1868.
At its peak, the company controlled the fur trade throughout much of the English- and later British-controlled North America. By the mid-19th century, the company evolved into a mercantile business selling a wide variety of products from furs to fine homeware in a small number of sales shops (as opposed to trading posts) across Canada. These shops were the first step towards the department stores the company owns today.In 2008, HBC was acquired by NRDC Equity Partners, which also owned the upmarket American department store Lord & Taylor. At that time, Richard A. Baker became its executive chairman and governor. He took over as CEO in March 2020."" From 2008 to 2012, the HBC was run through a holding company of NRDC, Hudson's Bay Trading Company, which was dissolved in early 2012. HBC's Canadian headquarters are located in Toronto and its U.S. headquarters are in New York. Until March 2020, the company was listed on the Toronto Stock Exchange under the symbol ""HBC.TO"" until Baker and a group of shareholders took the company private.HBC is, as of 2022, the majority owner of ecommerce companies Saks and Saks Off 5th, both established as separate operating companies in 2021. HBC wholly owns SFA, the entity that operates Saks Fifth Avenue's physical locations; O5, the operating company for Saks Off 5th stores; The Bay, an ecommerce marketplace and Hudson’s Bay, the operating company for Hudson’s Bay’s brick-and-mortar stores.HBC owns or controls approximately 3.7 million square metres (40 million square feet) of gross leasable real estate through its real estate and investment arm, HBC Properties and Investments, established in October 2020.

",https://en.wikipedia.org/wiki/Hudson%27s_Bay_Company
Cape Verde,3,Banco Cabo-Verdiano de Negócios,http://www.wikidata.org/entity/Q4854079,wd:Q4854079,8272675,commercial bank in Cape Verde,"The Banco Caboverdiano de Negócios (Portuguese meaning ""Capeverdean Business Bank"") is a Cape Verdean commercial bank. Its headquarters are at Avenida Amílcar Cabral, in the city centre of Praia. The current president of its board of directors is Luís Vasconcelos Lopes.

",https://en.wikipedia.org/wiki/Banco_Caboverdiano_de_Neg%C3%B3cios
Chile,49,Televisión Nacional de Chile,http://www.wikidata.org/entity/Q597933,wd:Q597933,584471,Chilean public service broadcaster,"Televisión Nacional de Chile (TVN) is a Chilean public service broadcaster. It was founded by order of President Eduardo Frei Montalva and it was launched nationwide on 18 September 1969. Since then, the company has been reorganized on several occasions and its operations areas have increased over the years, becoming one of the leading television broadcaster in Chile and South America. The law 17 377 of 1970 established that TVN must be a public, autonomous, pluralistic and representative public service. TVN's public mission determines the obligation to promote the national cultural identity, the values of democracy, human rights, care for the environment and respect for diversity. Furthermore, Televisión Nacional governs the programming of its services according to criteria established by the National Television Council (CNTV).Televisión Nacional has been a pioneer in introducing technological advances in Chile. It was the first television network to have national coverage, satellite broadcast, colour television, stereo sound, high-definition television and 3D. Several of their soap operas have reached the highest ratings in the history of Chilean television, and are recognized both in that country and abroad for their social content, realism and settings, while its news programs have been crucial in catastrophes such as the 2010 earthquake and aftermath, when TVN news teams arrived in the affected areas before the National Army and government authorities. Currently, TVN has higher pluralism in their programmes and the second most credible television news brand in the country.
Its headquarters are located in Providencia, Santiago Metropolitan Region and it employs 638 total staff. Furthermore, TVN has nine additional television centres in the country. The company is directed through a chairperson appointed by the President of the Republic, which has a duration of four years, synchronized with the presidential period. The other six members of the board of directors are appointed three times per period in an agreement between the Senate and the President of the Republic for eight years. To them, a seventh member is added who is chosen democratically by the staff. Currently, the chairperson of Televisión Nacional de Chile is Ana Holuigue, while the executive director and legal representative is Alfredo Ramírez.
Televisión Nacional is the only publicly-owned television company in Chile and competes with other private broadcasting networks, having a self-financing scheme based mainly on its advertising sales that it has preserved since its inception and later regulated by Act 19,132 of 1992. TVN, under Act 20,694 of 2013, can fulfill the tasks of the exploitation of television services and the production of audiovisual or broadcasting content, as well as acting as a concessionaire of telecommunications services. Additionally, it is affiliated with the Asociación Nacional de Televisión or Anatel (National Association of Television) and the Council of Self-Regulation and Advertising Ethics, among others.

",https://en.wikipedia.org/wiki/Televisi%C3%B3n_Nacional_de_Chile
Colombia,14,Avianca Cargo,http://www.wikidata.org/entity/Q1139445,wd:Q1139445,5137168,airline,"Avianca Cargo (formerly Tampa Cargo - Transportes Aereos Mercantiles PanAmericanos S.A.) is a cargo airline based at José María Córdova International Airport in Medellín, Colombia. It is an all-cargo airline transporting flowers from Latin America to Miami, as well as general cargo throughout the Americas.",https://en.wikipedia.org/wiki/Avianca_Cargo
Costa Rica,8,Teletica,http://www.wikidata.org/entity/Q616022,wd:Q616022,11274352,Costa Rican television channel,"Televisora de Costa Rica S.A., known as Teletica is a Costa Rican television broadcaster, founded in 1958. It operates Teletica Canal 7, Teletica Canal 33, and, since 1991, CableTica.",https://en.wikipedia.org/wiki/Teletica
Croatia,27,Rimac Automobili,http://www.wikidata.org/entity/Q7334368,wd:Q7334368,37803051,Croatian car manufacturer,"Rimac Automobili (pronounced [rǐːmats automobǐːli], \'Ri-mats\) is a Croatian car manufacturer headquartered in Sveta Nedelja, Croatia, that develops and produces electric sports cars, drivetrains and battery systems. The company was founded in 2009 by Mate Rimac. Rimac Automobili's first model, the Concept One, was the world's fastest production electric vehicle. While manufacturing and marketing high-performance vehicles under its own brand, Rimac also develops and produces battery packs, drivetrain systems, and vehicles for other companies. The Applus+ IDIADA Volar-E is an example of a product developed for another company. During the 88th Geneva International Motor Show in March 2018, the company unveiled its second model, the Rimac Nevera.

",https://en.wikipedia.org/wiki/Rimac_Automobili
Cuba,8,ETECSA,http://www.wikidata.org/entity/Q490323,wd:Q490323,2583094,Cuban Telecommunication Company S.A,"Empresa de Telecomunicaciones de Cuba S.A. (English: Telecommunications Company of Cuba; ETECSA), is the Cuban state company that provides telephony and communications services in Cuba. It is the sole lawful provider of telephony and telecommunications permitted by the Cuban penal code, constituting a communications state monopoly that already has 8 million clients, both national and foreign.

",https://en.wikipedia.org/wiki/ETECSA
Cyprus,35,eToro,http://www.wikidata.org/entity/Q5324516,wd:Q5324516,916858,social trading and multi asset brokerage company,"eToro is an Israeli multinational social trading and multi-asset investment company that focuses on providing financial and copy trading services. Its headquarters is located in Central Israel, the company has registered offices in Cyprus, the United Kingdom, the United States, and Australia. In January 2022, the company's value was $8.8 billion.

",https://en.wikipedia.org/wiki/EToro
