country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Azerbaijan,186,Caspian Sea,http://www.wikidata.org/entity/Q5484,wd:Q5484,19653787,lake between Europe and Asia,"The Caspian Sea (also known as Mazandaran Sea, Hyrcanian Ocean, or Khazar Sea) is the world's largest inland body of water, often described as the world's largest lake or a full-fledged sea. An endorheic basin, it lies between Europe and Asia; east of the Caucasus, west of the broad steppe of Central Asia, south of the fertile plains of Southern Russia in Eastern Europe, and north of the mountainous Iranian Plateau of Western Asia. It covers 143,550 sq mi (372,000 km2) (excluding the highly saline lagoon of Garabogazköl to its east) and a volume of 78,200 km3 (19,000 cu mi). It has a salinity of approximately 1.2% (12 g/l), about a third that of average seawater. It is bounded by Kazakhstan from mid-north to mid-east, Russia from mid-north to mid-west, Azerbaijan to the southwest, Iran to the south and adjacent corners, and Turkmenistan along southern parts of its eastern coast.
The sea stretches nearly 1,200 kilometres (750 mi) from north to south, with an average width of 320 km (200 mi). Its gross coverage is 386,400 km2 (149,200 sq mi) and the surface is about 27 m (89 ft) below sea level. Its main freshwater inflow, Europe's longest river, the Volga, enters at the shallow north end. Two deep basins form its central and southern zones. These lead to horizontal differences in temperature, salinity, and ecology. The seabed in the south reaches 1,023 m (3,356 ft) below sea level, which is the second lowest natural non-oceanic depression on Earth after Lake Baikal (−1,180 m or −3,870 ft). Written accounts from the ancient inhabitants of its coast perceived the Caspian Sea as an ocean, probably because of its salinity and large size.
The Caspian Sea is home to a wide range of species and may be best known for its caviar and oil industries. Pollution from the oil industry and, to a lesser extent, dams on rivers draining into it have harmed its ecology.",https://en.wikipedia.org/wiki/Caspian_Sea
Bahrain,277,Bahrain,http://www.wikidata.org/entity/Q398,wd:Q398,18933277,sovereign state in Southwest Asia,"Bahrain ( (listen) bar-AYN; Arabic: البحرين, romanized: al-Baḥrayn, locally [æl baħˈreːn] (listen)), officially the Kingdom of Bahrain, is an island country in Western Asia. It is situated on the Persian Gulf, and comprises a small archipelago made up of 50 natural islands and an additional 33 artificial islands, centered on Bahrain Island which makes up around 83 percent of the country's landmass. Bahrain is situated between Qatar and the northeastern coast of Saudi Arabia, to which it is connected by the King Fahd Causeway. According to the 2020 census, the country's population numbers 1,501,635, of which 712,362 are Bahraini nationals. Bahrain spans some 760 square kilometres (290 sq mi), and is the third-smallest nation in Asia after the Maldives and Singapore. The capital and largest city is Manama.
Bahrain is the site of the ancient Dilmun civilization. It has been famed since antiquity for its pearl fisheries, which were considered the best in the world into the 19th century. Bahrain was one of the earliest areas to be influenced by Islam, during the lifetime of Muhammad in 628 CE. Following a period of Arab rule, Bahrain was ruled by the Portuguese Empire from 1521 until 1602, when they were expelled by Shah Abbas I of the Safavid dynasty. In 1783, the Bani Utbah clan captured Bahrain from Nasr Al-Madhkur and it has since been ruled by the Al Khalifa royal family, with Ahmed al Fateh as Bahrain's first hakim.
In the late 1800s, following successive treaties with the British, Bahrain became a protectorate of the United Kingdom. In 1971, it declared independence. Formerly an emirate, Bahrain was declared an Islamic constitutional monarchy in 2002. In 2011, the country experienced protests inspired by the regional Arab Spring. Bahrain's ruling Al Khalifa royal family has been criticised for violating the human rights of groups including dissidents, political opposition figures, and its majority Shia Muslim population.Bahrain developed the first post-oil economy in the Persian Gulf, the result of decades of investing in the banking and tourism sectors; many of the world's largest financial institutions have a presence in the country's capital. It consequently ranks 42nd in the Human Development Index and is recognised by the World Bank as a high-income economy. Bahrain is a member of the United Nations, Non-Aligned Movement, Arab League, Organisation of Islamic Cooperation and the Gulf Cooperation Council.",https://en.wikipedia.org/wiki/Bahrain
Bangladesh,149,Ganges,http://www.wikidata.org/entity/Q5089,wd:Q5089,12448,major river in India,"The Ganges ( GAN-jeez) (in India: Ganga ( GUNG-ə); in Bangladesh: Padma ( PUD-mə)) is a trans-boundary river of Asia which flows through India and Bangladesh. The 2,525 km (1,569 mi) river rises in the western Himalayas in the Indian state of Uttarakhand. It flows south and east through the Gangetic plain of North India, receiving the right-bank tributary, the Yamuna, which also rises in the western Indian Himalayas, and several left-bank tributaries from Nepal that account for the bulk of its flow. In West Bengal state, India, a feeder canal taking off from its right bank diverts 50% of its flow southwards, artificially connecting it to the Hooghly river.  The Ganges continues into Bangladesh, its name changing to the Padma. It is then joined by the Jamuna, the lower stream of the Brahmaputra, and eventually the Meghna, forming the major estuary of the Ganges Delta, and emptying into the Bay of Bengal. The Ganges-Brahmaputra-Meghna system is the third largest river on earth by discharge.The main stem of the Ganges begins at the town of Devprayag, at the confluence of the Alaknanda, which is the source stream in hydrology on account of its greater length, and the Bhagirathi, which is considered the source stream in Hindu mythology.
The Ganges is a lifeline to millions of people who live in its basin and depend on it for their daily needs.  It has been important historically, with many former provincial or imperial capitals such as Pataliputra, Kannauj, Kara, Munger, Kashi, Patna, Hajipur, Delhi, Bhagalpur, Murshidabad, Baharampur, Kampilya, and Kolkata located on its banks or the banks of tributaries and connected waterways. The river is home to approximately 140 species of fish, 90 species of amphibians, and also reptiles and mammals, including critically endangered species such as the gharial and South Asian river dolphin. The Ganges is the most sacred river to Hindus. It is worshipped as the goddess Ganga in Hinduism.The Ganges is threatened by severe pollution. This poses a danger not only to humans but also to animals. The levels of fecal coliform bacteria from human waste in the river near Varanasi are more than a hundred times the Indian government's official limit. The Ganga Action Plan, an environmental initiative to clean up the river, has been considered a failure which is variously attributed to corruption, a lack of will in the government, poor technical expertise, environmental planning and a lack of support from  religious authorities.",https://en.wikipedia.org/wiki/Ganges
Barbados,45,Windward Islands,http://www.wikidata.org/entity/Q183416,wd:Q183416,276897,"subgroup of islands (according to their English definition), comprising the generally larger islands of the southern part of the Windward Islands (according to their French definition) in the Lesser Antilles bordering the East of the Caribbean sea","The Windward Islands are the southern, generally larger islands of the Lesser Antilles. Part of the West Indies, they lie south of the Leeward Islands, approximately between latitudes 10° and 16° N and longitudes 60° and 62° W. 
The name was also used to refer to a British colony which existed between 1833 and 1960 and originally consisted of the islands of Grenada, Saint Lucia, Saint Vincent, and the Grenadines. Today these islands constitute three sovereign states. 
The island of Dominica, also today a sovereign state, was traditionally considered a part of the Leeward Islands until 1940, when it was transferred from the British Leeward Islands colony to the British Windward Islands.

",https://en.wikipedia.org/wiki/Windward_Islands
Belarus,116,Dnieper River,http://www.wikidata.org/entity/Q40855,wd:Q40855,380138,river in Eastern Europe,"The Dnieper (; Russian: Днепр, Dnepr) or Dnipro (; Ukrainian: Дніпро) is one of the major rivers of Europe, rising in the Valdai Hills near Smolensk, Russia, before flowing through Belarus and Ukraine to the Black Sea. It is the longest river of Ukraine and Belarus and the fourth-longest river in Europe, after the Volga, Danube, and Ural rivers. The total length is approximately 2,200 km (1,400 mi) with a drainage basin of 504,000 square kilometres (195,000 sq mi). 
In antiquity, the river was part of the Amber Road trade routes. During The Ruin, the area was contested between the Polish–Lithuanian Commonwealth and Russia, dividing Ukraine into areas described by its right and left banks. During the Soviet period, the river became noted for its major hydroelectric dams and large reservoirs. The 1986 Chernobyl disaster occurred on the Pripyat immediately above that tributary's confluence with the Dnieper. The Dnieper is an important navigable waterway for the economy of Ukraine and is connected by the Dnieper–Bug Canal to other waterways in Europe.",https://en.wikipedia.org/wiki/Dnieper
Belgium,88,Meuse,http://www.wikidata.org/entity/Q41986,wd:Q41986,20414,river in western Europe,"The Meuse ( MYOOZ, , US also  MU(R)Z, French: [møz] (listen); Walloon: Moûze [muːs]) or Maas ( MAHSS, Dutch: [maːs] (listen); Limburgish: Maos [ˈmɔːs] or Maas [ˈmaːs]) is a major European river, rising in France and flowing through Belgium and the Netherlands before draining into the North Sea from the Rhine–Meuse–Scheldt delta. It has a total length of 925 km (575 miles).",https://en.wikipedia.org/wiki/Meuse
Belize,99,Yucatan Peninsula,http://www.wikidata.org/entity/Q130978,wd:Q130978,1248351,Peninsula in Central America,"The Yucatán Peninsula (, also UK: , US: ; Spanish: Península de Yucatán pronounced [jukaˈtan]) is a large peninsula in southeastern Mexico and adjacent portions of Belize and Guatemala. The peninsula extends towards the northeast, separating the Gulf of Mexico to the north and west of the peninsula from the Caribbean Sea to the east. The Yucatán Channel, between the northeastern corner of the peninsula and Cuba, connects the two bodies of water.
The peninsula is approximately 181,000 km2 (70,000 sq mi) in area. It has low relief, and is almost entirely composed of porous limestone.The peninsula lies east of the Isthmus of Tehuantepec, the narrowest point in Mexico separating the Atlantic Ocean, including the Gulf of Mexico and Caribbean Sea, from the Pacific Ocean. Some consider the isthmus to be the geographic boundary between Central America and the rest of North America, placing the peninsula in Central America. Politically all of Mexico, including the Yucatán, is generally considered part of North America, while Guatemala and Belize are considered part of Central America.

",https://en.wikipedia.org/wiki/Yucat%C3%A1n_Peninsula
Benin,137,Niger River,http://www.wikidata.org/entity/Q3542,wd:Q3542,21437,river in West Africa,"The Niger River (; French: (le) fleuve Niger, pronounced [(lə) flœv niʒɛʁ]) is the main river of West Africa, extending about 4,180 km (2,600 mi).  Its drainage basin is 2,117,700 km2 (817,600 sq mi) in area. Its source is in the Guinea Highlands in southeastern Guinea near the Sierra Leone border. It runs in a crescent through Mali, Niger, on the border with Benin and then through Nigeria, discharging through a massive delta, known as the Niger Delta (or the Oil Rivers), into the Gulf of Guinea in the Atlantic Ocean.  The Niger is the third-longest river in Africa, exceeded only by the Nile and the Congo River (also known as the Zaïre River). Its main tributary is the Benue River.",https://en.wikipedia.org/wiki/Niger_River
Bhutan,187,Himalayas,http://www.wikidata.org/entity/Q5451,wd:Q5451,37966,mountain range in Asia,"The Himalayas, or Himalaya (; Sanskrit: IPA: [ɦɪmɐːləjɐː], himá ""snow"", ā-laya ""dwelling"", ""abode""), are a mountain range in Asia separating the plains of the Indian subcontinent from the Tibetan Plateau. The range has some of the planet's highest peaks, including the highest, Mount Everest. Over 100 peaks exceeding 7,200 m (23,600 ft) in elevation lie in the Himalayas. By contrast, the highest peak outside Asia (Aconcagua, in the Andes) is 6,961 m (22,838 ft) tall.The Himalayas abut or cross five countries: Bhutan, India, Nepal, China, and Pakistan. The sovereignty of the range in the Kashmir region is disputed among India, Pakistan, and China. The Himalayan range is bordered on the northwest by the Karakoram and Hindu Kush ranges, on the north by the Tibetan Plateau, and on the south by the Indo-Gangetic Plain. Some of the world's major rivers, the Indus, the Ganges, and the Tsangpo–Brahmaputra, rise in the vicinity of the Himalayas, and their combined drainage basin is home to some 600 million people; 53 million people live in the Himalayas. The Himalayas have profoundly shaped the cultures of South Asia and Tibet. Many Himalayan peaks are sacred in Hinduism and Buddhism; the summits of several—Kangchenjunga (from the Indian side), Gangkhar Puensum, Machapuchare, Nanda Devi and Kailas in the Tibetan Transhimalaya—are off-limits to climbers.
Lifted by the subduction of the Indian tectonic plate under the Eurasian Plate, the Himalayan mountain range runs west-northwest to east-southeast in an arc 2,400 km (1,500 mi) long. Its western anchor, Nanga Parbat, lies just south of the northernmost bend of the Indus river. Its eastern anchor, Namcha Barwa, lies immediately west of the great bend of the Yarlung Tsangpo River. The range varies in width from 350 km (220 mi) in the west to 150 km (93 mi) in the east.",https://en.wikipedia.org/wiki/Himalayas
Bolivia,168,Andes,http://www.wikidata.org/entity/Q5456,wd:Q5456,1354,mountain range running along the western side of South America,"The Andes, Andes Mountains or Andean Mountains (Spanish: Cordillera de los Andes) are the longest continental mountain range in the world, forming a continuous highland along the western edge of South America. The range is 6,999 km (4,349 mi) long, 200 to 700 km (124 to 435 mi) wide (widest between 18°S - 20°S latitude), and has an average height of about 4,000 m (13,123 ft). The Andes extend from north to south through seven South American countries: Venezuela, Colombia, Ecuador, Peru, Bolivia, Chile, and Argentina.
Along their length, the Andes are split into several ranges, separated by intermediate depressions. The Andes are the location of several high plateaus—some of which host major cities such as Quito, Bogotá, Cali, Arequipa, Medellín, Bucaramanga, Sucre, Mérida, El Alto and La Paz. The Altiplano plateau is the world's second-highest after the Tibetan plateau. These ranges are in turn grouped into three major divisions based on climate: the Tropical Andes, the Dry Andes, and the Wet Andes.
The Andes Mountains are the highest mountain range outside Asia. The highest mountain outside Asia, Argentina's Mount Aconcagua, rises to an elevation of about 6,961 m (22,838 ft) above sea level. The peak of Chimborazo in the Ecuadorian Andes is farther from the Earth's center than any other location on the Earth's surface, due to the equatorial bulge resulting from the Earth's rotation. The world's highest volcanoes are in the Andes, including Ojos del Salado on the Chile-Argentina border, which rises to 6,893 m (22,615 ft).
The Andes are also part of the American Cordillera, a chain of mountain ranges (cordillera) that consists of an almost continuous sequence of mountain ranges that form the western ""backbone"" of North America, Central America, South America and Antarctica.",https://en.wikipedia.org/wiki/Andes
