country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Bangladesh,63,Khulna,http://www.wikidata.org/entity/Q243325,wd:Q243325,956919,city of Bangladesh,"Khulna (Bengali: খুলনা,  [ˈkʰulna]) is the third largest city in Bangladesh after Dhaka and Chittagong. It is the administrative territory of Khulna District and Khulna Division. The economy of Khulna is the third largest in the People's Republic of Bangladesh, contributing $53 billion in nominal gross state product, and $95 billion in purchasing power parity (PPP) terms as of 2020. In the 2011 census, the city had a population of 663,342.Khulna is located on the bank of the Rupsha and Bhairab Rivers. A centre of Bangladeshi industry, it hosts many national companies. Khulna is served by Port of Mongla (the second-largest seaport in the country), and is one of two principal naval-command centres hosting the Bangladesh Navy. The navy base BNS Titumir is in the city.
A colonial steamboat service, including the Tern, Osrich and Lepcha, continues to operate on the river route to the city. Khulna is considered the gateway to the Sundarbans, the world's largest mangrove forest and home of the Royal Bengal tiger. It is north of the Mosque City of Bagerhat, a UNESCO World Heritage Site.

",https://en.wikipedia.org/wiki/Khulna
Belarus,98,Brest,http://www.wikidata.org/entity/Q140147,wd:Q140147,162243,"city of Belarus, capital of Brest Region","Brest (Belarusian: Брэст / Берасьце, Bieraście, pronounced [brɛs̪t̪]; Russian: Брест, pronounced [brʲes̪t̪]; Lithuanian: Brasta;  Polish: Brześć; Yiddish: בריסק, romanized: Brisk), formerly Brest-Litovsk (Russian: Брест-Литовск, lit. 'Lithuanian Brest'; Belarusian: Берасце Літоўскі (Берасце), romanized: Berastze Litouski (Berastze); Lithuanian: Lietuvos Brasta; Polish: Brześć Litewski, Yiddish: בריסק דליטא), Brest-on-the-Bug (Polish: Brześć nad Bugiem), is a city (population 350,616 in 2019) in Belarus at the border with Poland opposite the Polish city of Terespol, where the Bug and Mukhavets rivers meet, making it a border town. It is the capital city of the Brest Region.
Brest is a historical site for many cultures, as it hosted important historical events, such as the Union of Brest and Treaty of Brest-Litovsk. Furthermore, the Brest Fortress was recognized by the Soviet Union as a Hero Fortress in honour of the defense of Brest Fortress in June 1941.
From Late Middle Ages to 1795, the city was part of the Grand Duchy of Lithuania, which later became a part of the Polish–Lithuanian Commonwealth from 1569. In 1795, it was incorporated into the Russian Empire with the Third Partition of Poland. After World War I, the city became part of by the Second Polish Republic. In 1939, during the Invasion of Poland by Nazi Germany and the Soviet Union, the city was first captured by the Wehrmacht and soon passed on to the USSR per the German–Soviet Frontier Treaty. In 1941, it was retaken by the Germans during Operation Barbarossa. In 1944, it was taken by the Soviet Red Army during the Lublin–Brest offensive. The city was in the Belarusian SSR until the breakup of the USSR in 1991. Since then, Brest has been part of Belarus.

","https://en.wikipedia.org/wiki/Brest,_Belarus"
Belgium,137,Ghent,http://www.wikidata.org/entity/Q1296,wd:Q1296,12341,"city in East Flanders, Belgium","Ghent ( GHENT; Dutch: Gent [ɣɛnt] (listen); French: Gand [ɡɑ̃] (listen); traditional English: Gaunt) is a city and a municipality in the Flemish Region of Belgium. It is the capital and largest city of the East Flanders province, and the third largest in the country, exceeded in size only by Brussels and Antwerp. It is a port and university city.
The city originally started as a settlement at the confluence of the Rivers Scheldt and Leie and in the Late Middle Ages became one of the largest and richest cities of northern Europe, with some 50,000 people in 1300.
The municipality comprises the city of Ghent proper and the surrounding suburbs of Afsnee, Desteldonk, Drongen, Gentbrugge, Ledeberg, Mariakerke, Mendonk, Oostakker, Sint-Amandsberg, Sint-Denijs-Westrem, Sint-Kruis-Winkel, Wondelgem and Zwijnaarde. With 262,219 inhabitants at the beginning of 2019, Ghent is Belgium's second largest municipality by number of inhabitants. The metropolitan area, including the outer commuter zone, covers an area of 1,205 km2 (465 sq mi) and has a total population of 560,522 as of 1 January 2018, which ranks it as the fourth most populous in Belgium. The current mayor of Ghent, Mathias De Clercq is from the liberal & democratic party Open VLD.
The ten-day-long Ghent Festival (Gentse Feesten in Dutch) is held every year and attended by about 1–1.5 million visitors.",https://en.wikipedia.org/wiki/Ghent
Belize,31,San Ignacio,http://www.wikidata.org/entity/Q724815,wd:Q724815,172798,town in western Belize,"San Ignacio and Santa Elena are towns in western Belize. San Ignacio serves as the cultural-economic hub of Cayo District. It got its start from mahogany and chicle production during British colonisation.  Over time it attracted people from the surrounding areas, which led to the diverse population of the town today. San Ignacio is the largest settlement in Cayo District and the second largest in the country, after Belize City.","https://en.wikipedia.org/wiki/San_Ignacio,_Belize"
Benin,19,Dogbo-Tota,http://www.wikidata.org/entity/Q2566827,wd:Q2566827,3557357,"commune and city in Kouffo Department, Benin","Dogbo-Tota (or Dogbo) is a city located in the Kouffo Department of Benin. The commune covers an area of 475 square kilometres and as of 2013 had a population of 101,870 people.",https://en.wikipedia.org/wiki/Dogbo-Tota
Bhutan,42,Phuntsholing,http://www.wikidata.org/entity/Q856162,wd:Q856162,3355336,city of Royal Bhutan,"Phuntsholing, also spelled as Phuentsholing (Dzongkha: ཕུན་ཚོགས་གླིང་), is a border town in southern Bhutan and is the administrative seat of Chukha District. The town occupies parts of both Phuentsholing Gewog and Sampheling Gewog.Phuentsholing adjoins the Indian town of Jaigaon, and cross-border trade has resulted in a thriving local economy. The town had the headquarters of the Bank of Bhutan previously but shifted to Thimphu. In 2017, Phuentsholing had a population of 27,658.",https://en.wikipedia.org/wiki/Phuntsholing
Bolivia,81,Santa Cruz de la Sierra,http://www.wikidata.org/entity/Q170688,wd:Q170688,673987,capital of the Santa Cruz department in eastern Bolivia,"Santa Cruz de la Sierra (Spanish: [ˈsanta ˈkɾuz ðe la ˈsjera]; lit. ""Holy Cross of the Mountain Range""), commonly known as Santa Cruz, is the largest city in Bolivia and the capital of the Santa Cruz department.Situated on the Pirai River in the eastern Tropical Lowlands of Bolivia, the Santa Cruz de la Sierra Metropolitan Region is the most populous urban agglomeration in Bolivia with an estimated of 2.4 million population in 2020, it is formed by a conurbation of seven Santa Cruz municipalities: Santa Cruz de la Sierra, La Guardia, Warnes, Cotoca, El Torno, Porongo, and Montero.The city was first founded in 1561 by Spanish explorer Ñuflo de Chavez about 200 km (124 mi) east of its current location, and was moved several times until it was finally established on the Pirai River in the late 16th century. For much of its history, Santa Cruz was mostly a small outpost town, and even after Bolivia gained its independence in 1825 there was little attention from the authorities or the population in general to settle the region. It was not until after the middle of the 20th century with profound agrarian and land reforms that the city began to grow at a very fast pace. Due to its low elevation at the foothills of the Andes and being situated in the Amazon basin, the city has a tropical climate unlike the other main metro area of La Paz that is thousands of metres higher in terms of elevation.
The city is Bolivia's most populous, produces nearly 35% of Bolivia's gross domestic product, and receives over 40% of all foreign direct investment in the country. This has helped make Santa Cruz the most important business center in Bolivia and the preferred destination of migrants from all over the country and from some neighboring countries as well.",https://en.wikipedia.org/wiki/Santa_Cruz_de_la_Sierra
Bosnia and Herzegovina,92,Banja Luka,http://www.wikidata.org/entity/Q131127,wd:Q131127,385109,city in Bosnia and Herzegovina,"Banja Luka (Serbian Cyrillic: Бања Лука, pronounced [bǎɲa lǔːka] (listen)) or Banjaluka (Serbian Cyrillic: Бањалука, pronounced [baɲalǔːka]) is the second largest city in Bosnia and Herzegovina and the largest city of Republika Srpska. Banja Luka is also the de facto capital of this entity. It is the traditional centre of the densely-forested Bosanska Krajina region of northwestern Bosnia. According to the 2013 census, the city proper has a population of 138,963, while its administrative area comprises a total of 185,042 inhabitants.
The city is home to the University of Banja Luka and University Clinical Center of the Republika Srpska, as well as numerous entity and state institutions for Republika Srpska and Bosnia and Herzegovina respectively. The city lies on the Vrbas river and is well known in the countries of the former Yugoslavia for being full of tree-lined avenues, boulevards, gardens, and parks. Banja Luka was designated European city of sport in 2018.",https://en.wikipedia.org/wiki/Banja_Luka
Botswana,45,Maun,http://www.wikidata.org/entity/Q170732,wd:Q170732,963369,town in Botswana,"Maun is the fifth-largest town in Botswana. As of 2011, it had a population of 55,784. Maun is the ""tourism capital"" of Botswana and the administrative centre of Ngamiland district. Francistown and Maun are linked by the A3 highway. It is also the headquarters of numerous safari and air-charter operations who run trips into the Okavango Delta.
Although officially still a village, Maun has developed rapidly from a rural frontier town and has spread along the Thamalakane River. It now has shopping centres, hotels and lodges as well as car hire, although it retains a rural atmosphere and local tribesmen continue to bring their cattle to Maun to sell. The community is distributed along the wide banks of the Thamalakane River where red lechwe can still be seen grazing next to local donkeys, goats and cattle.","https://en.wikipedia.org/wiki/Maun,_Botswana"
Brazil,241,São Paulo,http://www.wikidata.org/entity/Q174,wd:Q174,390875,largest city in Brazil,"São Paulo (, Portuguese: [sɐ̃w̃ ˈpawlu] (listen); Portuguese for 'Saint Paul') is a city in the Southeast Region of Brazil. Listed by the GaWC as an alpha global city, the municipality of São Paulo is the most populous city proper in Brazil, the Americas, the Western Hemisphere and the Southern Hemisphere, as well as the world's 4th largest city proper by population, despite being overlooked by Rio de Janeiro. Additionally, São Paulo is the largest Portuguese-speaking city in the world. The city serves as the capital of the surrounding state of São Paulo, the most populous and wealthiest state in Brazil. It exerts strong international influences in commerce, finance, arts and entertainment. The city's name honors the Apostle, Saint Paul of Tarsus. The city's metropolitan area, the Greater São Paulo, ranks as the most populous in Brazil and the 12th most populous on Earth. The process of conurbation between the metropolitan areas around the Greater São Paulo (Campinas, Santos, Jundiaí, Sorocaba and São José dos Campos) created the São Paulo Macrometropolis, a megalopolis with more than 30 million inhabitants, one of the most populous urban agglomerations in the world.Having the largest economy by GDP in Latin America and the Southern Hemisphere, the city is home to the São Paulo Stock Exchange. Paulista Avenue is the economic core of São Paulo. The city has the 11th largest GDP in the world, representing alone 10.7% of all Brazilian GDP and 36% of the production of goods and services in the state of São Paulo, being home to 63% of established multinationals in Brazil, and has been responsible for 28% of the national scientific production in 2005, as measured by the number of science papers published in journals.The metropolis is also home to several of the tallest skyscrapers in Brazil, including the Mirante do Vale, Edifício Itália, Banespa, North Tower and many others. The city has cultural, economic and political influence nationally and internationally. It is home to monuments, parks and museums such as the Latin American Memorial, the Ibirapuera Park, Museum of Ipiranga, São Paulo Museum of Art, and the Museum of the Portuguese Language. The city holds events like the São Paulo Jazz Festival, São Paulo Art Biennial, the Brazilian Grand Prix, São Paulo Fashion Week, the ATP Brasil Open, the Brasil Game Show and the Comic Con Experience. São Paulo's LGBTQ Pride parade rivals the New York City Pride march as the largest LGBTQ pride parade in the world.São Paulo is a cosmopolitan, melting pot city, home to the largest Arab, Italian, Japanese, and Portuguese diasporas, with examples including ethnic neighborhoods of Bixiga, Bom Retiro, and Liberdade. São Paulo is also home to the largest Jewish population in Brazil, with about 75,000 Jews. In 2016, inhabitants of the city were native to over 200 countries. People from the city are known as paulistanos, while paulistas designates anyone from the state, including the paulistanos. The city's Latin motto, which it has shared with the battleship and the aircraft carrier named after it, is Non ducor, duco, which translates as ""I am not led, I lead."" The city, which is also colloquially known as Sampa or Terra da Garoa (Land of Drizzle), is known for its unreliable weather, the size of its helicopter fleet, its architecture, gastronomy, severe traffic congestion and skyscrapers. São Paulo was one of the host cities of the 1950 and the 2014 FIFA World Cup. Additionally, the city hosted the IV Pan American Games and the São Paulo Indy 300.",https://en.wikipedia.org/wiki/S%C3%A3o_Paulo
Bulgaria,112,Plovdiv,http://www.wikidata.org/entity/Q459,wd:Q459,182553,second-largest city in Bulgaria,"Plovdiv (Bulgarian: Пловдив, pronounced [ˈpɫɔvdif]) is the second-largest city in Bulgaria, standing on the banks of the Maritsa river in the historical region of Thrace. It has a population of 346,893 as of 2018 and 675,000 in the greater metropolitan area. Plovdiv is the cultural capital of Bulgaria and was the European Capital of Culture in 2019. It is an important economic, transport, cultural, and educational center. During most of its recorded history, Plovdiv was known by the name Philippopolis (Greek: Φιλιππούπολις, translit. Philippoúpolis, lit. ""Philip's city"") after Philip II of Macedon.
Plovdiv is situated in a fertile region of south-central Bulgaria on the two banks of the Maritsa River. The city has historically developed on seven syenite hills, some of which are 250 metres (820 feet) high. Because of these hills, Plovdiv is often referred to in Bulgaria as ""The City of the Seven Hills"". There is evidence of habitation in Plovdiv dating back to the 6th millennium BCE, when the first Neolithic settlements were established. The city was subsequently a local Thracian settlement, later being conquered and ruled also by Persians, Ancient Macedonians, Celts, Romans, Byzantines, Goths, Huns, Bulgarians (Thracians, Bulgars, Slavic tribes, etc.), Crusaders, and Ottoman turks.Philippopolis was founded as a polis by the father of Alexander the Great, Philip the Great (r. 359–336 BCE), the king of ancient Macedonia, settling there both Thracians and 2,000 Macedonians and Greeks in 342 BCE. Control of the city alternated between the Macedonian kingdom and the Thracian Odrysian kingdom during the Hellenistic period; the Macedonian king Philip V (r. 221–179 BCE) reoccupied the city in 183 BCE and his successor Perseus (r. 179–168 BCE) held the city with the Odrysians until the Roman Republic conquered the Macedonian kingdom in 168 BC. Philippopolis became the capital of the Roman province of Thracia. The city was at the centre of the road network of inland Thrace, and the strategic Via Militaris was crossed by several other roads at the site, leading to the Danube, the Aegean Sea, and the Black Sea. The Roman emperor Marcus Aurelius (r. 161–180 CE) built a new wall around the city.In Late Antiquity, Philippopolis was an important stronghold, but was sacked in 250 during the Crisis of the Third Century, after the Siege of Philippopolis by the Goths led by Cniva.  After this the settlement contracted, though it remained a major city, with the city walls rebuilt and new Christian basilicas and Roman baths constructed in the 4th century. The city was again sacked by the Huns in 441/442, and the walls were again rebuilt. Roman Philippopolis resisted another attack, by the Avars in the 580s, after the walls were renewed yet again by Justinian the Great (r. 527–565).In the Middle Ages, Philippopolis fell to the Bulgars of the First Bulgarian Empire in 863, during the reign of Boris I (r. 852–889), having been briefly abandoned by the Christian inhabitants in 813 during a dispute with the khan Krum (r. c. 803 – 814). During the Byzantine–Bulgarian wars, the emperor Basil the Bulgar-Slayer (r. 960–1025) used Philippopolis as a major strategic fortification, governed by the protospatharios Nikephoros Xiphias. In the middle 11th century, the city was attacked by the Pechenegs, who occupied it briefly around 1090. The city continued to prosper, with the walls restored in the 12th century, during which the historian and politician Niketas Choniates was its governor and the physician Michael Italikos was its metropolitan bishop. According to the Latin historian of the Fourth Crusade, Geoffrey of Villehardouin, Philippopolis was the third largest city in the Byzantine Empire, after Constantinople (Istanbul) and Thessalonica (Thessaloniki). It suffered damage from the armies passing through the city during the Crusades as well as from sectarian violence between the Eastern Orthodox and the Armenian Orthodox and Paulician denominations. The city was destroyed by Kaloyan of Bulgaria (r. 1196–1207) in 1206 and rebuilt thereafter. In 1219, the city became the capital of the Crusader Duchy of Philippopolis, part of the Latin Empire. The Second Bulgarian Empire recovered the city in 1263, but lost it to Byzantine control before recapturing it in 1323. The Ottoman Empire conquered Philippopolis (Turkish: Filibe) in 1363 or 1364.On 4 January 1878, at the end of the Russo-Turkish War (1877–1878), Plovdiv was taken away from Ottoman rule by the Russian army. It remained within the borders of Bulgaria until July of the same year, when it became the capital of the autonomous Ottoman region of Eastern Rumelia. In 1885, Plovdiv and Eastern Rumelia joined Bulgaria.
There are many preserved ruins such as the ancient Plovdiv Roman theatre, a Roman odeon, a Roman aqueduct, the Plovdiv Roman Stadium, the archaeological complex Eirene, and others. Plovdiv is host to a huge variety of cultural events such as the International Fair Plovdiv, the international theatrical festival ""A stage on a crossroad"", the TV festival ""The golden chest"", and many more novel festivals, such as Night/Plovdiv in September, Kapana Fest, and Opera Open. The oldest American educational institution outside the United States, the American College of Sofia, was founded in Plovdiv in 1860 and later moved to Sofia.
On 5 September 2014, Plovdiv was selected as the Bulgarian host of the European Capital of Culture 2019 alongside the Italian city of Matera. This happened with the help of the Municipal Foundation ""Plovdiv 2019″, a non-government organization, which was established in 2011 by Plovdiv's City Council whose main objectives were to develop and to prepare Plovdiv's bid book for European Capital of Culture in 2019.",https://en.wikipedia.org/wiki/Plovdiv
Burkina Faso,40,Koudougou,http://www.wikidata.org/entity/Q460697,wd:Q460697,1190595,town in Burkina Faso,"Koudougou is a city in Burkina Faso's Boulkiemdé Province. It is located 75 kilometres (47 mi) west of Ouagadougou, the capital of Burkina Faso. With a population of 160,207 (2019) it is the third most populous city in Burkina Faso after Ouagadougou and Bobo Dioulasso and is mainly inhabited by the Gurunsi and Mossi ethnic groups. Koudougou is situated on the only railway line in Burkina Faso and has some small industries, a market, a university and provincial government offices.",https://en.wikipedia.org/wiki/Koudougou
Burundi,34,Muyinga,http://www.wikidata.org/entity/Q2006076,wd:Q2006076,2480768,city in Burundi,"Muyinga is a city located in northern Burundi.  It is the capital city of Muyinga Province. It lies at an altitude of 1731 m and has a population of 100,715.",https://en.wikipedia.org/wiki/Muyinga
