202,Cook Islands,1.32%,2012
203,Yemen,0.79%,2012
204,Syria,689%,2012
205,Mauritania,604%,2012
206,Lebanon,586%,2012
207,Somalia,584%,2012
208,Lesotho,506%,2012
209,Falkland Islands (Islas Malvinas),477%,2012
210,Aruba,475%,2012
211,Iraq,0.38%,2012
212,Afghanistan,372%,2012
213,Haiti,303%,2012
214,Palestine,215%,2012
215,Wallis and Futuna,166%,2012
216,Libya,145%,2012
217,Barbados,124%,2012
218,Djibouti,839%,2012
