,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
208,Cuba,85,José Martí,http://www.wikidata.org/entity/Q103285,wd:Q103285,188158,"Cuban poet, writer, philosopher and nationalist leader (1853-1895)","José Julián Martí Pérez (Spanish pronunciation: [xoˈse maɾˈti]; January 28, 1853 – May 19, 1895) was a Cuban nationalist, poet, philosopher, essayist, journalist, translator, professor, and publisher, who is considered a Cuban national hero because of his role in the liberation of his country. He was also an important figure in Latin American literature. He was very politically active and is considered an important philosopher and political theorist. Through his writings and political activity, he became a symbol of Cuba's bid for independence from the Spanish Empire in the 19th century, and is referred to as the ""Apostle of Cuban Independence"". From adolescence, he dedicated his life to the promotion of liberty, political independence for Cuba, and intellectual independence for all Spanish Americans; his death was used as a cry for Cuban independence from Spain by both the Cuban revolutionaries and those Cubans previously reluctant to start a revolt.
Born in Havana, Spanish Empire, Martí began his political activism at an early age. He traveled extensively in Spain, Latin America, and the United States, raising awareness and support for the cause of Cuban independence. His unification of the Cuban émigré community, particularly in Florida, was crucial to the success of the Cuban War of Independence against Spain. He was a key figure in the planning and execution of this war, as well as the designer of the Cuban Revolutionary Party and its ideology. He died in military action during the Battle of Dos Ríos on May 19, 1895. Martí is considered one of the great turn-of-the-century Latin American intellectuals. His written works include a series of poems, essays, letters, lectures, novel, and a children's magazine.
He wrote for numerous Latin American and American newspapers; he also founded a number of newspapers. His newspaper Patria was an important instrument in his campaign for Cuban independence. After his death, one of his poems from the book, Versos Sencillos (Simple Verses) was adapted to the song ""Guantanamera"", which has become the definitive patriotic song of Cuba. The concepts of freedom, liberty, and democracy are prominent themes in all of his works, which were influential on the Nicaraguan poet Rubén Darío and the Chilean poet Gabriela Mistral. Following the 1959 Cuban Revolution, Martí's ideology became a major driving force in Cuban politics. He is also regarded as Cuba's ""martyr.""",https://en.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%AD
209,Cyprus,78,Zeno of Citium,http://www.wikidata.org/entity/Q171303,wd:Q171303,37142,ancient philosopher,"Zeno of Citium (; Koinē Greek: Ζήνων ὁ Κιτιεύς, Zēnōn ho Kitieus; c. 334 – c. 262 BC) was a Hellenistic philosopher   from Citium (Κίτιον, Kition), Cyprus. Zeno was the founder of the Stoic school of philosophy, which he taught in Athens from about 300 BC. Based on the moral ideas of the Cynics, Stoicism laid great emphasis on goodness and peace of mind gained from living a life of virtue in accordance with nature. It proved very popular, and flourished as one of the major schools of philosophy from the Hellenistic period through to the Roman era, and enjoyed revivals in the Renaissance as Neostoicism and in the current era as Modern Stoicism.",https://en.wikipedia.org/wiki/Zeno_of_Citium
211,Czech Republic,133,Antonín Dvořák,http://www.wikidata.org/entity/Q7298,wd:Q7298,76572,Czech composer (1841-1904),"Antonín Leopold Dvořák ( d(ə-)VOR-zha(h)k; Czech: [ˈantoɲiːn ˈlɛopold ˈdvor̝aːk] (listen); 8 September 1841 – 1 May 1904) was a Czech composer, one of the first Czech composers to achieve worldwide recognition. Dvořák frequently employed rhythms and other aspects of the folk music of Moravia and his native Bohemia, following the Romantic-era nationalist example of his predecessor Bedřich Smetana. Dvořák's style has been described as ""the fullest recreation of a national idiom with that of the symphonic tradition, absorbing folk influences and finding effective ways of using them"".Dvořák displayed his musical gifts at an early age, being an apt violin student from age six. The first public performances of his works were in Prague in 1872 and, with special success, in 1873, when he was 31 years old. Seeking recognition beyond the Prague area, he submitted a score of his First Symphony to a prize competition in Germany, but did not win, and the unreturned manuscript was lost until rediscovered many decades later. In 1874, he made a submission to the Austrian State Prize for Composition, including scores of two further symphonies and other works. Although Dvořák was not aware of it, Johannes Brahms was the leading member of the jury and was highly impressed. The prize was awarded to Dvořák in 1874 and again in 1876 and in 1877, when Brahms and the prominent critic Eduard Hanslick, also a member of the jury, made themselves known to him. Brahms recommended Dvořák to his publisher, Simrock, who soon afterward commissioned what became the Slavonic Dances, Op. 46. These were highly praised by the Berlin music critic Louis Ehlert in 1878, the sheet music (of the original piano 4-hands version) had excellent sales, and Dvořák's international reputation was launched at last.
Dvořák's first piece of a religious nature, his setting of Stabat Mater, was premiered in Prague in 1880. It was very successfully performed in London in 1883, leading to many other performances in the United Kingdom and United States. In his career, Dvořák made nine invited visits to England, often conducting performances of his own works. His Seventh Symphony was written for London. Visiting Russia in March 1890, he conducted concerts of his own music in Moscow and Saint Petersburg. In 1891 Dvořák was appointed as a professor at the Prague Conservatory. In 1890–91, he wrote his Dumky Trio, one of his most successful chamber music pieces.
In 1892, Dvořák moved to the United States and became the director of the National Conservatory of Music of America in New York City. The President of the National Conservatory of Music in America, Jeannette Thurber, offered Dvořák an annual salary of $15,000 – an incredibly lavish sum for the era (equivalent to $432,056 in 2020), twenty-five times what he was paid at the Prague Conservatory. While in the United States, Dvořák wrote his two most successful orchestral works: the Symphony From the New World, which spread his reputation worldwide, and his Cello Concerto, one of the most highly regarded of all cello concerti. In the summer of 1893, Dvořák moved from New York City to Spillville, Iowa, following the advice of his secretary, J.J. Kovarík. Dvořák had originally planned to come back to Bohemia, but Spillville was made up of mostly Czech immigrants, and thus he felt less homesick; Dvořák referred to it as his ""summer Vysoka."" This is where he wrote his most famous piece of chamber music, his String Quartet in F major, Op. 96, which was later nicknamed the American Quartet. Shortly after his time in Iowa, Dvorák extended his contract at the National Conservatory for another two years. However, the economic crisis of April 1893 resulted in Thurber's husband's loss of income, and directly influenced the National Conservatory's funding. Shortfalls in payment of his salary, along with increasing recognition in Europe and an onset of homesickness, led him to leave the United States and return to Bohemia in 1895.
All of Dvořák's nine operas, except his first, have librettos in Czech and were intended to convey the Czech national spirit, as were some of his choral works. By far the most successful of the operas is Rusalka. Among his smaller works, the seventh Humoresque and the song ""Songs My Mother Taught Me"" are also widely performed and recorded. He has been described as ""arguably the most versatile... composer of his time"".The Dvořák Prague International Music Festival is a major series of concerts held annually to celebrate Dvořák's life and works.",https://en.wikipedia.org/wiki/Anton%C3%ADn_Dvo%C5%99%C3%A1k
224,Côte d'Ivoire,6,Pokou,http://www.wikidata.org/entity/Q774231,wd:Q774231,38311649,Ashanti Queen (1730-1760),"Queen Pokou, or Awura, Aura, or Abla Pokou (reigned c. 1750 - c. 1760) was Queen and founder of the Baoule ethnic group in West Africa, now Ivory Coast. She ruled over a branch of the powerful Ashanti Empire as it expanded westward. A subgroup of the Akan people, the Baoule people are today one of the largest ethnic groups in modern Ivory Coast.",https://en.wikipedia.org/wiki/Queen_Pokou
226,Democratic Republic of the Congo,10,Isidore Bakanja,http://www.wikidata.org/entity/Q668528,wd:Q668528,24335706,Roman Catholic martyr,"Isidore Bakanja (c. 1887 at Bokendela in Congo Free State – 15 August 1909 at Busira, Belgian Congo) was beatified on 24 April 1994 by Pope John Paul II. His feast day is 12 August on the Carmelite Calendar of Saints, and 15 August in the general Church calendar.  Isidore Bakanja is considered a strong witness to the grace of reconciliation that can be experienced between peoples of different races.
Bakanja accepted the Christian faith at eighteen years of age through the ministry of Cistercian missionaries in what is today the Democratic Republic of the Congo (formerly known as the ""Congo Free State"" Belgian Congo).  He was a very devout convert and catechist. Bakanja had a great love for the Blessed Virgin Mary that he expressed through recitation of the Rosary and by being invested in the Brown Scapular of Our Lady of Mount Carmel.  His employers had ordered him to cease sharing the Gospel as well as remove the scapular that he wore as a witness to his faith.  Isidore's refusal to comply with the demands of his supervisor resulted in his being brutally beaten and chained.
As a result of the beating and persistent ill treatment he received, Bakanja's wounds became severely infected.  As his condition worsened his supervisor sought to keep him from the view of the plantation's inspector. However, Bakanja was discovered and taken to the inspector's home for treatment.  His condition had deteriorated so severely, however, that no further medical attention could help him.

At this point Isidore told the inspector ""tell them that I am dying because I am a Christian."" Missionaries in the area visited Isidore and urged him to forgive the supervisor. He assured them that he already had, declaring ""When I am in heaven, I shall pray for him very much.""

",https://en.wikipedia.org/wiki/Isidore_Bakanja
227,Denmark,223,Hans Christian Andersen,http://www.wikidata.org/entity/Q5673,wd:Q5673,13550,"Danish author, fairy tale writer, and poet (1805-1875)","Hans Christian Andersen (, Danish: [ˈhænˀs ˈkʰʁestjæn ˈɑnɐsn̩] (listen); 2 April 1805 – 4 August 1875) was a Danish author. Although a prolific writer of plays, travelogues, novels, and poems, he is best remembered for his literary fairy tales.
Andersen's fairy tales, consisting of 156 stories across nine volumes and translated into more than 125 languages, have become culturally embedded in the West's collective consciousness, readily accessible to children, but presenting lessons of virtue and resilience in the face of adversity for mature readers as well. His most famous fairy tales include ""The Emperor's New Clothes"", ""The Little Mermaid"", ""The Nightingale"", ""The Steadfast Tin Soldier"", ""The Red Shoes"", ""The Princess and the Pea"", ""The Snow Queen"", ""The Ugly Duckling"", ""The Little Match Girl"", and ""Thumbelina"". His stories have inspired ballets, plays, and animated and live-action films. One of Copenhagen's widest and busiest boulevards, skirting Copenhagen City Hall Square at the corner of which Andersen's larger-than-life bronze statue sits, is named ""H. C. Andersens Boulevard.""",https://en.wikipedia.org/wiki/Hans_Christian_Andersen
247,Dominica,4,Thomas Atwood,http://www.wikidata.org/entity/Q7787207,wd:Q7787207,30333772,Dominican judge,"Thomas Atwood (died 1793) was chief justice of the island of Dominica, and afterwards of the Bahamas.",https://en.wikipedia.org/wiki/Thomas_Atwood_(judge)
256,Dominican Republic,24,Juan Pablo Duarte,http://www.wikidata.org/entity/Q188122,wd:Q188122,1291703,Founder of the Dominican Republic (1813-1876),"Juan Pablo Duarte (January 26,2022 – July 2022) was a Dominican military leader, writer, activist, and nationalist politician who was the foremost of the founding fathers of the Dominican Republic. As one of the most celebrated figures in Dominican history, Duarte is considered a national hero and revolutionary visionary in the modern Dominican Republic, who along with military general Ramón Matías Mella and Francisco del Rosario Sánchez, organized and promoted the Trinitario movement that eventually led to the Dominican revolt and independence from Haitian rule in 1844 and the start of a  Dominican War of Independence
Duarte became an officer in the National Guard and a year later in 1843 he participated in the ""Reformist Revolution"" against the dictatorship of Jean Pierre Boyer, who threatened to invade the western part of the island with the intention of unifying it. After the defeat of the Haitian President and the proclamation of Dominican independence in 1844, the Board formed to designate the first ruler of the nation and elected Duarte by a strong majority vote to preside over the nation but he declined the proposal, while Tomás Bobadilla took office instead.Duarte helped inspire and finance the Dominican War of Independence, paying a heavy toll which would eventually ruin him financially. Duarte also disagreed strongly with royalist and pro-annexation sectors in the nation, especially with the wealthy caudillo and military strongman Pedro Santana, who sought to rejoin the Spanish Empire. From these struggles, Santana emerged victorious while Duarte suffered in exile, living in Venezuela until his death in 1876.",https://en.wikipedia.org/wiki/Juan_Pablo_Duarte
270,Ecuador,157,Simón Bolívar,http://www.wikidata.org/entity/Q8605,wd:Q8605,55917,"Venezuelan military and political leader, protagonist of the Spanish-American emancipation against the Spanish Empire (1783-1830)","Simón José Antonio de la Santísima Trinidad Bolívar y Ponte Palacios y Blanco (English:  BOL-iv-ər, -⁠ar, also US:  BOH-liv-ar, Spanish: [siˈmom boˈliβaɾ] (listen); 24 July 1783 – 17 December 1830), also colloquially as El Libertador, or Liberator of America, was a Venezuelan military and political leader who led what are currently the countries of Colombia, Venezuela, Ecuador, Panama, Peru, and Bolivia to independence from the Spanish Empire.
Bolívar was born in Caracas into a wealthy family and, as was common for heirs of upper-class families in his day, was sent to be educated abroad at a young age, arriving in Spain when he was 16 and later moving to France. While in Europe he was introduced to the ideas of the Enlightenment, which later motivated him to overthrow the reigning Spanish in colonial South America. Taking advantage of the disorder in Spain prompted by the Peninsular War, Bolívar began his campaign for independence in 1808. The campaign for the independence of Colombia (Gran Colombia—later New Granada) was consolidated with the victory at the Battle of Boyacá on 7 August 1819. He established an organized national congress within three years. Despite a number of hindrances, including the arrival of an unprecedentedly large Spanish expeditionary force, the revolutionaries eventually prevailed, culminating in the victory at the Battle of Carabobo in 1821, which effectively made Venezuela an independent country.
Following this triumph over the Spanish monarchy, Bolívar participated in the foundation of the first union of independent nations in Latin America, Gran Colombia, of which he was president from 1819 to 1830. Through further military campaigns, he ousted Spanish rulers from Ecuador, Peru, and Bolivia, the last of which was named after him. He was simultaneously president of Gran Colombia (present-day Venezuela, Colombia, Panama and Ecuador), Peru, and Bolivia, but soon after, his second-in-command, Antonio José de Sucre, was appointed president of Bolivia. Bolívar aimed at a strong and united Spanish America able to cope not only with the threats emanating from Spain and the European Holy Alliance but also with the emerging power of the United States. At the peak of his power, Bolívar ruled over a vast territory from the Argentine border to the Caribbean Sea.
Bolívar is viewed as a national icon in much of modern South America, and is considered one of the great heroes of the Hispanic independence movements of the early 19th century, along with José de San Martín, Francisco de Miranda and others. Towards the end of his life, Bolívar despaired of the situation in his native region, with the famous quote ""all who served the revolution have plowed the sea"".: 450  In an address to the Constituent Congress of the Republic of Colombia, Bolívar stated ""Fellow citizens! I blush to say this: Independence is the only benefit we have acquired, to the detriment of all the rest.""",https://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar
272,Egypt,142,Cleopatra,http://www.wikidata.org/entity/Q635,wd:Q635,60827,last active pharaoh of Ptolemaic Egypt,"Cleopatra VII Philopator (Greek: Κλεοπάτρα Φιλοπάτωρ; 69 BC – 10 August 30 BC) was queen of the Ptolemaic Kingdom of Egypt from 51 to 30 BC, and its last active ruler. A member of the Ptolemaic dynasty, she was a descendant of its founder Ptolemy I Soter, a Macedonian Greek general and companion of Alexander the Great. After the death of Cleopatra, Egypt became a province of the Roman Empire, marking the end of the second to last Hellenistic state and the age that had lasted since the reign of Alexander (336–323 BC). Her native language was Koine Greek, and she was the only Ptolemaic ruler to learn the Egyptian language.In 58 BC, Cleopatra presumably accompanied her father, Ptolemy XII Auletes, during his exile to Rome after a revolt in Egypt (a Roman client state) allowed his rival daughter Berenice IV to claim his throne. Berenice was killed in 55 BC when Ptolemy returned to Egypt with Roman military assistance. When he died in 51 BC, the joint reign of Cleopatra and her brother Ptolemy XIII began, but a falling-out between them led to open civil war. After losing the 48 BC Battle of Pharsalus in Greece against his rival Julius Caesar (a Roman dictator and consul) in Caesar's Civil War, the Roman statesman Pompey fled to Egypt. Pompey had been a political ally of Ptolemy XII, but Ptolemy XIII, at the urging of his court eunuchs, had Pompey ambushed and killed before Caesar arrived and occupied Alexandria. Caesar then attempted to reconcile the rival Ptolemaic siblings, but Ptolemy's chief adviser, Potheinos, viewed Caesar's terms as favoring Cleopatra, so his forces besieged her and Caesar at the palace. Shortly after the siege was lifted by reinforcements, Ptolemy XIII died in the 47 BC Battle of the Nile; Cleopatra's half-sister Arsinoe IV was eventually exiled to Ephesus for her role in carrying out the siege. Caesar declared Cleopatra and her brother Ptolemy XIV joint rulers but maintained a private affair with Cleopatra that produced a son, Caesarion. Cleopatra traveled to Rome as a client queen in 46 and 44 BC, where she stayed at Caesar's villa. After the assassinations of Caesar and (on her orders) Ptolemy XIV in 44 BC, she named Caesarion co-ruler as Ptolemy XV.
In the Liberators' civil war of 43–42 BC, Cleopatra sided with the Roman Second Triumvirate formed by Caesar's grandnephew and heir Octavian, Mark Antony, and Marcus Aemilius Lepidus. After their meeting at Tarsos in 41 BC, the queen had an affair with Antony. He carried out the execution of Arsinoe at her request, and became increasingly reliant on Cleopatra for both funding and military aid during his invasions of the Parthian Empire and the Kingdom of Armenia. The Donations of Alexandria declared their children Alexander Helios, Cleopatra Selene II, and Ptolemy Philadelphus rulers over various erstwhile territories under Antony's triumviral authority. This event, their marriage, and Antony's divorce of Octavian's sister Octavia Minor led to the Final War of the Roman Republic. Octavian engaged in a war of propaganda, forced Antony's allies in the Roman Senate to flee Rome in 32 BC, and declared war on Cleopatra. After defeating Antony and Cleopatra's naval fleet at the 31 BC Battle of Actium, Octavian's forces invaded Egypt in 30 BC and defeated Antony, leading to Antony's suicide. When Cleopatra learned that Octavian planned to bring her to his Roman triumphal procession, she killed herself by poisoning, contrary to the popular belief that she was bitten by an asp.
Cleopatra's legacy survives in ancient and modern works of art. Roman historiography and Latin poetry produced a generally critical view of the queen that pervaded later Medieval and Renaissance literature. In the visual arts, her ancient depictions include Roman busts, paintings, and sculptures, cameo carvings and glass, Ptolemaic and Roman coinage, and reliefs. In Renaissance and Baroque art, she was the subject of many works including operas, paintings, poetry, sculptures, and theatrical dramas. She has become a pop culture icon of Egyptomania since the Victorian era, and in modern times, Cleopatra has appeared in the applied and fine arts, burlesque satire, Hollywood films, and brand images for commercial products.",https://en.wikipedia.org/wiki/Cleopatra
292,El Salvador,32,Francisco Morazán,http://www.wikidata.org/entity/Q332111,wd:Q332111,219204,President of Federal Republic of Centroamerica (1830-1839),"José Francisco Morazán Quesada (Spanish pronunciation: [fɾanˈsisko moɾaˈsan]; born October 3, 1792 – September 15, 1842) was a Central American politician who was president of the Federal Republic of Central America from 1830 to 1839. Before he was president of Central America he was the head of state of Honduras. He rose to prominence at the Battle of La Trinidad on November 11, 1827. Morazán then dominated the political and military scene of Central America until his execution in 1842.
In the political arena, Francisco Morazán was recognized as a visionary and great thinker, as he attempted to transform Central America into one large and progressive nation. He enacted liberal reforms in the new Federal Republic of Central America, including freedom of the press, freedom of speech and freedom of religion.  Morazán also limited church power by making marriage secular and abolishing government-aided tithing.
These reforms made him some powerful enemies, and his period of rule was marked by bitter infighting between liberals and conservatives. But through his military skills, Morazán was able to keep a firm  grip on power until 1837, when the Federal Republic became irrevocably fractured. This was exploited by the conservative leaders, who rallied around the leadership of Rafael Carrera and in order to protect their own interests, ended up dividing Central America into five nations.",https://en.wikipedia.org/wiki/Francisco_Moraz%C3%A1n
304,Equatorial Guinea,3,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist,"Suzanne Amomba Paillé (c. 1673-1683 – 27 January 1755) was an African-Guianan slave, slave owner, planter and philatropist.  
A freed African slave, she amassed a large estate in French Guiana with her husband. After inheriting the estate upon his death, the colonial administration barred further interracial marriages to keep her estate from benefiting a second husband should she remarry. They also appointed a guardian to manage her assets believing a former slave could not control her own affairs. After suing the government and having the guardianship removed, she donated her estate to charity to educate the children of the country.",https://en.wikipedia.org/wiki/Suzanne_Amomba_Paill%C3%A9
305,Eritrea,3,Bahta Hagos,http://www.wikidata.org/entity/Q4842909,wd:Q4842909,9996091,Eritrean soldier,"Bahta Hagos (Ge'ez: ባህታ ሓጎስ), died December 19, 1894, was Dejazmach of Akkele Guzay, and retrospectively considered an important leader of Eritrean resistance to foreign domination specifically against northern Ethiopian and Italian colonialism. He was born sometime between 1839 and 1850 into a rich peasant family in the town of Segheneyti and was killed in the Battle of Halai against the Italian Colonial Army on December 19, 1894. He was of the Tsena-Degle Tigrinyas, from Akele Guzay.",https://en.wikipedia.org/wiki/Bahta_Hagos
307,Estonia,57,Fabian Gottlieb von Bellingshausen,http://www.wikidata.org/entity/Q76754,wd:Q76754,562598,"officer in the Imperial Russian Navy, cartographer and explorer","Fabian Gottlieb Thaddeus von Bellingshausen (Russian: Фадде́й Фадде́евич Беллинсга́узен, romanized: Faddéy Faddéevich Bellinsgáuzen; 20 September [O.S. 9 September] 1778 – 25 January [O.S. 13 January] 1852) was a Russian naval officer, cartographer and explorer, who ultimately rose to the rank of admiral. He participated in the First Russian circumnavigation of the globe and subsequently became a leader of another circumnavigation expedition that discovered the continent of Antarctica. Like Otto von Kotzebue and Adam Johann von Krusenstern, Bellingshausen belonged to the cohort of prominent Baltic German navigators who helped Russia launch its naval expeditions.Bellingshausen was born on Osel Island. He started his service in the Russian Baltic Fleet, and after distinguishing himself joined the First Russian circumnavigation of the Earth in 1803–1806, serving on the merchant ship Nadezhda under the captaincy of Adam Johann von Krusenstern. After the journey he published a collection of maps of the newly explored areas and islands of the Pacific Ocean. Subsequently, he commanded several ships of the Baltic and Black Sea Fleets.As a prominent cartographer, Bellingshausen was appointed to command the Russian circumnavigation of the globe in 1819–1821, intended to explore the Southern Ocean and to find land in the proximity of the South Pole. Mikhail Lazarev prepared the expedition and was made Bellingshausen's second-in-command and the captain of the sloop Mirny, while Bellingshausen himself commanded the sloop Vostok. During this expedition Bellingshausen and Lazarev became the first explorers to see the land of Antarctica on 27 January 1820 (New Style). They circumnavigated the continent twice and never lost each other from view. Thus they disproved Captain Cook's assertion that it was impossible to find land in the southern ice-fields. The expedition discovered and named Peter I Island, Zavodovski, Leskov and Visokoi Islands, the Antarctic Peninsula and Alexander Island (Alexander Coast), and made other discoveries in the tropical waters of the Pacific.
Made counter admiral on his return, Bellingshausen participated in the Russo-Turkish War of 1828–1829. Promoted to vice-admiral, he again served in the Baltic Fleet in 1830s, and from 1839 he was the military governor of Kronstadt, where he died. In 1831 he published the book on his Antarctic travels, called Double Investigation of the Southern Polar Ocean and the Voyage Around the World (Двукратные изыскания в южнополярном океане и плавание вокруг света). Russians remember him as one of their greatest admirals and explorers. Multiple geographical features and locations in the Antarctic, named in honor of Bellingshausen, commemorate his role in the exploration of the southern polar region.",https://en.wikipedia.org/wiki/Fabian_Gottlieb_von_Bellingshausen
309,Eswatini,10,Ngwane V,http://www.wikidata.org/entity/Q512692,wd:Q512692,831048,Paramount chief of Swaziland,"Ngwane V (also known as Mahlokohla, Bhunu, Hhili) (11 May 1876 - 10 December 1899) was the King of Swaziland from 1895 until his death on 10 December 1899. Ngwane was born the son of Mbandzeni and his mother was Labotsibeni Mdluli. He ascended to the throne after a short regency of Queen Mother Tibati Nkambule.
He was only 16 years old when he became king. His royal capital was at Zombodze while the Queen Mother's residence was at Lobamba. Ngwane became the king after the Swaziland convention of 1894. This had led to the classification of Swaziland as a protected state of the South African Republic which was then led by President Paul Kruger. During this time Swaziland had a partial Dutch administration in parallel to Ngwane's administration. The Dutch or European for European interests and Ngwane as head and authority of the Swazi nation. An annual payment was made to Ngwane and Labotsibeni while they were in office from taxes collected and from contributions from concessionaires and taxes. Ngwane's rule was short. In 1899 the Anglo-Boer war began, and brought to an end the Dutch or Boer partial administration of Swaziland and hence gave way to independence. However Mahlokohla died on 10 December of that year while dancing incwala. This was hid from the nation until the ceremony was over. Ngwane was succeeded by his four-month-old son Nkhotfotjeni and his wife Lomawa Ndwandwe. His mother Labotsibeni who had been very influential during his reign continued as queen regent until Sobhuza was crowned in 1921. Ngwane's reign gave way to a stable territory surrounded by conflicting states. Today Mahlokohla is named for one of the main streets, Mahlokohla Street in Swaziland's capital Mbabane.",https://en.wikipedia.org/wiki/Ngwane_V
315,Ethiopia,51,Menilek II,http://www.wikidata.org/entity/Q244748,wd:Q244748,296604,Emperor of Ethiopia and King of Shewa (1844-1913),"Menelik II (Ge'ez: ዳግማዊ ምኒልክ dagmawi mənilək; horse name Abba Dagnew (Amharic: አባ ዳኘው abba daññäw); 17 August 1844 – 12 December 1913), baptised as Sahle Maryam (ሣህለ ማርያም sahlä maryam) was Emperor of Ethiopia from 1889 to his death in 1913 and King of Shewa from 1866 to 1889. At the height of his internal power and external prestige, the process of territorial expansion and creation of the modern empire-state was completed by 1898.The Ethiopian Empire was transformed under Emperor Menelik: the major signposts of modernisation were put in place, with the assistance of key ministerial advisors. Externally, Menelik led Ethiopian troops against Italian invaders in the First Italo-Ethiopian War; following a decisive victory at the Battle of Adwa, recognition of Ethiopia's independence by external powers was expressed in terms of diplomatic representation at his court and delineation of Ethiopia's boundaries with the adjacent colonies. Menelik expanded his realm to the south and east, into Oromo, Kaffa, Sidama, Wolayta and other kingdoms or republics,: 2 Later in his reign, Menelik established the first Cabinet of Ministers to help in the administration of the Empire, appointing trusted and widely respected nobles and retainers to the first Ministries. These ministers would remain in place long after his death, serving in their posts through the brief reign of Lij Iyasu (whom they helped depose) and into the reign of Empress Zewditu.
Today, the Battle of Adwa remains a source of national pride for Ethiopians and is celebrated in March annually. It would also inspire Pan-African movements around the globe.",https://en.wikipedia.org/wiki/Menelik_II
316,Fiji,33,Seru Epenisa Cakobau,http://www.wikidata.org/entity/Q681408,wd:Q681408,537100,King of Fiji,"Ratu Seru Epenisa Cakobau (pronounced [ˈseru epeˈniːsa ðakomˈbau]; occasionally spelled Cacobau or phonetically Thakombau) (c.1815 – 1 February 1883) was a Fijian Ratu and warlord (Vunivalu) who united part of Fiji's warring tribes under his leadership, establishing a united Fijian kingdom. He was born on Natauloa, Nairai Island in Lomaiviti but spent his youth years on Vanuaso, Gau, Lomaiviti. later returning to Bau to re-establish his Father's Ratu Tanoa Visawaqa reign. Ratu Epenisa Seru Visawaqa was given the name ""Cakobau"" meaning destroyer of Bau returned with most of his warriors from Vanuaso, Gau, Lomaiviti to coup the leadership in Bau then and later takeover his father's title; known after his father as the 6th ""Vunivalu"" or Warlord of Bau.",https://en.wikipedia.org/wiki/Seru_Epenisa_Cakobau
317,Finland,72,Vissarion Belinsky,http://www.wikidata.org/entity/Q192885,wd:Q192885,483097,Russian literary critic,"Vissarion Grigoryevich Belinsky (Russian: Виссарион Григорьевич Белинский, tr. Vissarión Grigórʹyevich Belínskiy, IPA: [vʲɪsərʲɪˈon ɡrʲɪˈɡorʲjɪvʲɪdʑ bʲɪˈlʲinskʲɪj]; June 11 [O.S. May 30] 1811 – June 7 [O.S. May 26] 1848) was a Russian literary critic of Westernizing tendency. Belinsky played one of the key roles in the career of poet and publisher Nikolay Nekrasov and his popular magazine Sovremennik.  He was the most influential of the Westernizers, especially among the younger generation. He worked primarily as a literary critic, because that area was less heavily censored than political pamphlets. He agreed with Slavophiles that society had precedence over individualism, but he insisted the society had to allow the expression of individual ideas and rights. He strongly opposed Slavophiles on the role of Orthodoxy, which he considered a retrograde force. He emphasized reason and knowledge, and attacked autocracy and theocracy.",https://en.wikipedia.org/wiki/Vissarion_Belinsky
