food,foodLabel,country,countryLabel,sitelinks
http://www.wikidata.org/entity/Q7034226,Nihari,http://www.wikidata.org/entity/Q902,Bangladesh,17
http://www.wikidata.org/entity/Q5435340,farinata,http://www.wikidata.org/entity/Q38,Italy,17
http://www.wikidata.org/entity/Q11771087,masala dosa,http://www.wikidata.org/entity/Q668,India,17
http://www.wikidata.org/entity/Q1397036,farofa,http://www.wikidata.org/entity/Q155,Brazil,16
http://www.wikidata.org/entity/Q1753265,skordalia,http://www.wikidata.org/entity/Q41,Greece,16
http://www.wikidata.org/entity/Q2023763,Jin deui,http://www.wikidata.org/entity/Q252,Indonesia,16
http://www.wikidata.org/entity/Q1572844,Mulligatawny,http://www.wikidata.org/entity/Q668,India,16
http://www.wikidata.org/entity/Q1137803,pasta e fagioli,http://www.wikidata.org/entity/Q38,Italy,16
http://www.wikidata.org/entity/Q1352696,chankonabe,http://www.wikidata.org/entity/Q17,Japan,16
http://www.wikidata.org/entity/Q264215,Salzburger Nockerl,http://www.wikidata.org/entity/Q40,Austria,15
http://www.wikidata.org/entity/Q1349413,Bamba,http://www.wikidata.org/entity/Q801,Israel,15
http://www.wikidata.org/entity/Q1853883,ostkaka,http://www.wikidata.org/entity/Q34,Sweden,15
http://www.wikidata.org/entity/Q2402333,Buddha's delight,http://www.wikidata.org/entity/Q148,People's Republic of China,15
http://www.wikidata.org/entity/Q2632589,lazanki,http://www.wikidata.org/entity/Q36,Poland,15
http://www.wikidata.org/entity/Q2565922,Ema datshi,http://www.wikidata.org/entity/Q917,Bhutan,15
http://www.wikidata.org/entity/Q713892,Yong tau foo,http://www.wikidata.org/entity/Q148,People's Republic of China,15
http://www.wikidata.org/entity/Q535064,Magiritsa,http://www.wikidata.org/entity/Q41,Greece,15
http://www.wikidata.org/entity/Q886824,black soup,http://www.wikidata.org/entity/Q41,Greece,15
http://www.wikidata.org/entity/Q1559248,Ribollita,http://www.wikidata.org/entity/Q38,Italy,15
http://www.wikidata.org/entity/Q3350588,Haleem,http://www.wikidata.org/entity/Q43,Turkey,15
http://www.wikidata.org/entity/Q1913489,Fasolada,http://www.wikidata.org/entity/Q41,Greece,15
http://www.wikidata.org/entity/Q924689,Soto ayam,http://www.wikidata.org/entity/Q252,Indonesia,15
http://www.wikidata.org/entity/Q54815990,cacık,http://www.wikidata.org/entity/Q43,Turkey,15
http://www.wikidata.org/entity/Q1141574,crostini,http://www.wikidata.org/entity/Q38,Italy,14
http://www.wikidata.org/entity/Q7799573,Gỏi cuốn,http://www.wikidata.org/entity/Q881,Vietnam,14
http://www.wikidata.org/entity/Q1133722,Yangzhou fried rice,http://www.wikidata.org/entity/Q148,People's Republic of China,14
http://www.wikidata.org/entity/Q1133745,Tonjiru,http://www.wikidata.org/entity/Q17,Japan,14
http://www.wikidata.org/entity/Q904185,rose hip soup,http://www.wikidata.org/entity/Q34,Sweden,14
http://www.wikidata.org/entity/Q3544562,sinigang,http://www.wikidata.org/entity/Q928,Philippines,14
http://www.wikidata.org/entity/Q613717,Lampredotto,http://www.wikidata.org/entity/Q38,Italy,13
http://www.wikidata.org/entity/Q627744,Cacciatore,http://www.wikidata.org/entity/Q38,Italy,13
http://www.wikidata.org/entity/Q596215,refried beans,http://www.wikidata.org/entity/Q96,Mexico,13
http://www.wikidata.org/entity/Q1683716,lontong,http://www.wikidata.org/entity/Q252,Indonesia,13
http://www.wikidata.org/entity/Q1868851,Lomo saltado,http://www.wikidata.org/entity/Q419,Peru,13
http://www.wikidata.org/entity/Q7000528,nettle soup,http://www.wikidata.org/entity/Q43,Turkey,13
http://www.wikidata.org/entity/Q258279,pancake soup,http://www.wikidata.org/entity/Q183,Germany,13
http://www.wikidata.org/entity/Q7000528,nettle soup,http://www.wikidata.org/entity/Q43,Turkey,13
http://www.wikidata.org/entity/Q2879043,Baghrir,http://www.wikidata.org/entity/Q262,Algeria,13
http://www.wikidata.org/entity/Q1025010,Cachapa,http://www.wikidata.org/entity/Q739,Colombia,13
http://www.wikidata.org/entity/Q4198570,Apam balik,http://www.wikidata.org/entity/Q921,Brunei,13
http://www.wikidata.org/entity/Q718010,suncake,http://www.wikidata.org/entity/Q865,Taiwan,13
http://www.wikidata.org/entity/Q2601887,Boxty,http://www.wikidata.org/entity/Q27,Republic of Ireland,13
http://www.wikidata.org/entity/Q3122937,kakuni,http://www.wikidata.org/entity/Q17,Japan,13
http://www.wikidata.org/entity/Q453174,Onsen tamago,http://www.wikidata.org/entity/Q17,Japan,12
http://www.wikidata.org/entity/Q1761000,Pasta con le sarde,http://www.wikidata.org/entity/Q38,Italy,12
http://www.wikidata.org/entity/Q2142465,crudités,http://www.wikidata.org/entity/Q142,France,12
http://www.wikidata.org/entity/Q2625025,Zosui,http://www.wikidata.org/entity/Q17,Japan,12
http://www.wikidata.org/entity/Q3503333,gulyásleves,http://www.wikidata.org/entity/Q28,Hungary,12
http://www.wikidata.org/entity/Q3505757,sautéed reindeer,http://www.wikidata.org/entity/Q20,Norway,12
http://www.wikidata.org/entity/Q3505757,sautéed reindeer,http://www.wikidata.org/entity/Q33,Finland,12
http://www.wikidata.org/entity/Q3505757,sautéed reindeer,http://www.wikidata.org/entity/Q34,Sweden,12
http://www.wikidata.org/entity/Q3272179,Kare-kare,http://www.wikidata.org/entity/Q928,Philippines,12
http://www.wikidata.org/entity/Q2625025,Zosui,http://www.wikidata.org/entity/Q17,Japan,12
http://www.wikidata.org/entity/Q5117388,soto,http://www.wikidata.org/entity/Q252,Indonesia,12
http://www.wikidata.org/entity/Q2718625,tong sui,http://www.wikidata.org/entity/Q148,People's Republic of China,12
http://www.wikidata.org/entity/Q2712621,hōtō,http://www.wikidata.org/entity/Q17,Japan,12
http://www.wikidata.org/entity/Q3503333,gulyásleves,http://www.wikidata.org/entity/Q28,Hungary,12
http://www.wikidata.org/entity/Q3276660,Tsukudani,http://www.wikidata.org/entity/Q17,Japan,12
http://www.wikidata.org/entity/Q716820,hiyashi chūka,http://www.wikidata.org/entity/Q17,Japan,12
http://www.wikidata.org/entity/Q1136876,Okinawa soba,http://www.wikidata.org/entity/Q17,Japan,11
http://www.wikidata.org/entity/Q1561248,lamian,http://www.wikidata.org/entity/Q148,People's Republic of China,11
http://www.wikidata.org/entity/Q3083513,Garbure,http://www.wikidata.org/entity/Q142,France,11
http://www.wikidata.org/entity/Q12808559,Arnavut ciğeri,http://www.wikidata.org/entity/Q43,Turkey,11
http://www.wikidata.org/entity/Q2457455,Sayur asem,http://www.wikidata.org/entity/Q252,Indonesia,11
http://www.wikidata.org/entity/Q1515088,Krupnik,http://www.wikidata.org/entity/Q184,Belarus,11
http://www.wikidata.org/entity/Q1515088,Krupnik,http://www.wikidata.org/entity/Q36,Poland,11
http://www.wikidata.org/entity/Q3083513,Garbure,http://www.wikidata.org/entity/Q142,France,11
http://www.wikidata.org/entity/Q17099188,Rosół,http://www.wikidata.org/entity/Q36,Poland,11
http://www.wikidata.org/entity/Q711328,scallion pancake,http://www.wikidata.org/entity/Q148,People's Republic of China,11
http://www.wikidata.org/entity/Q1420442,Lohikeitto,http://www.wikidata.org/entity/Q33,Finland,11
http://www.wikidata.org/entity/Q179158,cream of mushroom soup,http://www.wikidata.org/entity/Q30,United States of America,11
http://www.wikidata.org/entity/Q244495,Szilvásgombóc,http://www.wikidata.org/entity/Q218,Romania,10
http://www.wikidata.org/entity/Q319800,Backerbse,http://www.wikidata.org/entity/Q40,Austria,10
http://www.wikidata.org/entity/Q319800,Backerbse,http://www.wikidata.org/entity/Q183,Germany,10
http://www.wikidata.org/entity/Q542790,hujiao bing,http://www.wikidata.org/entity/Q148,People's Republic of China,10
http://www.wikidata.org/entity/Q655235,Muffuletta,http://www.wikidata.org/entity/Q30,United States of America,10
http://www.wikidata.org/entity/Q951525,Avial,http://www.wikidata.org/entity/Q668,India,10
http://www.wikidata.org/entity/Q1124851,Käsespätzle,http://www.wikidata.org/entity/Q183,Germany,10
http://www.wikidata.org/entity/Q1275518,kilishi,http://www.wikidata.org/entity/Q1032,Niger,10
http://www.wikidata.org/entity/Q1275518,kilishi,http://www.wikidata.org/entity/Q1033,Nigeria,10
http://www.wikidata.org/entity/Q1539635,blåbärssoppa,http://www.wikidata.org/entity/Q34,Sweden,10
http://www.wikidata.org/entity/Q1760470,Tramezzino,http://www.wikidata.org/entity/Q38,Italy,10
http://www.wikidata.org/entity/Q2919135,Pan-bagnat,http://www.wikidata.org/entity/Q142,France,10
http://www.wikidata.org/entity/Q3500519,stromboli,http://www.wikidata.org/entity/Q30,United States of America,10
http://www.wikidata.org/entity/Q5366437,orange chicken,http://www.wikidata.org/entity/Q30,United States of America,10
http://www.wikidata.org/entity/Q4745482,khao phat amerikan,http://www.wikidata.org/entity/Q869,Thailand,10
http://www.wikidata.org/entity/Q3548107,tahô,http://www.wikidata.org/entity/Q928,Philippines,10
http://www.wikidata.org/entity/Q4804429,Ash Reshteh,http://www.wikidata.org/entity/Q794,Iran,10
http://www.wikidata.org/entity/Q3677884,Ezogelin soup,http://www.wikidata.org/entity/Q43,Turkey,10
http://www.wikidata.org/entity/Q4997403,Bun rieu,http://www.wikidata.org/entity/Q881,Vietnam,10
http://www.wikidata.org/entity/Q6345457,Kadhi,http://www.wikidata.org/entity/Q668,India,10
http://www.wikidata.org/entity/Q15042119,Stracciatella,http://www.wikidata.org/entity/Q38,Italy,10
http://www.wikidata.org/entity/Q16926259,snake soup,http://www.wikidata.org/entity/Q148,People's Republic of China,10
http://www.wikidata.org/entity/Q514526,Quarkkäulchen,http://www.wikidata.org/entity/Q183,Germany,10
http://www.wikidata.org/entity/Q3087787,Truffade,http://www.wikidata.org/entity/Q142,France,10
http://www.wikidata.org/entity/Q1539635,blåbärssoppa,http://www.wikidata.org/entity/Q34,Sweden,10
http://www.wikidata.org/entity/Q3500480,Øllebrød,http://www.wikidata.org/entity/Q35,Denmark,10
http://www.wikidata.org/entity/Q17063016,jjamppong,http://www.wikidata.org/entity/Q884,South Korea,10
http://www.wikidata.org/entity/Q432308,Papa a la Hancaina,http://www.wikidata.org/entity/Q419,Peru,9
http://www.wikidata.org/entity/Q861293,cheese on toast,http://www.wikidata.org/entity/Q145,United Kingdom,9
http://www.wikidata.org/entity/Q3373858,Qingtuan,http://www.wikidata.org/entity/Q148,People's Republic of China,9
http://www.wikidata.org/entity/Q3051726,Usban,http://www.wikidata.org/entity/Q948,Tunisia,9
http://www.wikidata.org/entity/Q7648934,Sushi pizza,http://www.wikidata.org/entity/Q16,Canada,9
http://www.wikidata.org/entity/Q12208569,Halawet el Jibn,http://www.wikidata.org/entity/Q858,Syria,9
http://www.wikidata.org/entity/Q12961636,Afritada,http://www.wikidata.org/entity/Q928,Philippines,9
http://www.wikidata.org/entity/Q3064619,Faisselle,http://www.wikidata.org/entity/Q142,France,9
http://www.wikidata.org/entity/Q7808550,Tinutuan,http://www.wikidata.org/entity/Q252,Indonesia,9
http://www.wikidata.org/entity/Q4346753,hiyayakko,http://www.wikidata.org/entity/Q17,Japan,9
http://www.wikidata.org/entity/Q267129,chicken and dumplings,http://www.wikidata.org/entity/Q30,United States of America,9
http://www.wikidata.org/entity/Q3550480,Tinola,http://www.wikidata.org/entity/Q928,Philippines,9
http://www.wikidata.org/entity/Q6817675,Menudo,http://www.wikidata.org/entity/Q96,Mexico,9
http://www.wikidata.org/entity/Q7037735,nimono,http://www.wikidata.org/entity/Q17,Japan,9
http://www.wikidata.org/entity/Q6029514,Keledoş,http://www.wikidata.org/entity/Q43,Turkey,9
http://www.wikidata.org/entity/Q15630073,Acquacotta,http://www.wikidata.org/entity/Q38,Italy,9
http://www.wikidata.org/entity/Q17005230,palm nut soup,http://www.wikidata.org/entity/Q117,Ghana,9
http://www.wikidata.org/entity/Q17005230,palm nut soup,http://www.wikidata.org/entity/Q1033,Nigeria,9
http://www.wikidata.org/entity/Q154043,rijstevlaai,http://www.wikidata.org/entity/Q55,Netherlands,8
http://www.wikidata.org/entity/Q623247,Shkedei marak,http://www.wikidata.org/entity/Q801,Israel,8
http://www.wikidata.org/entity/Q878318,Hochzeitssuppe,http://www.wikidata.org/entity/Q183,Germany,8
http://www.wikidata.org/entity/Q1137574,Porkkanalaatikko,http://www.wikidata.org/entity/Q33,Finland,8
http://www.wikidata.org/entity/Q2216156,salt potatoes,http://www.wikidata.org/entity/Q30,United States of America,8
http://www.wikidata.org/entity/Q2393807,Taquito,http://www.wikidata.org/entity/Q96,Mexico,8
http://www.wikidata.org/entity/Q5996575,suimono,http://www.wikidata.org/entity/Q17,Japan,8
http://www.wikidata.org/entity/Q6540048,Liangpi,http://www.wikidata.org/entity/Q148,People's Republic of China,8
http://www.wikidata.org/entity/Q11172960,Yuxiangrousi,http://www.wikidata.org/entity/Q148,People's Republic of China,8
http://www.wikidata.org/entity/Q19732533,Seblak,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q29017361,chǎofàn,http://www.wikidata.org/entity/Q148,People's Republic of China,8
http://www.wikidata.org/entity/Q4923744,Nasi goreng pattaya,http://www.wikidata.org/entity/Q833,Malaysia,8
http://www.wikidata.org/entity/Q107020680,abon,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q7476075,tahu sumedang,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q5243850,Elote en vaso,http://www.wikidata.org/entity/Q96,Mexico,8
http://www.wikidata.org/entity/Q4208242,Sayur lodeh,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q4272202,Tongseng,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q5188689,Guoqiao Mixian,http://www.wikidata.org/entity/Q148,People's Republic of China,8
http://www.wikidata.org/entity/Q3312252,Cozido à portuguesa,http://www.wikidata.org/entity/Q45,Portugal,8
http://www.wikidata.org/entity/Q4868733,Batchoy,http://www.wikidata.org/entity/Q928,Philippines,8
http://www.wikidata.org/entity/Q9018082,Kulajda,http://www.wikidata.org/entity/Q213,Czech Republic,8
http://www.wikidata.org/entity/Q5996575,suimono,http://www.wikidata.org/entity/Q17,Japan,8
http://www.wikidata.org/entity/Q5162437,Serabi,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q1054891,Laobing,http://www.wikidata.org/entity/Q148,People's Republic of China,8
http://www.wikidata.org/entity/Q3360757,Hortobágyi palacsinta,http://www.wikidata.org/entity/Q28,Hungary,8
http://www.wikidata.org/entity/Q835895,pampuchy,http://www.wikidata.org/entity/Q36,Poland,8
http://www.wikidata.org/entity/Q6986919,Neer dosa,http://www.wikidata.org/entity/Q668,India,8
http://www.wikidata.org/entity/Q848957,Coto Makassar,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q11242258,Soto mie,http://www.wikidata.org/entity/Q252,Indonesia,8
http://www.wikidata.org/entity/Q878318,Hochzeitssuppe,http://www.wikidata.org/entity/Q183,Germany,8
http://www.wikidata.org/entity/Q2213650,Kuy teav,http://www.wikidata.org/entity/Q424,Cambodia,8
http://www.wikidata.org/entity/Q4385016,Saimin,http://www.wikidata.org/entity/Q30,United States of America,8
http://www.wikidata.org/entity/Q2591051,Tiết canh,http://www.wikidata.org/entity/Q881,Vietnam,8
http://www.wikidata.org/entity/Q248460,Zürcher Geschnetzeltes,http://www.wikidata.org/entity/Q39,Switzerland,7
http://www.wikidata.org/entity/Q1094305,Luther Burger,http://www.wikidata.org/entity/Q30,United States of America,7
http://www.wikidata.org/entity/Q3097864,espetada,http://www.wikidata.org/entity/Q45,Portugal,7
http://www.wikidata.org/entity/Q12033864,Lokša,http://www.wikidata.org/entity/Q214,Slovakia,7
http://www.wikidata.org/entity/Q18755741,Çoban kavurma,http://www.wikidata.org/entity/Q43,Turkey,7
http://www.wikidata.org/entity/Q18883046,mala hot pot,http://www.wikidata.org/entity/Q148,People's Republic of China,7
http://www.wikidata.org/entity/Q19766201,pizza cake,http://www.wikidata.org/entity/Q16,Canada,7
http://www.wikidata.org/entity/Q7675683,tahu goreng,http://www.wikidata.org/entity/Q252,Indonesia,7
http://www.wikidata.org/entity/Q564491,Tacacá,http://www.wikidata.org/entity/Q155,Brazil,7
http://www.wikidata.org/entity/Q864154,Geng,http://www.wikidata.org/entity/Q148,People's Republic of China,7
http://www.wikidata.org/entity/Q1012556,Sweet potato soup,http://www.wikidata.org/entity/Q148,People's Republic of China,7
http://www.wikidata.org/entity/Q1092662,Ciorbă de perișoare,http://www.wikidata.org/entity/Q218,Romania,7
http://www.wikidata.org/entity/Q30698,Sour cherry soup,http://www.wikidata.org/entity/Q28,Hungary,7
http://www.wikidata.org/entity/Q734527,Svartsoppa,http://www.wikidata.org/entity/Q34,Sweden,7
http://www.wikidata.org/entity/Q3292757,Vori vori,http://www.wikidata.org/entity/Q733,Paraguay,7
http://www.wikidata.org/entity/Q5101003,Ching bo leung,http://www.wikidata.org/entity/Q148,People's Republic of China,7
http://www.wikidata.org/entity/Q3894895,Pappa,http://www.wikidata.org/entity/Q38,Italy,7
http://www.wikidata.org/entity/Q7641870,Sup Kambing,http://www.wikidata.org/entity/Q252,Indonesia,7
http://www.wikidata.org/entity/Q8193769,Imoni,http://www.wikidata.org/entity/Q17,Japan,7
http://www.wikidata.org/entity/Q7227262,pomegranate soup,http://www.wikidata.org/entity/Q794,Iran,7
http://www.wikidata.org/entity/Q18883046,mala hot pot,http://www.wikidata.org/entity/Q148,People's Republic of China,7
http://www.wikidata.org/entity/Q7709199,Thai suki,http://www.wikidata.org/entity/Q869,Thailand,7
http://www.wikidata.org/entity/Q3775525,motsunabe,http://www.wikidata.org/entity/Q17,Japan,7
http://www.wikidata.org/entity/Q319435,Linsen mit Spätzle,http://www.wikidata.org/entity/Q183,Germany,6
http://www.wikidata.org/entity/Q464545,Chinmi,http://www.wikidata.org/entity/Q17,Japan,6
http://www.wikidata.org/entity/Q882556,Saure Zipfel,http://www.wikidata.org/entity/Q183,Germany,6
http://www.wikidata.org/entity/Q952366,bocconotto,http://www.wikidata.org/entity/Q38,Italy,6
http://www.wikidata.org/entity/Q956379,quibebé,http://www.wikidata.org/entity/Q155,Brazil,6
http://www.wikidata.org/entity/Q1760240,Q1760240,http://www.wikidata.org/entity/Q142,France,6
http://www.wikidata.org/entity/Q5055611,Cağ kebabı,http://www.wikidata.org/entity/Q43,Turkey,6
http://www.wikidata.org/entity/Q5364840,robatayaki,http://www.wikidata.org/entity/Q17,Japan,6
